Codes:,Business_Income
3365,12315507169.3
33651,12315507169.3
336510,12315507169.3
3366,12315507169.3
33661,12315507169.3
336611,6157753584.66
336612,6157753584.66
3369,12315507169.3
33699,12315507169.3
336991,4105169056.44
336992,4105169056.44
336999,4105169056.44
337,86208550185.3
3371,28736183395.1
33711,14368091697.5
337110,14368091697.5
33712,14368091697.5
337121,2873618339.51
337122,2873618339.51
337124,2873618339.51
337125,2873618339.51
337127,2873618339.51
3372,28736183395.1
33721,28736183395.1
337211,7184045848.77
337212,7184045848.77
337214,7184045848.77
337215,7184045848.77
3379,28736183395.1
33791,14368091697.5
337910,14368091697.5
33792,14368091697.5
337920,14368091697.5
339,86208550185.3
3391,43104275092.6
33911,43104275092.6
339112,8620855018.53
339113,8620855018.53
339114,8620855018.53
339115,8620855018.53
339116,8620855018.53
3399,43104275092.6
33991,7184045848.77
339910,7184045848.77
33992,7184045848.77
339920,7184045848.77
33993,7184045848.77
339930,7184045848.77
33994,7184045848.77
339940,7184045848.77
33995,7184045848.77
339950,7184045848.77
33999,7184045848.77
339991,1197340974.8
339992,1197340974.8
339993,1197340974.8
339994,1197340974.8
339995,1197340974.8
339999,1197340974.8
42,825007726669.0
423,275002575556.0
4231,30555841728.5
42311,7638960432.12
423110,7638960432.12
42312,7638960432.12
423120,7638960432.12
42313,7638960432.12
423130,7638960432.12
42314,7638960432.12
423140,7638960432.12
4232,30555841728.5
42321,15277920864.2
423210,15277920864.2
42322,15277920864.2
423220,15277920864.2
4233,30555841728.5
42331,7638960432.12
423310,7638960432.12
42332,7638960432.12
423320,7638960432.12
42333,7638960432.12
423330,7638960432.12
42339,7638960432.12
423390,7638960432.12
4234,30555841728.5
42341,4365120246.92
423410,4365120246.92
42342,4365120246.92
423420,4365120246.92
42343,4365120246.92
423430,4365120246.92
42344,4365120246.92
423440,4365120246.92
42345,4365120246.92
423450,4365120246.92
42346,4365120246.92
423460,4365120246.92
42349,4365120246.92
423490,4365120246.92
4235,30555841728.5
42351,15277920864.2
423510,15277920864.2
42352,15277920864.2
423520,15277920864.2
4236,30555841728.5
42361,10185280576.2
423610,10185280576.2
42362,10185280576.2
423620,10185280576.2
42369,10185280576.2
423690,10185280576.2
4237,30555841728.5
42371,7638960432.12
423710,7638960432.12
42372,7638960432.12
423720,7638960432.12
42373,7638960432.12
423730,7638960432.12
42374,7638960432.12
423740,7638960432.12
4238,30555841728.5
42381,5092640288.08
423810,5092640288.08
42382,5092640288.08
423820,5092640288.08
42383,5092640288.08
423830,5092640288.08
42384,5092640288.08
423840,5092640288.08
42385,5092640288.08
423850,5092640288.08
42386,5092640288.08
423860,5092640288.08
4239,30555841728.5
42391,6111168345.69
423910,6111168345.69
42392,6111168345.69
423920,6111168345.69
42393,6111168345.69
423930,6111168345.69
42394,6111168345.69
423940,6111168345.69
42399,6111168345.69
423990,6111168345.69
424,275002575556.0
4241,30555841728.5
42411,10185280576.2
424110,10185280576.2
42412,10185280576.2
424120,10185280576.2
42413,10185280576.2
424130,10185280576.2
4242,30555841728.5
42421,30555841728.5
424210,30555841728.5
4243,30555841728.5
42431,7638960432.12
424310,7638960432.12
42432,7638960432.12
424320,7638960432.12
42433,7638960432.12
424330,7638960432.12
42434,7638960432.12
424340,7638960432.12
4244,30555841728.5
42441,3395093525.39
424410,3395093525.39
42442,3395093525.39
424420,3395093525.39
42443,3395093525.39
424430,3395093525.39
42444,3395093525.39
424440,3395093525.39
42445,3395093525.39
424450,3395093525.39
42446,3395093525.39
424460,3395093525.39
42447,3395093525.39
424470,3395093525.39
42448,3395093525.39
424480,3395093525.39
42449,3395093525.39
424490,3395093525.39
4245,30555841728.5
42451,10185280576.2
424510,10185280576.2
42452,10185280576.2
424520,10185280576.2
42459,10185280576.2
424590,10185280576.2
4246,30555841728.5
42461,15277920864.2
424610,15277920864.2
42469,15277920864.2
424690,15277920864.2
4247,30555841728.5
42471,15277920864.2
424710,15277920864.2
42472,15277920864.2
424720,15277920864.2
4248,30555841728.5
42481,15277920864.2
424810,15277920864.2
42482,15277920864.2
424820,15277920864.2
4249,30555841728.5
42491,5092640288.08
424910,5092640288.08
42492,5092640288.08
424920,5092640288.08
42493,5092640288.08
424930,5092640288.08
42494,5092640288.08
424940,5092640288.08
42495,5092640288.08
424950,5092640288.08
42499,5092640288.08
424990,5092640288.08
425,275002575556.0
4251,275002575556.0
42511,137501287778.0
425110,137501287778.0
42512,137501287778.0
425120,137501287778.0
44.45,932374278189.0
441,77697856515.8
4411,25899285505.3
44111,12949642752.6
441110,12949642752.6
44112,12949642752.6
441120,12949642752.6
4412,25899285505.3
44121,12949642752.6
441210,12949642752.6
44122,12949642752.6
441222,6474821376.31
441228,6474821376.31
4413,25899285505.3
44131,12949642752.6
441310,12949642752.6
44132,12949642752.6
441320,12949642752.6
442,77697856515.8
4421,38848928257.9
44211,38848928257.9
442110,38848928257.9
4422,38848928257.9
44221,19424464128.9
442210,19424464128.9
44229,19424464128.9
442291,9712232064.47
442299,9712232064.47
443,77697856515.8
4431,77697856515.8
44314,77697856515.8
443141,38848928257.9
443142,38848928257.9
444,77697856515.8
4441,38848928257.9
44411,9712232064.47
444110,9712232064.47
44412,9712232064.47
444120,9712232064.47
44413,9712232064.47
444130,9712232064.47
44419,9712232064.47
444190,9712232064.47
4442,38848928257.9
44421,19424464128.9
444210,19424464128.9
44422,19424464128.9
444220,19424464128.9
445,77697856515.8
4451,25899285505.3
44511,12949642752.6
445110,12949642752.6
44512,12949642752.6
445120,12949642752.6
4452,25899285505.3
44521,6474821376.31
445210,6474821376.31
44522,6474821376.31
445220,6474821376.31
44523,6474821376.31
445230,6474821376.31
44529,6474821376.31
445291,2158273792.1
445292,2158273792.1
445299,2158273792.1
4453,25899285505.3
44531,25899285505.3
445310,25899285505.3
446,77697856515.8
4461,77697856515.8
44611,19424464128.9
446110,19424464128.9
44612,19424464128.9
446120,19424464128.9
44613,19424464128.9
446130,19424464128.9
44619,19424464128.9
446191,9712232064.47
446199,9712232064.47
447,77697856515.8
4471,77697856515.8
44711,38848928257.9
447110,38848928257.9
44719,38848928257.9
447190,38848928257.9
448,77697856515.8
4481,25899285505.3
44811,4316547584.21
448110,4316547584.21
44812,4316547584.21
448120,4316547584.21
44813,4316547584.21
448130,4316547584.21
44814,4316547584.21
448140,4316547584.21
44815,4316547584.21
448150,4316547584.21
44819,4316547584.21
448190,4316547584.21
4482,25899285505.3
44821,25899285505.3
448210,25899285505.3
4483,25899285505.3
44831,12949642752.6
448310,12949642752.6
44832,12949642752.6
448320,12949642752.6
451,77697856515.8
4511,38848928257.9
45111,9712232064.47
451110,9712232064.47
45112,9712232064.47
451120,9712232064.47
45113,9712232064.47
451130,9712232064.47
45114,9712232064.47
451140,9712232064.47
4512,38848928257.9
45121,38848928257.9
451211,19424464128.9
451212,19424464128.9
452,77697856515.8
4521,38848928257.9
45211,38848928257.9
452111,19424464128.9
452112,19424464128.9
4529,38848928257.9
45291,19424464128.9
452910,19424464128.9
45299,19424464128.9
452990,19424464128.9
453,77697856515.8
4531,19424464128.9
45311,19424464128.9
453110,19424464128.9
4532,19424464128.9
45321,9712232064.47
453210,9712232064.47
45322,9712232064.47
453220,9712232064.47
4533,19424464128.9
45331,19424464128.9
453310,19424464128.9
4539,19424464128.9
45391,4856116032.23
453910,4856116032.23
45392,4856116032.23
453920,4856116032.23
45393,4856116032.23
453930,4856116032.23
45399,4856116032.23
453991,2428058016.12
453998,2428058016.12
454,77697856515.8
4541,25899285505.3
45411,25899285505.3
454111,8633095168.42
454112,8633095168.42
454113,8633095168.42
4542,25899285505.3
45421,25899285505.3
454210,25899285505.3
4543,25899285505.3
45431,12949642752.6
454310,12949642752.6
45439,12949642752.6
454390,12949642752.6
48.49,404916758795.0
481,36810614435.9
4811,18405307218.0
48111,18405307218.0
481111,9202653608.98
481112,9202653608.98
4812,18405307218.0
48121,18405307218.0
481211,6135102405.98
481212,6135102405.98
481219,6135102405.98
482,36810614435.9
4821,36810614435.9
48211,36810614435.9
482111,18405307218.0
482112,18405307218.0
483,36810614435.9
4831,18405307218.0
48311,18405307218.0
483111,4601326804.49
483112,4601326804.49
483113,4601326804.49
483114,4601326804.49
4832,18405307218.0
48321,18405307218.0
483211,9202653608.98
483212,9202653608.98
484,36810614435.9
4841,18405307218.0
48411,9202653608.98
484110,9202653608.98
48412,9202653608.98
484121,4601326804.49
484122,4601326804.49
4842,18405307218.0
48421,6135102405.98
484210,6135102405.98
48422,6135102405.98
484220,6135102405.98
48423,6135102405.98
484230,6135102405.98
485,36810614435.9
4851,6135102405.98
48511,6135102405.98
485111,1533775601.5
485112,1533775601.5
485113,1533775601.5
485119,1533775601.5
4852,6135102405.98
48521,6135102405.98
485210,6135102405.98
4853,6135102405.98
48531,3067551202.99
485310,3067551202.99
48532,3067551202.99
485320,3067551202.99
4854,6135102405.98
48541,6135102405.98
485410,6135102405.98
4855,6135102405.98
48551,6135102405.98
485510,6135102405.98
4859,6135102405.98
48599,6135102405.98
485991,3067551202.99
485999,3067551202.99
486,36810614435.9
4861,12270204812.0
48611,12270204812.0
486110,12270204812.0
4862,12270204812.0
48621,12270204812.0
486210,12270204812.0
4869,12270204812.0
48691,6135102405.98
486910,6135102405.98
48699,6135102405.98
486990,6135102405.98
487,36810614435.9
4871,12270204812.0
48711,12270204812.0
487110,12270204812.0
4872,12270204812.0
48721,12270204812.0
487210,12270204812.0
4879,12270204812.0
48799,12270204812.0
487990,12270204812.0
488,36810614435.9
4881,6135102405.98
48811,3067551202.99
488111,1533775601.5
488119,1533775601.5
48819,3067551202.99
488190,3067551202.99
4882,6135102405.98
48821,6135102405.98
488210,6135102405.98
4883,6135102405.98
48831,1533775601.5
488310,1533775601.5
48832,1533775601.5
488320,1533775601.5
48833,1533775601.5
488330,1533775601.5
48839,1533775601.5
488390,1533775601.5
4884,6135102405.98
48841,3067551202.99
488410,3067551202.99
48849,3067551202.99
488490,3067551202.99
4885,6135102405.98
48851,6135102405.98
488510,6135102405.98
4889,6135102405.98
48899,6135102405.98
488991,3067551202.99
488999,3067551202.99
491,36810614435.9
4911,36810614435.9
49111,36810614435.9
491110,36810614435.9
492,36810614435.9
4921,18405307218.0
49211,18405307218.0
492110,18405307218.0
4922,18405307218.0
49221,18405307218.0
492210,18405307218.0
493,36810614435.9
4931,36810614435.9
49311,9202653608.98
493110,9202653608.98
49312,9202653608.98
493120,9202653608.98
49313,9202653608.98
493130,9202653608.98
49319,9202653608.98
493190,9202653608.98
51,471434625365.0
511,78572437560.8
5111,39286218780.4
51111,7857243756.08
511110,7857243756.08
51112,7857243756.08
511120,7857243756.08
51113,7857243756.08
511130,7857243756.08
