Codes:,Depreciable assets (Net),Accumulated depreciation (Net),Inventories (Net),Land (Net),Depreciable assets (Income),Accumulated depreciation (Income),Inventories (Income),Land (Income)
4841,5484653982.67,3236281484.73,63640960.1212,60690346.631,3281791955.96,2280071208.82,51129303.4539,42166326.1983
48411,2742326991.34,1618140742.37,31820480.0606,30345173.3155,1640895977.98,1140035604.41,25564651.727,21083163.0991
484110,2742326991.34,1618140742.37,31820480.0606,30345173.3155,1640895977.98,1140035604.41,25564651.727,21083163.0991
48412,2742326991.34,1618140742.37,31820480.0606,30345173.3155,1640895977.98,1140035604.41,25564651.727,21083163.0991
484121,1371163495.67,809070371.183,15910240.0303,15172586.6578,820447988.991,570017802.205,12782325.8635,10541581.5496
484122,1371163495.67,809070371.183,15910240.0303,15172586.6578,820447988.991,570017802.205,12782325.8635,10541581.5496
4842,5484653982.67,3236281484.73,63640960.1212,60690346.631,3281791955.96,2280071208.82,51129303.4539,42166326.1983
48421,1828217994.22,1078760494.91,21213653.3737,20230115.5437,1093930651.99,760023736.273,17043101.1513,14055442.0661
484210,1828217994.22,1078760494.91,21213653.3737,20230115.5437,1093930651.99,760023736.273,17043101.1513,14055442.0661
48422,1828217994.22,1078760494.91,21213653.3737,20230115.5437,1093930651.99,760023736.273,17043101.1513,14055442.0661
484220,1828217994.22,1078760494.91,21213653.3737,20230115.5437,1093930651.99,760023736.273,17043101.1513,14055442.0661
48423,1828217994.22,1078760494.91,21213653.3737,20230115.5437,1093930651.99,760023736.273,17043101.1513,14055442.0661
484230,1828217994.22,1078760494.91,21213653.3737,20230115.5437,1093930651.99,760023736.273,17043101.1513,14055442.0661
485,2020252135.45,760216758.374,16997061.2165,7239714.1197,425421127.651,190755754.36,14070016.8378,3678884.59516
4851,336708689.242,126702793.062,2832843.53608,1206619.01995,70903521.2752,31792625.7267,2345002.8063,613147.432527
48511,336708689.242,126702793.062,2832843.53608,1206619.01995,70903521.2752,31792625.7267,2345002.8063,613147.432527
485111,84177172.3105,31675698.2656,708210.88402,301654.754988,17725880.3188,7948156.43167,586250.701576,153286.858132
485112,84177172.3105,31675698.2656,708210.88402,301654.754988,17725880.3188,7948156.43167,586250.701576,153286.858132
485113,84177172.3105,31675698.2656,708210.88402,301654.754988,17725880.3188,7948156.43167,586250.701576,153286.858132
485119,84177172.3105,31675698.2656,708210.88402,301654.754988,17725880.3188,7948156.43167,586250.701576,153286.858132
4852,336708689.242,126702793.062,2832843.53608,1206619.01995,70903521.2752,31792625.7267,2345002.8063,613147.432527
48521,336708689.242,126702793.062,2832843.53608,1206619.01995,70903521.2752,31792625.7267,2345002.8063,613147.432527
485210,336708689.242,126702793.062,2832843.53608,1206619.01995,70903521.2752,31792625.7267,2345002.8063,613147.432527
4853,336708689.242,126702793.062,2832843.53608,1206619.01995,70903521.2752,31792625.7267,2345002.8063,613147.432527
48531,168354344.621,63351396.5312,1416421.76804,603309.509975,35451760.6376,15896312.8633,1172501.40315,306573.716263
485310,168354344.621,63351396.5312,1416421.76804,603309.509975,35451760.6376,15896312.8633,1172501.40315,306573.716263
48532,168354344.621,63351396.5312,1416421.76804,603309.509975,35451760.6376,15896312.8633,1172501.40315,306573.716263
485320,168354344.621,63351396.5312,1416421.76804,603309.509975,35451760.6376,15896312.8633,1172501.40315,306573.716263
4854,336708689.242,126702793.062,2832843.53608,1206619.01995,70903521.2752,31792625.7267,2345002.8063,613147.432527
48541,336708689.242,126702793.062,2832843.53608,1206619.01995,70903521.2752,31792625.7267,2345002.8063,613147.432527
485410,336708689.242,126702793.062,2832843.53608,1206619.01995,70903521.2752,31792625.7267,2345002.8063,613147.432527
4855,336708689.242,126702793.062,2832843.53608,1206619.01995,70903521.2752,31792625.7267,2345002.8063,613147.432527
48551,336708689.242,126702793.062,2832843.53608,1206619.01995,70903521.2752,31792625.7267,2345002.8063,613147.432527
485510,336708689.242,126702793.062,2832843.53608,1206619.01995,70903521.2752,31792625.7267,2345002.8063,613147.432527
4859,336708689.242,126702793.062,2832843.53608,1206619.01995,70903521.2752,31792625.7267,2345002.8063,613147.432527
48599,336708689.242,126702793.062,2832843.53608,1206619.01995,70903521.2752,31792625.7267,2345002.8063,613147.432527
485991,168354344.621,63351396.5312,1416421.76804,603309.509975,35451760.6376,15896312.8633,1172501.40315,306573.716263
485999,168354344.621,63351396.5312,1416421.76804,603309.509975,35451760.6376,15896312.8633,1172501.40315,306573.716263
486,229951227042.0,49268961485.9,3836149935.47,802525488.117,139966346833.0,40189094562.1,1838655765.9,627524545.008
4861,76650409013.9,16422987162.0,1278716645.16,267508496.039,46655448944.3,13396364854.0,612885255.299,209174848.336
48611,76650409013.9,16422987162.0,1278716645.16,267508496.039,46655448944.3,13396364854.0,612885255.299,209174848.336
486110,76650409013.9,16422987162.0,1278716645.16,267508496.039,46655448944.3,13396364854.0,612885255.299,209174848.336
4862,76650409013.9,16422987162.0,1278716645.16,267508496.039,46655448944.3,13396364854.0,612885255.299,209174848.336
48621,76650409013.9,16422987162.0,1278716645.16,267508496.039,46655448944.3,13396364854.0,612885255.299,209174848.336
486210,76650409013.9,16422987162.0,1278716645.16,267508496.039,46655448944.3,13396364854.0,612885255.299,209174848.336
4869,76650409013.9,16422987162.0,1278716645.16,267508496.039,46655448944.3,13396364854.0,612885255.299,209174848.336
48691,38325204506.9,8211493580.98,639358322.578,133754248.019,23327724472.2,6698182427.01,306442627.649,104587424.168
486910,38325204506.9,8211493580.98,639358322.578,133754248.019,23327724472.2,6698182427.01,306442627.649,104587424.168
48699,38325204506.9,8211493580.98,639358322.578,133754248.019,23327724472.2,6698182427.01,306442627.649,104587424.168
486990,38325204506.9,8211493580.98,639358322.578,133754248.019,23327724472.2,6698182427.01,306442627.649,104587424.168
487,1344666502.8,614320708.533,30968932.1065,52437907.6668,892159709.361,471324290.468,16753739.2618,26639368.6893
4871,448222167.601,204773569.511,10322977.3688,17479302.5556,297386569.787,157108096.823,5584579.75392,8879789.5631
48711,448222167.601,204773569.511,10322977.3688,17479302.5556,297386569.787,157108096.823,5584579.75392,8879789.5631
487110,448222167.601,204773569.511,10322977.3688,17479302.5556,297386569.787,157108096.823,5584579.75392,8879789.5631
4872,448222167.601,204773569.511,10322977.3688,17479302.5556,297386569.787,157108096.823,5584579.75392,8879789.5631
48721,448222167.601,204773569.511,10322977.3688,17479302.5556,297386569.787,157108096.823,5584579.75392,8879789.5631
487210,448222167.601,204773569.511,10322977.3688,17479302.5556,297386569.787,157108096.823,5584579.75392,8879789.5631
4879,448222167.601,204773569.511,10322977.3688,17479302.5556,297386569.787,157108096.823,5584579.75392,8879789.5631
48799,448222167.601,204773569.511,10322977.3688,17479302.5556,297386569.787,157108096.823,5584579.75392,8879789.5631
487990,448222167.601,204773569.511,10322977.3688,17479302.5556,297386569.787,157108096.823,5584579.75392,8879789.5631
488,11485396000.0,3986679000.0,383514000.0,69667000.0,5051694000.0,2081969000.0,346849000.0,12374000.0
4881,1914232666.67,664446500.0,63919000.0,11611166.6667,841949000.0,346994833.333,57808166.6667,2062333.33333
48811,957116333.333,332223250.0,31959500.0,5805583.33333,420974500.0,173497416.667,28904083.3333,1031166.66667
488111,478558166.667,166111625.0,15979750.0,2902791.66667,210487250.0,86748708.3333,14452041.6667,515583.333333
488119,478558166.667,166111625.0,15979750.0,2902791.66667,210487250.0,86748708.3333,14452041.6667,515583.333333
48819,957116333.333,332223250.0,31959500.0,5805583.33333,420974500.0,173497416.667,28904083.3333,1031166.66667
488190,957116333.333,332223250.0,31959500.0,5805583.33333,420974500.0,173497416.667,28904083.3333,1031166.66667
4882,1914232666.67,664446500.0,63919000.0,11611166.6667,841949000.0,346994833.333,57808166.6667,2062333.33333
48821,1914232666.67,664446500.0,63919000.0,11611166.6667,841949000.0,346994833.333,57808166.6667,2062333.33333
488210,1914232666.67,664446500.0,63919000.0,11611166.6667,841949000.0,346994833.333,57808166.6667,2062333.33333
4883,1914232666.67,664446500.0,63919000.0,11611166.6667,841949000.0,346994833.333,57808166.6667,2062333.33333
48831,478558166.667,166111625.0,15979750.0,2902791.66667,210487250.0,86748708.3333,14452041.6667,515583.333333
488310,478558166.667,166111625.0,15979750.0,2902791.66667,210487250.0,86748708.3333,14452041.6667,515583.333333
48832,478558166.667,166111625.0,15979750.0,2902791.66667,210487250.0,86748708.3333,14452041.6667,515583.333333
488320,478558166.667,166111625.0,15979750.0,2902791.66667,210487250.0,86748708.3333,14452041.6667,515583.333333
48833,478558166.667,166111625.0,15979750.0,2902791.66667,210487250.0,86748708.3333,14452041.6667,515583.333333
488330,478558166.667,166111625.0,15979750.0,2902791.66667,210487250.0,86748708.3333,14452041.6667,515583.333333
48839,478558166.667,166111625.0,15979750.0,2902791.66667,210487250.0,86748708.3333,14452041.6667,515583.333333
488390,478558166.667,166111625.0,15979750.0,2902791.66667,210487250.0,86748708.3333,14452041.6667,515583.333333
4884,1914232666.67,664446500.0,63919000.0,11611166.6667,841949000.0,346994833.333,57808166.6667,2062333.33333
48841,957116333.333,332223250.0,31959500.0,5805583.33333,420974500.0,173497416.667,28904083.3333,1031166.66667
488410,957116333.333,332223250.0,31959500.0,5805583.33333,420974500.0,173497416.667,28904083.3333,1031166.66667
48849,957116333.333,332223250.0,31959500.0,5805583.33333,420974500.0,173497416.667,28904083.3333,1031166.66667
488490,957116333.333,332223250.0,31959500.0,5805583.33333,420974500.0,173497416.667,28904083.3333,1031166.66667
4885,1914232666.67,664446500.0,63919000.0,11611166.6667,841949000.0,346994833.333,57808166.6667,2062333.33333
48851,1914232666.67,664446500.0,63919000.0,11611166.6667,841949000.0,346994833.333,57808166.6667,2062333.33333
488510,1914232666.67,664446500.0,63919000.0,11611166.6667,841949000.0,346994833.333,57808166.6667,2062333.33333
4889,1914232666.67,664446500.0,63919000.0,11611166.6667,841949000.0,346994833.333,57808166.6667,2062333.33333
48899,1914232666.67,664446500.0,63919000.0,11611166.6667,841949000.0,346994833.333,57808166.6667,2062333.33333
488991,957116333.333,332223250.0,31959500.0,5805583.33333,420974500.0,173497416.667,28904083.3333,1031166.66667
488999,957116333.333,332223250.0,31959500.0,5805583.33333,420974500.0,173497416.667,28904083.3333,1031166.66667
492,17261000.0,13310000.0,2556000.0,0.0,17261000.0,13310000.0,2556000.0,0.0
4921,8630500.0,6655000.0,1278000.0,0.0,8630500.0,6655000.0,1278000.0,0.0
49211,8630500.0,6655000.0,1278000.0,0.0,8630500.0,6655000.0,1278000.0,0.0
492110,8630500.0,6655000.0,1278000.0,0.0,8630500.0,6655000.0,1278000.0,0.0
4922,8630500.0,6655000.0,1278000.0,0.0,8630500.0,6655000.0,1278000.0,0.0
49221,8630500.0,6655000.0,1278000.0,0.0,8630500.0,6655000.0,1278000.0,0.0
492210,8630500.0,6655000.0,1278000.0,0.0,8630500.0,6655000.0,1278000.0,0.0
493,11082833170.2,3657785512.28,313070934.983,289725905.95,7963773687.94,2962592674.29,309978844.264,177184545.815
4931,11082833170.2,3657785512.28,313070934.983,289725905.95,7963773687.94,2962592674.29,309978844.264,177184545.815
49311,2770708292.54,914446378.071,78267733.7456,72431476.4875,1990943421.99,740648168.574,77494711.066,44296136.4538
493110,2770708292.54,914446378.071,78267733.7456,72431476.4875,1990943421.99,740648168.574,77494711.066,44296136.4538
49312,2770708292.54,914446378.071,78267733.7456,72431476.4875,1990943421.99,740648168.574,77494711.066,44296136.4538
493120,2770708292.54,914446378.071,78267733.7456,72431476.4875,1990943421.99,740648168.574,77494711.066,44296136.4538
49313,2770708292.54,914446378.071,78267733.7456,72431476.4875,1990943421.99,740648168.574,77494711.066,44296136.4538
493130,2770708292.54,914446378.071,78267733.7456,72431476.4875,1990943421.99,740648168.574,77494711.066,44296136.4538
49319,2770708292.54,914446378.071,78267733.7456,72431476.4875,1990943421.99,740648168.574,77494711.066,44296136.4538
493190,2770708292.54,914446378.071,78267733.7456,72431476.4875,1990943421.99,740648168.574,77494711.066,44296136.4538
51,232658765631.0,121230378979.0,9131689845.45,2401209595.6,188210819122.0,100492479397.0,4317342237.08,1685512609.03
511,7797508399.15,4156897671.52,534350835.287,335188216.854,4554209597.86,2762808180.61,252203029.699,176033235.789
5111,1654896326.45,882234982.497,113407410.302,71138332.9581,966558078.249,586361806.202,53526055.5044,37360236.1586
51111,699672328.676,372999440.977,47947430.6556,30076520.3737,408650336.941,247907451.26,22630239.3092,15795505.1414
511110,699672328.676,372999440.977,47947430.6556,30076520.3737,408650336.941,247907451.26,22630239.3092,15795505.1414
51112,446277731.155,237913288.005,30582702.3461,19183953.2925,260652790.93,158124839.801,14434430.8621,10074976.3969
511120,446277731.155,237913288.005,30582702.3461,19183953.2925,260652790.93,158124839.801,14434430.8621,10074976.3969
51113,508946266.624,271322253.515,34877277.3,21877859.2919,297254950.377,180329515.14,16461385.3331,11489754.6204
511130,508946266.624,271322253.515,34877277.3,21877859.2919,297254950.377,180329515.14,16461385.3331,11489754.6204
5112,6142612072.69,3274662689.02,420943424.985,264049883.896,3587651519.62,2176446374.41,198676974.194,138672999.63
51121,6142612072.69,3274662689.02,420943424.985,264049883.896,3587651519.62,2176446374.41,198676974.194,138672999.63
511210,6142612072.69,3274662689.02,420943424.985,264049883.896,3587651519.62,2176446374.41,198676974.194,138672999.63
512,12129639295.3,8591046324.52,2598030279.54,204302159.179,6232534819.84,3959208348.38,872180867.725,150012771.962
5121,6064819647.64,4295523162.26,1299015139.77,102151079.59,3116267409.92,1979604174.19,436090433.863,75006385.9808
51211,1516204911.91,1073880790.57,324753784.942,25537769.8974,779066852.48,494901043.548,109022608.466,18751596.4952
512110,1516204911.91,1073880790.57,324753784.942,25537769.8974,779066852.48,494901043.548,109022608.466,18751596.4952
51212,1516204911.91,1073880790.57,324753784.942,25537769.8974,779066852.48,494901043.548,109022608.466,18751596.4952
512120,1516204911.91,1073880790.57,324753784.942,25537769.8974,779066852.48,494901043.548,109022608.466,18751596.4952
51213,1516204911.91,1073880790.57,324753784.942,25537769.8974,779066852.48,494901043.548,109022608.466,18751596.4952
512131,758102455.954,536940395.283,162376892.471,12768884.9487,389533426.24,247450521.774,54511304.2328,9375798.24759
512132,758102455.954,536940395.283,162376892.471,12768884.9487,389533426.24,247450521.774,54511304.2328,9375798.24759
51219,1516204911.91,1073880790.57,324753784.942,25537769.8974,779066852.48,494901043.548,109022608.466,18751596.4952
512191,758102455.954,536940395.283,162376892.471,12768884.9487,389533426.24,247450521.774,54511304.2328,9375798.24759
512199,758102455.954,536940395.283,162376892.471,12768884.9487,389533426.24,247450521.774,54511304.2328,9375798.24759
5122,6064819647.64,4295523162.26,1299015139.77,102151079.59,3116267409.92,1979604174.19,436090433.863,75006385.9808
51221,1212963929.53,859104632.452,259803027.954,20430215.9179,623253481.984,395920834.838,87218086.7725,15001277.1962
512210,1212963929.53,859104632.452,259803027.954,20430215.9179,623253481.984,395920834.838,87218086.7725,15001277.1962
51222,1212963929.53,859104632.452,259803027.954,20430215.9179,623253481.984,395920834.838,87218086.7725,15001277.1962
512220,1212963929.53,859104632.452,259803027.954,20430215.9179,623253481.984,395920834.838,87218086.7725,15001277.1962
51223,1212963929.53,859104632.452,259803027.954,20430215.9179,623253481.984,395920834.838,87218086.7725,15001277.1962
512230,1212963929.53,859104632.452,259803027.954,20430215.9179,623253481.984,395920834.838,87218086.7725,15001277.1962
51224,1212963929.53,859104632.452,259803027.954,20430215.9179,623253481.984,395920834.838,87218086.7725,15001277.1962
512240,1212963929.53,859104632.452,259803027.954,20430215.9179,623253481.984,395920834.838,87218086.7725,15001277.1962
51229,1212963929.53,859104632.452,259803027.954,20430215.9179,623253481.984,395920834.838,87218086.7725,15001277.1962
512290,1212963929.53,859104632.452,259803027.954,20430215.9179,623253481.984,395920834.838,87218086.7725,15001277.1962
515,35403352263.7,15759071704.0,2312335104.99,807697809.247,20909160448.3,10567249659.0,119311377.367,595666355.986
5151,17701676131.8,7879535851.98,1156167552.49,403848904.623,10454580224.1,5283624829.51,59655688.6837,297833177.993
51511,8850838065.92,3939767925.99,578083776.246,201924452.312,5227290112.06,2641812414.76,29827844.3418,148916588.997
515111,4425419032.96,1969883963.0,289041888.123,100962226.156,2613645056.03,1320906207.38,14913922.1709,74458294.4983
515112,4425419032.96,1969883963.0,289041888.123,100962226.156,2613645056.03,1320906207.38,14913922.1709,74458294.4983
51512,8850838065.92,3939767925.99,578083776.246,201924452.312,5227290112.06,2641812414.76,29827844.3418,148916588.997
515120,8850838065.92,3939767925.99,578083776.246,201924452.312,5227290112.06,2641812414.76,29827844.3418,148916588.997
5152,17701676131.8,7879535851.98,1156167552.49,403848904.623,10454580224.1,5283624829.51,59655688.6837,297833177.993
