Codes:,Depreciable assets (Net),Accumulated depreciation (Net),Inventories (Net),Land (Net),Depreciable assets (Income),Accumulated depreciation (Income),Inventories (Income),Land (Income)
325520,4927557414.17,2552100999.73,854100200.827,137039723.262,3276746010.26,1926873738.6,625831327.226,62404946.0633
3256,9855114828.34,5104201999.47,1708200401.65,274079446.524,6553492020.53,3853747477.21,1251662654.45,124809892.127
32561,4927557414.17,2552100999.73,854100200.827,137039723.262,3276746010.26,1926873738.6,625831327.226,62404946.0633
325611,1642519138.06,850700333.245,284700066.942,45679907.7541,1092248670.09,642291246.201,208610442.409,20801648.6878
325612,1642519138.06,850700333.245,284700066.942,45679907.7541,1092248670.09,642291246.201,208610442.409,20801648.6878
325613,1642519138.06,850700333.245,284700066.942,45679907.7541,1092248670.09,642291246.201,208610442.409,20801648.6878
32562,4927557414.17,2552100999.73,854100200.827,137039723.262,3276746010.26,1926873738.6,625831327.226,62404946.0633
325620,4927557414.17,2552100999.73,854100200.827,137039723.262,3276746010.26,1926873738.6,625831327.226,62404946.0633
3259,9855114828.34,5104201999.47,1708200401.65,274079446.524,6553492020.53,3853747477.21,1251662654.45,124809892.127
32591,3285038276.11,1701400666.49,569400133.885,91359815.5082,2184497340.18,1284582492.4,417220884.817,41603297.3756
325910,3285038276.11,1701400666.49,569400133.885,91359815.5082,2184497340.18,1284582492.4,417220884.817,41603297.3756
32592,3285038276.11,1701400666.49,569400133.885,91359815.5082,2184497340.18,1284582492.4,417220884.817,41603297.3756
325920,3285038276.11,1701400666.49,569400133.885,91359815.5082,2184497340.18,1284582492.4,417220884.817,41603297.3756
32599,3285038276.11,1701400666.49,569400133.885,91359815.5082,2184497340.18,1284582492.4,417220884.817,41603297.3756
325991,1095012758.7,567133555.496,189800044.628,30453271.8361,728165780.059,428194164.134,139073628.272,13867765.7919
325992,1095012758.7,567133555.496,189800044.628,30453271.8361,728165780.059,428194164.134,139073628.272,13867765.7919
325998,1095012758.7,567133555.496,189800044.628,30453271.8361,728165780.059,428194164.134,139073628.272,13867765.7919
326,8253207681.66,4198815218.53,1956339237.74,168107934.199,4664599284.63,2859909008.37,1009156425.22,82060542.335
3261,4126603840.83,2099407609.26,978169618.869,84053967.0994,2332299642.32,1429954504.19,504578212.61,41030271.1675
32611,589514834.404,299915372.752,139738516.981,12007709.5856,333185663.188,204279214.884,72082601.8015,5861467.30964
326111,196504944.801,99971790.9174,46579505.6604,4002569.86188,111061887.729,68093071.6279,24027533.9338,1953822.43655
326112,196504944.801,99971790.9174,46579505.6604,4002569.86188,111061887.729,68093071.6279,24027533.9338,1953822.43655
326113,196504944.801,99971790.9174,46579505.6604,4002569.86188,111061887.729,68093071.6279,24027533.9338,1953822.43655
32612,589514834.404,299915372.752,139738516.981,12007709.5856,333185663.188,204279214.884,72082601.8015,5861467.30964
326121,294757417.202,149957686.376,69869258.4906,6003854.79282,166592831.594,102139607.442,36041300.9007,2930733.65482
326122,294757417.202,149957686.376,69869258.4906,6003854.79282,166592831.594,102139607.442,36041300.9007,2930733.65482
32613,589514834.404,299915372.752,139738516.981,12007709.5856,333185663.188,204279214.884,72082601.8015,5861467.30964
326130,589514834.404,299915372.752,139738516.981,12007709.5856,333185663.188,204279214.884,72082601.8015,5861467.30964
32614,589514834.404,299915372.752,139738516.981,12007709.5856,333185663.188,204279214.884,72082601.8015,5861467.30964
326140,589514834.404,299915372.752,139738516.981,12007709.5856,333185663.188,204279214.884,72082601.8015,5861467.30964
32615,589514834.404,299915372.752,139738516.981,12007709.5856,333185663.188,204279214.884,72082601.8015,5861467.30964
326150,589514834.404,299915372.752,139738516.981,12007709.5856,333185663.188,204279214.884,72082601.8015,5861467.30964
32616,589514834.404,299915372.752,139738516.981,12007709.5856,333185663.188,204279214.884,72082601.8015,5861467.30964
326160,589514834.404,299915372.752,139738516.981,12007709.5856,333185663.188,204279214.884,72082601.8015,5861467.30964
32619,589514834.404,299915372.752,139738516.981,12007709.5856,333185663.188,204279214.884,72082601.8015,5861467.30964
326191,294757417.202,149957686.376,69869258.4906,6003854.79282,166592831.594,102139607.442,36041300.9007,2930733.65482
326199,294757417.202,149957686.376,69869258.4906,6003854.79282,166592831.594,102139607.442,36041300.9007,2930733.65482
3262,4126603840.83,2099407609.26,978169618.869,84053967.0994,2332299642.32,1429954504.19,504578212.61,41030271.1675
32621,1375534613.61,699802536.422,326056539.623,28017989.0331,777433214.105,476651501.396,168192737.537,13676757.0558
326211,687767306.805,349901268.211,163028269.811,14008994.5166,388716607.053,238325750.698,84096368.7684,6838378.52791
326212,687767306.805,349901268.211,163028269.811,14008994.5166,388716607.053,238325750.698,84096368.7684,6838378.52791
32622,1375534613.61,699802536.422,326056539.623,28017989.0331,777433214.105,476651501.396,168192737.537,13676757.0558
326220,1375534613.61,699802536.422,326056539.623,28017989.0331,777433214.105,476651501.396,168192737.537,13676757.0558
32629,1375534613.61,699802536.422,326056539.623,28017989.0331,777433214.105,476651501.396,168192737.537,13676757.0558
326291,687767306.805,349901268.211,163028269.811,14008994.5166,388716607.053,238325750.698,84096368.7684,6838378.52791
326299,687767306.805,349901268.211,163028269.811,14008994.5166,388716607.053,238325750.698,84096368.7684,6838378.52791
327,8725443538.76,3902995826.12,1122558570.49,605223300.539,4226128406.94,2357367628.14,724214917.927,215494444.456
3271,1745088707.75,780599165.224,224511714.098,121044660.108,845225681.388,471473525.628,144842983.585,43098888.8912
32711,872544353.876,390299582.612,112255857.049,60522330.0539,422612840.694,235736762.814,72421491.7927,21549444.4456
327110,872544353.876,390299582.612,112255857.049,60522330.0539,422612840.694,235736762.814,72421491.7927,21549444.4456
32712,872544353.876,390299582.612,112255857.049,60522330.0539,422612840.694,235736762.814,72421491.7927,21549444.4456
327120,872544353.876,390299582.612,112255857.049,60522330.0539,422612840.694,235736762.814,72421491.7927,21549444.4456
3272,1745088707.75,780599165.224,224511714.098,121044660.108,845225681.388,471473525.628,144842983.585,43098888.8912
32721,1745088707.75,780599165.224,224511714.098,121044660.108,845225681.388,471473525.628,144842983.585,43098888.8912
327211,436272176.938,195149791.306,56127928.5245,30261165.0269,211306420.347,117868381.407,36210745.8964,10774722.2228
327212,436272176.938,195149791.306,56127928.5245,30261165.0269,211306420.347,117868381.407,36210745.8964,10774722.2228
327213,436272176.938,195149791.306,56127928.5245,30261165.0269,211306420.347,117868381.407,36210745.8964,10774722.2228
327215,436272176.938,195149791.306,56127928.5245,30261165.0269,211306420.347,117868381.407,36210745.8964,10774722.2228
3273,1745088707.75,780599165.224,224511714.098,121044660.108,845225681.388,471473525.628,144842983.585,43098888.8912
32731,436272176.938,195149791.306,56127928.5245,30261165.0269,211306420.347,117868381.407,36210745.8964,10774722.2228
327310,436272176.938,195149791.306,56127928.5245,30261165.0269,211306420.347,117868381.407,36210745.8964,10774722.2228
32732,436272176.938,195149791.306,56127928.5245,30261165.0269,211306420.347,117868381.407,36210745.8964,10774722.2228
327320,436272176.938,195149791.306,56127928.5245,30261165.0269,211306420.347,117868381.407,36210745.8964,10774722.2228
32733,436272176.938,195149791.306,56127928.5245,30261165.0269,211306420.347,117868381.407,36210745.8964,10774722.2228
327331,218136088.469,97574895.653,28063964.2623,15130582.5135,105653210.173,58934190.7035,18105372.9482,5387361.1114
327332,218136088.469,97574895.653,28063964.2623,15130582.5135,105653210.173,58934190.7035,18105372.9482,5387361.1114
32739,436272176.938,195149791.306,56127928.5245,30261165.0269,211306420.347,117868381.407,36210745.8964,10774722.2228
327390,436272176.938,195149791.306,56127928.5245,30261165.0269,211306420.347,117868381.407,36210745.8964,10774722.2228
3274,1745088707.75,780599165.224,224511714.098,121044660.108,845225681.388,471473525.628,144842983.585,43098888.8912
32741,872544353.876,390299582.612,112255857.049,60522330.0539,422612840.694,235736762.814,72421491.7927,21549444.4456
327410,872544353.876,390299582.612,112255857.049,60522330.0539,422612840.694,235736762.814,72421491.7927,21549444.4456
32742,872544353.876,390299582.612,112255857.049,60522330.0539,422612840.694,235736762.814,72421491.7927,21549444.4456
327420,872544353.876,390299582.612,112255857.049,60522330.0539,422612840.694,235736762.814,72421491.7927,21549444.4456
3279,1745088707.75,780599165.224,224511714.098,121044660.108,845225681.388,471473525.628,144842983.585,43098888.8912
32791,872544353.876,390299582.612,112255857.049,60522330.0539,422612840.694,235736762.814,72421491.7927,21549444.4456
327910,872544353.876,390299582.612,112255857.049,60522330.0539,422612840.694,235736762.814,72421491.7927,21549444.4456
32799,872544353.876,390299582.612,112255857.049,60522330.0539,422612840.694,235736762.814,72421491.7927,21549444.4456
327991,218136088.469,97574895.653,28063964.2623,15130582.5135,105653210.173,58934190.7035,18105372.9482,5387361.1114
327992,218136088.469,97574895.653,28063964.2623,15130582.5135,105653210.173,58934190.7035,18105372.9482,5387361.1114
327993,218136088.469,97574895.653,28063964.2623,15130582.5135,105653210.173,58934190.7035,18105372.9482,5387361.1114
327999,218136088.469,97574895.653,28063964.2623,15130582.5135,105653210.173,58934190.7035,18105372.9482,5387361.1114
331,16043447908.1,8479545815.05,4064744294.32,328070754.292,11278630389.6,6510763432.64,3198642229.93,214969356.349
3313,16043447908.1,8479545815.05,4064744294.32,328070754.292,11278630389.6,6510763432.64,3198642229.93,214969356.349
33131,16043447908.1,8479545815.05,4064744294.32,328070754.292,11278630389.6,6510763432.64,3198642229.93,214969356.349
331315,16043447908.1,8479545815.05,4064744294.32,328070754.292,11278630389.6,6510763432.64,3198642229.93,214969356.349
332,13499965845.7,7136584856.95,3478334123.8,265607900.298,8936981002.23,5731296737.85,2227727375.52,172443699.685
3322,13499965845.7,7136584856.95,3478334123.8,265607900.298,8936981002.23,5731296737.85,2227727375.52,172443699.685
33221,13499965845.7,7136584856.95,3478334123.8,265607900.298,8936981002.23,5731296737.85,2227727375.52,172443699.685
332215,13499965845.7,7136584856.95,3478334123.8,265607900.298,8936981002.23,5731296737.85,2227727375.52,172443699.685
333,16363797085.9,8189926847.89,6130114759.85,458548870.618,13655196378.6,7157563822.94,5069689948.32,356671285.109
3331,2337685297.99,1169989549.7,875730679.978,65506981.5168,1950742339.8,1022509117.56,724241421.188,50953040.7299
33311,779228432.663,389996516.566,291910226.659,21835660.5056,650247446.601,340836372.521,241413807.063,16984346.91
333111,389614216.331,194998258.283,145955113.33,10917830.2528,325123723.3,170418186.261,120706903.531,8492173.45498
333112,389614216.331,194998258.283,145955113.33,10917830.2528,325123723.3,170418186.261,120706903.531,8492173.45498
33312,779228432.663,389996516.566,291910226.659,21835660.5056,650247446.601,340836372.521,241413807.063,16984346.91
333120,779228432.663,389996516.566,291910226.659,21835660.5056,650247446.601,340836372.521,241413807.063,16984346.91
33313,779228432.663,389996516.566,291910226.659,21835660.5056,650247446.601,340836372.521,241413807.063,16984346.91
333131,389614216.331,194998258.283,145955113.33,10917830.2528,325123723.3,170418186.261,120706903.531,8492173.45498
333132,389614216.331,194998258.283,145955113.33,10917830.2528,325123723.3,170418186.261,120706903.531,8492173.45498
3332,2337685297.99,1169989549.7,875730679.978,65506981.5168,1950742339.8,1022509117.56,724241421.188,50953040.7299
33324,2337685297.99,1169989549.7,875730679.978,65506981.5168,1950742339.8,1022509117.56,724241421.188,50953040.7299
333241,467537059.598,233997909.94,175146135.996,13101396.3034,390148467.96,204501823.513,144848284.238,10190608.146
333242,467537059.598,233997909.94,175146135.996,13101396.3034,390148467.96,204501823.513,144848284.238,10190608.146
333243,467537059.598,233997909.94,175146135.996,13101396.3034,390148467.96,204501823.513,144848284.238,10190608.146
333244,467537059.598,233997909.94,175146135.996,13101396.3034,390148467.96,204501823.513,144848284.238,10190608.146
333249,467537059.598,233997909.94,175146135.996,13101396.3034,390148467.96,204501823.513,144848284.238,10190608.146
3333,2337685297.99,1169989549.7,875730679.978,65506981.5168,1950742339.8,1022509117.56,724241421.188,50953040.7299
33331,2337685297.99,1169989549.7,875730679.978,65506981.5168,1950742339.8,1022509117.56,724241421.188,50953040.7299
333314,779228432.663,389996516.566,291910226.659,21835660.5056,650247446.601,340836372.521,241413807.063,16984346.91
333316,779228432.663,389996516.566,291910226.659,21835660.5056,650247446.601,340836372.521,241413807.063,16984346.91
333318,779228432.663,389996516.566,291910226.659,21835660.5056,650247446.601,340836372.521,241413807.063,16984346.91
3334,2337685297.99,1169989549.7,875730679.978,65506981.5168,1950742339.8,1022509117.56,724241421.188,50953040.7299
33341,2337685297.99,1169989549.7,875730679.978,65506981.5168,1950742339.8,1022509117.56,724241421.188,50953040.7299
333413,779228432.663,389996516.566,291910226.659,21835660.5056,650247446.601,340836372.521,241413807.063,16984346.91
333414,779228432.663,389996516.566,291910226.659,21835660.5056,650247446.601,340836372.521,241413807.063,16984346.91
333415,779228432.663,389996516.566,291910226.659,21835660.5056,650247446.601,340836372.521,241413807.063,16984346.91
3335,2337685297.99,1169989549.7,875730679.978,65506981.5168,1950742339.8,1022509117.56,724241421.188,50953040.7299
33351,2337685297.99,1169989549.7,875730679.978,65506981.5168,1950742339.8,1022509117.56,724241421.188,50953040.7299
333511,467537059.598,233997909.94,175146135.996,13101396.3034,390148467.96,204501823.513,144848284.238,10190608.146
333514,467537059.598,233997909.94,175146135.996,13101396.3034,390148467.96,204501823.513,144848284.238,10190608.146
333515,467537059.598,233997909.94,175146135.996,13101396.3034,390148467.96,204501823.513,144848284.238,10190608.146
333517,467537059.598,233997909.94,175146135.996,13101396.3034,390148467.96,204501823.513,144848284.238,10190608.146
333519,467537059.598,233997909.94,175146135.996,13101396.3034,390148467.96,204501823.513,144848284.238,10190608.146
3336,2337685297.99,1169989549.7,875730679.978,65506981.5168,1950742339.8,1022509117.56,724241421.188,50953040.7299
33361,2337685297.99,1169989549.7,875730679.978,65506981.5168,1950742339.8,1022509117.56,724241421.188,50953040.7299
333611,584421324.497,292497387.425,218932669.994,16376745.3792,487685584.95,255627279.391,181060355.297,12738260.1825
333612,584421324.497,292497387.425,218932669.994,16376745.3792,487685584.95,255627279.391,181060355.297,12738260.1825
333613,584421324.497,292497387.425,218932669.994,16376745.3792,487685584.95,255627279.391,181060355.297,12738260.1825
333618,584421324.497,292497387.425,218932669.994,16376745.3792,487685584.95,255627279.391,181060355.297,12738260.1825
3339,2337685297.99,1169989549.7,875730679.978,65506981.5168,1950742339.8,1022509117.56,724241421.188,50953040.7299
33391,779228432.663,389996516.566,291910226.659,21835660.5056,650247446.601,340836372.521,241413807.063,16984346.91
333911,259742810.888,129998838.855,97303408.8864,7278553.50187,216749148.867,113612124.174,80471269.0209,5661448.96999
333912,259742810.888,129998838.855,97303408.8864,7278553.50187,216749148.867,113612124.174,80471269.0209,5661448.96999
333913,259742810.888,129998838.855,97303408.8864,7278553.50187,216749148.867,113612124.174,80471269.0209,5661448.96999
33392,779228432.663,389996516.566,291910226.659,21835660.5056,650247446.601,340836372.521,241413807.063,16984346.91
333921,194807108.166,97499129.1416,72977556.6648,5458915.1264,162561861.65,85209093.1303,60353451.7657,4246086.72749
333922,194807108.166,97499129.1416,72977556.6648,5458915.1264,162561861.65,85209093.1303,60353451.7657,4246086.72749
333923,194807108.166,97499129.1416,72977556.6648,5458915.1264,162561861.65,85209093.1303,60353451.7657,4246086.72749
333924,194807108.166,97499129.1416,72977556.6648,5458915.1264,162561861.65,85209093.1303,60353451.7657,4246086.72749
33399,779228432.663,389996516.566,291910226.659,21835660.5056,650247446.601,340836372.521,241413807.063,16984346.91
333991,97403554.0828,48749564.5708,36488778.3324,2729457.5632,81280930.8251,42604546.5651,30176725.8828,2123043.36375
333992,97403554.0828,48749564.5708,36488778.3324,2729457.5632,81280930.8251,42604546.5651,30176725.8828,2123043.36375
333993,97403554.0828,48749564.5708,36488778.3324,2729457.5632,81280930.8251,42604546.5651,30176725.8828,2123043.36375
333994,97403554.0828,48749564.5708,36488778.3324,2729457.5632,81280930.8251,42604546.5651,30176725.8828,2123043.36375
333995,97403554.0828,48749564.5708,36488778.3324,2729457.5632,81280930.8251,42604546.5651,30176725.8828,2123043.36375
333996,97403554.0828,48749564.5708,36488778.3324,2729457.5632,81280930.8251,42604546.5651,30176725.8828,2123043.36375
333997,97403554.0828,48749564.5708,36488778.3324,2729457.5632,81280930.8251,42604546.5651,30176725.8828,2123043.36375
333999,97403554.0828,48749564.5708,36488778.3324,2729457.5632,81280930.8251,42604546.5651,30176725.8828,2123043.36375
334,15375858721.8,8771558817.66,1607877878.86,412181587.552,11152465376.5,7286646340.82,1089342273.85,206754590.983
3341,2562643120.29,1461926469.61,267979646.477,68696931.2587,1858744229.42,1214441056.8,181557045.641,34459098.4971
33411,2562643120.29,1461926469.61,267979646.477,68696931.2587,1858744229.42,1214441056.8,181557045.641,34459098.4971
334111,854214373.431,487308823.203,89326548.8256,22898977.0862,619581409.807,404813685.601,60519015.2136,11486366.1657
334112,854214373.431,487308823.203,89326548.8256,22898977.0862,619581409.807,404813685.601,60519015.2136,11486366.1657
334118,854214373.431,487308823.203,89326548.8256,22898977.0862,619581409.807,404813685.601,60519015.2136,11486366.1657
3342,2562643120.29,1461926469.61,267979646.477,68696931.2587,1858744229.42,1214441056.8,181557045.641,34459098.4971
33421,854214373.431,487308823.203,89326548.8256,22898977.0862,619581409.807,404813685.601,60519015.2136,11486366.1657
334210,854214373.431,487308823.203,89326548.8256,22898977.0862,619581409.807,404813685.601,60519015.2136,11486366.1657
33422,854214373.431,487308823.203,89326548.8256,22898977.0862,619581409.807,404813685.601,60519015.2136,11486366.1657
334220,854214373.431,487308823.203,89326548.8256,22898977.0862,619581409.807,404813685.601,60519015.2136,11486366.1657
33429,854214373.431,487308823.203,89326548.8256,22898977.0862,619581409.807,404813685.601,60519015.2136,11486366.1657
334290,854214373.431,487308823.203,89326548.8256,22898977.0862,619581409.807,404813685.601,60519015.2136,11486366.1657
3343,2562643120.29,1461926469.61,267979646.477,68696931.2587,1858744229.42,1214441056.8,181557045.641,34459098.4971
33431,2562643120.29,1461926469.61,267979646.477,68696931.2587,1858744229.42,1214441056.8,181557045.641,34459098.4971
334310,2562643120.29,1461926469.61,267979646.477,68696931.2587,1858744229.42,1214441056.8,181557045.641,34459098.4971
3344,2562643120.29,1461926469.61,267979646.477,68696931.2587,1858744229.42,1214441056.8,181557045.641,34459098.4971
33441,2562643120.29,1461926469.61,267979646.477,68696931.2587,1858744229.42,1214441056.8,181557045.641,34459098.4971
334412,427107186.715,243654411.602,44663274.4128,11449488.5431,309790704.903,202406842.8,30259507.6068,5743183.08285
334413,427107186.715,243654411.602,44663274.4128,11449488.5431,309790704.903,202406842.8,30259507.6068,5743183.08285
334416,427107186.715,243654411.602,44663274.4128,11449488.5431,309790704.903,202406842.8,30259507.6068,5743183.08285
334417,427107186.715,243654411.602,44663274.4128,11449488.5431,309790704.903,202406842.8,30259507.6068,5743183.08285
334418,427107186.715,243654411.602,44663274.4128,11449488.5431,309790704.903,202406842.8,30259507.6068,5743183.08285
334419,427107186.715,243654411.602,44663274.4128,11449488.5431,309790704.903,202406842.8,30259507.6068,5743183.08285
3345,2562643120.29,1461926469.61,267979646.477,68696931.2587,1858744229.42,1214441056.8,181557045.641,34459098.4971
33451,2562643120.29,1461926469.61,267979646.477,68696931.2587,1858744229.42,1214441056.8,181557045.641,34459098.4971
334510,284738124.477,162436274.401,29775516.2752,7632992.36208,206527136.602,134937895.2,20173005.0712,3828788.7219
334511,284738124.477,162436274.401,29775516.2752,7632992.36208,206527136.602,134937895.2,20173005.0712,3828788.7219
334512,284738124.477,162436274.401,29775516.2752,7632992.36208,206527136.602,134937895.2,20173005.0712,3828788.7219
334513,284738124.477,162436274.401,29775516.2752,7632992.36208,206527136.602,134937895.2,20173005.0712,3828788.7219
334514,284738124.477,162436274.401,29775516.2752,7632992.36208,206527136.602,134937895.2,20173005.0712,3828788.7219
334515,284738124.477,162436274.401,29775516.2752,7632992.36208,206527136.602,134937895.2,20173005.0712,3828788.7219
334516,284738124.477,162436274.401,29775516.2752,7632992.36208,206527136.602,134937895.2,20173005.0712,3828788.7219
334517,284738124.477,162436274.401,29775516.2752,7632992.36208,206527136.602,134937895.2,20173005.0712,3828788.7219
334519,284738124.477,162436274.401,29775516.2752,7632992.36208,206527136.602,134937895.2,20173005.0712,3828788.7219
3346,2562643120.29,1461926469.61,267979646.477,68696931.2587,1858744229.42,1214441056.8,181557045.641,34459098.4971
33461,2562643120.29,1461926469.61,267979646.477,68696931.2587,1858744229.42,1214441056.8,181557045.641,34459098.4971
334613,1281321560.15,730963234.805,133989823.238,34348465.6294,929372114.71,607220528.401,90778522.8204,17229549.2486
334614,1281321560.15,730963234.805,133989823.238,34348465.6294,929372114.71,607220528.401,90778522.8204,17229549.2486
335,4866587328.94,2443610922.83,1001576889.37,191437756.395,3149056542.4,1844668510.61,884971024.69,102998104.188
3351,1216646832.24,610902730.708,250394222.343,47859439.0987,787264135.599,461167127.654,221242756.172,25749526.0471
33511,608323416.118,305451365.354,125197111.172,23929719.5493,393632067.799,230583563.827,110621378.086,12874763.0235
335110,608323416.118,305451365.354,125197111.172,23929719.5493,393632067.799,230583563.827,110621378.086,12874763.0235
33512,608323416.118,305451365.354,125197111.172,23929719.5493,393632067.799,230583563.827,110621378.086,12874763.0235
335121,202774472.039,101817121.785,41732370.3906,7976573.18311,131210689.266,76861187.9423,36873792.6954,4291587.67451
335122,202774472.039,101817121.785,41732370.3906,7976573.18311,131210689.266,76861187.9423,36873792.6954,4291587.67451
335129,202774472.039,101817121.785,41732370.3906,7976573.18311,131210689.266,76861187.9423,36873792.6954,4291587.67451
3352,1216646832.24,610902730.708,250394222.343,47859439.0987,787264135.599,461167127.654,221242756.172,25749526.0471
33521,608323416.118,305451365.354,125197111.172,23929719.5493,393632067.799,230583563.827,110621378.086,12874763.0235
335210,608323416.118,305451365.354,125197111.172,23929719.5493,393632067.799,230583563.827,110621378.086,12874763.0235
33522,608323416.118,305451365.354,125197111.172,23929719.5493,393632067.799,230583563.827,110621378.086,12874763.0235
335221,152080854.029,76362841.3385,31299277.7929,5982429.88733,98408016.9499,57645890.9567,27655344.5216,3218690.75589
335222,152080854.029,76362841.3385,31299277.7929,5982429.88733,98408016.9499,57645890.9567,27655344.5216,3218690.75589
335224,152080854.029,76362841.3385,31299277.7929,5982429.88733,98408016.9499,57645890.9567,27655344.5216,3218690.75589
335228,152080854.029,76362841.3385,31299277.7929,5982429.88733,98408016.9499,57645890.9567,27655344.5216,3218690.75589
3353,1216646832.24,610902730.708,250394222.343,47859439.0987,787264135.599,461167127.654,221242756.172,25749526.0471
33531,1216646832.24,610902730.708,250394222.343,47859439.0987,787264135.599,461167127.654,221242756.172,25749526.0471
335311,304161708.059,152725682.677,62598555.5858,11964859.7747,196816033.9,115291781.913,55310689.0431,6437381.51177
335312,304161708.059,152725682.677,62598555.5858,11964859.7747,196816033.9,115291781.913,55310689.0431,6437381.51177
335313,304161708.059,152725682.677,62598555.5858,11964859.7747,196816033.9,115291781.913,55310689.0431,6437381.51177
335314,304161708.059,152725682.677,62598555.5858,11964859.7747,196816033.9,115291781.913,55310689.0431,6437381.51177
3359,1216646832.24,610902730.708,250394222.343,47859439.0987,787264135.599,461167127.654,221242756.172,25749526.0471
33591,304161708.059,152725682.677,62598555.5858,11964859.7747,196816033.9,115291781.913,55310689.0431,6437381.51177
335911,152080854.029,76362841.3385,31299277.7929,5982429.88733,98408016.9499,57645890.9567,27655344.5216,3218690.75589
335912,152080854.029,76362841.3385,31299277.7929,5982429.88733,98408016.9499,57645890.9567,27655344.5216,3218690.75589
33592,304161708.059,152725682.677,62598555.5858,11964859.7747,196816033.9,115291781.913,55310689.0431,6437381.51177
335921,152080854.029,76362841.3385,31299277.7929,5982429.88733,98408016.9499,57645890.9567,27655344.5216,3218690.75589
335929,152080854.029,76362841.3385,31299277.7929,5982429.88733,98408016.9499,57645890.9567,27655344.5216,3218690.75589
33593,304161708.059,152725682.677,62598555.5858,11964859.7747,196816033.9,115291781.913,55310689.0431,6437381.51177
335931,152080854.029,76362841.3385,31299277.7929,5982429.88733,98408016.9499,57645890.9567,27655344.5216,3218690.75589
335932,152080854.029,76362841.3385,31299277.7929,5982429.88733,98408016.9499,57645890.9567,27655344.5216,3218690.75589
33599,304161708.059,152725682.677,62598555.5858,11964859.7747,196816033.9,115291781.913,55310689.0431,6437381.51177
335991,152080854.029,76362841.3385,31299277.7929,5982429.88733,98408016.9499,57645890.9567,27655344.5216,3218690.75589
335999,152080854.029,76362841.3385,31299277.7929,5982429.88733,98408016.9499,57645890.9567,27655344.5216,3218690.75589
336,33795895042.1,14644076878.4,8514381315.13,768077107.571,28764718561.5,12699059027.2,7621861640.69,558015069.884
3361,4827985006.02,2092010982.62,1216340187.88,109725301.082,4109245508.79,1814151289.61,1088837377.24,79716438.5548
33611,2413992503.01,1046005491.31,608170093.938,54862650.5408,2054622754.39,907075644.803,544418688.621,39858219.2774
336111,1206996251.51,523002745.656,304085046.969,27431325.2704,1027311377.2,453537822.402,272209344.31,19929109.6387
336112,1206996251.51,523002745.656,304085046.969,27431325.2704,1027311377.2,453537822.402,272209344.31,19929109.6387
33612,2413992503.01,1046005491.31,608170093.938,54862650.5408,2054622754.39,907075644.803,544418688.621,39858219.2774
336120,2413992503.01,1046005491.31,608170093.938,54862650.5408,2054622754.39,907075644.803,544418688.621,39858219.2774
3362,4827985006.02,2092010982.62,1216340187.88,109725301.082,4109245508.79,1814151289.61,1088837377.24,79716438.5548
33621,4827985006.02,2092010982.62,1216340187.88,109725301.082,4109245508.79,1814151289.61,1088837377.24,79716438.5548
336211,1206996251.51,523002745.656,304085046.969,27431325.2704,1027311377.2,453537822.402,272209344.31,19929109.6387
336212,1206996251.51,523002745.656,304085046.969,27431325.2704,1027311377.2,453537822.402,272209344.31,19929109.6387
336213,1206996251.51,523002745.656,304085046.969,27431325.2704,1027311377.2,453537822.402,272209344.31,19929109.6387
336214,1206996251.51,523002745.656,304085046.969,27431325.2704,1027311377.2,453537822.402,272209344.31,19929109.6387
3363,4827985006.02,2092010982.62,1216340187.88,109725301.082,4109245508.79,1814151289.61,1088837377.24,79716438.5548
33631,603498125.753,261501372.828,152042523.484,13715662.6352,513655688.599,226768911.201,136104672.155,9964554.81935
336310,603498125.753,261501372.828,152042523.484,13715662.6352,513655688.599,226768911.201,136104672.155,9964554.81935
33632,603498125.753,261501372.828,152042523.484,13715662.6352,513655688.599,226768911.201,136104672.155,9964554.81935
336320,603498125.753,261501372.828,152042523.484,13715662.6352,513655688.599,226768911.201,136104672.155,9964554.81935
33633,603498125.753,261501372.828,152042523.484,13715662.6352,513655688.599,226768911.201,136104672.155,9964554.81935
336330,603498125.753,261501372.828,152042523.484,13715662.6352,513655688.599,226768911.201,136104672.155,9964554.81935
33634,603498125.753,261501372.828,152042523.484,13715662.6352,513655688.599,226768911.201,136104672.155,9964554.81935
336340,603498125.753,261501372.828,152042523.484,13715662.6352,513655688.599,226768911.201,136104672.155,9964554.81935
33635,603498125.753,261501372.828,152042523.484,13715662.6352,513655688.599,226768911.201,136104672.155,9964554.81935
336350,603498125.753,261501372.828,152042523.484,13715662.6352,513655688.599,226768911.201,136104672.155,9964554.81935
33636,603498125.753,261501372.828,152042523.484,13715662.6352,513655688.599,226768911.201,136104672.155,9964554.81935
336360,603498125.753,261501372.828,152042523.484,13715662.6352,513655688.599,226768911.201,136104672.155,9964554.81935
33637,603498125.753,261501372.828,152042523.484,13715662.6352,513655688.599,226768911.201,136104672.155,9964554.81935
336370,603498125.753,261501372.828,152042523.484,13715662.6352,513655688.599,226768911.201,136104672.155,9964554.81935
33639,603498125.753,261501372.828,152042523.484,13715662.6352,513655688.599,226768911.201,136104672.155,9964554.81935
336390,603498125.753,261501372.828,152042523.484,13715662.6352,513655688.599,226768911.201,136104672.155,9964554.81935
