Codes:,Interest Paid,Land,Capital Stock,Cost of Treasury Stock,Depreciable Assets,Earnings (rtnd appr),Earnings (rtnd unappr.),Accumulated Depreciation,Inventories,Additional paid-in Capital
31323,103533.70058,40380.9393483,272749.928249,152050.409819,2923527.32466,346.254636102,439308.394645,2108684.7344,947581.782712,1408143.34921
313230,103533.70058,40380.9393483,272749.928249,152050.409819,2923527.32466,346.254636102,439308.394645,2108684.7344,947581.782712,1408143.34921
31324,103533.70058,40380.9393483,272749.928249,152050.409819,2923527.32466,346.254636102,439308.394645,2108684.7344,947581.782712,1408143.34921
313240,103533.70058,40380.9393483,272749.928249,152050.409819,2923527.32466,346.254636102,439308.394645,2108684.7344,947581.782712,1408143.34921
3133,414134.80232,161523.757393,1090999.713,608201.639275,11694109.2986,1385.01854441,1757233.57858,8434738.93758,3790327.13085,5632573.39684
31331,207067.40116,80761.8786966,545499.856498,304100.819638,5847054.64932,692.509272205,878616.789291,4217369.46879,1895163.56542,2816286.69842
313310,207067.40116,80761.8786966,545499.856498,304100.819638,5847054.64932,692.509272205,878616.789291,4217369.46879,1895163.56542,2816286.69842
31332,207067.40116,80761.8786966,545499.856498,304100.819638,5847054.64932,692.509272205,878616.789291,4217369.46879,1895163.56542,2816286.69842
313320,207067.40116,80761.8786966,545499.856498,304100.819638,5847054.64932,692.509272205,878616.789291,4217369.46879,1895163.56542,2816286.69842
315,1456551.98044,760241.225316,2952479.58963,4239100.99396,18795243.2367,9501.12721331,11087923.9475,12621004.4339,15802964.9112,11348123.7445
3151,0.0,0.0,0.0,0.0,0.0,3167.04240444,-0.0,0.0,0.0,0.0
31511,0.0,0.0,0.0,0.0,0.0,1583.52120222,-0.0,0.0,0.0,0.0
315110,0.0,0.0,0.0,0.0,0.0,1583.52120222,-0.0,0.0,0.0,0.0
31519,0.0,0.0,0.0,0.0,0.0,1583.52120222,-0.0,0.0,0.0,0.0
315190,0.0,0.0,0.0,0.0,0.0,1583.52120222,-0.0,0.0,0.0,0.0
3152,0.0,0.0,0.0,0.0,0.0,3167.04240444,-0.0,0.0,0.0,0.0
31521,0.0,0.0,0.0,0.0,0.0,791.760601109,-0.0,0.0,0.0,0.0
315210,0.0,0.0,0.0,0.0,0.0,791.760601109,-0.0,0.0,0.0,0.0
31522,0.0,0.0,0.0,0.0,0.0,791.760601109,-0.0,0.0,0.0,0.0
315220,0.0,0.0,0.0,0.0,0.0,791.760601109,-0.0,0.0,0.0,0.0
31524,0.0,0.0,0.0,0.0,0.0,791.760601109,-0.0,0.0,0.0,0.0
315240,0.0,0.0,0.0,0.0,0.0,791.760601109,-0.0,0.0,0.0,0.0
31528,0.0,0.0,0.0,0.0,0.0,791.760601109,-0.0,0.0,0.0,0.0
315280,0.0,0.0,0.0,0.0,0.0,791.760601109,-0.0,0.0,0.0,0.0
3159,1456551.98044,760241.225316,2952479.58963,4239100.99396,18795243.2367,3167.04240444,11087923.9475,12621004.4339,15802964.9112,11348123.7445
31599,1456551.98044,760241.225316,2952479.58963,4239100.99396,18795243.2367,3167.04240444,11087923.9475,12621004.4339,15802964.9112,11348123.7445
315990,1456551.98044,760241.225316,2952479.58963,4239100.99396,18795243.2367,3167.04240444,11087923.9475,12621004.4339,15802964.9112,11348123.7445
316,92509.4647758,99362.8165751,1166391.60405,1117038.32575,3713749.89195,136.001820967,5385674.08789,2666466.92059,3141437.24815,546192.098971
3161,30836.4882586,33120.9388584,388797.201351,372346.108584,1237916.63065,45.3339403224,1795224.69596,888822.306863,1047145.74938,182064.03299
31611,30836.4882586,33120.9388584,388797.201351,372346.108584,1237916.63065,45.3339403224,1795224.69596,888822.306863,1047145.74938,182064.03299
316110,30836.4882586,33120.9388584,388797.201351,372346.108584,1237916.63065,45.3339403224,1795224.69596,888822.306863,1047145.74938,182064.03299
3162,30836.4882586,33120.9388584,388797.201351,372346.108584,1237916.63065,45.3339403224,1795224.69596,888822.306863,1047145.74938,182064.03299
31621,30836.4882586,33120.9388584,388797.201351,372346.108584,1237916.63065,45.3339403224,1795224.69596,888822.306863,1047145.74938,182064.03299
316210,30836.4882586,33120.9388584,388797.201351,372346.108584,1237916.63065,45.3339403224,1795224.69596,888822.306863,1047145.74938,182064.03299
