Codes:,Interest Paid,Land,Capital Stock,Cost of Treasury Stock,Depreciable Assets,Earnings (rtnd appr),Earnings (rtnd unappr.),Accumulated Depreciation,Inventories,Additional paid-in Capital
313,1199907.49883,426108.486725,3195378.73481,1715014.74084,32578322.7557,4155.05563323,3790781.76292,23576626.9454,10603364.4434,16678415.2938
3131,399969.166275,142036.162242,1065126.24494,571671.580279,10859440.9186,1385.01854441,1263593.92097,7858875.64847,3534454.81447,5559471.7646
31311,399969.166275,142036.162242,1065126.24494,571671.580279,10859440.9186,1385.01854441,1263593.92097,7858875.64847,3534454.81447,5559471.7646
313110,399969.166275,142036.162242,1065126.24494,571671.580279,10859440.9186,1385.01854441,1263593.92097,7858875.64847,3534454.81447,5559471.7646
3132,399969.166275,142036.162242,1065126.24494,571671.580279,10859440.9186,1385.01854441,1263593.92097,7858875.64847,3534454.81447,5559471.7646
31321,99992.2915688,35509.0405604,266281.561234,142917.89507,2714860.22964,346.254636102,315898.480244,1964718.91212,883613.703616,1389867.94115
313210,99992.2915688,35509.0405604,266281.561234,142917.89507,2714860.22964,346.254636102,315898.480244,1964718.91212,883613.703616,1389867.94115
31322,99992.2915688,35509.0405604,266281.561234,142917.89507,2714860.22964,346.254636102,315898.480244,1964718.91212,883613.703616,1389867.94115
313220,99992.2915688,35509.0405604,266281.561234,142917.89507,2714860.22964,346.254636102,315898.480244,1964718.91212,883613.703616,1389867.94115
31323,99992.2915688,35509.0405604,266281.561234,142917.89507,2714860.22964,346.254636102,315898.480244,1964718.91212,883613.703616,1389867.94115
313230,99992.2915688,35509.0405604,266281.561234,142917.89507,2714860.22964,346.254636102,315898.480244,1964718.91212,883613.703616,1389867.94115
31324,99992.2915688,35509.0405604,266281.561234,142917.89507,2714860.22964,346.254636102,315898.480244,1964718.91212,883613.703616,1389867.94115
313240,99992.2915688,35509.0405604,266281.561234,142917.89507,2714860.22964,346.254636102,315898.480244,1964718.91212,883613.703616,1389867.94115
3133,399969.166275,142036.162242,1065126.24494,571671.580279,10859440.9186,1385.01854441,1263593.92097,7858875.64847,3534454.81447,5559471.7646
31331,199984.583138,71018.0811209,532563.122469,285835.79014,5429720.45928,692.509272205,631796.960487,3929437.82424,1767227.40723,2779735.8823
313310,199984.583138,71018.0811209,532563.122469,285835.79014,5429720.45928,692.509272205,631796.960487,3929437.82424,1767227.40723,2779735.8823
31332,199984.583138,71018.0811209,532563.122469,285835.79014,5429720.45928,692.509272205,631796.960487,3929437.82424,1767227.40723,2779735.8823
313320,199984.583138,71018.0811209,532563.122469,285835.79014,5429720.45928,692.509272205,631796.960487,3929437.82424,1767227.40723,2779735.8823
315,1423200.37484,714359.587136,2891563.03781,4153094.54028,16830098.1114,9501.12721331,9925697.61907,11265190.6012,15200538.5498,11176013.0959
3151,-1.33580069819,-1.83765438606,-2.43983373473,-3.44473613166,-78.7081216345,3167.04240444,-46.5495652432,-54.3031446817,-24.1284201984,-6.89338700206
31511,-0.667900349095,-0.918827193032,-1.21991686737,-1.72236806583,-39.3540608173,1583.52120222,-23.2747826216,-27.1515723408,-12.0642100992,-3.44669350103
315110,-0.667900349095,-0.918827193032,-1.21991686737,-1.72236806583,-39.3540608173,1583.52120222,-23.2747826216,-27.1515723408,-12.0642100992,-3.44669350103
31519,-0.667900349095,-0.918827193032,-1.21991686737,-1.72236806583,-39.3540608173,1583.52120222,-23.2747826216,-27.1515723408,-12.0642100992,-3.44669350103
315190,-0.667900349095,-0.918827193032,-1.21991686737,-1.72236806583,-39.3540608173,1583.52120222,-23.2747826216,-27.1515723408,-12.0642100992,-3.44669350103
3152,-1.33580069819,-1.83765438606,-2.43983373473,-3.44473613166,-78.7081216345,3167.04240444,-46.5495652432,-54.3031446817,-24.1284201984,-6.89338700206
31521,-0.333950174547,-0.459413596516,-0.609958433683,-0.861184032914,-19.6770304086,791.760601109,-11.6373913108,-13.5757861704,-6.03210504959,-1.72334675051
315210,-0.333950174547,-0.459413596516,-0.609958433683,-0.861184032914,-19.6770304086,791.760601109,-11.6373913108,-13.5757861704,-6.03210504959,-1.72334675051
31522,-0.333950174547,-0.459413596516,-0.609958433683,-0.861184032914,-19.6770304086,791.760601109,-11.6373913108,-13.5757861704,-6.03210504959,-1.72334675051
315220,-0.333950174547,-0.459413596516,-0.609958433683,-0.861184032914,-19.6770304086,791.760601109,-11.6373913108,-13.5757861704,-6.03210504959,-1.72334675051
31524,-0.333950174547,-0.459413596516,-0.609958433683,-0.861184032914,-19.6770304086,791.760601109,-11.6373913108,-13.5757861704,-6.03210504959,-1.72334675051
315240,-0.333950174547,-0.459413596516,-0.609958433683,-0.861184032914,-19.6770304086,791.760601109,-11.6373913108,-13.5757861704,-6.03210504959,-1.72334675051
31528,-0.333950174547,-0.459413596516,-0.609958433683,-0.861184032914,-19.6770304086,791.760601109,-11.6373913108,-13.5757861704,-6.03210504959,-1.72334675051
