Codes:,Capital_stock,land,earnings_(rtnd_appr.),cost_of_treasury_stock,additional_paid-in_capital,depreciable_assets,earnings_(rtnd_unappr.),accumulated_depreciation,inventories,interest_paid
11133,578468944.04,1432052349.5,14335384.5708,235068388.782,1946749663.58,6620250630.86,-184107785.335,4749033871.24,899643397.887,153416383.615
111331,82638420.5772,204578907.072,2047912.08154,33581198.3975,278107094.796,945750090.123,-26301112.1907,678433410.177,128520485.412,21916626.2307
111332,82638420.5772,204578907.072,2047912.08154,33581198.3975,278107094.796,945750090.123,-26301112.1907,678433410.177,128520485.412,21916626.2307
111333,82638420.5772,204578907.072,2047912.08154,33581198.3975,278107094.796,945750090.123,-26301112.1907,678433410.177,128520485.412,21916626.2307
111334,82638420.5772,204578907.072,2047912.08154,33581198.3975,278107094.796,945750090.123,-26301112.1907,678433410.177,128520485.412,21916626.2307
111335,82638420.5772,204578907.072,2047912.08154,33581198.3975,278107094.796,945750090.123,-26301112.1907,678433410.177,128520485.412,21916626.2307
111336,82638420.5772,204578907.072,2047912.08154,33581198.3975,278107094.796,945750090.123,-26301112.1907,678433410.177,128520485.412,21916626.2307
111339,82638420.5772,204578907.072,2047912.08154,33581198.3975,278107094.796,945750090.123,-26301112.1907,678433410.177,128520485.412,21916626.2307
1114,1735406832.12,4296157048.51,43006153.7123,705205166.347,5840248990.73,19860751892.6,-552323356.004,14247101613.7,2698930193.66,460249150.844
11141,867703416.06,2148078524.25,21503076.8562,352602583.173,2920124495.36,9930375946.29,-276161678.002,7123550806.86,1349465096.83,230124575.422
111411,433851708.03,1074039262.13,10751538.4281,176301291.587,1460062247.68,4965187973.15,-138080839.001,3561775403.43,674732548.416,115062287.711
111419,433851708.03,1074039262.13,10751538.4281,176301291.587,1460062247.68,4965187973.15,-138080839.001,3561775403.43,674732548.416,115062287.711
11142,867703416.06,2148078524.25,21503076.8562,352602583.173,2920124495.36,9930375946.29,-276161678.002,7123550806.86,1349465096.83,230124575.422
111421,433851708.03,1074039262.13,10751538.4281,176301291.587,1460062247.68,4965187973.15,-138080839.001,3561775403.43,674732548.416,115062287.711
111422,433851708.03,1074039262.13,10751538.4281,176301291.587,1460062247.68,4965187973.15,-138080839.001,3561775403.43,674732548.416,115062287.711
1119,1735406832.12,4296157048.51,43006153.7123,705205166.347,5840248990.73,19860751892.6,-552323356.004,14247101613.7,2698930193.66,460249150.844
11191,347081366.424,859231409.702,8601230.74246,141041033.269,1168049798.15,3972150378.52,-110464671.201,2849420322.74,539786038.732,92049830.1688
111910,347081366.424,859231409.702,8601230.74246,141041033.269,1168049798.15,3972150378.52,-110464671.201,2849420322.74,539786038.732,92049830.1688
11192,347081366.424,859231409.702,8601230.74246,141041033.269,1168049798.15,3972150378.52,-110464671.201,2849420322.74,539786038.732,92049830.1688
111920,347081366.424,859231409.702,8601230.74246,141041033.269,1168049798.15,3972150378.52,-110464671.201,2849420322.74,539786038.732,92049830.1688
11193,347081366.424,859231409.702,8601230.74246,141041033.269,1168049798.15,3972150378.52,-110464671.201,2849420322.74,539786038.732,92049830.1688
111930,347081366.424,859231409.702,8601230.74246,141041033.269,1168049798.15,3972150378.52,-110464671.201,2849420322.74,539786038.732,92049830.1688
11194,347081366.424,859231409.702,8601230.74246,141041033.269,1168049798.15,3972150378.52,-110464671.201,2849420322.74,539786038.732,92049830.1688
111940,347081366.424,859231409.702,8601230.74246,141041033.269,1168049798.15,3972150378.52,-110464671.201,2849420322.74,539786038.732,92049830.1688
11199,347081366.424,859231409.702,8601230.74246,141041033.269,1168049798.15,3972150378.52,-110464671.201,2849420322.74,539786038.732,92049830.1688
111991,115693788.808,286410469.901,2867076.91415,47013677.7565,389349932.715,1324050126.17,-36821557.067,949806774.248,179928679.577,30683276.7229
111992,115693788.808,286410469.901,2867076.91415,47013677.7565,389349932.715,1324050126.17,-36821557.067,949806774.248,179928679.577,30683276.7229
111998,115693788.808,286410469.901,2867076.91415,47013677.7565,389349932.715,1324050126.17,-36821557.067,949806774.248,179928679.577,30683276.7229
113,467265555.154,1033684903.76,50102464.0064,99737546.1016,1076842164.81,8485880409.26,4889582620.16,6773022109.18,516300281.2,177611353.881
1131,155755185.051,344561634.588,16700821.3355,33245848.7005,358947388.27,2828626803.09,1629860873.39,2257674036.39,172100093.733,59203784.6271
11311,155755185.051,344561634.588,16700821.3355,33245848.7005,358947388.27,2828626803.09,1629860873.39,2257674036.39,172100093.733,59203784.6271
113110,155755185.051,344561634.588,16700821.3355,33245848.7005,358947388.27,2828626803.09,1629860873.39,2257674036.39,172100093.733,59203784.6271
1132,155755185.051,344561634.588,16700821.3355,33245848.7005,358947388.27,2828626803.09,1629860873.39,2257674036.39,172100093.733,59203784.6271
11321,155755185.051,344561634.588,16700821.3355,33245848.7005,358947388.27,2828626803.09,1629860873.39,2257674036.39,172100093.733,59203784.6271
113210,155755185.051,344561634.588,16700821.3355,33245848.7005,358947388.27,2828626803.09,1629860873.39,2257674036.39,172100093.733,59203784.6271
1133,155755185.051,344561634.588,16700821.3355,33245848.7005,358947388.27,2828626803.09,1629860873.39,2257674036.39,172100093.733,59203784.6271
11331,155755185.051,344561634.588,16700821.3355,33245848.7005,358947388.27,2828626803.09,1629860873.39,2257674036.39,172100093.733,59203784.6271
113310,155755185.051,344561634.588,16700821.3355,33245848.7005,358947388.27,2828626803.09,1629860873.39,2257674036.39,172100093.733,59203784.6271
114,965982135.847,979615888.958,1647000.53158,181549664.665,4963520961.33,15391768735.8,3940977251.33,11108829911.9,2360120762.81,217409615.647
1141,482991067.923,489807944.479,823500.265789,90774832.3327,2481760480.66,7695884367.92,1970488625.66,5554414955.93,1180060381.41,108704807.823
11411,482991067.923,489807944.479,823500.265789,90774832.3327,2481760480.66,7695884367.92,1970488625.66,5554414955.93,1180060381.41,108704807.823
114111,160997022.641,163269314.826,274500.088596,30258277.4442,827253493.555,2565294789.31,656829541.888,1851471651.98,393353460.469,36234935.9411
114112,160997022.641,163269314.826,274500.088596,30258277.4442,827253493.555,2565294789.31,656829541.888,1851471651.98,393353460.469,36234935.9411
114119,160997022.641,163269314.826,274500.088596,30258277.4442,827253493.555,2565294789.31,656829541.888,1851471651.98,393353460.469,36234935.9411
1142,482991067.923,489807944.479,823500.265789,90774832.3327,2481760480.66,7695884367.92,1970488625.66,5554414955.93,1180060381.41,108704807.823
11421,482991067.923,489807944.479,823500.265789,90774832.3327,2481760480.66,7695884367.92,1970488625.66,5554414955.93,1180060381.41,108704807.823
114210,482991067.923,489807944.479,823500.265789,90774832.3327,2481760480.66,7695884367.92,1970488625.66,5554414955.93,1180060381.41,108704807.823
21,46226111567.4,10858623410.6,744899443.041,23937813731.8,297061186655.0,367562970470.0,150436247759.0,156463577216.0,24691954256.0,17847737556.9
211,15408703855.8,3619541136.86,248299814.347,7979271243.92,99020395551.5,122520990157.0,50145415919.6,52154525738.7,8230651418.66,5949245852.3
2111,15408703855.8,3619541136.86,248299814.347,7979271243.92,99020395551.5,122520990157.0,50145415919.6,52154525738.7,8230651418.66,5949245852.3
21111,15408703855.8,3619541136.86,248299814.347,7979271243.92,99020395551.5,122520990157.0,50145415919.6,52154525738.7,8230651418.66,5949245852.3
211111,7704351927.9,1809770568.43,124149907.173,3989635621.96,49510197775.8,61260495078.3,25072707959.8,26077262869.4,4115325709.33,2974622926.15
211112,7704351927.9,1809770568.43,124149907.173,3989635621.96,49510197775.8,61260495078.3,25072707959.8,26077262869.4,4115325709.33,2974622926.15
212,15408703855.8,3619541136.86,248299814.347,7979271243.92,99020395551.5,122520990157.0,50145415919.6,52154525738.7,8230651418.66,5949245852.3
2121,5136234618.6,1206513712.29,82766604.7823,2659757081.31,33006798517.2,40840330052.2,16715138639.9,17384841912.9,2743550472.89,1983081950.77
21211,5136234618.6,1206513712.29,82766604.7823,2659757081.31,33006798517.2,40840330052.2,16715138639.9,17384841912.9,2743550472.89,1983081950.77
212111,1712078206.2,402171237.429,27588868.2608,886585693.769,11002266172.4,13613443350.7,5571712879.96,5794947304.3,914516824.295,661027316.922
212112,1712078206.2,402171237.429,27588868.2608,886585693.769,11002266172.4,13613443350.7,5571712879.96,5794947304.3,914516824.295,661027316.922
212113,1712078206.2,402171237.429,27588868.2608,886585693.769,11002266172.4,13613443350.7,5571712879.96,5794947304.3,914516824.295,661027316.922
2122,5136234618.6,1206513712.29,82766604.7823,2659757081.31,33006798517.2,40840330052.2,16715138639.9,17384841912.9,2743550472.89,1983081950.77
21221,1284058654.65,301628428.071,20691651.1956,664939270.326,8251699629.3,10210082513.0,4178784659.97,4346210478.23,685887618.221,495770487.691
212210,1284058654.65,301628428.071,20691651.1956,664939270.326,8251699629.3,10210082513.0,4178784659.97,4346210478.23,685887618.221,495770487.691
21222,1284058654.65,301628428.071,20691651.1956,664939270.326,8251699629.3,10210082513.0,4178784659.97,4346210478.23,685887618.221,495770487.691
212221,642029327.325,150814214.036,10345825.5978,332469635.163,4125849814.65,5105041256.52,2089392329.98,2173105239.11,342943809.111,247885243.846
212222,642029327.325,150814214.036,10345825.5978,332469635.163,4125849814.65,5105041256.52,2089392329.98,2173105239.11,342943809.111,247885243.846
21223,1284058654.65,301628428.071,20691651.1956,664939270.326,8251699629.3,10210082513.0,4178784659.97,4346210478.23,685887618.221,495770487.691
212231,642029327.325,150814214.036,10345825.5978,332469635.163,4125849814.65,5105041256.52,2089392329.98,2173105239.11,342943809.111,247885243.846
212234,642029327.325,150814214.036,10345825.5978,332469635.163,4125849814.65,5105041256.52,2089392329.98,2173105239.11,342943809.111,247885243.846
21229,1284058654.65,301628428.071,20691651.1956,664939270.326,8251699629.3,10210082513.0,4178784659.97,4346210478.23,685887618.221,495770487.691
212291,642029327.325,150814214.036,10345825.5978,332469635.163,4125849814.65,5105041256.52,2089392329.98,2173105239.11,342943809.111,247885243.846
212299,642029327.325,150814214.036,10345825.5978,332469635.163,4125849814.65,5105041256.52,2089392329.98,2173105239.11,342943809.111,247885243.846
2123,5136234618.6,1206513712.29,82766604.7823,2659757081.31,33006798517.2,40840330052.2,16715138639.9,17384841912.9,2743550472.89,1983081950.77
21231,1712078206.2,402171237.429,27588868.2608,886585693.769,11002266172.4,13613443350.7,5571712879.96,5794947304.3,914516824.295,661027316.922
212311,428019551.55,100542809.357,6897217.06519,221646423.442,2750566543.1,3403360837.68,1392928219.99,1448736826.08,228629206.074,165256829.23
212312,428019551.55,100542809.357,6897217.06519,221646423.442,2750566543.1,3403360837.68,1392928219.99,1448736826.08,228629206.074,165256829.23
212313,428019551.55,100542809.357,6897217.06519,221646423.442,2750566543.1,3403360837.68,1392928219.99,1448736826.08,228629206.074,165256829.23
212319,428019551.55,100542809.357,6897217.06519,221646423.442,2750566543.1,3403360837.68,1392928219.99,1448736826.08,228629206.074,165256829.23
21232,1712078206.2,402171237.429,27588868.2608,886585693.769,11002266172.4,13613443350.7,5571712879.96,5794947304.3,914516824.295,661027316.922
212321,428019551.55,100542809.357,6897217.06519,221646423.442,2750566543.1,3403360837.68,1392928219.99,1448736826.08,228629206.074,165256829.23
212322,428019551.55,100542809.357,6897217.06519,221646423.442,2750566543.1,3403360837.68,1392928219.99,1448736826.08,228629206.074,165256829.23
212324,428019551.55,100542809.357,6897217.06519,221646423.442,2750566543.1,3403360837.68,1392928219.99,1448736826.08,228629206.074,165256829.23
212325,428019551.55,100542809.357,6897217.06519,221646423.442,2750566543.1,3403360837.68,1392928219.99,1448736826.08,228629206.074,165256829.23
21239,1712078206.2,402171237.429,27588868.2608,886585693.769,11002266172.4,13613443350.7,5571712879.96,5794947304.3,914516824.295,661027316.922
212391,428019551.55,100542809.357,6897217.06519,221646423.442,2750566543.1,3403360837.68,1392928219.99,1448736826.08,228629206.074,165256829.23
212392,428019551.55,100542809.357,6897217.06519,221646423.442,2750566543.1,3403360837.68,1392928219.99,1448736826.08,228629206.074,165256829.23
212393,428019551.55,100542809.357,6897217.06519,221646423.442,2750566543.1,3403360837.68,1392928219.99,1448736826.08,228629206.074,165256829.23
212399,428019551.55,100542809.357,6897217.06519,221646423.442,2750566543.1,3403360837.68,1392928219.99,1448736826.08,228629206.074,165256829.23
213,15408703855.8,3619541136.86,248299814.347,7979271243.92,99020395551.5,122520990157.0,50145415919.6,52154525738.7,8230651418.66,5949245852.3
2131,15408703855.8,3619541136.86,248299814.347,7979271243.92,99020395551.5,122520990157.0,50145415919.6,52154525738.7,8230651418.66,5949245852.3
21311,15408703855.8,3619541136.86,248299814.347,7979271243.92,99020395551.5,122520990157.0,50145415919.6,52154525738.7,8230651418.66,5949245852.3
213111,3081740771.16,723908227.372,49659962.8694,1595854248.78,19804079110.3,24504198031.3,10029083183.9,10430905147.7,1646130283.73,1189849170.46
213112,3081740771.16,723908227.372,49659962.8694,1595854248.78,19804079110.3,24504198031.3,10029083183.9,10430905147.7,1646130283.73,1189849170.46
213113,3081740771.16,723908227.372,49659962.8694,1595854248.78,19804079110.3,24504198031.3,10029083183.9,10430905147.7,1646130283.73,1189849170.46
213114,3081740771.16,723908227.372,49659962.8694,1595854248.78,19804079110.3,24504198031.3,10029083183.9,10430905147.7,1646130283.73,1189849170.46
213115,3081740771.16,723908227.372,49659962.8694,1595854248.78,19804079110.3,24504198031.3,10029083183.9,10430905147.7,1646130283.73,1189849170.46
22,90411734060.3,4596371306.86,1991774706.29,16549435985.9,232689776381.0,1.35356022064e+12,93420399641.8,424686397945.0,29176570069.0,33583828055.5
221,90411734060.3,4596371306.86,1991774706.29,16549435985.9,232689776381.0,1.35356022064e+12,93420399641.8,424686397945.0,29176570069.0,33583828055.5
2212,90411734060.3,4596371306.86,1991774706.29,16549435985.9,232689776381.0,1.35356022064e+12,93420399641.8,424686397945.0,29176570069.0,33583828055.5
22121,90411734060.3,4596371306.86,1991774706.29,16549435985.9,232689776381.0,1.35356022064e+12,93420399641.8,424686397945.0,29176570069.0,33583828055.5
221210,90411734060.3,4596371306.86,1991774706.29,16549435985.9,232689776381.0,1.35356022064e+12,93420399641.8,424686397945.0,29176570069.0,33583828055.5
23,16865035240.1,25728689676.4,548441034.979,16643090004.4,101003028961.0,272316453408.0,103239574687.0,186145292912.0,71192419543.1,7275531875.83
236,5598522939.59,8657085035.35,35248901.0194,6641649252.8,35486161520.8,47246313491.8,21947944926.8,29347348821.3,39125907756.7,2541603602.36
2361,2799261469.79,4328542517.68,17624450.5097,3320824626.4,17743080760.4,23623156745.9,10973972463.4,14673674410.7,19562953878.3,1270801801.18
23611,2799261469.79,4328542517.68,17624450.5097,3320824626.4,17743080760.4,23623156745.9,10973972463.4,14673674410.7,19562953878.3,1270801801.18
236115,699815367.448,1082135629.42,4406112.62743,830206156.6,4435770190.11,5905789186.48,2743493115.85,3668418602.66,4890738469.59,317700450.295
236116,699815367.448,1082135629.42,4406112.62743,830206156.6,4435770190.11,5905789186.48,2743493115.85,3668418602.66,4890738469.59,317700450.295
236117,699815367.448,1082135629.42,4406112.62743,830206156.6,4435770190.11,5905789186.48,2743493115.85,3668418602.66,4890738469.59,317700450.295
236118,699815367.448,1082135629.42,4406112.62743,830206156.6,4435770190.11,5905789186.48,2743493115.85,3668418602.66,4890738469.59,317700450.295
2362,2799261469.79,4328542517.68,17624450.5097,3320824626.4,17743080760.4,23623156745.9,10973972463.4,14673674410.7,19562953878.3,1270801801.18
23621,1399630734.9,2164271258.84,8812225.25485,1660412313.2,8871540380.21,11811578373.0,5486986231.7,7336837205.33,9781476939.17,635400900.589
236210,1399630734.9,2164271258.84,8812225.25485,1660412313.2,8871540380.21,11811578373.0,5486986231.7,7336837205.33,9781476939.17,635400900.589
23622,1399630734.9,2164271258.84,8812225.25485,1660412313.2,8871540380.21,11811578373.0,5486986231.7,7336837205.33,9781476939.17,635400900.589
236220,1399630734.9,2164271258.84,8812225.25485,1660412313.2,8871540380.21,11811578373.0,5486986231.7,7336837205.33,9781476939.17,635400900.589
237,5318875375.55,14106862722.7,175957961.191,3970027295.72,43707895086.9,98214495463.6,31444568273.0,60243424429.3,22892267931.5,2040124578.85
2372,5318875375.55,14106862722.7,175957961.191,3970027295.72,43707895086.9,98214495463.6,31444568273.0,60243424429.3,22892267931.5,2040124578.85
23721,5318875375.55,14106862722.7,175957961.191,3970027295.72,43707895086.9,98214495463.6,31444568273.0,60243424429.3,22892267931.5,2040124578.85
237210,5318875375.55,14106862722.7,175957961.191,3970027295.72,43707895086.9,98214495463.6,31444568273.0,60243424429.3,22892267931.5,2040124578.85
238,5947636924.98,2964741918.39,337234172.769,6031413455.85,21808972353.0,126855644453.0,49847061487.1,96554519661.6,9174243854.92,2693803694.61
2382,5947636924.98,2964741918.39,337234172.769,6031413455.85,21808972353.0,126855644453.0,49847061487.1,96554519661.6,9174243854.92,2693803694.61
23821,2150689791.5,1404179662.11,202694937.008,2442573382.41,14426942964.9,55567996847.4,24691619758.7,40028061471.4,3861793222.45,1064091806.16
238210,2150689791.5,1404179662.11,202694937.008,2442573382.41,14426942964.9,55567996847.4,24691619758.7,40028061471.4,3861793222.45,1064091806.16
23822,3796947133.48,1560562256.28,134539235.76,3588840073.44,7382029388.04,71287647605.6,25155441728.3,56526458190.1,5312450632.46,1629711888.46
238220,3796947133.48,1560562256.28,134539235.76,3588840073.44,7382029388.04,71287647605.6,25155441728.3,56526458190.1,5312450632.46,1629711888.46
31.32.33,451936293003.0,85112401696.6,12717956784.4,1.1271247892e+12,2.98026742495e+12,2.7937116625e+12,1.74042129427e+12,1.59859312464e+12,661024206973.0,200014871927.0
311,33918297520.4,5235558377.08,89094192.9077,55021365232.3,155703529713.0,207956733613.0,112479290919.0,115932412859.0,57257121374.9,13125370175.6
3116,33918297520.4,5235558377.08,89094192.9077,55021365232.3,155703529713.0,207956733613.0,112479290919.0,115932412859.0,57257121374.9,13125370175.6
31161,33918297520.4,5235558377.08,89094192.9077,55021365232.3,155703529713.0,207956733613.0,112479290919.0,115932412859.0,57257121374.9,13125370175.6
311615,33918297520.4,5235558377.08,89094192.9077,55021365232.3,155703529713.0,207956733613.0,112479290919.0,115932412859.0,57257121374.9,13125370175.6
312,5954704517.91,2608225148.94,0.0,65939875105.1,65121666799.1,58047334268.2,68710559939.8,28084021296.1,17286097946.0,6658144358.77
3121,5954704517.91,2608225148.94,0.0,65939875105.1,65121666799.1,58047334268.2,68710559939.8,28084021296.1,17286097946.0,6658144358.77
31212,5954704517.91,2608225148.94,0.0,65939875105.1,65121666799.1,58047334268.2,68710559939.8,28084021296.1,17286097946.0,6658144358.77
312120,5954704517.91,2608225148.94,0.0,65939875105.1,65121666799.1,58047334268.2,68710559939.8,28084021296.1,17286097946.0,6658144358.77
313,1636499569.49,242285636.09,2077527.81661,912302458.913,8448860095.26,17541163947.9,2635850367.87,12652108406.4,5685490696.27,621202203.48
3131,545499856.498,80761878.6966,692509.272205,304100819.638,2816286698.42,5847054649.32,878616789.291,4217369468.79,1895163565.42,207067401.16
31311,545499856.498,80761878.6966,692509.272205,304100819.638,2816286698.42,5847054649.32,878616789.291,4217369468.79,1895163565.42,207067401.16
313110,545499856.498,80761878.6966,692509.272205,304100819.638,2816286698.42,5847054649.32,878616789.291,4217369468.79,1895163565.42,207067401.16
3132,545499856.498,80761878.6966,692509.272205,304100819.638,2816286698.42,5847054649.32,878616789.291,4217369468.79,1895163565.42,207067401.16
31321,136374964.124,20190469.6742,173127.318051,76025204.9094,704071674.605,1461763662.33,219654197.323,1054342367.2,473790891.356,51766850.29
313210,136374964.124,20190469.6742,173127.318051,76025204.9094,704071674.605,1461763662.33,219654197.323,1054342367.2,473790891.356,51766850.29
31322,136374964.124,20190469.6742,173127.318051,76025204.9094,704071674.605,1461763662.33,219654197.323,1054342367.2,473790891.356,51766850.29
313220,136374964.124,20190469.6742,173127.318051,76025204.9094,704071674.605,1461763662.33,219654197.323,1054342367.2,473790891.356,51766850.29
31323,136374964.124,20190469.6742,173127.318051,76025204.9094,704071674.605,1461763662.33,219654197.323,1054342367.2,473790891.356,51766850.29
313230,136374964.124,20190469.6742,173127.318051,76025204.9094,704071674.605,1461763662.33,219654197.323,1054342367.2,473790891.356,51766850.29
31324,136374964.124,20190469.6742,173127.318051,76025204.9094,704071674.605,1461763662.33,219654197.323,1054342367.2,473790891.356,51766850.29
313240,136374964.124,20190469.6742,173127.318051,76025204.9094,704071674.605,1461763662.33,219654197.323,1054342367.2,473790891.356,51766850.29
3133,545499856.498,80761878.6966,692509.272205,304100819.638,2816286698.42,5847054649.32,878616789.291,4217369468.79,1895163565.42,207067401.16
31331,272749928.249,40380939.3483,346254.636102,152050409.819,1408143349.21,2923527324.66,439308394.645,2108684734.4,947581782.712,103533700.58
313310,272749928.249,40380939.3483,346254.636102,152050409.819,1408143349.21,2923527324.66,439308394.645,2108684734.4,947581782.712,103533700.58
31332,272749928.249,40380939.3483,346254.636102,152050409.819,1408143349.21,2923527324.66,439308394.645,2108684734.4,947581782.712,103533700.58
313320,272749928.249,40380939.3483,346254.636102,152050409.819,1408143349.21,2923527324.66,439308394.645,2108684734.4,947581782.712,103533700.58
315,1476239794.81,380120612.658,4750563.60666,2119550496.98,5674061872.25,9397621618.34,5543961973.73,6310502216.96,7901482455.61,728275990.22
3151,0.0,0.0,1583521.20222,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
31511,0.0,0.0,791760.601109,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
315110,0.0,0.0,791760.601109,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
31519,0.0,0.0,791760.601109,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
315190,0.0,0.0,791760.601109,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
3152,0.0,0.0,1583521.20222,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
31521,0.0,0.0,395880.300555,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
315210,0.0,0.0,395880.300555,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
31522,0.0,0.0,395880.300555,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
315220,0.0,0.0,395880.300555,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
31524,0.0,0.0,395880.300555,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
315240,0.0,0.0,395880.300555,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
31528,0.0,0.0,395880.300555,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
315280,0.0,0.0,395880.300555,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
3159,1476239794.81,380120612.658,1583521.20222,2119550496.98,5674061872.25,9397621618.34,5543961973.73,6310502216.96,7901482455.61,728275990.22
31599,1476239794.81,380120612.658,1583521.20222,2119550496.98,5674061872.25,9397621618.34,5543961973.73,6310502216.96,7901482455.61,728275990.22
315990,1476239794.81,380120612.658,1583521.20222,2119550496.98,5674061872.25,9397621618.34,5543961973.73,6310502216.96,7901482455.61,728275990.22
316,583195802.026,49681408.2875,68000.9104837,558519162.876,273096049.486,1856874945.97,2692837043.94,1333233460.29,1570718624.07,46254732.3879
3161,194398600.675,16560469.4292,22666.9701612,186173054.292,91032016.4952,618958315.325,897612347.982,444411153.432,523572874.691,15418244.1293
31611,194398600.675,16560469.4292,22666.9701612,186173054.292,91032016.4952,618958315.325,897612347.982,444411153.432,523572874.691,15418244.1293
316110,194398600.675,16560469.4292,22666.9701612,186173054.292,91032016.4952,618958315.325,897612347.982,444411153.432,523572874.691,15418244.1293
3162,194398600.675,16560469.4292,22666.9701612,186173054.292,91032016.4952,618958315.325,897612347.982,444411153.432,523572874.691,15418244.1293
31621,194398600.675,16560469.4292,22666.9701612,186173054.292,91032016.4952,618958315.325,897612347.982,444411153.432,523572874.691,15418244.1293
