Codes:,tax_exempt_general_partners,partnership_general_partners,individual_general_partners,other_limited_partners,corporate_general_partners,partnership_limited_partners,individual_limited_partners,other_general_partners,corporate_limited_partners,tax_exempt_limited_partners
111339,39449.6719727,4811562.84362,14134425.87,5502951.63321,4153408.20099,294037.309041,10418020.1942,-488367.110534,3863650.46155,-83552.4084126
1114,828443.111427,101042819.716,296822943.27,115561984.297,87221572.2208,6174783.48985,218778424.079,-10255709.3212,81136659.6925,-1754600.57666
11141,414221.555714,50521409.858,148411471.635,57780992.1487,43610786.1104,3087391.74493,109389212.039,-5127854.66061,40568329.8462,-877300.288332
111411,207110.777857,25260704.929,74205735.8176,28890496.0744,21805393.0552,1543695.87246,54694606.0197,-2563927.33031,20284164.9231,-438650.144166
111419,207110.777857,25260704.929,74205735.8176,28890496.0744,21805393.0552,1543695.87246,54694606.0197,-2563927.33031,20284164.9231,-438650.144166
11142,414221.555714,50521409.858,148411471.635,57780992.1487,43610786.1104,3087391.74493,109389212.039,-5127854.66061,40568329.8462,-877300.288332
111421,207110.777857,25260704.929,74205735.8176,28890496.0744,21805393.0552,1543695.87246,54694606.0197,-2563927.33031,20284164.9231,-438650.144166
111422,207110.777857,25260704.929,74205735.8176,28890496.0744,21805393.0552,1543695.87246,54694606.0197,-2563927.33031,20284164.9231,-438650.144166
1119,828443.111427,101042819.716,296822943.27,115561984.297,87221572.2208,6174783.48985,218778424.079,-10255709.3212,81136659.6925,-1754600.57666
11191,165688.622285,20208563.9432,59364588.654,23112396.8595,17444314.4442,1234956.69797,43755684.8158,-2051141.86424,16227331.9385,-350920.115333
111910,165688.622285,20208563.9432,59364588.654,23112396.8595,17444314.4442,1234956.69797,43755684.8158,-2051141.86424,16227331.9385,-350920.115333
11192,165688.622285,20208563.9432,59364588.654,23112396.8595,17444314.4442,1234956.69797,43755684.8158,-2051141.86424,16227331.9385,-350920.115333
111920,165688.622285,20208563.9432,59364588.654,23112396.8595,17444314.4442,1234956.69797,43755684.8158,-2051141.86424,16227331.9385,-350920.115333
11193,165688.622285,20208563.9432,59364588.654,23112396.8595,17444314.4442,1234956.69797,43755684.8158,-2051141.86424,16227331.9385,-350920.115333
111930,165688.622285,20208563.9432,59364588.654,23112396.8595,17444314.4442,1234956.69797,43755684.8158,-2051141.86424,16227331.9385,-350920.115333
11194,165688.622285,20208563.9432,59364588.654,23112396.8595,17444314.4442,1234956.69797,43755684.8158,-2051141.86424,16227331.9385,-350920.115333
111940,165688.622285,20208563.9432,59364588.654,23112396.8595,17444314.4442,1234956.69797,43755684.8158,-2051141.86424,16227331.9385,-350920.115333
11199,165688.622285,20208563.9432,59364588.654,23112396.8595,17444314.4442,1234956.69797,43755684.8158,-2051141.86424,16227331.9385,-350920.115333
111991,55229.5407618,6736187.98107,19788196.218,7704132.2865,5814771.48139,411652.232657,14585228.2719,-683713.954748,5409110.64616,-116973.371778
111992,55229.5407618,6736187.98107,19788196.218,7704132.2865,5814771.48139,411652.232657,14585228.2719,-683713.954748,5409110.64616,-116973.371778
111998,55229.5407618,6736187.98107,19788196.218,7704132.2865,5814771.48139,411652.232657,14585228.2719,-683713.954748,5409110.64616,-116973.371778
112,2445550.68659,298276772.083,876216535.206,341137111.461,257476672.674,18227861.1468,645830374.876,-30274688.2991,239514109.154,-5179552.56766
1121,407591.781098,49712795.3472,146036089.201,56856185.2435,42912778.779,3037976.8578,107638395.813,-5045781.38318,39919018.1924,-863258.761276
11211,135863.927033,16570931.7824,48678696.4003,18952061.7478,14304259.593,1012658.9526,35879465.2709,-1681927.12773,13306339.3975,-287752.920425
112111,67931.9635163,8285465.89121,24339348.2002,9476030.87392,7152129.7965,506329.476301,17939732.6355,-840963.563863,6653169.69873,-143876.460213
112112,67931.9635163,8285465.89121,24339348.2002,9476030.87392,7152129.7965,506329.476301,17939732.6355,-840963.563863,6653169.69873,-143876.460213
11212,135863.927033,16570931.7824,48678696.4003,18952061.7478,14304259.593,1012658.9526,35879465.2709,-1681927.12773,13306339.3975,-287752.920425
112120,135863.927033,16570931.7824,48678696.4003,18952061.7478,14304259.593,1012658.9526,35879465.2709,-1681927.12773,13306339.3975,-287752.920425
11213,135863.927033,16570931.7824,48678696.4003,18952061.7478,14304259.593,1012658.9526,35879465.2709,-1681927.12773,13306339.3975,-287752.920425
112130,135863.927033,16570931.7824,48678696.4003,18952061.7478,14304259.593,1012658.9526,35879465.2709,-1681927.12773,13306339.3975,-287752.920425
1122,407591.781098,49712795.3472,146036089.201,56856185.2435,42912778.779,3037976.8578,107638395.813,-5045781.38318,39919018.1924,-863258.761276
11221,407591.781098,49712795.3472,146036089.201,56856185.2435,42912778.779,3037976.8578,107638395.813,-5045781.38318,39919018.1924,-863258.761276
112210,407591.781098,49712795.3472,146036089.201,56856185.2435,42912778.779,3037976.8578,107638395.813,-5045781.38318,39919018.1924,-863258.761276
1123,407591.781098,49712795.3472,146036089.201,56856185.2435,42912778.779,3037976.8578,107638395.813,-5045781.38318,39919018.1924,-863258.761276
11231,81518.3562196,9942559.06945,29207217.8402,11371237.0487,8582555.7558,607595.371561,21527679.1625,-1009156.27664,7983803.63847,-172651.752255
112310,81518.3562196,9942559.06945,29207217.8402,11371237.0487,8582555.7558,607595.371561,21527679.1625,-1009156.27664,7983803.63847,-172651.752255
11232,81518.3562196,9942559.06945,29207217.8402,11371237.0487,8582555.7558,607595.371561,21527679.1625,-1009156.27664,7983803.63847,-172651.752255
112320,81518.3562196,9942559.06945,29207217.8402,11371237.0487,8582555.7558,607595.371561,21527679.1625,-1009156.27664,7983803.63847,-172651.752255
11233,81518.3562196,9942559.06945,29207217.8402,11371237.0487,8582555.7558,607595.371561,21527679.1625,-1009156.27664,7983803.63847,-172651.752255
112330,81518.3562196,9942559.06945,29207217.8402,11371237.0487,8582555.7558,607595.371561,21527679.1625,-1009156.27664,7983803.63847,-172651.752255
11234,81518.3562196,9942559.06945,29207217.8402,11371237.0487,8582555.7558,607595.371561,21527679.1625,-1009156.27664,7983803.63847,-172651.752255
112340,81518.3562196,9942559.06945,29207217.8402,11371237.0487,8582555.7558,607595.371561,21527679.1625,-1009156.27664,7983803.63847,-172651.752255
11239,81518.3562196,9942559.06945,29207217.8402,11371237.0487,8582555.7558,607595.371561,21527679.1625,-1009156.27664,7983803.63847,-172651.752255
112390,81518.3562196,9942559.06945,29207217.8402,11371237.0487,8582555.7558,607595.371561,21527679.1625,-1009156.27664,7983803.63847,-172651.752255
1124,407591.781098,49712795.3472,146036089.201,56856185.2435,42912778.779,3037976.8578,107638395.813,-5045781.38318,39919018.1924,-863258.761276
11241,203795.890549,24856397.6736,73018044.6005,28428092.6218,21456389.3895,1518988.4289,53819197.9064,-2522890.69159,19959509.0962,-431629.380638
112410,203795.890549,24856397.6736,73018044.6005,28428092.6218,21456389.3895,1518988.4289,53819197.9064,-2522890.69159,19959509.0962,-431629.380638
11242,203795.890549,24856397.6736,73018044.6005,28428092.6218,21456389.3895,1518988.4289,53819197.9064,-2522890.69159,19959509.0962,-431629.380638
112420,203795.890549,24856397.6736,73018044.6005,28428092.6218,21456389.3895,1518988.4289,53819197.9064,-2522890.69159,19959509.0962,-431629.380638
1125,407591.781098,49712795.3472,146036089.201,56856185.2435,42912778.779,3037976.8578,107638395.813,-5045781.38318,39919018.1924,-863258.761276
11251,407591.781098,49712795.3472,146036089.201,56856185.2435,42912778.779,3037976.8578,107638395.813,-5045781.38318,39919018.1924,-863258.761276
112511,135863.927033,16570931.7824,48678696.4003,18952061.7478,14304259.593,1012658.9526,35879465.2709,-1681927.12773,13306339.3975,-287752.920425
112512,135863.927033,16570931.7824,48678696.4003,18952061.7478,14304259.593,1012658.9526,35879465.2709,-1681927.12773,13306339.3975,-287752.920425
112519,135863.927033,16570931.7824,48678696.4003,18952061.7478,14304259.593,1012658.9526,35879465.2709,-1681927.12773,13306339.3975,-287752.920425
1129,407591.781098,49712795.3472,146036089.201,56856185.2435,42912778.779,3037976.8578,107638395.813,-5045781.38318,39919018.1924,-863258.761276
11291,101897.945275,12428198.8368,36509022.3002,14214046.3109,10728194.6947,759494.214451,26909598.9532,-1261445.34579,9979754.54809,-215814.690319
112910,101897.945275,12428198.8368,36509022.3002,14214046.3109,10728194.6947,759494.214451,26909598.9532,-1261445.34579,9979754.54809,-215814.690319
11292,101897.945275,12428198.8368,36509022.3002,14214046.3109,10728194.6947,759494.214451,26909598.9532,-1261445.34579,9979754.54809,-215814.690319
112920,101897.945275,12428198.8368,36509022.3002,14214046.3109,10728194.6947,759494.214451,26909598.9532,-1261445.34579,9979754.54809,-215814.690319
11293,101897.945275,12428198.8368,36509022.3002,14214046.3109,10728194.6947,759494.214451,26909598.9532,-1261445.34579,9979754.54809,-215814.690319
112930,101897.945275,12428198.8368,36509022.3002,14214046.3109,10728194.6947,759494.214451,26909598.9532,-1261445.34579,9979754.54809,-215814.690319
11299,101897.945275,12428198.8368,36509022.3002,14214046.3109,10728194.6947,759494.214451,26909598.9532,-1261445.34579,9979754.54809,-215814.690319
112990,101897.945275,12428198.8368,36509022.3002,14214046.3109,10728194.6947,759494.214451,26909598.9532,-1261445.34579,9979754.54809,-215814.690319
113,683267.498148,83336168.3873,244807962.12,95311007.8445,71936943.6643,5092720.0776,180439893.105,-8458508.19808,66918345.6431,-1447125.9761
1131,227755.832716,27778722.7958,81602654.0402,31770335.9482,23978981.2214,1697573.3592,60146631.0349,-2819502.73269,22306115.2144,-482375.325367
11311,227755.832716,27778722.7958,81602654.0402,31770335.9482,23978981.2214,1697573.3592,60146631.0349,-2819502.73269,22306115.2144,-482375.325367
113110,227755.832716,27778722.7958,81602654.0402,31770335.9482,23978981.2214,1697573.3592,60146631.0349,-2819502.73269,22306115.2144,-482375.325367
1132,227755.832716,27778722.7958,81602654.0402,31770335.9482,23978981.2214,1697573.3592,60146631.0349,-2819502.73269,22306115.2144,-482375.325367
11321,227755.832716,27778722.7958,81602654.0402,31770335.9482,23978981.2214,1697573.3592,60146631.0349,-2819502.73269,22306115.2144,-482375.325367
113210,227755.832716,27778722.7958,81602654.0402,31770335.9482,23978981.2214,1697573.3592,60146631.0349,-2819502.73269,22306115.2144,-482375.325367
1133,227755.832716,27778722.7958,81602654.0402,31770335.9482,23978981.2214,1697573.3592,60146631.0349,-2819502.73269,22306115.2144,-482375.325367
11331,227755.832716,27778722.7958,81602654.0402,31770335.9482,23978981.2214,1697573.3592,60146631.0349,-2819502.73269,22306115.2144,-482375.325367
113310,227755.832716,27778722.7958,81602654.0402,31770335.9482,23978981.2214,1697573.3592,60146631.0349,-2819502.73269,22306115.2144,-482375.325367
114,199684.999245,24355004.104,71545153.0532,27854652.2132,21023579.4623,1488347.98612,52733578.0146,-2471999.9235,19556893.6551,-422922.720938
1141,99842.4996227,12177502.052,35772576.5266,13927326.1066,10511789.7311,744173.993062,26366789.0073,-1235999.96175,9778446.82753,-211461.360469
11411,99842.4996227,12177502.052,35772576.5266,13927326.1066,10511789.7311,744173.993062,26366789.0073,-1235999.96175,9778446.82753,-211461.360469
114111,33280.8332076,4059167.35067,11924192.1755,4642442.03553,3503929.91038,248057.997687,8788929.6691,-411999.987249,3259482.27584,-70487.1201563
114112,33280.8332076,4059167.35067,11924192.1755,4642442.03553,3503929.91038,248057.997687,8788929.6691,-411999.987249,3259482.27584,-70487.1201563
114119,33280.8332076,4059167.35067,11924192.1755,4642442.03553,3503929.91038,248057.997687,8788929.6691,-411999.987249,3259482.27584,-70487.1201563
1142,99842.4996227,12177502.052,35772576.5266,13927326.1066,10511789.7311,744173.993062,26366789.0073,-1235999.96175,9778446.82753,-211461.360469
11421,99842.4996227,12177502.052,35772576.5266,13927326.1066,10511789.7311,744173.993062,26366789.0073,-1235999.96175,9778446.82753,-211461.360469
114210,99842.4996227,12177502.052,35772576.5266,13927326.1066,10511789.7311,744173.993062,26366789.0073,-1235999.96175,9778446.82753,-211461.360469
115,558281.258883,68091956.8453,200026633.27,77876306.994,58777927.4998,4161137.74439,147433049.206,-6911241.37748,54677353.0854,-1182411.44777
1151,186093.752961,22697318.9484,66675544.4232,25958768.998,19592642.4999,1387045.9148,49144349.7352,-2303747.12583,18225784.3618,-394137.149256
11511,186093.752961,22697318.9484,66675544.4232,25958768.998,19592642.4999,1387045.9148,49144349.7352,-2303747.12583,18225784.3618,-394137.149256
115111,31015.6254935,3782886.49141,11112590.7372,4326461.49967,3265440.41665,231174.319133,8190724.95587,-383957.854305,3037630.72697,-65689.5248761
115112,31015.6254935,3782886.49141,11112590.7372,4326461.49967,3265440.41665,231174.319133,8190724.95587,-383957.854305,3037630.72697,-65689.5248761
115113,31015.6254935,3782886.49141,11112590.7372,4326461.49967,3265440.41665,231174.319133,8190724.95587,-383957.854305,3037630.72697,-65689.5248761
115114,31015.6254935,3782886.49141,11112590.7372,4326461.49967,3265440.41665,231174.319133,8190724.95587,-383957.854305,3037630.72697,-65689.5248761
115115,31015.6254935,3782886.49141,11112590.7372,4326461.49967,3265440.41665,231174.319133,8190724.95587,-383957.854305,3037630.72697,-65689.5248761
115116,31015.6254935,3782886.49141,11112590.7372,4326461.49967,3265440.41665,231174.319133,8190724.95587,-383957.854305,3037630.72697,-65689.5248761
1152,186093.752961,22697318.9484,66675544.4232,25958768.998,19592642.4999,1387045.9148,49144349.7352,-2303747.12583,18225784.3618,-394137.149256
11521,186093.752961,22697318.9484,66675544.4232,25958768.998,19592642.4999,1387045.9148,49144349.7352,-2303747.12583,18225784.3618,-394137.149256
115210,186093.752961,22697318.9484,66675544.4232,25958768.998,19592642.4999,1387045.9148,49144349.7352,-2303747.12583,18225784.3618,-394137.149256
1153,186093.752961,22697318.9484,66675544.4232,25958768.998,19592642.4999,1387045.9148,49144349.7352,-2303747.12583,18225784.3618,-394137.149256
11531,186093.752961,22697318.9484,66675544.4232,25958768.998,19592642.4999,1387045.9148,49144349.7352,-2303747.12583,18225784.3618,-394137.149256
115310,186093.752961,22697318.9484,66675544.4232,25958768.998,19592642.4999,1387045.9148,49144349.7352,-2303747.12583,18225784.3618,-394137.149256
21,-91322000.0,-4060626000.0,-960296000.0,1812734000.0,-9826850068.7,8900269931.3,7143217068.7,-1180524931.3,14391051000.0,267117931.3
211,-79885384.4121,-3552097730.71,-840034330.275,1585718144.88,-8596194731.8,7785653893.18,6248643716.43,-1032683120.66,12588802711.6,233665695.29
2111,-79885384.4121,-3552097730.71,-840034330.275,1585718144.88,-8596194731.8,7785653893.18,6248643716.43,-1032683120.66,12588802711.6,233665695.29
21111,-79885384.4121,-3552097730.71,-840034330.275,1585718144.88,-8596194731.8,7785653893.18,6248643716.43,-1032683120.66,12588802711.6,233665695.29
211111,-39942692.206,-1776048865.35,-420017165.137,792859072.441,-4298097365.9,3892826946.59,3124321858.22,-516341560.33,6294401355.8,116832847.645
211112,-39942692.206,-1776048865.35,-420017165.137,792859072.441,-4298097365.9,3892826946.59,3124321858.22,-516341560.33,6294401355.8,116832847.645
212,-5989718.15217,-266332376.222,-62984849.0249,118895400.285,-644533214.725,583759755.226,468516424.753,-77429443.1801,943894564.327,17519996.5165
2121,-1996572.71739,-88777458.7408,-20994949.675,39631800.0951,-214844404.908,194586585.075,156172141.584,-25809814.3934,314631521.442,5839998.83882
21211,-1996572.71739,-88777458.7408,-20994949.675,39631800.0951,-214844404.908,194586585.075,156172141.584,-25809814.3934,314631521.442,5839998.83882
212111,-665524.23913,-29592486.2469,-6998316.55833,13210600.0317,-71614801.6361,64862195.0251,52057380.5281,-8603271.46446,104877173.814,1946666.27961
212112,-665524.23913,-29592486.2469,-6998316.55833,13210600.0317,-71614801.6361,64862195.0251,52057380.5281,-8603271.46446,104877173.814,1946666.27961
212113,-665524.23913,-29592486.2469,-6998316.55833,13210600.0317,-71614801.6361,64862195.0251,52057380.5281,-8603271.46446,104877173.814,1946666.27961
2122,-1996572.71739,-88777458.7408,-20994949.675,39631800.0951,-214844404.908,194586585.075,156172141.584,-25809814.3934,314631521.442,5839998.83882
21221,-499143.179347,-22194364.6852,-5248737.41874,9907950.02378,-53711101.2271,48646646.2688,39043035.3961,-6452453.59834,78657880.3606,1459999.70971
212210,-499143.179347,-22194364.6852,-5248737.41874,9907950.02378,-53711101.2271,48646646.2688,39043035.3961,-6452453.59834,78657880.3606,1459999.70971
21222,-499143.179347,-22194364.6852,-5248737.41874,9907950.02378,-53711101.2271,48646646.2688,39043035.3961,-6452453.59834,78657880.3606,1459999.70971
212221,-249571.589674,-11097182.3426,-2624368.70937,4953975.01189,-26855550.6136,24323323.1344,19521517.698,-3226226.79917,39328940.1803,729999.854853
212222,-249571.589674,-11097182.3426,-2624368.70937,4953975.01189,-26855550.6136,24323323.1344,19521517.698,-3226226.79917,39328940.1803,729999.854853
21223,-499143.179347,-22194364.6852,-5248737.41874,9907950.02378,-53711101.2271,48646646.2688,39043035.3961,-6452453.59834,78657880.3606,1459999.70971
212231,-249571.589674,-11097182.3426,-2624368.70937,4953975.01189,-26855550.6136,24323323.1344,19521517.698,-3226226.79917,39328940.1803,729999.854853
212234,-249571.589674,-11097182.3426,-2624368.70937,4953975.01189,-26855550.6136,24323323.1344,19521517.698,-3226226.79917,39328940.1803,729999.854853
21229,-499143.179347,-22194364.6852,-5248737.41874,9907950.02378,-53711101.2271,48646646.2688,39043035.3961,-6452453.59834,78657880.3606,1459999.70971
212291,-249571.589674,-11097182.3426,-2624368.70937,4953975.01189,-26855550.6136,24323323.1344,19521517.698,-3226226.79917,39328940.1803,729999.854853
212299,-249571.589674,-11097182.3426,-2624368.70937,4953975.01189,-26855550.6136,24323323.1344,19521517.698,-3226226.79917,39328940.1803,729999.854853
2123,-1996572.71739,-88777458.7408,-20994949.675,39631800.0951,-214844404.908,194586585.075,156172141.584,-25809814.3934,314631521.442,5839998.83882
21231,-665524.23913,-29592486.2469,-6998316.55833,13210600.0317,-71614801.6361,64862195.0251,52057380.5281,-8603271.46446,104877173.814,1946666.27961
212311,-166381.059782,-7398121.56173,-1749579.13958,3302650.00793,-17903700.409,16215548.7563,13014345.132,-2150817.86611,26219293.4535,486666.569902
212312,-166381.059782,-7398121.56173,-1749579.13958,3302650.00793,-17903700.409,16215548.7563,13014345.132,-2150817.86611,26219293.4535,486666.569902
212313,-166381.059782,-7398121.56173,-1749579.13958,3302650.00793,-17903700.409,16215548.7563,13014345.132,-2150817.86611,26219293.4535,486666.569902
212319,-166381.059782,-7398121.56173,-1749579.13958,3302650.00793,-17903700.409,16215548.7563,13014345.132,-2150817.86611,26219293.4535,486666.569902
21232,-665524.23913,-29592486.2469,-6998316.55833,13210600.0317,-71614801.6361,64862195.0251,52057380.5281,-8603271.46446,104877173.814,1946666.27961
212321,-166381.059782,-7398121.56173,-1749579.13958,3302650.00793,-17903700.409,16215548.7563,13014345.132,-2150817.86611,26219293.4535,486666.569902
212322,-166381.059782,-7398121.56173,-1749579.13958,3302650.00793,-17903700.409,16215548.7563,13014345.132,-2150817.86611,26219293.4535,486666.569902
212324,-166381.059782,-7398121.56173,-1749579.13958,3302650.00793,-17903700.409,16215548.7563,13014345.132,-2150817.86611,26219293.4535,486666.569902
212325,-166381.059782,-7398121.56173,-1749579.13958,3302650.00793,-17903700.409,16215548.7563,13014345.132,-2150817.86611,26219293.4535,486666.569902
21239,-665524.23913,-29592486.2469,-6998316.55833,13210600.0317,-71614801.6361,64862195.0251,52057380.5281,-8603271.46446,104877173.814,1946666.27961
212391,-166381.059782,-7398121.56173,-1749579.13958,3302650.00793,-17903700.409,16215548.7563,13014345.132,-2150817.86611,26219293.4535,486666.569902
212392,-166381.059782,-7398121.56173,-1749579.13958,3302650.00793,-17903700.409,16215548.7563,13014345.132,-2150817.86611,26219293.4535,486666.569902
212393,-166381.059782,-7398121.56173,-1749579.13958,3302650.00793,-17903700.409,16215548.7563,13014345.132,-2150817.86611,26219293.4535,486666.569902
212399,-166381.059782,-7398121.56173,-1749579.13958,3302650.00793,-17903700.409,16215548.7563,13014345.132,-2150817.86611,26219293.4535,486666.569902
213,-5446897.43576,-242195893.071,-57276820.7001,108120454.834,-586122122.17,530856282.893,426056927.516,-70412367.4597,858353724.073,15932239.4937
2131,-5446897.43576,-242195893.071,-57276820.7001,108120454.834,-586122122.17,530856282.893,426056927.516,-70412367.4597,858353724.073,15932239.4937
21311,-5446897.43576,-242195893.071,-57276820.7001,108120454.834,-586122122.17,530856282.893,426056927.516,-70412367.4597,858353724.073,15932239.4937
213111,-1089379.48715,-48439178.6141,-11455364.14,21624090.9667,-117224424.434,106171256.579,85211385.5032,-14082473.4919,171670744.815,3186447.89874
213112,-1089379.48715,-48439178.6141,-11455364.14,21624090.9667,-117224424.434,106171256.579,85211385.5032,-14082473.4919,171670744.815,3186447.89874
213113,-1089379.48715,-48439178.6141,-11455364.14,21624090.9667,-117224424.434,106171256.579,85211385.5032,-14082473.4919,171670744.815,3186447.89874
213114,-1089379.48715,-48439178.6141,-11455364.14,21624090.9667,-117224424.434,106171256.579,85211385.5032,-14082473.4919,171670744.815,3186447.89874
213115,-1089379.48715,-48439178.6141,-11455364.14,21624090.9667,-117224424.434,106171256.579,85211385.5032,-14082473.4919,171670744.815,3186447.89874
22,0.0,555447000.0,226068000.0,-484868000.0,467945975.986,1202169975.99,144236024.014,39503024.0143,-3900180000.0,83382975.9857
221,0.0,555447000.0,226068000.0,-484868000.0,467945975.986,1202169975.99,144236024.014,39503024.0143,-3900180000.0,83382975.9857
2212,0.0,555447000.0,226068000.0,-484868000.0,467945975.986,1202169975.99,144236024.014,39503024.0143,-3900180000.0,83382975.9857
22121,0.0,555447000.0,226068000.0,-484868000.0,467945975.986,1202169975.99,144236024.014,39503024.0143,-3900180000.0,83382975.9857
221210,0.0,555447000.0,226068000.0,-484868000.0,467945975.986,1202169975.99,144236024.014,39503024.0143,-3900180000.0,83382975.9857
23,0.0,368590000.0,1231618000.0,275560000.0,2320818981.7,228056981.702,5678742018.3,118162018.298,1224345000.0,-129346018.298
236,0.0,156116606.778,521652847.355,116713671.461,982984845.951,96593727.815,2405235993.01,50047622.9597,518572362.043,-54784615.6351
2361,0.0,78058303.389,260826423.678,58356835.7304,491492422.976,48296863.9075,1202617996.51,25023811.4799,259286181.022,-27392307.8175
23611,0.0,78058303.389,260826423.678,58356835.7304,491492422.976,48296863.9075,1202617996.51,25023811.4799,259286181.022,-27392307.8175
236115,0.0,19514575.8472,65206605.9194,14589208.9326,122873105.744,12074215.9769,300654499.126,6255952.86997,64821545.2554,-6848076.95438
236116,0.0,19514575.8472,65206605.9194,14589208.9326,122873105.744,12074215.9769,300654499.126,6255952.86997,64821545.2554,-6848076.95438
