YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,COMP_TX_EXMT_INTRST_IND,COMP_TX_EXMT_INTRST,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,COMP_OTHR_RCPTS_IND,COMP_OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,S_NET_INCM_IND,S_NET_INCM,S_NET_INCM_POS_IND,S_NET_INCM_POS,S_NET_INCM_NEG_IND,S_NET_INCM_NEG,a.net_incm_IND,a.net_incm,NET_INCM_POS_IND,NET_INCM_POS,NET_INCM_NEG_IND,NET_INCM_NEG,S_PORT_INCM_IND,S_PORT_INCM,S_DIV_INCM_IND,S_DIV_INCM,S_INTRST_INCM_IND,S_INTRST_INCM,S_RYLTS_INCM_IND,S_RYLTS_INCM,S_NET_STCG_LSS_IND,S_NET_STCG_LSS,S_NET_LTCG_LSS_IND,S_NET_LTCG_LSS,S_NET_INCM_RNTL_RE_IND,S_NET_INCM_RNTL_RE,S_NET_INCM_RNTL_RE_POS_IND,S_NET_INCM_RNTL_RE_POS,S_NET_INCM_RNTL_RE_NEG_IND,S_NET_INCM_RNTL_RE_NEG,S_NET_INCM_OTHR_RNTL_IND,S_NET_INCM_OTHR_RNTL,S_NET_INCM_OTHR_RNTL_POS_IND,S_NET_INCM_OTHR_RNTL_POS,S_NET_INCM_OTHR_RNTL_NEG_IND,S_NET_INCM_OTHR_RNTL_NEG,a.comp_tx_bfr_crs_IND,a.comp_tx_bfr_crs,a.incm_tx_IND,a.incm_tx,S_EX_NET_PSV_INCM_TX_IND,S_EX_NET_PSV_INCM_TX
2011,3,1,2,0,732109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90597515,0,86827074,0,8384,0,2018962,0,1743095,0,86004146,0,32239126,0,6062870,0,10223710,0,988187,0,597399,0,4335939,0,2466533,0,824943,0,201216,0,1825265,1,4461,0,992534,0,395513,0,711048,0,550488,0,23584914,0,4593369,0,18382191,0,26746266,0,8364075,0,4584984,0,12617289,0,8032305,0,13193227,0,99275,0,223984,0,81772,0,-137033,0,12925230,0,548088,0,948012,0,399925,0,55891,0,65586,0,9694,0,40064,0,39487,0,577
2011,3,1,1,0,4158572,0,3441159883,0,452305454,0,793726322,0,14756302,0,407741845,0,63924139,0,32970733,0,197536151,0,64884513,0,67480847,0,443717902,0,1596511205,0,999346301,0,18570019,0,6989654,0,127391326,0,152967498,0,56819750,0,99343936,0,3441159883,0,445249512,0,270363101,0,631216079,0,263457209,0,615136420,0,175007088,0,1040730474,0,90631870,0,371964981,0,642978396,0,64844773,0,6230405646,0,6102106924,0,1666200,0,15626705,0,111005817,0,5936230728,0,3798271989,0,235037095,0,639753930,0,39171195,0,13793266,0,159846339,0,123500386,0,44022709,0,10399825,0,109851286,0,826821,0,48948327,0,24346338,0,57941692,0,2326577,0,628192953,0,294174918,0,375437189,0,457111722,0,81674533,0,292508717,0,378771765,0,86263047,0,73346016,0,7771965,0,10930174,0,2292729,0,716703,0,51634445,0,8579963,0,12512404,0,3932441,0,1002492,0,1853902,0,851410,0,313520,0,241042,0,66458
2011,3,11,12,0,56,0,14419027,0,543941,0,2377798,0,10306,0,3205996,0,251067,0,191219,0,878223,0,18503,0,7011,0,2467902,0,6563330,0,3754185,0,391844,0,14,0,1033537,0,102885,0,43362,0,193638,0,14419027,0,758646,0,1885079,0,805474,0,258117,0,3018016,0,559037,0,7134657,0,183574,0,1263633,0,5911484,0,224034,0,15703790,0,15594587,0,13433,0,19386,0,76384,0,15736682,0,10991228,0,66911,0,674802,0,93198,0,5916,0,112394,0,182167,0,161914,0,60709,0,614217,0,10767,0,32258,0,20719,0,100228,0,99,0,2609154,0,-32891,0,225197,0,717248,0,492050,0,-46324,0,473951,0,520275,0,260453,0,133199,0,60150,0,725,0,690,0,65690,0,11254,0,15675,0,4421,0,-184,0,284,0,468,0,725,0,725,0,0
2011,3,11,11,0,83,0,5829005,0,379588,0,843216,0,4087,0,992279,0,24182,0,0,0,295195,0,186687,0,16374,0,838971,0,3145238,0,1841836,0,89790,0,29189,0,658772,0,148399,0,20070,0,105496,0,5829005,0,329024,0,665268,0,367889,0,144013,0,1193865,0,91371,0,3037575,0,142928,0,1117020,0,1819994,0,42367,0,5971283,0,5791833,0,86,0,31519,0,147844,0,5740792,0,3550962,0,59596,0,386028,0,59146,0,2022,0,85395,0,76100,0,64189,0,13700,0,224908,0,0,0,11778,0,9441,0,46642,0,378,0,1150508,0,230490,0,302589,0,446759,0,144169,0,230405,0,396311,0,165907,0,56022,0,31946,0,20611,0,80,0,-380,0,3765,0,15364,0,15977,0,613,0,799,0,829,0,30,0,29702,0,21,0,29682
2011,3,11,10,0,169,0,6014781,0,521204,0,1065768,0,4564,0,572886,0,0,1,100786,0,267945,0,104107,1,106260,0,874210,0,2552289,0,1471660,1,268820,1,24675,0,927534,0,17170,0,7589,0,144291,0,6014781,0,323308,0,888954,0,226916,0,277840,0,1037711,0,101069,0,3158983,0,137685,0,542161,0,2537234,0,58097,0,4917506,0,4607303,0,5399,0,13573,0,291231,0,4722448,0,2962968,0,46709,0,317402,0,51103,0,3028,0,91503,0,63918,0,61095,0,6853,0,146128,1,6501,0,10791,0,8225,0,27157,1,522,0,918546,0,195058,0,393036,0,493560,0,100524,0,189659,0,322690,0,133031,0,156628,0,7158,0,28458,1,14304,0,1170,0,105538,0,44875,0,45112,1,237,0,1874,0,1874,0,0,0,0,0,0,0,0
2011,3,11,9,0,474,0,7629105,0,403407,0,870619,0,5933,0,1669648,0,0,1,11447,0,328081,0,178935,1,11955,0,917837,0,4697849,0,3039565,1,75559,1,8522,0,1272335,0,32696,0,7580,0,220339,0,7629105,0,442701,0,1157297,0,534490,0,1221050,0,1655816,0,270772,0,2346978,0,207787,0,2141651,0,132325,0,134784,0,9233184,0,8765472,1,1284,0,39182,0,427246,0,9106340,0,5159658,0,97044,0,750748,0,164581,0,18345,0,267038,0,141402,0,111698,0,3771,0,460015,1,1139,0,9885,0,24493,0,78109,1,4448,0,1813967,0,126843,0,270629,0,505788,0,235158,0,125559,0,400273,0,274714,0,119646,0,39722,0,23652,1,10880,0,2745,0,42648,0,20443,0,23049,1,2605,1,4980,1,4980,0,0,1,188,1,188,0,0
2011,3,11,8,0,1067,0,7263563,0,577892,0,914570,1,4011,0,710150,1,29040,1,18078,0,654675,1,15341,1,22060,0,551014,0,5170654,0,3423050,1,23376,1,1279,0,1368537,0,159028,0,49046,0,526534,0,7263563,0,320733,0,843928,0,609385,0,720281,0,1782425,1,30769,0,2956041,0,477594,0,2937842,0,50357,1,509752,0,9276823,0,6674514,1,1116,0,45806,0,2555386,0,8883172,0,3457965,0,59845,0,898452,0,174343,1,284,0,387823,0,179315,0,119893,0,11649,0,519156,0,0,0,9964,0,5535,0,30454,1,825,0,3027668,0,393651,0,666106,0,934446,0,268340,0,392534,0,686551,0,294017,0,263202,0,88404,0,15722,1,19061,1,142,0,139874,0,10298,1,10825,1,527,1,71,1,71,0,0,0,0,0,0,0,0
2011,3,11,7,0,10027,0,19790249,0,2433969,0,1104852,0,5,0,1702047,1,2040,1,8721,0,782906,0,1039137,1,51721,0,1742432,0,21015894,0,15527570,1,144062,1,80048,0,4537465,0,210077,0,87458,0,710006,0,19790249,0,1047968,0,1792790,0,778756,0,4520811,0,6641448,0,722872,0,4285604,0,1282096,0,8016297,0,-4565849,0,446940,0,25081931,0,22219719,0,4308,0,368834,0,2489071,0,24274766,0,10746358,0,329009,0,2006139,0,710202,1,7344,0,1159725,0,429229,0,428052,0,14243,0,1405627,0,0,0,33985,0,11479,0,119940,1,1330,0,6872104,0,807165,0,2119301,0,2959945,0,840644,0,802858,0,1913953,0,1111096,0,1148452,0,12409,0,54628,0,379085,0,-5003,0,707332,0,156656,0,159275,1,2619,1,11335,1,11335,0,0,1,3992,1,3992,0,0
2011,3,11,6,0,10114,0,7172445,0,1135144,0,352067,0,0,0,480141,0,0,0,0,0,397440,0,617599,1,76554,0,353935,0,8842178,0,7099004,0,0,0,0,0,1456811,0,89681,0,25264,0,495162,0,7172445,0,169735,0,1056711,0,161461,0,2984783,0,2818146,1,199188,0,-217580,0,850539,0,1288268,0,-2350574,1,5814,0,16291720,0,14444033,0,0,0,110226,0,1737460,0,15943114,0,9120254,0,244029,0,815293,0,352346,1,1686,0,736961,0,227674,0,185288,1,6105,0,688021,0,0,0,15456,1,13820,0,74831,0,0,0,3461352,0,348606,0,819304,0,1384305,0,565001,0,348606,0,924418,0,575813,0,17646,1,538,0,22516,0,0,1,-407,1,-5001,1,39242,1,39379,1,136,1,413810,1,413810,0,0,0,0,0,0,0,0
2011,3,11,5,0,10964,0,4090476,0,874404,1,79253,0,0,1,270732,0,0,0,0,0,158812,1,305437,1,379,0,271564,0,7948042,0,6482106,1,62790,1,13426,0,437829,1,128763,1,32327,1,80328,0,4090476,0,151433,0,563789,0,152325,0,947827,0,854466,1,188,0,1420447,0,744656,0,2566320,0,-1730197,1,160333,0,6975080,0,5870230,1,794,1,1242,0,1102814,0,6509113,0,1109219,0,182874,0,480740,0,404471,1,9,0,267160,0,152023,0,81760,1,66128,0,479016,0,0,0,21030,1,242,1,16030,1,1367,0,3247044,0,465966,0,523239,0,780947,0,257708,0,465173,0,729125,0,263952,0,48434,1,2277,0,6700,1,3926,1,-4,1,35534,1,9633,1,9633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,11,4,0,13318,0,2107856,0,298028,1,99983,1,47,1,167090,0,0,1,199,1,19569,1,150717,1,446,0,166719,0,4136044,0,3305070,0,0,0,0,0,295407,1,108346,1,35533,1,5958,0,2107856,1,42693,0,332070,0,111119,0,1425389,0,528505,1,13474,0,-345394,0,389640,0,2546303,0,-3260327,1,21009,0,5244676,0,4679098,0,0,1,45335,0,520244,0,5184440,1,1412991,0,189284,0,710146,0,201673,1,4040,0,373610,0,135391,0,104199,1,7157,0,344545,0,0,0,17770,1,4400,1,39601,1,13272,0,1626361,0,60237,0,117272,0,512417,0,395146,0,60237,0,454064,0,393827,0,17565,1,3815,0,912,1,1439,0,0,1,11399,1,39470,1,54612,1,15142,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,11,3,0,25853,0,851014,0,241529,1,22909,0,0,1,41001,0,0,0,0,1,33743,1,22461,0,0,1,68296,0,2738829,0,2359708,0,0,0,0,0,0,1,84020,1,45744,1,3678,0,851014,1,89231,0,94960,0,23582,0,2842645,0,314725,1,91953,0,-2606083,0,189627,0,569367,0,-3360978,1,4099,0,4135900,0,3174705,1,17,1,22112,0,939067,0,3865958,0,1115563,0,157112,0,345914,0,127389,0,0,0,202479,0,103853,0,32275,1,18314,0,211393,0,0,0,7218,0,0,1,10184,0,0,0,1534264,0,269942,0,270685,0,674787,0,404102,0,269925,0,674358,0,404433,0,757,1,81,0,258,0,0,1,75,1,344,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,11,2,0,12445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1804798,0,1638940,0,0,1,52989,0,112869,0,1610759,0,243649,1,29331,0,60319,0,26229,1,4019,0,136693,0,25467,1,37781,1,711,0,11066,0,0,1,1584,0,0,1,1025,0,0,0,1032884,0,194039,0,204260,0,272417,0,68157,0,194039,0,265087,0,71048,1,4997,1,21,1,195,0,0,1,206,1,4575,1,2792,1,2792,0,0,1,2432,1,2432,0,0,0,0,0,0,0,0
