Codes:,Capital_stock,accumulated_depreciation,additional_paid-in_capital,cost_of_treasury_stock,depreciable_assets,earnings_(rtnd_appr),earnings_(rtnd_unappr.),interest_paid,inventories,land
327420,1612299.02105,10560100.7279,16089640.3079,656527.106187,18839552.0899,935805.329766,-796128.471257,596254.980605,2129110.09146,1162990.47588
3279,3224598.04211,21120201.4559,32179280.6158,1313054.21237,37679104.1798,1871610.65953,-1592256.94251,1192509.96121,4258220.18293,2325980.95175
32791,1612299.02105,10560100.7279,16089640.3079,656527.106187,18839552.0899,935805.329766,-796128.471257,596254.980605,2129110.09146,1162990.47588
327910,1612299.02105,10560100.7279,16089640.3079,656527.106187,18839552.0899,935805.329766,-796128.471257,596254.980605,2129110.09146,1162990.47588
32799,1612299.02105,10560100.7279,16089640.3079,656527.106187,18839552.0899,935805.329766,-796128.471257,596254.980605,2129110.09146,1162990.47588
327991,403074.755264,2640025.18198,4022410.07697,164131.776547,4709888.02247,233951.332441,-199032.117814,149063.745151,532277.522866,290747.618969
327992,403074.755264,2640025.18198,4022410.07697,164131.776547,4709888.02247,233951.332441,-199032.117814,149063.745151,532277.522866,290747.618969
327993,403074.755264,2640025.18198,4022410.07697,164131.776547,4709888.02247,233951.332441,-199032.117814,149063.745151,532277.522866,290747.618969
327999,403074.755264,2640025.18198,4022410.07697,164131.776547,4709888.02247,233951.332441,-199032.117814,149063.745151,532277.522866,290747.618969
331,39921225.0183,116448020.338,143849412.878,20824727.2555,215640235.186,87715.1744436,45539465.8167,10720944.5441,64193702.4434,5006815.05179
3313,39921225.0183,116448020.338,143849412.878,20824727.2555,215640235.186,87715.1744436,45539465.8167,10720944.5441,64193702.4434,5006815.05179
33131,39921225.0183,116448020.338,143849412.878,20824727.2555,215640235.186,87715.1744436,45539465.8167,10720944.5441,64193702.4434,5006815.05179
331315,39921225.0183,116448020.338,143849412.878,20824727.2555,215640235.186,87715.1744436,45539465.8167,10720944.5441,64193702.4434,5006815.05179
332,50339063.8769,144405968.851,187587368.788,21246095.6051,210191405.706,616312.251981,92902785.8248,8631100.6822,58421654.7046,3407284.66704
3322,50339063.8769,144405968.851,187587368.788,21246095.6051,210191405.706,616312.251981,92902785.8248,8631100.6822,58421654.7046,3407284.66704
33221,50339063.8769,144405968.851,187587368.788,21246095.6051,210191405.706,616312.251981,92902785.8248,8631100.6822,58421654.7046,3407284.66704
332215,50339063.8769,144405968.851,187587368.788,21246095.6051,210191405.706,616312.251981,92902785.8248,8631100.6822,58421654.7046,3407284.66704
333,65698841.0046,157606122.442,274503379.586,120418700.812,266994674.669,123161.649047,177482236.446,20505735.7473,121400186.873,4812976.91893
3331,9385548.71494,22515160.3489,39214768.5122,17202671.5446,38142096.3812,17594.5212924,25354605.2065,2929390.82105,17342883.8391,687568.131276
33311,3128516.23831,7505053.44964,13071589.5041,5734223.84819,12714032.1271,5864.84043079,8451535.06883,976463.607015,5780961.27968,229189.377092
333111,1564258.11916,3752526.72482,6535794.75204,2867111.9241,6357016.06354,2932.4202154,4225767.53442,488231.803508,2890480.63984,114594.688546
333112,1564258.11916,3752526.72482,6535794.75204,2867111.9241,6357016.06354,2932.4202154,4225767.53442,488231.803508,2890480.63984,114594.688546
33312,3128516.23831,7505053.44964,13071589.5041,5734223.84819,12714032.1271,5864.84043079,8451535.06883,976463.607015,5780961.27968,229189.377092
333120,3128516.23831,7505053.44964,13071589.5041,5734223.84819,12714032.1271,5864.84043079,8451535.06883,976463.607015,5780961.27968,229189.377092
33313,3128516.23831,7505053.44964,13071589.5041,5734223.84819,12714032.1271,5864.84043079,8451535.06883,976463.607015,5780961.27968,229189.377092
333131,1564258.11916,3752526.72482,6535794.75204,2867111.9241,6357016.06354,2932.4202154,4225767.53442,488231.803508,2890480.63984,114594.688546
333132,1564258.11916,3752526.72482,6535794.75204,2867111.9241,6357016.06354,2932.4202154,4225767.53442,488231.803508,2890480.63984,114594.688546
3332,9385548.71494,22515160.3489,39214768.5122,17202671.5446,38142096.3812,17594.5212924,25354605.2065,2929390.82105,17342883.8391,687568.131276
33324,9385548.71494,22515160.3489,39214768.5122,17202671.5446,38142096.3812,17594.5212924,25354605.2065,2929390.82105,17342883.8391,687568.131276
333241,1877109.74299,4503032.06978,7842953.70245,3440534.30892,7628419.27625,3518.90425847,5070921.0413,585878.164209,3468576.76781,137513.626255
333242,1877109.74299,4503032.06978,7842953.70245,3440534.30892,7628419.27625,3518.90425847,5070921.0413,585878.164209,3468576.76781,137513.626255
333243,1877109.74299,4503032.06978,7842953.70245,3440534.30892,7628419.27625,3518.90425847,5070921.0413,585878.164209,3468576.76781,137513.626255
333244,1877109.74299,4503032.06978,7842953.70245,3440534.30892,7628419.27625,3518.90425847,5070921.0413,585878.164209,3468576.76781,137513.626255
333249,1877109.74299,4503032.06978,7842953.70245,3440534.30892,7628419.27625,3518.90425847,5070921.0413,585878.164209,3468576.76781,137513.626255
3333,9385548.71494,22515160.3489,39214768.5122,17202671.5446,38142096.3812,17594.5212924,25354605.2065,2929390.82105,17342883.8391,687568.131276
33331,9385548.71494,22515160.3489,39214768.5122,17202671.5446,38142096.3812,17594.5212924,25354605.2065,2929390.82105,17342883.8391,687568.131276
333314,3128516.23831,7505053.44964,13071589.5041,5734223.84819,12714032.1271,5864.84043079,8451535.06883,976463.607015,5780961.27968,229189.377092
333316,3128516.23831,7505053.44964,13071589.5041,5734223.84819,12714032.1271,5864.84043079,8451535.06883,976463.607015,5780961.27968,229189.377092
333318,3128516.23831,7505053.44964,13071589.5041,5734223.84819,12714032.1271,5864.84043079,8451535.06883,976463.607015,5780961.27968,229189.377092
3334,9385548.71494,22515160.3489,39214768.5122,17202671.5446,38142096.3812,17594.5212924,25354605.2065,2929390.82105,17342883.8391,687568.131276
33341,9385548.71494,22515160.3489,39214768.5122,17202671.5446,38142096.3812,17594.5212924,25354605.2065,2929390.82105,17342883.8391,687568.131276
333413,3128516.23831,7505053.44964,13071589.5041,5734223.84819,12714032.1271,5864.84043079,8451535.06883,976463.607015,5780961.27968,229189.377092
333414,3128516.23831,7505053.44964,13071589.5041,5734223.84819,12714032.1271,5864.84043079,8451535.06883,976463.607015,5780961.27968,229189.377092
333415,3128516.23831,7505053.44964,13071589.5041,5734223.84819,12714032.1271,5864.84043079,8451535.06883,976463.607015,5780961.27968,229189.377092
3335,9385548.71494,22515160.3489,39214768.5122,17202671.5446,38142096.3812,17594.5212924,25354605.2065,2929390.82105,17342883.8391,687568.131276
33351,9385548.71494,22515160.3489,39214768.5122,17202671.5446,38142096.3812,17594.5212924,25354605.2065,2929390.82105,17342883.8391,687568.131276
333511,1877109.74299,4503032.06978,7842953.70245,3440534.30892,7628419.27625,3518.90425847,5070921.0413,585878.164209,3468576.76781,137513.626255
333514,1877109.74299,4503032.06978,7842953.70245,3440534.30892,7628419.27625,3518.90425847,5070921.0413,585878.164209,3468576.76781,137513.626255
333515,1877109.74299,4503032.06978,7842953.70245,3440534.30892,7628419.27625,3518.90425847,5070921.0413,585878.164209,3468576.76781,137513.626255
333517,1877109.74299,4503032.06978,7842953.70245,3440534.30892,7628419.27625,3518.90425847,5070921.0413,585878.164209,3468576.76781,137513.626255
333519,1877109.74299,4503032.06978,7842953.70245,3440534.30892,7628419.27625,3518.90425847,5070921.0413,585878.164209,3468576.76781,137513.626255
3336,9385548.71494,22515160.3489,39214768.5122,17202671.5446,38142096.3812,17594.5212924,25354605.2065,2929390.82105,17342883.8391,687568.131276
33361,9385548.71494,22515160.3489,39214768.5122,17202671.5446,38142096.3812,17594.5212924,25354605.2065,2929390.82105,17342883.8391,687568.131276
333611,2346387.17874,5628790.08723,9803692.12806,4300667.88614,9535524.09531,4398.63032309,6338651.30163,732347.705261,4335720.95976,171892.032819
333612,2346387.17874,5628790.08723,9803692.12806,4300667.88614,9535524.09531,4398.63032309,6338651.30163,732347.705261,4335720.95976,171892.032819
333613,2346387.17874,5628790.08723,9803692.12806,4300667.88614,9535524.09531,4398.63032309,6338651.30163,732347.705261,4335720.95976,171892.032819
333618,2346387.17874,5628790.08723,9803692.12806,4300667.88614,9535524.09531,4398.63032309,6338651.30163,732347.705261,4335720.95976,171892.032819
3339,9385548.71494,22515160.3489,39214768.5122,17202671.5446,38142096.3812,17594.5212924,25354605.2065,2929390.82105,17342883.8391,687568.131276
33391,3128516.23831,7505053.44964,13071589.5041,5734223.84819,12714032.1271,5864.84043079,8451535.06883,976463.607015,5780961.27968,229189.377092
333911,1042838.7461,2501684.48321,4357196.50136,1911407.9494,4238010.70903,1954.94681026,2817178.35628,325487.869005,1926987.09323,76396.4590306
333912,1042838.7461,2501684.48321,4357196.50136,1911407.9494,4238010.70903,1954.94681026,2817178.35628,325487.869005,1926987.09323,76396.4590306
333913,1042838.7461,2501684.48321,4357196.50136,1911407.9494,4238010.70903,1954.94681026,2817178.35628,325487.869005,1926987.09323,76396.4590306
33392,3128516.23831,7505053.44964,13071589.5041,5734223.84819,12714032.1271,5864.84043079,8451535.06883,976463.607015,5780961.27968,229189.377092
333921,782129.059578,1876263.36241,3267897.37602,1433555.96205,3178508.03177,1466.2101077,2112883.76721,244115.901754,1445240.31992,57297.344273
333922,782129.059578,1876263.36241,3267897.37602,1433555.96205,3178508.03177,1466.2101077,2112883.76721,244115.901754,1445240.31992,57297.344273
333923,782129.059578,1876263.36241,3267897.37602,1433555.96205,3178508.03177,1466.2101077,2112883.76721,244115.901754,1445240.31992,57297.344273
333924,782129.059578,1876263.36241,3267897.37602,1433555.96205,3178508.03177,1466.2101077,2112883.76721,244115.901754,1445240.31992,57297.344273
33399,3128516.23831,7505053.44964,13071589.5041,5734223.84819,12714032.1271,5864.84043079,8451535.06883,976463.607015,5780961.27968,229189.377092
333991,391064.529789,938131.681205,1633948.68801,716777.981024,1589254.01588,733.105053849,1056441.8836,122057.950877,722620.15996,28648.6721365
333992,391064.529789,938131.681205,1633948.68801,716777.981024,1589254.01588,733.105053849,1056441.8836,122057.950877,722620.15996,28648.6721365
333993,391064.529789,938131.681205,1633948.68801,716777.981024,1589254.01588,733.105053849,1056441.8836,122057.950877,722620.15996,28648.6721365
333994,391064.529789,938131.681205,1633948.68801,716777.981024,1589254.01588,733.105053849,1056441.8836,122057.950877,722620.15996,28648.6721365
333995,391064.529789,938131.681205,1633948.68801,716777.981024,1589254.01588,733.105053849,1056441.8836,122057.950877,722620.15996,28648.6721365
333996,391064.529789,938131.681205,1633948.68801,716777.981024,1589254.01588,733.105053849,1056441.8836,122057.950877,722620.15996,28648.6721365
333997,391064.529789,938131.681205,1633948.68801,716777.981024,1589254.01588,733.105053849,1056441.8836,122057.950877,722620.15996,28648.6721365
333999,391064.529789,938131.681205,1633948.68801,716777.981024,1589254.01588,733.105053849,1056441.8836,122057.950877,722620.15996,28648.6721365
334,163782405.81,258148905.507,1240862869.9,445584273.409,419113768.37,560309.502144,-16258430.0255,24503290.2937,78924523.2215,9188384.70499
3341,27297067.635,43024817.5845,206810478.317,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,4083881.71561,13154087.2036,1531397.45083
33411,27297067.635,43024817.5845,206810478.317,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,4083881.71561,13154087.2036,1531397.45083
334111,9099022.54501,14341605.8615,68936826.1058,24754681.8561,23284098.2428,31128.3056747,-903246.112528,1361293.9052,4384695.73453,510465.816944
334112,9099022.54501,14341605.8615,68936826.1058,24754681.8561,23284098.2428,31128.3056747,-903246.112528,1361293.9052,4384695.73453,510465.816944
334118,9099022.54501,14341605.8615,68936826.1058,24754681.8561,23284098.2428,31128.3056747,-903246.112528,1361293.9052,4384695.73453,510465.816944
3342,27297067.635,43024817.5845,206810478.317,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,4083881.71561,13154087.2036,1531397.45083
33421,9099022.54501,14341605.8615,68936826.1058,24754681.8561,23284098.2428,31128.3056747,-903246.112528,1361293.9052,4384695.73453,510465.816944
334210,9099022.54501,14341605.8615,68936826.1058,24754681.8561,23284098.2428,31128.3056747,-903246.112528,1361293.9052,4384695.73453,510465.816944
33422,9099022.54501,14341605.8615,68936826.1058,24754681.8561,23284098.2428,31128.3056747,-903246.112528,1361293.9052,4384695.73453,510465.816944
334220,9099022.54501,14341605.8615,68936826.1058,24754681.8561,23284098.2428,31128.3056747,-903246.112528,1361293.9052,4384695.73453,510465.816944
33429,9099022.54501,14341605.8615,68936826.1058,24754681.8561,23284098.2428,31128.3056747,-903246.112528,1361293.9052,4384695.73453,510465.816944
334290,9099022.54501,14341605.8615,68936826.1058,24754681.8561,23284098.2428,31128.3056747,-903246.112528,1361293.9052,4384695.73453,510465.816944
3343,27297067.635,43024817.5845,206810478.317,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,4083881.71561,13154087.2036,1531397.45083
33431,27297067.635,43024817.5845,206810478.317,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,4083881.71561,13154087.2036,1531397.45083
334310,27297067.635,43024817.5845,206810478.317,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,4083881.71561,13154087.2036,1531397.45083
3344,27297067.635,43024817.5845,206810478.317,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,4083881.71561,13154087.2036,1531397.45083
33441,27297067.635,43024817.5845,206810478.317,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,4083881.71561,13154087.2036,1531397.45083
334412,4549511.27251,7170802.93075,34468413.0529,12377340.928,11642049.1214,15564.1528373,-451623.056264,680646.952602,2192347.86726,255232.908472
334413,4549511.27251,7170802.93075,34468413.0529,12377340.928,11642049.1214,15564.1528373,-451623.056264,680646.952602,2192347.86726,255232.908472
334416,4549511.27251,7170802.93075,34468413.0529,12377340.928,11642049.1214,15564.1528373,-451623.056264,680646.952602,2192347.86726,255232.908472
334417,4549511.27251,7170802.93075,34468413.0529,12377340.928,11642049.1214,15564.1528373,-451623.056264,680646.952602,2192347.86726,255232.908472
334418,4549511.27251,7170802.93075,34468413.0529,12377340.928,11642049.1214,15564.1528373,-451623.056264,680646.952602,2192347.86726,255232.908472
334419,4549511.27251,7170802.93075,34468413.0529,12377340.928,11642049.1214,15564.1528373,-451623.056264,680646.952602,2192347.86726,255232.908472
3345,27297067.635,43024817.5845,206810478.317,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,4083881.71561,13154087.2036,1531397.45083
33451,27297067.635,43024817.5845,206810478.317,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,4083881.71561,13154087.2036,1531397.45083
334510,3033007.515,4780535.28717,22978942.0353,8251560.61869,7761366.08092,10376.1018916,-301082.037509,453764.635068,1461565.24484,170155.272315
334511,3033007.515,4780535.28717,22978942.0353,8251560.61869,7761366.08092,10376.1018916,-301082.037509,453764.635068,1461565.24484,170155.272315
334512,3033007.515,4780535.28717,22978942.0353,8251560.61869,7761366.08092,10376.1018916,-301082.037509,453764.635068,1461565.24484,170155.272315
334513,3033007.515,4780535.28717,22978942.0353,8251560.61869,7761366.08092,10376.1018916,-301082.037509,453764.635068,1461565.24484,170155.272315
334514,3033007.515,4780535.28717,22978942.0353,8251560.61869,7761366.08092,10376.1018916,-301082.037509,453764.635068,1461565.24484,170155.272315
334515,3033007.515,4780535.28717,22978942.0353,8251560.61869,7761366.08092,10376.1018916,-301082.037509,453764.635068,1461565.24484,170155.272315
334516,3033007.515,4780535.28717,22978942.0353,8251560.61869,7761366.08092,10376.1018916,-301082.037509,453764.635068,1461565.24484,170155.272315
334517,3033007.515,4780535.28717,22978942.0353,8251560.61869,7761366.08092,10376.1018916,-301082.037509,453764.635068,1461565.24484,170155.272315
334519,3033007.515,4780535.28717,22978942.0353,8251560.61869,7761366.08092,10376.1018916,-301082.037509,453764.635068,1461565.24484,170155.272315
3346,27297067.635,43024817.5845,206810478.317,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,4083881.71561,13154087.2036,1531397.45083
33461,27297067.635,43024817.5845,206810478.317,74264045.5682,69852294.7283,93384.9170241,-2709738.33758,4083881.71561,13154087.2036,1531397.45083
334613,13648533.8175,21512408.7922,103405239.159,37132022.7841,34926147.3642,46692.458512,-1354869.16879,2041940.85781,6577043.60179,765698.725416
334614,13648533.8175,21512408.7922,103405239.159,37132022.7841,34926147.3642,46692.458512,-1354869.16879,2041940.85781,6577043.60179,765698.725416
335,20529907.8132,140025432.197,287359050.343,92411790.849,228261657.23,2262061.28739,390148652.528,95402174.5678,42349180.6027,4710263.03361
3351,5132476.95329,35006358.0493,71839762.5858,23102947.7122,57065414.3075,565515.321847,97537163.1321,23850543.642,10587295.1507,1177565.7584
33511,2566238.47665,17503179.0247,35919881.2929,11551473.8561,28532707.1538,282757.660923,48768581.566,11925271.821,5293647.57534,588782.879201
335110,2566238.47665,17503179.0247,35919881.2929,11551473.8561,28532707.1538,282757.660923,48768581.566,11925271.821,5293647.57534,588782.879201
33512,2566238.47665,17503179.0247,35919881.2929,11551473.8561,28532707.1538,282757.660923,48768581.566,11925271.821,5293647.57534,588782.879201
335121,855412.825549,5834393.00822,11973293.7643,3850491.28537,9510902.38459,94252.5536411,16256193.8553,3975090.60699,1764549.19178,196260.959734
335122,855412.825549,5834393.00822,11973293.7643,3850491.28537,9510902.38459,94252.5536411,16256193.8553,3975090.60699,1764549.19178,196260.959734
335129,855412.825549,5834393.00822,11973293.7643,3850491.28537,9510902.38459,94252.5536411,16256193.8553,3975090.60699,1764549.19178,196260.959734
3352,5132476.95329,35006358.0493,71839762.5858,23102947.7122,57065414.3075,565515.321847,97537163.1321,23850543.642,10587295.1507,1177565.7584
33521,2566238.47665,17503179.0247,35919881.2929,11551473.8561,28532707.1538,282757.660923,48768581.566,11925271.821,5293647.57534,588782.879201
335210,2566238.47665,17503179.0247,35919881.2929,11551473.8561,28532707.1538,282757.660923,48768581.566,11925271.821,5293647.57534,588782.879201
33522,2566238.47665,17503179.0247,35919881.2929,11551473.8561,28532707.1538,282757.660923,48768581.566,11925271.821,5293647.57534,588782.879201
335221,641559.619162,4375794.75617,8979970.32322,2887868.46403,7133176.78844,70689.4152308,12192145.3915,2981317.95524,1323411.89383,147195.7198
335222,641559.619162,4375794.75617,8979970.32322,2887868.46403,7133176.78844,70689.4152308,12192145.3915,2981317.95524,1323411.89383,147195.7198
335224,641559.619162,4375794.75617,8979970.32322,2887868.46403,7133176.78844,70689.4152308,12192145.3915,2981317.95524,1323411.89383,147195.7198
335228,641559.619162,4375794.75617,8979970.32322,2887868.46403,7133176.78844,70689.4152308,12192145.3915,2981317.95524,1323411.89383,147195.7198
3353,5132476.95329,35006358.0493,71839762.5858,23102947.7122,57065414.3075,565515.321847,97537163.1321,23850543.642,10587295.1507,1177565.7584
33531,5132476.95329,35006358.0493,71839762.5858,23102947.7122,57065414.3075,565515.321847,97537163.1321,23850543.642,10587295.1507,1177565.7584
335311,1283119.23832,8751589.51233,17959940.6464,5775736.92806,14266353.5769,141378.830462,24384290.783,5962635.91049,2646823.78767,294391.4396
335312,1283119.23832,8751589.51233,17959940.6464,5775736.92806,14266353.5769,141378.830462,24384290.783,5962635.91049,2646823.78767,294391.4396
335313,1283119.23832,8751589.51233,17959940.6464,5775736.92806,14266353.5769,141378.830462,24384290.783,5962635.91049,2646823.78767,294391.4396
335314,1283119.23832,8751589.51233,17959940.6464,5775736.92806,14266353.5769,141378.830462,24384290.783,5962635.91049,2646823.78767,294391.4396
3359,5132476.95329,35006358.0493,71839762.5858,23102947.7122,57065414.3075,565515.321847,97537163.1321,23850543.642,10587295.1507,1177565.7584
33591,1283119.23832,8751589.51233,17959940.6464,5775736.92806,14266353.5769,141378.830462,24384290.783,5962635.91049,2646823.78767,294391.4396
335911,641559.619162,4375794.75617,8979970.32322,2887868.46403,7133176.78844,70689.4152308,12192145.3915,2981317.95524,1323411.89383,147195.7198
335912,641559.619162,4375794.75617,8979970.32322,2887868.46403,7133176.78844,70689.4152308,12192145.3915,2981317.95524,1323411.89383,147195.7198
33592,1283119.23832,8751589.51233,17959940.6464,5775736.92806,14266353.5769,141378.830462,24384290.783,5962635.91049,2646823.78767,294391.4396
335921,641559.619162,4375794.75617,8979970.32322,2887868.46403,7133176.78844,70689.4152308,12192145.3915,2981317.95524,1323411.89383,147195.7198
335929,641559.619162,4375794.75617,8979970.32322,2887868.46403,7133176.78844,70689.4152308,12192145.3915,2981317.95524,1323411.89383,147195.7198
33593,1283119.23832,8751589.51233,17959940.6464,5775736.92806,14266353.5769,141378.830462,24384290.783,5962635.91049,2646823.78767,294391.4396
335931,641559.619162,4375794.75617,8979970.32322,2887868.46403,7133176.78844,70689.4152308,12192145.3915,2981317.95524,1323411.89383,147195.7198
335932,641559.619162,4375794.75617,8979970.32322,2887868.46403,7133176.78844,70689.4152308,12192145.3915,2981317.95524,1323411.89383,147195.7198
33599,1283119.23832,8751589.51233,17959940.6464,5775736.92806,14266353.5769,141378.830462,24384290.783,5962635.91049,2646823.78767,294391.4396
335991,641559.619162,4375794.75617,8979970.32322,2887868.46403,7133176.78844,70689.4152308,12192145.3915,2981317.95524,1323411.89383,147195.7198
335999,641559.619162,4375794.75617,8979970.32322,2887868.46403,7133176.78844,70689.4152308,12192145.3915,2981317.95524,1323411.89383,147195.7198
336,138106499.256,358160650.742,478411113.053,141659963.453,692557769.171,132201.770087,232382413.345,33356481.0219,218989301.476,10801462.0627
3361,19729499.8937,51165807.2489,68344444.7218,20237137.6362,98936824.1673,18885.9671553,33197487.6207,4765211.57456,31284185.9251,1543066.00895
33611,9864749.94686,25582903.6245,34172222.3609,10118568.8181,49468412.0837,9442.98357767,16598743.8103,2382605.78728,15642092.9625,771533.004477
336111,4932374.97343,12791451.8122,17086111.1805,5059284.40904,24734206.0418,4721.49178883,8299371.90517,1191302.89364,7821046.48127,385766.502239
336112,4932374.97343,12791451.8122,17086111.1805,5059284.40904,24734206.0418,4721.49178883,8299371.90517,1191302.89364,7821046.48127,385766.502239
33612,9864749.94686,25582903.6245,34172222.3609,10118568.8181,49468412.0837,9442.98357767,16598743.8103,2382605.78728,15642092.9625,771533.004477
336120,9864749.94686,25582903.6245,34172222.3609,10118568.8181,49468412.0837,9442.98357767,16598743.8103,2382605.78728,15642092.9625,771533.004477
3362,19729499.8937,51165807.2489,68344444.7218,20237137.6362,98936824.1673,18885.9671553,33197487.6207,4765211.57456,31284185.9251,1543066.00895
33621,19729499.8937,51165807.2489,68344444.7218,20237137.6362,98936824.1673,18885.9671553,33197487.6207,4765211.57456,31284185.9251,1543066.00895
336211,4932374.97343,12791451.8122,17086111.1805,5059284.40904,24734206.0418,4721.49178883,8299371.90517,1191302.89364,7821046.48127,385766.502239
336212,4932374.97343,12791451.8122,17086111.1805,5059284.40904,24734206.0418,4721.49178883,8299371.90517,1191302.89364,7821046.48127,385766.502239
336213,4932374.97343,12791451.8122,17086111.1805,5059284.40904,24734206.0418,4721.49178883,8299371.90517,1191302.89364,7821046.48127,385766.502239
336214,4932374.97343,12791451.8122,17086111.1805,5059284.40904,24734206.0418,4721.49178883,8299371.90517,1191302.89364,7821046.48127,385766.502239
3363,19729499.8937,51165807.2489,68344444.7218,20237137.6362,98936824.1673,18885.9671553,33197487.6207,4765211.57456,31284185.9251,1543066.00895
33631,2466187.48672,6395725.90611,8543055.59023,2529642.20452,12367103.0209,2360.74589442,4149685.95258,595651.44682,3910523.24064,192883.251119
336310,2466187.48672,6395725.90611,8543055.59023,2529642.20452,12367103.0209,2360.74589442,4149685.95258,595651.44682,3910523.24064,192883.251119
33632,2466187.48672,6395725.90611,8543055.59023,2529642.20452,12367103.0209,2360.74589442,4149685.95258,595651.44682,3910523.24064,192883.251119
336320,2466187.48672,6395725.90611,8543055.59023,2529642.20452,12367103.0209,2360.74589442,4149685.95258,595651.44682,3910523.24064,192883.251119
33633,2466187.48672,6395725.90611,8543055.59023,2529642.20452,12367103.0209,2360.74589442,4149685.95258,595651.44682,3910523.24064,192883.251119
336330,2466187.48672,6395725.90611,8543055.59023,2529642.20452,12367103.0209,2360.74589442,4149685.95258,595651.44682,3910523.24064,192883.251119
33634,2466187.48672,6395725.90611,8543055.59023,2529642.20452,12367103.0209,2360.74589442,4149685.95258,595651.44682,3910523.24064,192883.251119
336340,2466187.48672,6395725.90611,8543055.59023,2529642.20452,12367103.0209,2360.74589442,4149685.95258,595651.44682,3910523.24064,192883.251119
33635,2466187.48672,6395725.90611,8543055.59023,2529642.20452,12367103.0209,2360.74589442,4149685.95258,595651.44682,3910523.24064,192883.251119
336350,2466187.48672,6395725.90611,8543055.59023,2529642.20452,12367103.0209,2360.74589442,4149685.95258,595651.44682,3910523.24064,192883.251119
33636,2466187.48672,6395725.90611,8543055.59023,2529642.20452,12367103.0209,2360.74589442,4149685.95258,595651.44682,3910523.24064,192883.251119
336360,2466187.48672,6395725.90611,8543055.59023,2529642.20452,12367103.0209,2360.74589442,4149685.95258,595651.44682,3910523.24064,192883.251119
33637,2466187.48672,6395725.90611,8543055.59023,2529642.20452,12367103.0209,2360.74589442,4149685.95258,595651.44682,3910523.24064,192883.251119
336370,2466187.48672,6395725.90611,8543055.59023,2529642.20452,12367103.0209,2360.74589442,4149685.95258,595651.44682,3910523.24064,192883.251119
33639,2466187.48672,6395725.90611,8543055.59023,2529642.20452,12367103.0209,2360.74589442,4149685.95258,595651.44682,3910523.24064,192883.251119
336390,2466187.48672,6395725.90611,8543055.59023,2529642.20452,12367103.0209,2360.74589442,4149685.95258,595651.44682,3910523.24064,192883.251119
3364,19729499.8937,51165807.2489,68344444.7218,20237137.6362,98936824.1673,18885.9671553,33197487.6207,4765211.57456,31284185.9251,1543066.00895
33641,19729499.8937,51165807.2489,68344444.7218,20237137.6362,98936824.1673,18885.9671553,33197487.6207,4765211.57456,31284185.9251,1543066.00895
336411,3288249.98229,8527634.54149,11390740.787,3372856.2727,16489470.6946,3147.66119256,5532914.60345,794201.929094,5214030.98751,257177.668159
336412,3288249.98229,8527634.54149,11390740.787,3372856.2727,16489470.6946,3147.66119256,5532914.60345,794201.929094,5214030.98751,257177.668159
336413,3288249.98229,8527634.54149,11390740.787,3372856.2727,16489470.6946,3147.66119256,5532914.60345,794201.929094,5214030.98751,257177.668159
336414,3288249.98229,8527634.54149,11390740.787,3372856.2727,16489470.6946,3147.66119256,5532914.60345,794201.929094,5214030.98751,257177.668159
336415,3288249.98229,8527634.54149,11390740.787,3372856.2727,16489470.6946,3147.66119256,5532914.60345,794201.929094,5214030.98751,257177.668159
336419,3288249.98229,8527634.54149,11390740.787,3372856.2727,16489470.6946,3147.66119256,5532914.60345,794201.929094,5214030.98751,257177.668159
3365,19729499.8937,51165807.2489,68344444.7218,20237137.6362,98936824.1673,18885.9671553,33197487.6207,4765211.57456,31284185.9251,1543066.00895
33651,19729499.8937,51165807.2489,68344444.7218,20237137.6362,98936824.1673,18885.9671553,33197487.6207,4765211.57456,31284185.9251,1543066.00895
336510,19729499.8937,51165807.2489,68344444.7218,20237137.6362,98936824.1673,18885.9671553,33197487.6207,4765211.57456,31284185.9251,1543066.00895
3366,19729499.8937,51165807.2489,68344444.7218,20237137.6362,98936824.1673,18885.9671553,33197487.6207,4765211.57456,31284185.9251,1543066.00895
33661,19729499.8937,51165807.2489,68344444.7218,20237137.6362,98936824.1673,18885.9671553,33197487.6207,4765211.57456,31284185.9251,1543066.00895
336611,9864749.94686,25582903.6245,34172222.3609,10118568.8181,49468412.0837,9442.98357767,16598743.8103,2382605.78728,15642092.9625,771533.004477
336612,9864749.94686,25582903.6245,34172222.3609,10118568.8181,49468412.0837,9442.98357767,16598743.8103,2382605.78728,15642092.9625,771533.004477
3369,19729499.8937,51165807.2489,68344444.7218,20237137.6362,98936824.1673,18885.9671553,33197487.6207,4765211.57456,31284185.9251,1543066.00895
