Codes:,Capital_stock,land,cost_of_treasury_stock,additional_paid-in_capital,earnings_(rtnd_appr),depreciable_assets,earnings_(rtnd_unappr.),accumulated_depreciation,inventories,interest_paid
326220,3022876.98955,434926.579247,1308677.44567,10497118.6477,13315.1782807,29855276.6661,2229429.3196,18977221.5062,7679419.6363,1201920.94695
32629,3022876.98955,434926.579247,1308677.44567,10497118.6477,13315.1782807,29855276.6661,2229429.3196,18977221.5062,7679419.6363,1201920.94695
326291,1511438.49478,217463.289624,654338.722834,5248559.32385,6657.58914037,14927638.3331,1114714.6598,9488610.75312,3839709.81815,600960.473473
326299,1511438.49478,217463.289624,654338.722834,5248559.32385,6657.58914037,14927638.3331,1114714.6598,9488610.75312,3839709.81815,600960.473473
327,16551671.5066,11952782.524,7170514.74235,162107578.263,9358053.29766,202224618.804,217521.766554,115142125.639,25530489.1542,6197251.36229
3271,3310334.30131,2390556.5048,1434102.94847,32421515.6527,1871610.65953,40444923.7608,43504.3533109,23028425.1277,5106097.83084,1239450.27246
32711,1655167.15066,1195278.2524,717051.474235,16210757.8263,935805.329766,20222461.8804,21752.1766554,11514212.5639,2553048.91542,619725.136229
327110,1655167.15066,1195278.2524,717051.474235,16210757.8263,935805.329766,20222461.8804,21752.1766554,11514212.5639,2553048.91542,619725.136229
32712,1655167.15066,1195278.2524,717051.474235,16210757.8263,935805.329766,20222461.8804,21752.1766554,11514212.5639,2553048.91542,619725.136229
327120,1655167.15066,1195278.2524,717051.474235,16210757.8263,935805.329766,20222461.8804,21752.1766554,11514212.5639,2553048.91542,619725.136229
3272,3310334.30131,2390556.5048,1434102.94847,32421515.6527,1871610.65953,40444923.7608,43504.3533109,23028425.1277,5106097.83084,1239450.27246
32721,3310334.30131,2390556.5048,1434102.94847,32421515.6527,1871610.65953,40444923.7608,43504.3533109,23028425.1277,5106097.83084,1239450.27246
327211,827583.575328,597639.1262,358525.737117,8105378.91317,467902.664883,10111230.9402,10876.0883277,5757106.28193,1276524.45771,309862.568115
327212,827583.575328,597639.1262,358525.737117,8105378.91317,467902.664883,10111230.9402,10876.0883277,5757106.28193,1276524.45771,309862.568115
327213,827583.575328,597639.1262,358525.737117,8105378.91317,467902.664883,10111230.9402,10876.0883277,5757106.28193,1276524.45771,309862.568115
327215,827583.575328,597639.1262,358525.737117,8105378.91317,467902.664883,10111230.9402,10876.0883277,5757106.28193,1276524.45771,309862.568115
3273,3310334.30131,2390556.5048,1434102.94847,32421515.6527,1871610.65953,40444923.7608,43504.3533109,23028425.1277,5106097.83084,1239450.27246
32731,827583.575328,597639.1262,358525.737117,8105378.91317,467902.664883,10111230.9402,10876.0883277,5757106.28193,1276524.45771,309862.568115
327310,827583.575328,597639.1262,358525.737117,8105378.91317,467902.664883,10111230.9402,10876.0883277,5757106.28193,1276524.45771,309862.568115
32732,827583.575328,597639.1262,358525.737117,8105378.91317,467902.664883,10111230.9402,10876.0883277,5757106.28193,1276524.45771,309862.568115
327320,827583.575328,597639.1262,358525.737117,8105378.91317,467902.664883,10111230.9402,10876.0883277,5757106.28193,1276524.45771,309862.568115
32733,827583.575328,597639.1262,358525.737117,8105378.91317,467902.664883,10111230.9402,10876.0883277,5757106.28193,1276524.45771,309862.568115
327331,413791.787664,298819.5631,179262.868559,4052689.45658,233951.332441,5055615.4701,5438.04416386,2878553.14097,638262.228855,154931.284057
327332,413791.787664,298819.5631,179262.868559,4052689.45658,233951.332441,5055615.4701,5438.04416386,2878553.14097,638262.228855,154931.284057
32739,827583.575328,597639.1262,358525.737117,8105378.91317,467902.664883,10111230.9402,10876.0883277,5757106.28193,1276524.45771,309862.568115
327390,827583.575328,597639.1262,358525.737117,8105378.91317,467902.664883,10111230.9402,10876.0883277,5757106.28193,1276524.45771,309862.568115
3274,3310334.30131,2390556.5048,1434102.94847,32421515.6527,1871610.65953,40444923.7608,43504.3533109,23028425.1277,5106097.83084,1239450.27246
32741,1655167.15066,1195278.2524,717051.474235,16210757.8263,935805.329766,20222461.8804,21752.1766554,11514212.5639,2553048.91542,619725.136229
327410,1655167.15066,1195278.2524,717051.474235,16210757.8263,935805.329766,20222461.8804,21752.1766554,11514212.5639,2553048.91542,619725.136229
32742,1655167.15066,1195278.2524,717051.474235,16210757.8263,935805.329766,20222461.8804,21752.1766554,11514212.5639,2553048.91542,619725.136229
327420,1655167.15066,1195278.2524,717051.474235,16210757.8263,935805.329766,20222461.8804,21752.1766554,11514212.5639,2553048.91542,619725.136229
3279,3310334.30131,2390556.5048,1434102.94847,32421515.6527,1871610.65953,40444923.7608,43504.3533109,23028425.1277,5106097.83084,1239450.27246
32791,1655167.15066,1195278.2524,717051.474235,16210757.8263,935805.329766,20222461.8804,21752.1766554,11514212.5639,2553048.91542,619725.136229
327910,1655167.15066,1195278.2524,717051.474235,16210757.8263,935805.329766,20222461.8804,21752.1766554,11514212.5639,2553048.91542,619725.136229
32799,1655167.15066,1195278.2524,717051.474235,16210757.8263,935805.329766,20222461.8804,21752.1766554,11514212.5639,2553048.91542,619725.136229
327991,413791.787664,298819.5631,179262.868559,4052689.45658,233951.332441,5055615.4701,5438.04416386,2878553.14097,638262.228855,154931.284057
327992,413791.787664,298819.5631,179262.868559,4052689.45658,233951.332441,5055615.4701,5438.04416386,2878553.14097,638262.228855,154931.284057
327993,413791.787664,298819.5631,179262.868559,4052689.45658,233951.332441,5055615.4701,5438.04416386,2878553.14097,638262.228855,154931.284057
327999,413791.787664,298819.5631,179262.868559,4052689.45658,233951.332441,5055615.4701,5438.04416386,2878553.14097,638262.228855,154931.284057
331,40469415.1734,5419705.49939,21598702.3044,145398242.553,87715.1744436,233324644.082,55998380.711,128649035.873,69614958.0893,11021076.7955
3313,40469415.1734,5419705.49939,21598702.3044,145398242.553,87715.1744436,233324644.082,55998380.711,128649035.873,69614958.0893,11021076.7955
33131,40469415.1734,5419705.49939,21598702.3044,145398242.553,87715.1744436,233324644.082,55998380.711,128649035.873,69614958.0893,11021076.7955
331315,40469415.1734,5419705.49939,21598702.3044,145398242.553,87715.1744436,233324644.082,55998380.711,128649035.873,69614958.0893,11021076.7955
332,50982877.8236,3892197.84213,22155079.3332,189406369.251,616312.251981,230960602.274,105186106.156,158735273.917,64788569.4722,8983586.63536
3322,50982877.8236,3892197.84213,22155079.3332,189406369.251,616312.251981,230960602.274,105186106.156,158735273.917,64788569.4722,8983586.63536
33221,50982877.8236,3892197.84213,22155079.3332,189406369.251,616312.251981,230960602.274,105186106.156,158735273.917,64788569.4722,8983586.63536
332215,50982877.8236,3892197.84213,22155079.3332,189406369.251,616312.251981,230960602.274,105186106.156,158735273.917,64788569.4722,8983586.63536
333,66700092.7624,5567108.09521,121832341.446,277332267.372,123161.649047,299294681.025,196585109.466,179890886.479,131301936.65,21053917.6903
3331,9528584.68034,795301.156459,17404620.2065,39618895.3389,17594.5212924,42756383.0036,28083587.0666,25698698.0685,18757419.5214,3007702.52718
33311,3176194.89345,265100.385486,5801540.06885,13206298.4463,5864.84043079,14252127.6679,9361195.68885,8566232.68949,6252473.17379,1002567.50906
333111,1588097.44672,132550.192743,2900770.03442,6603149.22314,2932.4202154,7126063.83394,4680597.84443,4283116.34475,3126236.5869,501283.75453
333112,1588097.44672,132550.192743,2900770.03442,6603149.22314,2932.4202154,7126063.83394,4680597.84443,4283116.34475,3126236.5869,501283.75453
33312,3176194.89345,265100.385486,5801540.06885,13206298.4463,5864.84043079,14252127.6679,9361195.68885,8566232.68949,6252473.17379,1002567.50906
333120,3176194.89345,265100.385486,5801540.06885,13206298.4463,5864.84043079,14252127.6679,9361195.68885,8566232.68949,6252473.17379,1002567.50906
33313,3176194.89345,265100.385486,5801540.06885,13206298.4463,5864.84043079,14252127.6679,9361195.68885,8566232.68949,6252473.17379,1002567.50906
333131,1588097.44672,132550.192743,2900770.03442,6603149.22314,2932.4202154,7126063.83394,4680597.84443,4283116.34475,3126236.5869,501283.75453
333132,1588097.44672,132550.192743,2900770.03442,6603149.22314,2932.4202154,7126063.83394,4680597.84443,4283116.34475,3126236.5869,501283.75453
3332,9528584.68034,795301.156459,17404620.2065,39618895.3389,17594.5212924,42756383.0036,28083587.0666,25698698.0685,18757419.5214,3007702.52718
33324,9528584.68034,795301.156459,17404620.2065,39618895.3389,17594.5212924,42756383.0036,28083587.0666,25698698.0685,18757419.5214,3007702.52718
333241,1905716.93607,159060.231292,3480924.04131,7923779.06777,3518.90425847,8551276.60073,5616717.41331,5139739.6137,3751483.90428,601540.505436
333242,1905716.93607,159060.231292,3480924.04131,7923779.06777,3518.90425847,8551276.60073,5616717.41331,5139739.6137,3751483.90428,601540.505436
333243,1905716.93607,159060.231292,3480924.04131,7923779.06777,3518.90425847,8551276.60073,5616717.41331,5139739.6137,3751483.90428,601540.505436
333244,1905716.93607,159060.231292,3480924.04131,7923779.06777,3518.90425847,8551276.60073,5616717.41331,5139739.6137,3751483.90428,601540.505436
333249,1905716.93607,159060.231292,3480924.04131,7923779.06777,3518.90425847,8551276.60073,5616717.41331,5139739.6137,3751483.90428,601540.505436
3333,9528584.68034,795301.156459,17404620.2065,39618895.3389,17594.5212924,42756383.0036,28083587.0666,25698698.0685,18757419.5214,3007702.52718
33331,9528584.68034,795301.156459,17404620.2065,39618895.3389,17594.5212924,42756383.0036,28083587.0666,25698698.0685,18757419.5214,3007702.52718
333314,3176194.89345,265100.385486,5801540.06885,13206298.4463,5864.84043079,14252127.6679,9361195.68885,8566232.68949,6252473.17379,1002567.50906
333316,3176194.89345,265100.385486,5801540.06885,13206298.4463,5864.84043079,14252127.6679,9361195.68885,8566232.68949,6252473.17379,1002567.50906
333318,3176194.89345,265100.385486,5801540.06885,13206298.4463,5864.84043079,14252127.6679,9361195.68885,8566232.68949,6252473.17379,1002567.50906
3334,9528584.68034,795301.156459,17404620.2065,39618895.3389,17594.5212924,42756383.0036,28083587.0666,25698698.0685,18757419.5214,3007702.52718
33341,9528584.68034,795301.156459,17404620.2065,39618895.3389,17594.5212924,42756383.0036,28083587.0666,25698698.0685,18757419.5214,3007702.52718
333413,3176194.89345,265100.385486,5801540.06885,13206298.4463,5864.84043079,14252127.6679,9361195.68885,8566232.68949,6252473.17379,1002567.50906
333414,3176194.89345,265100.385486,5801540.06885,13206298.4463,5864.84043079,14252127.6679,9361195.68885,8566232.68949,6252473.17379,1002567.50906
333415,3176194.89345,265100.385486,5801540.06885,13206298.4463,5864.84043079,14252127.6679,9361195.68885,8566232.68949,6252473.17379,1002567.50906
3335,9528584.68034,795301.156459,17404620.2065,39618895.3389,17594.5212924,42756383.0036,28083587.0666,25698698.0685,18757419.5214,3007702.52718
33351,9528584.68034,795301.156459,17404620.2065,39618895.3389,17594.5212924,42756383.0036,28083587.0666,25698698.0685,18757419.5214,3007702.52718
333511,1905716.93607,159060.231292,3480924.04131,7923779.06777,3518.90425847,8551276.60073,5616717.41331,5139739.6137,3751483.90428,601540.505436
333514,1905716.93607,159060.231292,3480924.04131,7923779.06777,3518.90425847,8551276.60073,5616717.41331,5139739.6137,3751483.90428,601540.505436
333515,1905716.93607,159060.231292,3480924.04131,7923779.06777,3518.90425847,8551276.60073,5616717.41331,5139739.6137,3751483.90428,601540.505436
333517,1905716.93607,159060.231292,3480924.04131,7923779.06777,3518.90425847,8551276.60073,5616717.41331,5139739.6137,3751483.90428,601540.505436
333519,1905716.93607,159060.231292,3480924.04131,7923779.06777,3518.90425847,8551276.60073,5616717.41331,5139739.6137,3751483.90428,601540.505436
3336,9528584.68034,795301.156459,17404620.2065,39618895.3389,17594.5212924,42756383.0036,28083587.0666,25698698.0685,18757419.5214,3007702.52718
33361,9528584.68034,795301.156459,17404620.2065,39618895.3389,17594.5212924,42756383.0036,28083587.0666,25698698.0685,18757419.5214,3007702.52718
333611,2382146.17009,198825.289115,4351155.05164,9904723.83472,4398.63032309,10689095.7509,7020896.76664,6424674.51712,4689354.88034,751925.631795
333612,2382146.17009,198825.289115,4351155.05164,9904723.83472,4398.63032309,10689095.7509,7020896.76664,6424674.51712,4689354.88034,751925.631795
333613,2382146.17009,198825.289115,4351155.05164,9904723.83472,4398.63032309,10689095.7509,7020896.76664,6424674.51712,4689354.88034,751925.631795
333618,2382146.17009,198825.289115,4351155.05164,9904723.83472,4398.63032309,10689095.7509,7020896.76664,6424674.51712,4689354.88034,751925.631795
3339,9528584.68034,795301.156459,17404620.2065,39618895.3389,17594.5212924,42756383.0036,28083587.0666,25698698.0685,18757419.5214,3007702.52718
33391,3176194.89345,265100.385486,5801540.06885,13206298.4463,5864.84043079,14252127.6679,9361195.68885,8566232.68949,6252473.17379,1002567.50906
333911,1058731.63115,88366.7951621,1933846.68962,4402099.4821,1954.94681026,4750709.22263,3120398.56295,2855410.8965,2084157.7246,334189.169687
333912,1058731.63115,88366.7951621,1933846.68962,4402099.4821,1954.94681026,4750709.22263,3120398.56295,2855410.8965,2084157.7246,334189.169687
333913,1058731.63115,88366.7951621,1933846.68962,4402099.4821,1954.94681026,4750709.22263,3120398.56295,2855410.8965,2084157.7246,334189.169687
33392,3176194.89345,265100.385486,5801540.06885,13206298.4463,5864.84043079,14252127.6679,9361195.68885,8566232.68949,6252473.17379,1002567.50906
333921,794048.723362,66275.0963716,1450385.01721,3301574.61157,1466.2101077,3563031.91697,2340298.92221,2141558.17237,1563118.29345,250641.877265
333922,794048.723362,66275.0963716,1450385.01721,3301574.61157,1466.2101077,3563031.91697,2340298.92221,2141558.17237,1563118.29345,250641.877265
333923,794048.723362,66275.0963716,1450385.01721,3301574.61157,1466.2101077,3563031.91697,2340298.92221,2141558.17237,1563118.29345,250641.877265
333924,794048.723362,66275.0963716,1450385.01721,3301574.61157,1466.2101077,3563031.91697,2340298.92221,2141558.17237,1563118.29345,250641.877265
33399,3176194.89345,265100.385486,5801540.06885,13206298.4463,5864.84043079,14252127.6679,9361195.68885,8566232.68949,6252473.17379,1002567.50906
333991,397024.361681,33137.5481858,725192.508606,1650787.30579,733.105053849,1781515.95848,1170149.46111,1070779.08619,781559.146724,125320.938633
333992,397024.361681,33137.5481858,725192.508606,1650787.30579,733.105053849,1781515.95848,1170149.46111,1070779.08619,781559.146724,125320.938633
333993,397024.361681,33137.5481858,725192.508606,1650787.30579,733.105053849,1781515.95848,1170149.46111,1070779.08619,781559.146724,125320.938633
333994,397024.361681,33137.5481858,725192.508606,1650787.30579,733.105053849,1781515.95848,1170149.46111,1070779.08619,781559.146724,125320.938633
333995,397024.361681,33137.5481858,725192.508606,1650787.30579,733.105053849,1781515.95848,1170149.46111,1070779.08619,781559.146724,125320.938633
333996,397024.361681,33137.5481858,725192.508606,1650787.30579,733.105053849,1781515.95848,1170149.46111,1070779.08619,781559.146724,125320.938633
333997,397024.361681,33137.5481858,725192.508606,1650787.30579,733.105053849,1781515.95848,1170149.46111,1070779.08619,781559.146724,125320.938633
333999,397024.361681,33137.5481858,725192.508606,1650787.30579,733.105053849,1781515.95848,1170149.46111,1070779.08619,781559.146724,125320.938633
334,165954870.017,10824659.4731,448651517.64,1247000844.11,560309.502144,489196649.272,25189994.473,306501232.336,100408827.052,25692707.0819
3341,27659145.0029,1804109.91219,74775252.9401,207833474.018,93384.9170241,81532774.8787,4198332.41217,51083538.7226,16734804.5087,4282117.84698
33411,27659145.0029,1804109.91219,74775252.9401,207833474.018,93384.9170241,81532774.8787,4198332.41217,51083538.7226,16734804.5087,4282117.84698
334111,9219715.00096,601369.970729,24925084.3134,69277824.6727,31128.3056747,27177591.6262,1399444.13739,17027846.2409,5578268.16955,1427372.61566
334112,9219715.00096,601369.970729,24925084.3134,69277824.6727,31128.3056747,27177591.6262,1399444.13739,17027846.2409,5578268.16955,1427372.61566
334118,9219715.00096,601369.970729,24925084.3134,69277824.6727,31128.3056747,27177591.6262,1399444.13739,17027846.2409,5578268.16955,1427372.61566
3342,27659145.0029,1804109.91219,74775252.9401,207833474.018,93384.9170241,81532774.8787,4198332.41217,51083538.7226,16734804.5087,4282117.84698
33421,9219715.00096,601369.970729,24925084.3134,69277824.6727,31128.3056747,27177591.6262,1399444.13739,17027846.2409,5578268.16955,1427372.61566
334210,9219715.00096,601369.970729,24925084.3134,69277824.6727,31128.3056747,27177591.6262,1399444.13739,17027846.2409,5578268.16955,1427372.61566
33422,9219715.00096,601369.970729,24925084.3134,69277824.6727,31128.3056747,27177591.6262,1399444.13739,17027846.2409,5578268.16955,1427372.61566
334220,9219715.00096,601369.970729,24925084.3134,69277824.6727,31128.3056747,27177591.6262,1399444.13739,17027846.2409,5578268.16955,1427372.61566
33429,9219715.00096,601369.970729,24925084.3134,69277824.6727,31128.3056747,27177591.6262,1399444.13739,17027846.2409,5578268.16955,1427372.61566
334290,9219715.00096,601369.970729,24925084.3134,69277824.6727,31128.3056747,27177591.6262,1399444.13739,17027846.2409,5578268.16955,1427372.61566
3343,27659145.0029,1804109.91219,74775252.9401,207833474.018,93384.9170241,81532774.8787,4198332.41217,51083538.7226,16734804.5087,4282117.84698
33431,27659145.0029,1804109.91219,74775252.9401,207833474.018,93384.9170241,81532774.8787,4198332.41217,51083538.7226,16734804.5087,4282117.84698
334310,27659145.0029,1804109.91219,74775252.9401,207833474.018,93384.9170241,81532774.8787,4198332.41217,51083538.7226,16734804.5087,4282117.84698
3344,27659145.0029,1804109.91219,74775252.9401,207833474.018,93384.9170241,81532774.8787,4198332.41217,51083538.7226,16734804.5087,4282117.84698
33441,27659145.0029,1804109.91219,74775252.9401,207833474.018,93384.9170241,81532774.8787,4198332.41217,51083538.7226,16734804.5087,4282117.84698
334412,4609857.50048,300684.985364,12462542.1567,34638912.3364,15564.1528373,13588795.8131,699722.068695,8513923.12043,2789134.08478,713686.30783
334413,4609857.50048,300684.985364,12462542.1567,34638912.3364,15564.1528373,13588795.8131,699722.068695,8513923.12043,2789134.08478,713686.30783
334416,4609857.50048,300684.985364,12462542.1567,34638912.3364,15564.1528373,13588795.8131,699722.068695,8513923.12043,2789134.08478,713686.30783
334417,4609857.50048,300684.985364,12462542.1567,34638912.3364,15564.1528373,13588795.8131,699722.068695,8513923.12043,2789134.08478,713686.30783
334418,4609857.50048,300684.985364,12462542.1567,34638912.3364,15564.1528373,13588795.8131,699722.068695,8513923.12043,2789134.08478,713686.30783
334419,4609857.50048,300684.985364,12462542.1567,34638912.3364,15564.1528373,13588795.8131,699722.068695,8513923.12043,2789134.08478,713686.30783
3345,27659145.0029,1804109.91219,74775252.9401,207833474.018,93384.9170241,81532774.8787,4198332.41217,51083538.7226,16734804.5087,4282117.84698
33451,27659145.0029,1804109.91219,74775252.9401,207833474.018,93384.9170241,81532774.8787,4198332.41217,51083538.7226,16734804.5087,4282117.84698
334510,3073238.33365,200456.65691,8308361.43779,23092608.2242,10376.1018916,9059197.20874,466481.37913,5675948.74696,1859422.72318,475790.871887
334511,3073238.33365,200456.65691,8308361.43779,23092608.2242,10376.1018916,9059197.20874,466481.37913,5675948.74696,1859422.72318,475790.871887
334512,3073238.33365,200456.65691,8308361.43779,23092608.2242,10376.1018916,9059197.20874,466481.37913,5675948.74696,1859422.72318,475790.871887
334513,3073238.33365,200456.65691,8308361.43779,23092608.2242,10376.1018916,9059197.20874,466481.37913,5675948.74696,1859422.72318,475790.871887
334514,3073238.33365,200456.65691,8308361.43779,23092608.2242,10376.1018916,9059197.20874,466481.37913,5675948.74696,1859422.72318,475790.871887
334515,3073238.33365,200456.65691,8308361.43779,23092608.2242,10376.1018916,9059197.20874,466481.37913,5675948.74696,1859422.72318,475790.871887
334516,3073238.33365,200456.65691,8308361.43779,23092608.2242,10376.1018916,9059197.20874,466481.37913,5675948.74696,1859422.72318,475790.871887
334517,3073238.33365,200456.65691,8308361.43779,23092608.2242,10376.1018916,9059197.20874,466481.37913,5675948.74696,1859422.72318,475790.871887
334519,3073238.33365,200456.65691,8308361.43779,23092608.2242,10376.1018916,9059197.20874,466481.37913,5675948.74696,1859422.72318,475790.871887
3346,27659145.0029,1804109.91219,74775252.9401,207833474.018,93384.9170241,81532774.8787,4198332.41217,51083538.7226,16734804.5087,4282117.84698
33461,27659145.0029,1804109.91219,74775252.9401,207833474.018,93384.9170241,81532774.8787,4198332.41217,51083538.7226,16734804.5087,4282117.84698
334613,13829572.5014,902054.956093,37387626.47,103916737.009,46692.458512,40766387.4393,2099166.20608,25541769.3613,8367402.25433,2141058.92349
334614,13829572.5014,902054.956093,37387626.47,103916737.009,46692.458512,40766387.4393,2099166.20608,25541769.3613,8367402.25433,2141058.92349
335,21608900.8978,5522948.07284,93935192.3871,290407584.675,2262061.28739,263069569.645,410734751.603,164040477.464,53019743.1765,95992919.6236
3351,5402225.22444,1380737.01821,23483798.0968,72601896.1688,565515.321847,65767392.4112,102683687.901,41010119.366,13254935.7941,23998229.9059
33511,2701112.61222,690368.509105,11741899.0484,36300948.0844,282757.660923,32883696.2056,51341843.9503,20505059.683,6627467.89706,11999114.953
335110,2701112.61222,690368.509105,11741899.0484,36300948.0844,282757.660923,32883696.2056,51341843.9503,20505059.683,6627467.89706,11999114.953
33512,2701112.61222,690368.509105,11741899.0484,36300948.0844,282757.660923,32883696.2056,51341843.9503,20505059.683,6627467.89706,11999114.953
335121,900370.87074,230122.836368,3913966.34946,12100316.0281,94252.5536411,10961232.0685,17113947.9834,6835019.89434,2209155.96569,3999704.98432
335122,900370.87074,230122.836368,3913966.34946,12100316.0281,94252.5536411,10961232.0685,17113947.9834,6835019.89434,2209155.96569,3999704.98432
335129,900370.87074,230122.836368,3913966.34946,12100316.0281,94252.5536411,10961232.0685,17113947.9834,6835019.89434,2209155.96569,3999704.98432
3352,5402225.22444,1380737.01821,23483798.0968,72601896.1688,565515.321847,65767392.4112,102683687.901,41010119.366,13254935.7941,23998229.9059
33521,2701112.61222,690368.509105,11741899.0484,36300948.0844,282757.660923,32883696.2056,51341843.9503,20505059.683,6627467.89706,11999114.953
335210,2701112.61222,690368.509105,11741899.0484,36300948.0844,282757.660923,32883696.2056,51341843.9503,20505059.683,6627467.89706,11999114.953
33522,2701112.61222,690368.509105,11741899.0484,36300948.0844,282757.660923,32883696.2056,51341843.9503,20505059.683,6627467.89706,11999114.953
335221,675278.153055,172592.127276,2935474.7621,9075237.0211,70689.4152308,8220924.05139,12835460.9876,5126264.92075,1656866.97427,2999778.73824
335222,675278.153055,172592.127276,2935474.7621,9075237.0211,70689.4152308,8220924.05139,12835460.9876,5126264.92075,1656866.97427,2999778.73824
335224,675278.153055,172592.127276,2935474.7621,9075237.0211,70689.4152308,8220924.05139,12835460.9876,5126264.92075,1656866.97427,2999778.73824
335228,675278.153055,172592.127276,2935474.7621,9075237.0211,70689.4152308,8220924.05139,12835460.9876,5126264.92075,1656866.97427,2999778.73824
3353,5402225.22444,1380737.01821,23483798.0968,72601896.1688,565515.321847,65767392.4112,102683687.901,41010119.366,13254935.7941,23998229.9059
33531,5402225.22444,1380737.01821,23483798.0968,72601896.1688,565515.321847,65767392.4112,102683687.901,41010119.366,13254935.7941,23998229.9059
335311,1350556.30611,345184.254552,5870949.52419,18150474.0422,141378.830462,16441848.1028,25670921.9752,10252529.8415,3313733.94853,5999557.47648
335312,1350556.30611,345184.254552,5870949.52419,18150474.0422,141378.830462,16441848.1028,25670921.9752,10252529.8415,3313733.94853,5999557.47648
335313,1350556.30611,345184.254552,5870949.52419,18150474.0422,141378.830462,16441848.1028,25670921.9752,10252529.8415,3313733.94853,5999557.47648
335314,1350556.30611,345184.254552,5870949.52419,18150474.0422,141378.830462,16441848.1028,25670921.9752,10252529.8415,3313733.94853,5999557.47648
3359,5402225.22444,1380737.01821,23483798.0968,72601896.1688,565515.321847,65767392.4112,102683687.901,41010119.366,13254935.7941,23998229.9059
33591,1350556.30611,345184.254552,5870949.52419,18150474.0422,141378.830462,16441848.1028,25670921.9752,10252529.8415,3313733.94853,5999557.47648
335911,675278.153055,172592.127276,2935474.7621,9075237.0211,70689.4152308,8220924.05139,12835460.9876,5126264.92075,1656866.97427,2999778.73824
335912,675278.153055,172592.127276,2935474.7621,9075237.0211,70689.4152308,8220924.05139,12835460.9876,5126264.92075,1656866.97427,2999778.73824
33592,1350556.30611,345184.254552,5870949.52419,18150474.0422,141378.830462,16441848.1028,25670921.9752,10252529.8415,3313733.94853,5999557.47648
335921,675278.153055,172592.127276,2935474.7621,9075237.0211,70689.4152308,8220924.05139,12835460.9876,5126264.92075,1656866.97427,2999778.73824
335929,675278.153055,172592.127276,2935474.7621,9075237.0211,70689.4152308,8220924.05139,12835460.9876,5126264.92075,1656866.97427,2999778.73824
33593,1350556.30611,345184.254552,5870949.52419,18150474.0422,141378.830462,16441848.1028,25670921.9752,10252529.8415,3313733.94853,5999557.47648
335931,675278.153055,172592.127276,2935474.7621,9075237.0211,70689.4152308,8220924.05139,12835460.9876,5126264.92075,1656866.97427,2999778.73824
335932,675278.153055,172592.127276,2935474.7621,9075237.0211,70689.4152308,8220924.05139,12835460.9876,5126264.92075,1656866.97427,2999778.73824
33599,1350556.30611,345184.254552,5870949.52419,18150474.0422,141378.830462,16441848.1028,25670921.9752,10252529.8415,3313733.94853,5999557.47648
335991,675278.153055,172592.127276,2935474.7621,9075237.0211,70689.4152308,8220924.05139,12835460.9876,5126264.92075,1656866.97427,2999778.73824
335999,675278.153055,172592.127276,2935474.7621,9075237.0211,70689.4152308,8220924.05139,12835460.9876,5126264.92075,1656866.97427,2999778.73824
336,140014192.368,12238314.3222,144353384.442,483801015.945,132201.770087,754099233.807,268779272.572,400619992.785,237855185.802,34400936.5333
3361,20002027.4812,1748330.61745,20621912.0632,69114430.8492,18885.9671553,107728461.972,38397038.9389,57231427.5407,33979312.2575,4914419.50475
33611,10001013.7406,874165.308727,10310956.0316,34557215.4246,9442.98357767,53864230.9862,19198519.4695,28615713.7704,16989656.1287,2457209.75238
336111,5000506.87029,437082.654364,5155478.0158,17278607.7123,4721.49178883,26932115.4931,9599259.73473,14307856.8852,8494828.06437,1228604.87619
336112,5000506.87029,437082.654364,5155478.0158,17278607.7123,4721.49178883,26932115.4931,9599259.73473,14307856.8852,8494828.06437,1228604.87619
33612,10001013.7406,874165.308727,10310956.0316,34557215.4246,9442.98357767,53864230.9862,19198519.4695,28615713.7704,16989656.1287,2457209.75238
336120,10001013.7406,874165.308727,10310956.0316,34557215.4246,9442.98357767,53864230.9862,19198519.4695,28615713.7704,16989656.1287,2457209.75238
3362,20002027.4812,1748330.61745,20621912.0632,69114430.8492,18885.9671553,107728461.972,38397038.9389,57231427.5407,33979312.2575,4914419.50475
33621,20002027.4812,1748330.61745,20621912.0632,69114430.8492,18885.9671553,107728461.972,38397038.9389,57231427.5407,33979312.2575,4914419.50475
336211,5000506.87029,437082.654364,5155478.0158,17278607.7123,4721.49178883,26932115.4931,9599259.73473,14307856.8852,8494828.06437,1228604.87619
336212,5000506.87029,437082.654364,5155478.0158,17278607.7123,4721.49178883,26932115.4931,9599259.73473,14307856.8852,8494828.06437,1228604.87619
336213,5000506.87029,437082.654364,5155478.0158,17278607.7123,4721.49178883,26932115.4931,9599259.73473,14307856.8852,8494828.06437,1228604.87619
336214,5000506.87029,437082.654364,5155478.0158,17278607.7123,4721.49178883,26932115.4931,9599259.73473,14307856.8852,8494828.06437,1228604.87619
3363,20002027.4812,1748330.61745,20621912.0632,69114430.8492,18885.9671553,107728461.972,38397038.9389,57231427.5407,33979312.2575,4914419.50475
33631,2500253.43514,218541.327182,2577739.0079,8639303.85616,2360.74589442,13466057.7465,4799629.86736,7153928.44259,4247414.03219,614302.438094
336310,2500253.43514,218541.327182,2577739.0079,8639303.85616,2360.74589442,13466057.7465,4799629.86736,7153928.44259,4247414.03219,614302.438094
33632,2500253.43514,218541.327182,2577739.0079,8639303.85616,2360.74589442,13466057.7465,4799629.86736,7153928.44259,4247414.03219,614302.438094
