Codes:,Capital_stock,land,cost_of_treasury_stock,additional_paid-in_capital,earnings_(rtnd_appr),depreciable_assets,earnings_(rtnd_unappr.),accumulated_depreciation,inventories,interest_paid
336320,2500253.43514,218541.327182,2577739.0079,8639303.85616,2360.74589442,13466057.7465,4799629.86736,7153928.44259,4247414.03219,614302.438094
33633,2500253.43514,218541.327182,2577739.0079,8639303.85616,2360.74589442,13466057.7465,4799629.86736,7153928.44259,4247414.03219,614302.438094
336330,2500253.43514,218541.327182,2577739.0079,8639303.85616,2360.74589442,13466057.7465,4799629.86736,7153928.44259,4247414.03219,614302.438094
33634,2500253.43514,218541.327182,2577739.0079,8639303.85616,2360.74589442,13466057.7465,4799629.86736,7153928.44259,4247414.03219,614302.438094
336340,2500253.43514,218541.327182,2577739.0079,8639303.85616,2360.74589442,13466057.7465,4799629.86736,7153928.44259,4247414.03219,614302.438094
33635,2500253.43514,218541.327182,2577739.0079,8639303.85616,2360.74589442,13466057.7465,4799629.86736,7153928.44259,4247414.03219,614302.438094
336350,2500253.43514,218541.327182,2577739.0079,8639303.85616,2360.74589442,13466057.7465,4799629.86736,7153928.44259,4247414.03219,614302.438094
33636,2500253.43514,218541.327182,2577739.0079,8639303.85616,2360.74589442,13466057.7465,4799629.86736,7153928.44259,4247414.03219,614302.438094
336360,2500253.43514,218541.327182,2577739.0079,8639303.85616,2360.74589442,13466057.7465,4799629.86736,7153928.44259,4247414.03219,614302.438094
33637,2500253.43514,218541.327182,2577739.0079,8639303.85616,2360.74589442,13466057.7465,4799629.86736,7153928.44259,4247414.03219,614302.438094
336370,2500253.43514,218541.327182,2577739.0079,8639303.85616,2360.74589442,13466057.7465,4799629.86736,7153928.44259,4247414.03219,614302.438094
33639,2500253.43514,218541.327182,2577739.0079,8639303.85616,2360.74589442,13466057.7465,4799629.86736,7153928.44259,4247414.03219,614302.438094
336390,2500253.43514,218541.327182,2577739.0079,8639303.85616,2360.74589442,13466057.7465,4799629.86736,7153928.44259,4247414.03219,614302.438094
3364,20002027.4812,1748330.61745,20621912.0632,69114430.8492,18885.9671553,107728461.972,38397038.9389,57231427.5407,33979312.2575,4914419.50475
33641,20002027.4812,1748330.61745,20621912.0632,69114430.8492,18885.9671553,107728461.972,38397038.9389,57231427.5407,33979312.2575,4914419.50475
336411,3333671.24686,291388.436242,3436985.34386,11519071.8082,3147.66119256,17954743.6621,6399506.48982,9538571.25679,5663218.70958,819069.917459
336412,3333671.24686,291388.436242,3436985.34386,11519071.8082,3147.66119256,17954743.6621,6399506.48982,9538571.25679,5663218.70958,819069.917459
336413,3333671.24686,291388.436242,3436985.34386,11519071.8082,3147.66119256,17954743.6621,6399506.48982,9538571.25679,5663218.70958,819069.917459
336414,3333671.24686,291388.436242,3436985.34386,11519071.8082,3147.66119256,17954743.6621,6399506.48982,9538571.25679,5663218.70958,819069.917459
336415,3333671.24686,291388.436242,3436985.34386,11519071.8082,3147.66119256,17954743.6621,6399506.48982,9538571.25679,5663218.70958,819069.917459
336419,3333671.24686,291388.436242,3436985.34386,11519071.8082,3147.66119256,17954743.6621,6399506.48982,9538571.25679,5663218.70958,819069.917459
3365,20002027.4812,1748330.61745,20621912.0632,69114430.8492,18885.9671553,107728461.972,38397038.9389,57231427.5407,33979312.2575,4914419.50475
33651,20002027.4812,1748330.61745,20621912.0632,69114430.8492,18885.9671553,107728461.972,38397038.9389,57231427.5407,33979312.2575,4914419.50475
336510,20002027.4812,1748330.61745,20621912.0632,69114430.8492,18885.9671553,107728461.972,38397038.9389,57231427.5407,33979312.2575,4914419.50475
3366,20002027.4812,1748330.61745,20621912.0632,69114430.8492,18885.9671553,107728461.972,38397038.9389,57231427.5407,33979312.2575,4914419.50475
33661,20002027.4812,1748330.61745,20621912.0632,69114430.8492,18885.9671553,107728461.972,38397038.9389,57231427.5407,33979312.2575,4914419.50475
336611,10001013.7406,874165.308727,10310956.0316,34557215.4246,9442.98357767,53864230.9862,19198519.4695,28615713.7704,16989656.1287,2457209.75238
336612,10001013.7406,874165.308727,10310956.0316,34557215.4246,9442.98357767,53864230.9862,19198519.4695,28615713.7704,16989656.1287,2457209.75238
3369,20002027.4812,1748330.61745,20621912.0632,69114430.8492,18885.9671553,107728461.972,38397038.9389,57231427.5407,33979312.2575,4914419.50475
33699,20002027.4812,1748330.61745,20621912.0632,69114430.8492,18885.9671553,107728461.972,38397038.9389,57231427.5407,33979312.2575,4914419.50475
336991,6667342.49372,582776.872485,6873970.68773,23038143.6164,6295.32238511,35909487.3241,12799012.9796,19077142.5136,11326437.4192,1638139.83492
336992,6667342.49372,582776.872485,6873970.68773,23038143.6164,6295.32238511,35909487.3241,12799012.9796,19077142.5136,11326437.4192,1638139.83492
336999,6667342.49372,582776.872485,6873970.68773,23038143.6164,6295.32238511,35909487.3241,12799012.9796,19077142.5136,11326437.4192,1638139.83492
337,2756860.78414,1101521.01558,6939527.66753,10383874.959,106.001419283,40343742.5208,18423421.4268,29127600.1138,10424209.1139,1229416.40182
3371,918953.594714,367173.671859,2313175.88918,3461291.653,35.3338064278,13447914.1736,6141140.47562,9709200.03793,3474736.37131,409805.467275
33711,459476.797357,183586.83593,1156587.94459,1730645.8265,17.6669032139,6723957.0868,3070570.23781,4854600.01896,1737368.18565,204902.733637
337110,459476.797357,183586.83593,1156587.94459,1730645.8265,17.6669032139,6723957.0868,3070570.23781,4854600.01896,1737368.18565,204902.733637
33712,459476.797357,183586.83593,1156587.94459,1730645.8265,17.6669032139,6723957.0868,3070570.23781,4854600.01896,1737368.18565,204902.733637
337121,91895.3594714,36717.3671859,231317.588918,346129.1653,3.53338064278,1344791.41736,614114.047562,970920.003793,347473.637131,40980.5467275
337122,91895.3594714,36717.3671859,231317.588918,346129.1653,3.53338064278,1344791.41736,614114.047562,970920.003793,347473.637131,40980.5467275
337124,91895.3594714,36717.3671859,231317.588918,346129.1653,3.53338064278,1344791.41736,614114.047562,970920.003793,347473.637131,40980.5467275
337125,91895.3594714,36717.3671859,231317.588918,346129.1653,3.53338064278,1344791.41736,614114.047562,970920.003793,347473.637131,40980.5467275
337127,91895.3594714,36717.3671859,231317.588918,346129.1653,3.53338064278,1344791.41736,614114.047562,970920.003793,347473.637131,40980.5467275
3372,918953.594714,367173.671859,2313175.88918,3461291.653,35.3338064278,13447914.1736,6141140.47562,9709200.03793,3474736.37131,409805.467275
33721,918953.594714,367173.671859,2313175.88918,3461291.653,35.3338064278,13447914.1736,6141140.47562,9709200.03793,3474736.37131,409805.467275
337211,229738.398678,91793.4179648,578293.972294,865322.913251,8.83345160695,3361978.5434,1535285.1189,2427300.00948,868684.092827,102451.366819
337212,229738.398678,91793.4179648,578293.972294,865322.913251,8.83345160695,3361978.5434,1535285.1189,2427300.00948,868684.092827,102451.366819
337214,229738.398678,91793.4179648,578293.972294,865322.913251,8.83345160695,3361978.5434,1535285.1189,2427300.00948,868684.092827,102451.366819
337215,229738.398678,91793.4179648,578293.972294,865322.913251,8.83345160695,3361978.5434,1535285.1189,2427300.00948,868684.092827,102451.366819
3379,918953.594714,367173.671859,2313175.88918,3461291.653,35.3338064278,13447914.1736,6141140.47562,9709200.03793,3474736.37131,409805.467275
33791,459476.797357,183586.83593,1156587.94459,1730645.8265,17.6669032139,6723957.0868,3070570.23781,4854600.01896,1737368.18565,204902.733637
337910,459476.797357,183586.83593,1156587.94459,1730645.8265,17.6669032139,6723957.0868,3070570.23781,4854600.01896,1737368.18565,204902.733637
33792,459476.797357,183586.83593,1156587.94459,1730645.8265,17.6669032139,6723957.0868,3070570.23781,4854600.01896,1737368.18565,204902.733637
337920,459476.797357,183586.83593,1156587.94459,1730645.8265,17.6669032139,6723957.0868,3070570.23781,4854600.01896,1737368.18565,204902.733637
339,30368445.9156,3602686.70296,73096036.6436,200657571.556,44953.6018967,143777060.245,57033274.5177,88458937.6936,61206675.039,13890721.3189
3391,15184222.9578,1801343.35148,36548018.3218,100328785.778,22476.8009483,71888530.1226,28516637.2588,44229468.8468,30603337.5195,6945360.65943
33911,15184222.9578,1801343.35148,36548018.3218,100328785.778,22476.8009483,71888530.1226,28516637.2588,44229468.8468,30603337.5195,6945360.65943
339112,3036844.59156,360268.670296,7309603.66436,20065757.1556,4495.36018967,14377706.0245,5703327.45177,8845893.76936,6120667.5039,1389072.13189
339113,3036844.59156,360268.670296,7309603.66436,20065757.1556,4495.36018967,14377706.0245,5703327.45177,8845893.76936,6120667.5039,1389072.13189
339114,3036844.59156,360268.670296,7309603.66436,20065757.1556,4495.36018967,14377706.0245,5703327.45177,8845893.76936,6120667.5039,1389072.13189
339115,3036844.59156,360268.670296,7309603.66436,20065757.1556,4495.36018967,14377706.0245,5703327.45177,8845893.76936,6120667.5039,1389072.13189
339116,3036844.59156,360268.670296,7309603.66436,20065757.1556,4495.36018967,14377706.0245,5703327.45177,8845893.76936,6120667.5039,1389072.13189
3399,15184222.9578,1801343.35148,36548018.3218,100328785.778,22476.8009483,71888530.1226,28516637.2588,44229468.8468,30603337.5195,6945360.65943
33991,2530703.8263,300223.891914,6091336.38697,16721464.2963,3746.13349139,11981421.6871,4752772.87647,7371578.14113,5100556.25325,1157560.10991
339910,2530703.8263,300223.891914,6091336.38697,16721464.2963,3746.13349139,11981421.6871,4752772.87647,7371578.14113,5100556.25325,1157560.10991
33992,2530703.8263,300223.891914,6091336.38697,16721464.2963,3746.13349139,11981421.6871,4752772.87647,7371578.14113,5100556.25325,1157560.10991
339920,2530703.8263,300223.891914,6091336.38697,16721464.2963,3746.13349139,11981421.6871,4752772.87647,7371578.14113,5100556.25325,1157560.10991
33993,2530703.8263,300223.891914,6091336.38697,16721464.2963,3746.13349139,11981421.6871,4752772.87647,7371578.14113,5100556.25325,1157560.10991
339930,2530703.8263,300223.891914,6091336.38697,16721464.2963,3746.13349139,11981421.6871,4752772.87647,7371578.14113,5100556.25325,1157560.10991
33994,2530703.8263,300223.891914,6091336.38697,16721464.2963,3746.13349139,11981421.6871,4752772.87647,7371578.14113,5100556.25325,1157560.10991
339940,2530703.8263,300223.891914,6091336.38697,16721464.2963,3746.13349139,11981421.6871,4752772.87647,7371578.14113,5100556.25325,1157560.10991
33995,2530703.8263,300223.891914,6091336.38697,16721464.2963,3746.13349139,11981421.6871,4752772.87647,7371578.14113,5100556.25325,1157560.10991
339950,2530703.8263,300223.891914,6091336.38697,16721464.2963,3746.13349139,11981421.6871,4752772.87647,7371578.14113,5100556.25325,1157560.10991
33999,2530703.8263,300223.891914,6091336.38697,16721464.2963,3746.13349139,11981421.6871,4752772.87647,7371578.14113,5100556.25325,1157560.10991
339991,421783.971049,50037.3153189,1015222.73116,2786910.71606,624.355581898,1996903.61452,792128.812745,1228596.35686,850092.708876,192926.684984
339992,421783.971049,50037.3153189,1015222.73116,2786910.71606,624.355581898,1996903.61452,792128.812745,1228596.35686,850092.708876,192926.684984
339993,421783.971049,50037.3153189,1015222.73116,2786910.71606,624.355581898,1996903.61452,792128.812745,1228596.35686,850092.708876,192926.684984
339994,421783.971049,50037.3153189,1015222.73116,2786910.71606,624.355581898,1996903.61452,792128.812745,1228596.35686,850092.708876,192926.684984
339995,421783.971049,50037.3153189,1015222.73116,2786910.71606,624.355581898,1996903.61452,792128.812745,1228596.35686,850092.708876,192926.684984
339999,421783.971049,50037.3153189,1015222.73116,2786910.71606,624.355581898,1996903.61452,792128.812745,1228596.35686,850092.708876,192926.684984
42,183428628.783,51610469.342,185888324.38,1132740999.82,3021693.96674,1206989485.3,999773223.445,614280959.466,752995408.176,58168213.6522
423,95256877.1563,17704245.441,39375649.5527,444080279.683,905646.670549,500249142.354,127373135.737,277287333.876,448938818.364,25712801.3127
4231,10584097.4618,1967138.38234,4375072.17252,49342253.2981,100627.407839,55583238.0394,14152570.6375,30809703.764,49882090.9293,2856977.92364
42311,2646024.36545,491784.595584,1093768.04313,12335563.3245,25156.8519597,13895809.5098,3538142.65937,7702425.94101,12470522.7323,714244.480909
423110,2646024.36545,491784.595584,1093768.04313,12335563.3245,25156.8519597,13895809.5098,3538142.65937,7702425.94101,12470522.7323,714244.480909
42312,2646024.36545,491784.595584,1093768.04313,12335563.3245,25156.8519597,13895809.5098,3538142.65937,7702425.94101,12470522.7323,714244.480909
423120,2646024.36545,491784.595584,1093768.04313,12335563.3245,25156.8519597,13895809.5098,3538142.65937,7702425.94101,12470522.7323,714244.480909
42313,2646024.36545,491784.595584,1093768.04313,12335563.3245,25156.8519597,13895809.5098,3538142.65937,7702425.94101,12470522.7323,714244.480909
423130,2646024.36545,491784.595584,1093768.04313,12335563.3245,25156.8519597,13895809.5098,3538142.65937,7702425.94101,12470522.7323,714244.480909
42314,2646024.36545,491784.595584,1093768.04313,12335563.3245,25156.8519597,13895809.5098,3538142.65937,7702425.94101,12470522.7323,714244.480909
423140,2646024.36545,491784.595584,1093768.04313,12335563.3245,25156.8519597,13895809.5098,3538142.65937,7702425.94101,12470522.7323,714244.480909
4232,10584097.4618,1967138.38234,4375072.17252,49342253.2981,100627.407839,55583238.0394,14152570.6375,30809703.764,49882090.9293,2856977.92364
42321,5292048.7309,983569.191168,2187536.08626,24671126.649,50313.7039194,27791619.0197,7076285.31873,15404851.882,24941045.4647,1428488.96182
423210,5292048.7309,983569.191168,2187536.08626,24671126.649,50313.7039194,27791619.0197,7076285.31873,15404851.882,24941045.4647,1428488.96182
42322,5292048.7309,983569.191168,2187536.08626,24671126.649,50313.7039194,27791619.0197,7076285.31873,15404851.882,24941045.4647,1428488.96182
423220,5292048.7309,983569.191168,2187536.08626,24671126.649,50313.7039194,27791619.0197,7076285.31873,15404851.882,24941045.4647,1428488.96182
4233,10584097.4618,1967138.38234,4375072.17252,49342253.2981,100627.407839,55583238.0394,14152570.6375,30809703.764,49882090.9293,2856977.92364
42331,2646024.36545,491784.595584,1093768.04313,12335563.3245,25156.8519597,13895809.5098,3538142.65937,7702425.94101,12470522.7323,714244.480909
423310,2646024.36545,491784.595584,1093768.04313,12335563.3245,25156.8519597,13895809.5098,3538142.65937,7702425.94101,12470522.7323,714244.480909
42332,2646024.36545,491784.595584,1093768.04313,12335563.3245,25156.8519597,13895809.5098,3538142.65937,7702425.94101,12470522.7323,714244.480909
423320,2646024.36545,491784.595584,1093768.04313,12335563.3245,25156.8519597,13895809.5098,3538142.65937,7702425.94101,12470522.7323,714244.480909
42333,2646024.36545,491784.595584,1093768.04313,12335563.3245,25156.8519597,13895809.5098,3538142.65937,7702425.94101,12470522.7323,714244.480909
423330,2646024.36545,491784.595584,1093768.04313,12335563.3245,25156.8519597,13895809.5098,3538142.65937,7702425.94101,12470522.7323,714244.480909
42339,2646024.36545,491784.595584,1093768.04313,12335563.3245,25156.8519597,13895809.5098,3538142.65937,7702425.94101,12470522.7323,714244.480909
423390,2646024.36545,491784.595584,1093768.04313,12335563.3245,25156.8519597,13895809.5098,3538142.65937,7702425.94101,12470522.7323,714244.480909
4234,10584097.4618,1967138.38234,4375072.17252,49342253.2981,100627.407839,55583238.0394,14152570.6375,30809703.764,49882090.9293,2856977.92364
42341,1512013.92312,281019.768905,625010.31036,7048893.3283,14375.343977,7940462.57705,2021795.80535,4401386.25201,7126012.9899,408139.703377
423410,1512013.92312,281019.768905,625010.31036,7048893.3283,14375.343977,7940462.57705,2021795.80535,4401386.25201,7126012.9899,408139.703377
42342,1512013.92312,281019.768905,625010.31036,7048893.3283,14375.343977,7940462.57705,2021795.80535,4401386.25201,7126012.9899,408139.703377
423420,1512013.92312,281019.768905,625010.31036,7048893.3283,14375.343977,7940462.57705,2021795.80535,4401386.25201,7126012.9899,408139.703377
42343,1512013.92312,281019.768905,625010.31036,7048893.3283,14375.343977,7940462.57705,2021795.80535,4401386.25201,7126012.9899,408139.703377
423430,1512013.92312,281019.768905,625010.31036,7048893.3283,14375.343977,7940462.57705,2021795.80535,4401386.25201,7126012.9899,408139.703377
42344,1512013.92312,281019.768905,625010.31036,7048893.3283,14375.343977,7940462.57705,2021795.80535,4401386.25201,7126012.9899,408139.703377
