Codes:,Capital_stock,land,depreciable_assets,inventories,additional_paid-in_capital,cost_of_treasury_stock,earnings_(rtnd_unappr.),accumulated_depreciation,earnings_(rtnd_appr),interest_paid
331,548190.155042,412890.447603,17684408.8954,5421255.64589,1548829.67459,773975.048876,10458914.8943,12201015.5358,0.0,300132.251399
3313,548190.155042,412890.447603,17684408.8954,5421255.64589,1548829.67459,773975.048876,10458914.8943,12201015.5358,0.0,300132.251399
33131,548190.155042,412890.447603,17684408.8954,5421255.64589,1548829.67459,773975.048876,10458914.8943,12201015.5358,0.0,300132.251399
331315,548190.155042,412890.447603,17684408.8954,5421255.64589,1548829.67459,773975.048876,10458914.8943,12201015.5358,0.0,300132.251399
332,643813.946725,484913.175094,20769196.5676,6366914.7676,1819000.46258,908983.728185,12283320.3308,14329305.0667,0.0,352485.95316
3322,643813.946725,484913.175094,20769196.5676,6366914.7676,1819000.46258,908983.728185,12283320.3308,14329305.0667,0.0,352485.95316
33221,643813.946725,484913.175094,20769196.5676,6366914.7676,1819000.46258,908983.728185,12283320.3308,14329305.0667,0.0,352485.95316
332215,643813.946725,484913.175094,20769196.5676,6366914.7676,1819000.46258,908983.728185,12283320.3308,14329305.0667,0.0,352485.95316
333,1001251.75782,754131.176285,32300006.3568,9901749.77628,2828887.78645,1413640.63377,19102873.0204,22284764.0369,0.0,548181.942942
3331,143035.965403,107733.025184,4614286.6224,1414535.68233,404126.826636,201948.661967,2728981.86006,3183537.71956,0.0,78311.7061345
33311,47678.6551343,35911.0083945,1538095.5408,471511.894109,134708.942212,67316.2206555,909660.620021,1061179.23985,0.0,26103.9020448
333111,23839.3275672,17955.5041973,769047.7704,235755.947054,67354.4711059,33658.1103278,454830.31001,530589.619926,0.0,13051.9510224
333112,23839.3275672,17955.5041973,769047.7704,235755.947054,67354.4711059,33658.1103278,454830.31001,530589.619926,0.0,13051.9510224
33312,47678.6551343,35911.0083945,1538095.5408,471511.894109,134708.942212,67316.2206555,909660.620021,1061179.23985,0.0,26103.9020448
333120,47678.6551343,35911.0083945,1538095.5408,471511.894109,134708.942212,67316.2206555,909660.620021,1061179.23985,0.0,26103.9020448
33313,47678.6551343,35911.0083945,1538095.5408,471511.894109,134708.942212,67316.2206555,909660.620021,1061179.23985,0.0,26103.9020448
333131,23839.3275672,17955.5041973,769047.7704,235755.947054,67354.4711059,33658.1103278,454830.31001,530589.619926,0.0,13051.9510224
333132,23839.3275672,17955.5041973,769047.7704,235755.947054,67354.4711059,33658.1103278,454830.31001,530589.619926,0.0,13051.9510224
3332,143035.965403,107733.025184,4614286.6224,1414535.68233,404126.826636,201948.661967,2728981.86006,3183537.71956,0.0,78311.7061345
33324,143035.965403,107733.025184,4614286.6224,1414535.68233,404126.826636,201948.661967,2728981.86006,3183537.71956,0.0,78311.7061345
333241,28607.1930806,21546.6050367,922857.324479,282907.136465,80825.3653271,40389.7323933,545796.372012,636707.543911,0.0,15662.3412269
333242,28607.1930806,21546.6050367,922857.324479,282907.136465,80825.3653271,40389.7323933,545796.372012,636707.543911,0.0,15662.3412269
333243,28607.1930806,21546.6050367,922857.324479,282907.136465,80825.3653271,40389.7323933,545796.372012,636707.543911,0.0,15662.3412269
333244,28607.1930806,21546.6050367,922857.324479,282907.136465,80825.3653271,40389.7323933,545796.372012,636707.543911,0.0,15662.3412269
333249,28607.1930806,21546.6050367,922857.324479,282907.136465,80825.3653271,40389.7323933,545796.372012,636707.543911,0.0,15662.3412269
3333,143035.965403,107733.025184,4614286.6224,1414535.68233,404126.826636,201948.661967,2728981.86006,3183537.71956,0.0,78311.7061345
33331,143035.965403,107733.025184,4614286.6224,1414535.68233,404126.826636,201948.661967,2728981.86006,3183537.71956,0.0,78311.7061345
333314,47678.6551343,35911.0083945,1538095.5408,471511.894109,134708.942212,67316.2206555,909660.620021,1061179.23985,0.0,26103.9020448
333316,47678.6551343,35911.0083945,1538095.5408,471511.894109,134708.942212,67316.2206555,909660.620021,1061179.23985,0.0,26103.9020448
333318,47678.6551343,35911.0083945,1538095.5408,471511.894109,134708.942212,67316.2206555,909660.620021,1061179.23985,0.0,26103.9020448
3334,143035.965403,107733.025184,4614286.6224,1414535.68233,404126.826636,201948.661967,2728981.86006,3183537.71956,0.0,78311.7061345
33341,143035.965403,107733.025184,4614286.6224,1414535.68233,404126.826636,201948.661967,2728981.86006,3183537.71956,0.0,78311.7061345
333413,47678.6551343,35911.0083945,1538095.5408,471511.894109,134708.942212,67316.2206555,909660.620021,1061179.23985,0.0,26103.9020448
333414,47678.6551343,35911.0083945,1538095.5408,471511.894109,134708.942212,67316.2206555,909660.620021,1061179.23985,0.0,26103.9020448
333415,47678.6551343,35911.0083945,1538095.5408,471511.894109,134708.942212,67316.2206555,909660.620021,1061179.23985,0.0,26103.9020448
3335,143035.965403,107733.025184,4614286.6224,1414535.68233,404126.826636,201948.661967,2728981.86006,3183537.71956,0.0,78311.7061345
33351,143035.965403,107733.025184,4614286.6224,1414535.68233,404126.826636,201948.661967,2728981.86006,3183537.71956,0.0,78311.7061345
333511,28607.1930806,21546.6050367,922857.324479,282907.136465,80825.3653271,40389.7323933,545796.372012,636707.543911,0.0,15662.3412269
333514,28607.1930806,21546.6050367,922857.324479,282907.136465,80825.3653271,40389.7323933,545796.372012,636707.543911,0.0,15662.3412269
333515,28607.1930806,21546.6050367,922857.324479,282907.136465,80825.3653271,40389.7323933,545796.372012,636707.543911,0.0,15662.3412269
333517,28607.1930806,21546.6050367,922857.324479,282907.136465,80825.3653271,40389.7323933,545796.372012,636707.543911,0.0,15662.3412269
333519,28607.1930806,21546.6050367,922857.324479,282907.136465,80825.3653271,40389.7323933,545796.372012,636707.543911,0.0,15662.3412269
3336,143035.965403,107733.025184,4614286.6224,1414535.68233,404126.826636,201948.661967,2728981.86006,3183537.71956,0.0,78311.7061345
33361,143035.965403,107733.025184,4614286.6224,1414535.68233,404126.826636,201948.661967,2728981.86006,3183537.71956,0.0,78311.7061345
333611,35758.9913507,26933.2562959,1153571.6556,353633.920581,101031.706659,50487.1654916,682245.465016,795884.429889,0.0,19577.9265336
333612,35758.9913507,26933.2562959,1153571.6556,353633.920581,101031.706659,50487.1654916,682245.465016,795884.429889,0.0,19577.9265336
333613,35758.9913507,26933.2562959,1153571.6556,353633.920581,101031.706659,50487.1654916,682245.465016,795884.429889,0.0,19577.9265336
333618,35758.9913507,26933.2562959,1153571.6556,353633.920581,101031.706659,50487.1654916,682245.465016,795884.429889,0.0,19577.9265336
3339,143035.965403,107733.025184,4614286.6224,1414535.68233,404126.826636,201948.661967,2728981.86006,3183537.71956,0.0,78311.7061345
33391,47678.6551343,35911.0083945,1538095.5408,471511.894109,134708.942212,67316.2206555,909660.620021,1061179.23985,0.0,26103.9020448
333911,15892.8850448,11970.3361315,512698.5136,157170.63137,44902.9807373,22438.7402185,303220.206674,353726.413284,0.0,8701.30068161
333912,15892.8850448,11970.3361315,512698.5136,157170.63137,44902.9807373,22438.7402185,303220.206674,353726.413284,0.0,8701.30068161
333913,15892.8850448,11970.3361315,512698.5136,157170.63137,44902.9807373,22438.7402185,303220.206674,353726.413284,0.0,8701.30068161
33392,47678.6551343,35911.0083945,1538095.5408,471511.894109,134708.942212,67316.2206555,909660.620021,1061179.23985,0.0,26103.9020448
333921,11919.6637836,8977.75209864,384523.8852,117877.973527,33677.235553,16829.0551639,227415.155005,265294.809963,0.0,6525.97551121
333922,11919.6637836,8977.75209864,384523.8852,117877.973527,33677.235553,16829.0551639,227415.155005,265294.809963,0.0,6525.97551121
333923,11919.6637836,8977.75209864,384523.8852,117877.973527,33677.235553,16829.0551639,227415.155005,265294.809963,0.0,6525.97551121
333924,11919.6637836,8977.75209864,384523.8852,117877.973527,33677.235553,16829.0551639,227415.155005,265294.809963,0.0,6525.97551121
33399,47678.6551343,35911.0083945,1538095.5408,471511.894109,134708.942212,67316.2206555,909660.620021,1061179.23985,0.0,26103.9020448
333991,5959.83189179,4488.87604932,192261.9426,58938.9867636,16838.6177765,8414.52758194,113707.577503,132647.404981,0.0,3262.98775561
333992,5959.83189179,4488.87604932,192261.9426,58938.9867636,16838.6177765,8414.52758194,113707.577503,132647.404981,0.0,3262.98775561
333993,5959.83189179,4488.87604932,192261.9426,58938.9867636,16838.6177765,8414.52758194,113707.577503,132647.404981,0.0,3262.98775561
333994,5959.83189179,4488.87604932,192261.9426,58938.9867636,16838.6177765,8414.52758194,113707.577503,132647.404981,0.0,3262.98775561
333995,5959.83189179,4488.87604932,192261.9426,58938.9867636,16838.6177765,8414.52758194,113707.577503,132647.404981,0.0,3262.98775561
333996,5959.83189179,4488.87604932,192261.9426,58938.9867636,16838.6177765,8414.52758194,113707.577503,132647.404981,0.0,3262.98775561
333997,5959.83189179,4488.87604932,192261.9426,58938.9867636,16838.6177765,8414.52758194,113707.577503,132647.404981,0.0,3262.98775561
333999,5959.83189179,4488.87604932,192261.9426,58938.9867636,16838.6177765,8414.52758194,113707.577503,132647.404981,0.0,3262.98775561
334,2172464.20701,1636274.76814,70082880.9022,21484303.8304,6137974.20451,3067244.23148,41448424.4985,48352326.8286,0.0,1189416.78821
3341,362077.367836,272712.461356,11680480.1504,3580717.30507,1022995.70075,511207.371914,6908070.74975,8058721.1381,0.0,198236.131368
33411,362077.367836,272712.461356,11680480.1504,3580717.30507,1022995.70075,511207.371914,6908070.74975,8058721.1381,0.0,198236.131368
334111,120692.455945,90904.1537853,3893493.38345,1193572.43502,340998.566917,170402.457305,2302690.24992,2686240.37937,0.0,66078.7104558
334112,120692.455945,90904.1537853,3893493.38345,1193572.43502,340998.566917,170402.457305,2302690.24992,2686240.37937,0.0,66078.7104558
334118,120692.455945,90904.1537853,3893493.38345,1193572.43502,340998.566917,170402.457305,2302690.24992,2686240.37937,0.0,66078.7104558
3342,362077.367836,272712.461356,11680480.1504,3580717.30507,1022995.70075,511207.371914,6908070.74975,8058721.1381,0.0,198236.131368
33421,120692.455945,90904.1537853,3893493.38345,1193572.43502,340998.566917,170402.457305,2302690.24992,2686240.37937,0.0,66078.7104558
334210,120692.455945,90904.1537853,3893493.38345,1193572.43502,340998.566917,170402.457305,2302690.24992,2686240.37937,0.0,66078.7104558
33422,120692.455945,90904.1537853,3893493.38345,1193572.43502,340998.566917,170402.457305,2302690.24992,2686240.37937,0.0,66078.7104558
334220,120692.455945,90904.1537853,3893493.38345,1193572.43502,340998.566917,170402.457305,2302690.24992,2686240.37937,0.0,66078.7104558
33429,120692.455945,90904.1537853,3893493.38345,1193572.43502,340998.566917,170402.457305,2302690.24992,2686240.37937,0.0,66078.7104558
334290,120692.455945,90904.1537853,3893493.38345,1193572.43502,340998.566917,170402.457305,2302690.24992,2686240.37937,0.0,66078.7104558
3343,362077.367836,272712.461356,11680480.1504,3580717.30507,1022995.70075,511207.371914,6908070.74975,8058721.1381,0.0,198236.131368
33431,362077.367836,272712.461356,11680480.1504,3580717.30507,1022995.70075,511207.371914,6908070.74975,8058721.1381,0.0,198236.131368
334310,362077.367836,272712.461356,11680480.1504,3580717.30507,1022995.70075,511207.371914,6908070.74975,8058721.1381,0.0,198236.131368
3344,362077.367836,272712.461356,11680480.1504,3580717.30507,1022995.70075,511207.371914,6908070.74975,8058721.1381,0.0,198236.131368
33441,362077.367836,272712.461356,11680480.1504,3580717.30507,1022995.70075,511207.371914,6908070.74975,8058721.1381,0.0,198236.131368
334412,60346.2279726,45452.0768926,1946746.69173,596786.217512,170499.283458,85201.2286523,1151345.12496,1343120.18968,0.0,33039.3552279
334413,60346.2279726,45452.0768926,1946746.69173,596786.217512,170499.283458,85201.2286523,1151345.12496,1343120.18968,0.0,33039.3552279
334416,60346.2279726,45452.0768926,1946746.69173,596786.217512,170499.283458,85201.2286523,1151345.12496,1343120.18968,0.0,33039.3552279
334417,60346.2279726,45452.0768926,1946746.69173,596786.217512,170499.283458,85201.2286523,1151345.12496,1343120.18968,0.0,33039.3552279
334418,60346.2279726,45452.0768926,1946746.69173,596786.217512,170499.283458,85201.2286523,1151345.12496,1343120.18968,0.0,33039.3552279
334419,60346.2279726,45452.0768926,1946746.69173,596786.217512,170499.283458,85201.2286523,1151345.12496,1343120.18968,0.0,33039.3552279
3345,362077.367836,272712.461356,11680480.1504,3580717.30507,1022995.70075,511207.371914,6908070.74975,8058721.1381,0.0,198236.131368
33451,362077.367836,272712.461356,11680480.1504,3580717.30507,1022995.70075,511207.371914,6908070.74975,8058721.1381,0.0,198236.131368
334510,40230.8186484,30301.3845951,1297831.12782,397857.478341,113666.188972,56800.8191015,767563.416639,895413.459789,0.0,22026.2368186
334511,40230.8186484,30301.3845951,1297831.12782,397857.478341,113666.188972,56800.8191015,767563.416639,895413.459789,0.0,22026.2368186
334512,40230.8186484,30301.3845951,1297831.12782,397857.478341,113666.188972,56800.8191015,767563.416639,895413.459789,0.0,22026.2368186
334513,40230.8186484,30301.3845951,1297831.12782,397857.478341,113666.188972,56800.8191015,767563.416639,895413.459789,0.0,22026.2368186
334514,40230.8186484,30301.3845951,1297831.12782,397857.478341,113666.188972,56800.8191015,767563.416639,895413.459789,0.0,22026.2368186
334515,40230.8186484,30301.3845951,1297831.12782,397857.478341,113666.188972,56800.8191015,767563.416639,895413.459789,0.0,22026.2368186
334516,40230.8186484,30301.3845951,1297831.12782,397857.478341,113666.188972,56800.8191015,767563.416639,895413.459789,0.0,22026.2368186
334517,40230.8186484,30301.3845951,1297831.12782,397857.478341,113666.188972,56800.8191015,767563.416639,895413.459789,0.0,22026.2368186
334519,40230.8186484,30301.3845951,1297831.12782,397857.478341,113666.188972,56800.8191015,767563.416639,895413.459789,0.0,22026.2368186
3346,362077.367836,272712.461356,11680480.1504,3580717.30507,1022995.70075,511207.371914,6908070.74975,8058721.1381,0.0,198236.131368
33461,362077.367836,272712.461356,11680480.1504,3580717.30507,1022995.70075,511207.371914,6908070.74975,8058721.1381,0.0,198236.131368
334613,181038.683918,136356.230678,5840240.07518,1790358.65254,511497.850375,255603.685957,3454035.37488,4029360.56905,0.0,99118.0656838
334614,181038.683918,136356.230678,5840240.07518,1790358.65254,511497.850375,255603.685957,3454035.37488,4029360.56905,0.0,99118.0656838
335,1078993.08459,812685.039231,34807912.4145,10670562.5738,3048534.33196,1523401.53814,20586099.0743,24015045.2668,0.0,590745.055787
3351,269748.271147,203171.259808,8701978.10364,2667640.64344,762133.582991,380850.384534,5146524.76858,6003761.31669,0.0,147686.263947
33511,134874.135574,101585.629904,4350989.05182,1333820.32172,381066.791496,190425.192267,2573262.38429,3001880.65835,0.0,73843.1319733
335110,134874.135574,101585.629904,4350989.05182,1333820.32172,381066.791496,190425.192267,2573262.38429,3001880.65835,0.0,73843.1319733
33512,134874.135574,101585.629904,4350989.05182,1333820.32172,381066.791496,190425.192267,2573262.38429,3001880.65835,0.0,73843.1319733
335121,44958.0451912,33861.8766346,1450329.68394,444606.773907,127022.263832,63475.064089,857754.128096,1000626.88612,0.0,24614.3773244
335122,44958.0451912,33861.8766346,1450329.68394,444606.773907,127022.263832,63475.064089,857754.128096,1000626.88612,0.0,24614.3773244
335129,44958.0451912,33861.8766346,1450329.68394,444606.773907,127022.263832,63475.064089,857754.128096,1000626.88612,0.0,24614.3773244
3352,269748.271147,203171.259808,8701978.10364,2667640.64344,762133.582991,380850.384534,5146524.76858,6003761.31669,0.0,147686.263947
33521,134874.135574,101585.629904,4350989.05182,1333820.32172,381066.791496,190425.192267,2573262.38429,3001880.65835,0.0,73843.1319733
335210,134874.135574,101585.629904,4350989.05182,1333820.32172,381066.791496,190425.192267,2573262.38429,3001880.65835,0.0,73843.1319733
33522,134874.135574,101585.629904,4350989.05182,1333820.32172,381066.791496,190425.192267,2573262.38429,3001880.65835,0.0,73843.1319733
335221,33718.5338934,25396.407476,1087747.26295,333455.080431,95266.6978739,47606.2980668,643315.596072,750470.164586,0.0,18460.7829933
335222,33718.5338934,25396.407476,1087747.26295,333455.080431,95266.6978739,47606.2980668,643315.596072,750470.164586,0.0,18460.7829933
335224,33718.5338934,25396.407476,1087747.26295,333455.080431,95266.6978739,47606.2980668,643315.596072,750470.164586,0.0,18460.7829933
335228,33718.5338934,25396.407476,1087747.26295,333455.080431,95266.6978739,47606.2980668,643315.596072,750470.164586,0.0,18460.7829933
3353,269748.271147,203171.259808,8701978.10364,2667640.64344,762133.582991,380850.384534,5146524.76858,6003761.31669,0.0,147686.263947
33531,269748.271147,203171.259808,8701978.10364,2667640.64344,762133.582991,380850.384534,5146524.76858,6003761.31669,0.0,147686.263947
335311,67437.0677868,50792.8149519,2175494.52591,666910.160861,190533.395748,95212.5961336,1286631.19214,1500940.32917,0.0,36921.5659867
335312,67437.0677868,50792.8149519,2175494.52591,666910.160861,190533.395748,95212.5961336,1286631.19214,1500940.32917,0.0,36921.5659867
335313,67437.0677868,50792.8149519,2175494.52591,666910.160861,190533.395748,95212.5961336,1286631.19214,1500940.32917,0.0,36921.5659867
335314,67437.0677868,50792.8149519,2175494.52591,666910.160861,190533.395748,95212.5961336,1286631.19214,1500940.32917,0.0,36921.5659867
3359,269748.271147,203171.259808,8701978.10364,2667640.64344,762133.582991,380850.384534,5146524.76858,6003761.31669,0.0,147686.263947
33591,67437.0677868,50792.8149519,2175494.52591,666910.160861,190533.395748,95212.5961336,1286631.19214,1500940.32917,0.0,36921.5659867
335911,33718.5338934,25396.407476,1087747.26295,333455.080431,95266.6978739,47606.2980668,643315.596072,750470.164586,0.0,18460.7829933
335912,33718.5338934,25396.407476,1087747.26295,333455.080431,95266.6978739,47606.2980668,643315.596072,750470.164586,0.0,18460.7829933
33592,67437.0677868,50792.8149519,2175494.52591,666910.160861,190533.395748,95212.5961336,1286631.19214,1500940.32917,0.0,36921.5659867
335921,33718.5338934,25396.407476,1087747.26295,333455.080431,95266.6978739,47606.2980668,643315.596072,750470.164586,0.0,18460.7829933
335929,33718.5338934,25396.407476,1087747.26295,333455.080431,95266.6978739,47606.2980668,643315.596072,750470.164586,0.0,18460.7829933
33593,67437.0677868,50792.8149519,2175494.52591,666910.160861,190533.395748,95212.5961336,1286631.19214,1500940.32917,0.0,36921.5659867
335931,33718.5338934,25396.407476,1087747.26295,333455.080431,95266.6978739,47606.2980668,643315.596072,750470.164586,0.0,18460.7829933
335932,33718.5338934,25396.407476,1087747.26295,333455.080431,95266.6978739,47606.2980668,643315.596072,750470.164586,0.0,18460.7829933
33599,67437.0677868,50792.8149519,2175494.52591,666910.160861,190533.395748,95212.5961336,1286631.19214,1500940.32917,0.0,36921.5659867
335991,33718.5338934,25396.407476,1087747.26295,333455.080431,95266.6978739,47606.2980668,643315.596072,750470.164586,0.0,18460.7829933
335999,33718.5338934,25396.407476,1087747.26295,333455.080431,95266.6978739,47606.2980668,643315.596072,750470.164586,0.0,18460.7829933
336,1907693.11202,1436852.2595,61541464.6352,18865884.3269,5389902.89178,2693420.98911,36396859.2276,42459342.0426,0.0,1044455.51133
3361,272527.587431,205264.6085,8791637.80503,2695126.33241,769986.127396,384774.427016,5199551.31823,6065620.2918,0.0,149207.930189
33611,136263.793715,102632.30425,4395818.90252,1347563.1662,384993.063698,192387.213508,2599775.65911,3032810.1459,0.0,74603.9650947
336111,68131.8968577,51316.1521251,2197909.45126,673781.583102,192496.531849,96193.606754,1299887.82956,1516405.07295,0.0,37301.9825474
336112,68131.8968577,51316.1521251,2197909.45126,673781.583102,192496.531849,96193.606754,1299887.82956,1516405.07295,0.0,37301.9825474
33612,136263.793715,102632.30425,4395818.90252,1347563.1662,384993.063698,192387.213508,2599775.65911,3032810.1459,0.0,74603.9650947
336120,136263.793715,102632.30425,4395818.90252,1347563.1662,384993.063698,192387.213508,2599775.65911,3032810.1459,0.0,74603.9650947
3362,272527.587431,205264.6085,8791637.80503,2695126.33241,769986.127396,384774.427016,5199551.31823,6065620.2918,0.0,149207.930189
33621,272527.587431,205264.6085,8791637.80503,2695126.33241,769986.127396,384774.427016,5199551.31823,6065620.2918,0.0,149207.930189
336211,68131.8968577,51316.1521251,2197909.45126,673781.583102,192496.531849,96193.606754,1299887.82956,1516405.07295,0.0,37301.9825474
336212,68131.8968577,51316.1521251,2197909.45126,673781.583102,192496.531849,96193.606754,1299887.82956,1516405.07295,0.0,37301.9825474
336213,68131.8968577,51316.1521251,2197909.45126,673781.583102,192496.531849,96193.606754,1299887.82956,1516405.07295,0.0,37301.9825474
336214,68131.8968577,51316.1521251,2197909.45126,673781.583102,192496.531849,96193.606754,1299887.82956,1516405.07295,0.0,37301.9825474
3363,272527.587431,205264.6085,8791637.80503,2695126.33241,769986.127396,384774.427016,5199551.31823,6065620.2918,0.0,149207.930189
33631,34065.9484288,25658.0760625,1098954.72563,336890.791551,96248.2659246,48096.803377,649943.914778,758202.536475,0.0,18650.9912737
336310,34065.9484288,25658.0760625,1098954.72563,336890.791551,96248.2659246,48096.803377,649943.914778,758202.536475,0.0,18650.9912737
33632,34065.9484288,25658.0760625,1098954.72563,336890.791551,96248.2659246,48096.803377,649943.914778,758202.536475,0.0,18650.9912737
336320,34065.9484288,25658.0760625,1098954.72563,336890.791551,96248.2659246,48096.803377,649943.914778,758202.536475,0.0,18650.9912737
33633,34065.9484288,25658.0760625,1098954.72563,336890.791551,96248.2659246,48096.803377,649943.914778,758202.536475,0.0,18650.9912737
336330,34065.9484288,25658.0760625,1098954.72563,336890.791551,96248.2659246,48096.803377,649943.914778,758202.536475,0.0,18650.9912737
33634,34065.9484288,25658.0760625,1098954.72563,336890.791551,96248.2659246,48096.803377,649943.914778,758202.536475,0.0,18650.9912737
336340,34065.9484288,25658.0760625,1098954.72563,336890.791551,96248.2659246,48096.803377,649943.914778,758202.536475,0.0,18650.9912737
33635,34065.9484288,25658.0760625,1098954.72563,336890.791551,96248.2659246,48096.803377,649943.914778,758202.536475,0.0,18650.9912737
336350,34065.9484288,25658.0760625,1098954.72563,336890.791551,96248.2659246,48096.803377,649943.914778,758202.536475,0.0,18650.9912737
33636,34065.9484288,25658.0760625,1098954.72563,336890.791551,96248.2659246,48096.803377,649943.914778,758202.536475,0.0,18650.9912737
336360,34065.9484288,25658.0760625,1098954.72563,336890.791551,96248.2659246,48096.803377,649943.914778,758202.536475,0.0,18650.9912737
33637,34065.9484288,25658.0760625,1098954.72563,336890.791551,96248.2659246,48096.803377,649943.914778,758202.536475,0.0,18650.9912737
336370,34065.9484288,25658.0760625,1098954.72563,336890.791551,96248.2659246,48096.803377,649943.914778,758202.536475,0.0,18650.9912737
33639,34065.9484288,25658.0760625,1098954.72563,336890.791551,96248.2659246,48096.803377,649943.914778,758202.536475,0.0,18650.9912737
336390,34065.9484288,25658.0760625,1098954.72563,336890.791551,96248.2659246,48096.803377,649943.914778,758202.536475,0.0,18650.9912737
3364,272527.587431,205264.6085,8791637.80503,2695126.33241,769986.127396,384774.427016,5199551.31823,6065620.2918,0.0,149207.930189
33641,272527.587431,205264.6085,8791637.80503,2695126.33241,769986.127396,384774.427016,5199551.31823,6065620.2918,0.0,149207.930189
336411,45421.2645718,34210.7680834,1465272.96751,449187.722068,128331.021233,64129.0711693,866591.886371,1010936.7153,0.0,24867.9883649
336412,45421.2645718,34210.7680834,1465272.96751,449187.722068,128331.021233,64129.0711693,866591.886371,1010936.7153,0.0,24867.9883649
336413,45421.2645718,34210.7680834,1465272.96751,449187.722068,128331.021233,64129.0711693,866591.886371,1010936.7153,0.0,24867.9883649
336414,45421.2645718,34210.7680834,1465272.96751,449187.722068,128331.021233,64129.0711693,866591.886371,1010936.7153,0.0,24867.9883649
336415,45421.2645718,34210.7680834,1465272.96751,449187.722068,128331.021233,64129.0711693,866591.886371,1010936.7153,0.0,24867.9883649
336419,45421.2645718,34210.7680834,1465272.96751,449187.722068,128331.021233,64129.0711693,866591.886371,1010936.7153,0.0,24867.9883649
3365,272527.587431,205264.6085,8791637.80503,2695126.33241,769986.127396,384774.427016,5199551.31823,6065620.2918,0.0,149207.930189
33651,272527.587431,205264.6085,8791637.80503,2695126.33241,769986.127396,384774.427016,5199551.31823,6065620.2918,0.0,149207.930189
336510,272527.587431,205264.6085,8791637.80503,2695126.33241,769986.127396,384774.427016,5199551.31823,6065620.2918,0.0,149207.930189
3366,272527.587431,205264.6085,8791637.80503,2695126.33241,769986.127396,384774.427016,5199551.31823,6065620.2918,0.0,149207.930189
33661,272527.587431,205264.6085,8791637.80503,2695126.33241,769986.127396,384774.427016,5199551.31823,6065620.2918,0.0,149207.930189
336611,136263.793715,102632.30425,4395818.90252,1347563.1662,384993.063698,192387.213508,2599775.65911,3032810.1459,0.0,74603.9650947
336612,136263.793715,102632.30425,4395818.90252,1347563.1662,384993.063698,192387.213508,2599775.65911,3032810.1459,0.0,74603.9650947
3369,272527.587431,205264.6085,8791637.80503,2695126.33241,769986.127396,384774.427016,5199551.31823,6065620.2918,0.0,149207.930189
33699,272527.587431,205264.6085,8791637.80503,2695126.33241,769986.127396,384774.427016,5199551.31823,6065620.2918,0.0,149207.930189
336991,90842.5291436,68421.5361668,2930545.93501,898375.444136,256662.042465,128258.142339,1733183.77274,2021873.4306,0.0,49735.9767298
336992,90842.5291436,68421.5361668,2930545.93501,898375.444136,256662.042465,128258.142339,1733183.77274,2021873.4306,0.0,49735.9767298
336999,90842.5291436,68421.5361668,2930545.93501,898375.444136,256662.042465,128258.142339,1733183.77274,2021873.4306,0.0,49735.9767298
337,93008.4831029,70052.9074921,3000418.79776,919795.365714,262781.622934,131316.194925,1774507.98829,2070080.85947,0.0,50921.8291795
3371,31002.827701,23350.969164,1000139.59925,306598.455238,87593.8743115,43772.0649751,591502.662762,690026.953157,0.0,16973.9430598
33711,15501.4138505,11675.484582,500069.799627,153299.227619,43796.9371557,21886.0324875,295751.331381,345013.476579,0.0,8486.97152992
337110,15501.4138505,11675.484582,500069.799627,153299.227619,43796.9371557,21886.0324875,295751.331381,345013.476579,0.0,8486.97152992
33712,15501.4138505,11675.484582,500069.799627,153299.227619,43796.9371557,21886.0324875,295751.331381,345013.476579,0.0,8486.97152992
337121,3100.2827701,2335.0969164,100013.959925,30659.8455238,8759.38743115,4377.20649751,59150.2662762,69002.6953157,0.0,1697.39430598
337122,3100.2827701,2335.0969164,100013.959925,30659.8455238,8759.38743115,4377.20649751,59150.2662762,69002.6953157,0.0,1697.39430598
337124,3100.2827701,2335.0969164,100013.959925,30659.8455238,8759.38743115,4377.20649751,59150.2662762,69002.6953157,0.0,1697.39430598
337125,3100.2827701,2335.0969164,100013.959925,30659.8455238,8759.38743115,4377.20649751,59150.2662762,69002.6953157,0.0,1697.39430598
337127,3100.2827701,2335.0969164,100013.959925,30659.8455238,8759.38743115,4377.20649751,59150.2662762,69002.6953157,0.0,1697.39430598
3372,31002.827701,23350.969164,1000139.59925,306598.455238,87593.8743115,43772.0649751,591502.662762,690026.953157,0.0,16973.9430598
33721,31002.827701,23350.969164,1000139.59925,306598.455238,87593.8743115,43772.0649751,591502.662762,690026.953157,0.0,16973.9430598
337211,7750.70692524,5837.74229101,250034.899814,76649.6138095,21898.4685779,10943.0162438,147875.665691,172506.738289,0.0,4243.48576496
337212,7750.70692524,5837.74229101,250034.899814,76649.6138095,21898.4685779,10943.0162438,147875.665691,172506.738289,0.0,4243.48576496
337214,7750.70692524,5837.74229101,250034.899814,76649.6138095,21898.4685779,10943.0162438,147875.665691,172506.738289,0.0,4243.48576496
337215,7750.70692524,5837.74229101,250034.899814,76649.6138095,21898.4685779,10943.0162438,147875.665691,172506.738289,0.0,4243.48576496
3379,31002.827701,23350.969164,1000139.59925,306598.455238,87593.8743115,43772.0649751,591502.662762,690026.953157,0.0,16973.9430598
33791,15501.4138505,11675.484582,500069.799627,153299.227619,43796.9371557,21886.0324875,295751.331381,345013.476579,0.0,8486.97152992
