Codes:,Capital_stock,land,depreciable_assets,inventories,additional_paid-in_capital,cost_of_treasury_stock,earnings_(rtnd_unappr.),accumulated_depreciation,earnings_(rtnd_appr),interest_paid
337910,15501.4138505,11675.484582,500069.799627,153299.227619,43796.9371557,21886.0324875,295751.331381,345013.476579,0.0,8486.97152992
33792,15501.4138505,11675.484582,500069.799627,153299.227619,43796.9371557,21886.0324875,295751.331381,345013.476579,0.0,8486.97152992
337920,15501.4138505,11675.484582,500069.799627,153299.227619,43796.9371557,21886.0324875,295751.331381,345013.476579,0.0,8486.97152992
339,517802.025973,390002.462297,16704099.2436,5120736.17328,1462972.53975,731070.860494,9879140.06105,11524669.871,0.0,283494.853757
3391,258901.012986,195001.231149,8352049.6218,2560368.08664,731486.269877,365535.430247,4939570.03052,5762334.93549,0.0,141747.426878
33911,258901.012986,195001.231149,8352049.6218,2560368.08664,731486.269877,365535.430247,4939570.03052,5762334.93549,0.0,141747.426878
339112,51780.2025973,39000.2462297,1670409.92436,512073.617328,146297.253975,73107.0860494,987914.006105,1152466.9871,0.0,28349.4853757
339113,51780.2025973,39000.2462297,1670409.92436,512073.617328,146297.253975,73107.0860494,987914.006105,1152466.9871,0.0,28349.4853757
339114,51780.2025973,39000.2462297,1670409.92436,512073.617328,146297.253975,73107.0860494,987914.006105,1152466.9871,0.0,28349.4853757
339115,51780.2025973,39000.2462297,1670409.92436,512073.617328,146297.253975,73107.0860494,987914.006105,1152466.9871,0.0,28349.4853757
339116,51780.2025973,39000.2462297,1670409.92436,512073.617328,146297.253975,73107.0860494,987914.006105,1152466.9871,0.0,28349.4853757
3399,258901.012986,195001.231149,8352049.6218,2560368.08664,731486.269877,365535.430247,4939570.03052,5762334.93549,0.0,141747.426878
33991,43150.1688311,32500.2051915,1392008.2703,426728.01444,121914.378313,60922.5717078,823261.671754,960389.155915,0.0,23624.5711464
339910,43150.1688311,32500.2051915,1392008.2703,426728.01444,121914.378313,60922.5717078,823261.671754,960389.155915,0.0,23624.5711464
33992,43150.1688311,32500.2051915,1392008.2703,426728.01444,121914.378313,60922.5717078,823261.671754,960389.155915,0.0,23624.5711464
339920,43150.1688311,32500.2051915,1392008.2703,426728.01444,121914.378313,60922.5717078,823261.671754,960389.155915,0.0,23624.5711464
33993,43150.1688311,32500.2051915,1392008.2703,426728.01444,121914.378313,60922.5717078,823261.671754,960389.155915,0.0,23624.5711464
339930,43150.1688311,32500.2051915,1392008.2703,426728.01444,121914.378313,60922.5717078,823261.671754,960389.155915,0.0,23624.5711464
33994,43150.1688311,32500.2051915,1392008.2703,426728.01444,121914.378313,60922.5717078,823261.671754,960389.155915,0.0,23624.5711464
339940,43150.1688311,32500.2051915,1392008.2703,426728.01444,121914.378313,60922.5717078,823261.671754,960389.155915,0.0,23624.5711464
33995,43150.1688311,32500.2051915,1392008.2703,426728.01444,121914.378313,60922.5717078,823261.671754,960389.155915,0.0,23624.5711464
339950,43150.1688311,32500.2051915,1392008.2703,426728.01444,121914.378313,60922.5717078,823261.671754,960389.155915,0.0,23624.5711464
33999,43150.1688311,32500.2051915,1392008.2703,426728.01444,121914.378313,60922.5717078,823261.671754,960389.155915,0.0,23624.5711464
339991,7191.69480518,5416.70086524,232001.378383,71121.33574,20319.0630522,10153.7619513,137210.278626,160064.859319,0.0,3937.4285244
339992,7191.69480518,5416.70086524,232001.378383,71121.33574,20319.0630522,10153.7619513,137210.278626,160064.859319,0.0,3937.4285244
339993,7191.69480518,5416.70086524,232001.378383,71121.33574,20319.0630522,10153.7619513,137210.278626,160064.859319,0.0,3937.4285244
339994,7191.69480518,5416.70086524,232001.378383,71121.33574,20319.0630522,10153.7619513,137210.278626,160064.859319,0.0,3937.4285244
339995,7191.69480518,5416.70086524,232001.378383,71121.33574,20319.0630522,10153.7619513,137210.278626,160064.859319,0.0,3937.4285244
339999,7191.69480518,5416.70086524,232001.378383,71121.33574,20319.0630522,10153.7619513,137210.278626,160064.859319,0.0,3937.4285244
42,13418367.1499,10166336.5995,225972641.15,238720833.75,36033908.1998,14244568.1998,249333893.0,145145453.3,0.0,9124010.85013
423,5112175.53752,3873205.785,86091831.8402,90948681.9793,13728321.9309,5426944.44714,94992081.6917,55298012.6013,0.0,3476096.94616
4231,568019.504169,430356.198333,9565759.09335,10105409.1088,1525369.10343,602993.827461,10554675.7435,6144223.62236,0.0,386232.994018
42311,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
423110,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
42312,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
423120,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
42313,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
423130,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
42314,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
423140,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
4232,568019.504169,430356.198333,9565759.09335,10105409.1088,1525369.10343,602993.827461,10554675.7435,6144223.62236,0.0,386232.994018
42321,284009.752085,215178.099166,4782879.54668,5052704.55441,762684.551717,301496.91373,5277337.87176,3072111.81118,0.0,193116.497009
423210,284009.752085,215178.099166,4782879.54668,5052704.55441,762684.551717,301496.91373,5277337.87176,3072111.81118,0.0,193116.497009
42322,284009.752085,215178.099166,4782879.54668,5052704.55441,762684.551717,301496.91373,5277337.87176,3072111.81118,0.0,193116.497009
423220,284009.752085,215178.099166,4782879.54668,5052704.55441,762684.551717,301496.91373,5277337.87176,3072111.81118,0.0,193116.497009
4233,568019.504169,430356.198333,9565759.09335,10105409.1088,1525369.10343,602993.827461,10554675.7435,6144223.62236,0.0,386232.994018
42331,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
423310,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
42332,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
423320,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
42333,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
423330,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
42339,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
423390,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
4234,568019.504169,430356.198333,9565759.09335,10105409.1088,1525369.10343,602993.827461,10554675.7435,6144223.62236,0.0,386232.994018
42341,81145.6434528,61479.4569047,1366537.01334,1443629.87269,217909.871919,86141.9753515,1507810.8205,877746.231766,0.0,55176.1420026
423410,81145.6434528,61479.4569047,1366537.01334,1443629.87269,217909.871919,86141.9753515,1507810.8205,877746.231766,0.0,55176.1420026
42342,81145.6434528,61479.4569047,1366537.01334,1443629.87269,217909.871919,86141.9753515,1507810.8205,877746.231766,0.0,55176.1420026
423420,81145.6434528,61479.4569047,1366537.01334,1443629.87269,217909.871919,86141.9753515,1507810.8205,877746.231766,0.0,55176.1420026
42343,81145.6434528,61479.4569047,1366537.01334,1443629.87269,217909.871919,86141.9753515,1507810.8205,877746.231766,0.0,55176.1420026
423430,81145.6434528,61479.4569047,1366537.01334,1443629.87269,217909.871919,86141.9753515,1507810.8205,877746.231766,0.0,55176.1420026
42344,81145.6434528,61479.4569047,1366537.01334,1443629.87269,217909.871919,86141.9753515,1507810.8205,877746.231766,0.0,55176.1420026
423440,81145.6434528,61479.4569047,1366537.01334,1443629.87269,217909.871919,86141.9753515,1507810.8205,877746.231766,0.0,55176.1420026
42345,81145.6434528,61479.4569047,1366537.01334,1443629.87269,217909.871919,86141.9753515,1507810.8205,877746.231766,0.0,55176.1420026
423450,81145.6434528,61479.4569047,1366537.01334,1443629.87269,217909.871919,86141.9753515,1507810.8205,877746.231766,0.0,55176.1420026
42346,81145.6434528,61479.4569047,1366537.01334,1443629.87269,217909.871919,86141.9753515,1507810.8205,877746.231766,0.0,55176.1420026
423460,81145.6434528,61479.4569047,1366537.01334,1443629.87269,217909.871919,86141.9753515,1507810.8205,877746.231766,0.0,55176.1420026
42349,81145.6434528,61479.4569047,1366537.01334,1443629.87269,217909.871919,86141.9753515,1507810.8205,877746.231766,0.0,55176.1420026
423490,81145.6434528,61479.4569047,1366537.01334,1443629.87269,217909.871919,86141.9753515,1507810.8205,877746.231766,0.0,55176.1420026
4235,568019.504169,430356.198333,9565759.09335,10105409.1088,1525369.10343,602993.827461,10554675.7435,6144223.62236,0.0,386232.994018
42351,284009.752085,215178.099166,4782879.54668,5052704.55441,762684.551717,301496.91373,5277337.87176,3072111.81118,0.0,193116.497009
423510,284009.752085,215178.099166,4782879.54668,5052704.55441,762684.551717,301496.91373,5277337.87176,3072111.81118,0.0,193116.497009
42352,284009.752085,215178.099166,4782879.54668,5052704.55441,762684.551717,301496.91373,5277337.87176,3072111.81118,0.0,193116.497009
423520,284009.752085,215178.099166,4782879.54668,5052704.55441,762684.551717,301496.91373,5277337.87176,3072111.81118,0.0,193116.497009
4236,568019.504169,430356.198333,9565759.09335,10105409.1088,1525369.10343,602993.827461,10554675.7435,6144223.62236,0.0,386232.994018
42361,189339.834723,143452.066111,3188586.36445,3368469.70294,508456.367811,200997.942487,3518225.24784,2048074.54079,0.0,128744.331339
423610,189339.834723,143452.066111,3188586.36445,3368469.70294,508456.367811,200997.942487,3518225.24784,2048074.54079,0.0,128744.331339
42362,189339.834723,143452.066111,3188586.36445,3368469.70294,508456.367811,200997.942487,3518225.24784,2048074.54079,0.0,128744.331339
423620,189339.834723,143452.066111,3188586.36445,3368469.70294,508456.367811,200997.942487,3518225.24784,2048074.54079,0.0,128744.331339
42369,189339.834723,143452.066111,3188586.36445,3368469.70294,508456.367811,200997.942487,3518225.24784,2048074.54079,0.0,128744.331339
423690,189339.834723,143452.066111,3188586.36445,3368469.70294,508456.367811,200997.942487,3518225.24784,2048074.54079,0.0,128744.331339
4237,568019.504169,430356.198333,9565759.09335,10105409.1088,1525369.10343,602993.827461,10554675.7435,6144223.62236,0.0,386232.994018
42371,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
423710,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
42372,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
423720,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
42373,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
423730,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
42374,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
423740,142004.876042,107589.049583,2391439.77334,2526352.2772,381342.275859,150748.456865,2638668.93588,1536055.90559,0.0,96558.2485045
4238,568019.504169,430356.198333,9565759.09335,10105409.1088,1525369.10343,602993.827461,10554675.7435,6144223.62236,0.0,386232.994018
42381,94669.9173615,71726.0330555,1594293.18223,1684234.85147,254228.183906,100498.971243,1759112.62392,1024037.27039,0.0,64372.1656697
423810,94669.9173615,71726.0330555,1594293.18223,1684234.85147,254228.183906,100498.971243,1759112.62392,1024037.27039,0.0,64372.1656697
42382,94669.9173615,71726.0330555,1594293.18223,1684234.85147,254228.183906,100498.971243,1759112.62392,1024037.27039,0.0,64372.1656697
423820,94669.9173615,71726.0330555,1594293.18223,1684234.85147,254228.183906,100498.971243,1759112.62392,1024037.27039,0.0,64372.1656697
42383,94669.9173615,71726.0330555,1594293.18223,1684234.85147,254228.183906,100498.971243,1759112.62392,1024037.27039,0.0,64372.1656697
423830,94669.9173615,71726.0330555,1594293.18223,1684234.85147,254228.183906,100498.971243,1759112.62392,1024037.27039,0.0,64372.1656697
42384,94669.9173615,71726.0330555,1594293.18223,1684234.85147,254228.183906,100498.971243,1759112.62392,1024037.27039,0.0,64372.1656697
423840,94669.9173615,71726.0330555,1594293.18223,1684234.85147,254228.183906,100498.971243,1759112.62392,1024037.27039,0.0,64372.1656697
42385,94669.9173615,71726.0330555,1594293.18223,1684234.85147,254228.183906,100498.971243,1759112.62392,1024037.27039,0.0,64372.1656697
423850,94669.9173615,71726.0330555,1594293.18223,1684234.85147,254228.183906,100498.971243,1759112.62392,1024037.27039,0.0,64372.1656697
42386,94669.9173615,71726.0330555,1594293.18223,1684234.85147,254228.183906,100498.971243,1759112.62392,1024037.27039,0.0,64372.1656697
423860,94669.9173615,71726.0330555,1594293.18223,1684234.85147,254228.183906,100498.971243,1759112.62392,1024037.27039,0.0,64372.1656697
4239,568019.504169,430356.198333,9565759.09335,10105409.1088,1525369.10343,602993.827461,10554675.7435,6144223.62236,0.0,386232.994018
42391,113603.900834,86071.2396666,1913151.81867,2021081.82176,305073.820687,120598.765492,2110935.14871,1228844.72447,0.0,77246.5988036
423910,113603.900834,86071.2396666,1913151.81867,2021081.82176,305073.820687,120598.765492,2110935.14871,1228844.72447,0.0,77246.5988036
42392,113603.900834,86071.2396666,1913151.81867,2021081.82176,305073.820687,120598.765492,2110935.14871,1228844.72447,0.0,77246.5988036
423920,113603.900834,86071.2396666,1913151.81867,2021081.82176,305073.820687,120598.765492,2110935.14871,1228844.72447,0.0,77246.5988036
42393,113603.900834,86071.2396666,1913151.81867,2021081.82176,305073.820687,120598.765492,2110935.14871,1228844.72447,0.0,77246.5988036
423930,113603.900834,86071.2396666,1913151.81867,2021081.82176,305073.820687,120598.765492,2110935.14871,1228844.72447,0.0,77246.5988036
42394,113603.900834,86071.2396666,1913151.81867,2021081.82176,305073.820687,120598.765492,2110935.14871,1228844.72447,0.0,77246.5988036
423940,113603.900834,86071.2396666,1913151.81867,2021081.82176,305073.820687,120598.765492,2110935.14871,1228844.72447,0.0,77246.5988036
42399,113603.900834,86071.2396666,1913151.81867,2021081.82176,305073.820687,120598.765492,2110935.14871,1228844.72447,0.0,77246.5988036
423990,113603.900834,86071.2396666,1913151.81867,2021081.82176,305073.820687,120598.765492,2110935.14871,1228844.72447,0.0,77246.5988036
424,8288453.83505,6279691.90552,139582095.439,147456586.029,22257952.9443,8798793.81789,154012216.133,89655572.5153,0.0,5635852.84835
4242,8288453.83505,6279691.90552,139582095.439,147456586.029,22257952.9443,8798793.81789,154012216.133,89655572.5153,0.0,5635852.84835
42421,8288453.83505,6279691.90552,139582095.439,147456586.029,22257952.9443,8798793.81789,154012216.133,89655572.5153,0.0,5635852.84835
424210,8288453.83505,6279691.90552,139582095.439,147456586.029,22257952.9443,8798793.81789,154012216.133,89655572.5153,0.0,5635852.84835
425,17737.7772991,13438.9089622,298713.870296,315565.741972,47633.3246605,18829.9347922,329595.174863,191868.183203,0.0,12061.0556207
4251,17737.7772991,13438.9089622,298713.870296,315565.741972,47633.3246605,18829.9347922,329595.174863,191868.183203,0.0,12061.0556207
42511,8868.88864953,6719.45448111,149356.935148,157782.870986,23816.6623302,9414.96739609,164797.587432,95934.0916017,0.0,6030.52781036
425110,8868.88864953,6719.45448111,149356.935148,157782.870986,23816.6623302,9414.96739609,164797.587432,95934.0916017,0.0,6030.52781036
42512,8868.88864953,6719.45448111,149356.935148,157782.870986,23816.6623302,9414.96739609,164797.587432,95934.0916017,0.0,6030.52781036
425120,8868.88864953,6719.45448111,149356.935148,157782.870986,23816.6623302,9414.96739609,164797.587432,95934.0916017,0.0,6030.52781036
