ER30001,ER30002,ER33501,ER33502,ER33503,ER33504,ER33537O,ER33601,ER33602,ER33603,ER33604,ER33628O
89,3,2073,2,20,45,17.89,1730,2,20,47,17.31
89,4,1068,1,10,44,8.17,1466,1,10,46,6.92
89,5,1069,1,10,41,14.58,1172,2,20,43,19.23
89,6,1190,1,10,35,11.6,1791,1,10,37,13.08
89,30,2073,4,30,20,0,1730,4,30,22,999
89,31,2074,2,20,19,8.33,1469,2,20,21,5.33
89,32,1069,2,30,19,0,1172,3,33,21,0
89,33,1069,3,30,17,0,1172,4,33,20,0
89,34,2073,3,30,11,0,1730,3,30,13,0
89,35,2074,3,30,2,0,1469,3,30,4,0
89,36,2074,0,0,0,0,1469,4,30,1,0
89,170,2073,1,10,47,12,1730,1,10,49,19.44
89,171,0,0,0,0,0,1792,1,10,52,4.81
89,174,1068,2,30,17,0,1466,2,30,19,0
89,178,0,0,0,0,0,1792,2,50,88,0
89,179,2074,1,10,23,12.98,1469,1,10,25,9.62
89,180,1069,0,0,0,0,1172,1,10,36,15.38
90,1,2401,1,10,60,25.53,712,1,10,62,27.17
90,2,3683,2,20,57,92,1296,2,20,59,62.22
90,3,882,2,20,37,16.03,494,2,20,39,21.43
90,4,1232,1,10,35,15.63,1800,1,10,37,21.11
90,30,1232,3,30,7,0,1800,3,30,9,0
90,31,882,3,30,6,0,494,3,30,8,0
90,32,882,4,30,3,0,494,4,30,5,0
90,170,3683,1,10,60,92,1296,1,10,62,62.22
90,171,1232,2,20,35,13.3,1800,2,20,37,16.88
90,172,882,1,10,40,20.03,494,1,10,42,29.17
90,173,2401,2,20,54,21.34,712,2,20,56,22.37
91,2,2311,1,10,57,24.62,168,1,10,59,999
91,3,3936,2,20,31,43.57,588,2,20,33,7.5
91,30,2311,71,30,24,0,771,1,10,26,13.33
91,31,3936,3,30,5,0,588,3,30,7,0
91,32,3936,4,30,2,0,588,4,30,4,0
91,170,3936,1,10,40,16.35,588,1,10,42,12.02
91,171,2311,0,0,0,0,771,2,20,23,12.5
92,3,4945,2,20,35,12.92,6801,2,20,37,15.7
92,171,4945,1,10,31,0,6801,1,10,33,20
96,1,612,1,10,70,15.94,110,1,10,72,0
96,2,612,2,20,65,0,110,2,20,67,0
96,3,850,2,20,39,999,359,2,20,41,11.75
96,5,6080,2,20,33,7.57,4773,2,20,35,9.7
96,6,4671,2,20,33,11.06,5507,2,20,35,9.13
96,30,850,3,30,16,0,359,51,30,18,0
96,31,850,4,30,14,0,359,3,30,16,0
96,32,850,5,30,8,0,359,4,30,10,0
96,33,6080,3,30,4,0,4773,3,30,6,0
96,34,4671,0,0,0,0,5507,3,30,1,0
96,170,850,1,10,42,26.83,359,1,10,44,27.78
96,173,6080,1,10,34,23.85,4773,1,10,36,34.23
96,175,4671,1,10,29,15,5507,1,10,30,16.83
98,1,659,1,10,51,0,686,1,10,53,5.22
99,1,1708,2,20,52,16.92,2144,2,20,54,17.95
99,30,1708,3,30,24,0,2144,3,30,26,999
99,31,1888,1,10,23,16.25,860,1,10,25,19.23
99,32,1888,3,30,5,0,6720,2,30,8,0
99,33,1888,4,30,3,0,6720,3,30,5,0
99,170,1708,1,10,52,0,2144,1,10,54,0
99,171,1888,2,20,25,10,6720,1,10,27,2.5
99,172,1888,0,0,0,0,860,2,88,31,0
100,1,5290,2,20,51,5.26,335,2,20,53,5.68
100,20,5290,1,10,53,10.58,335,1,10,55,1.25
100,30,5661,1,10,25,9,2370,1,10,26,10
100,31,5661,0,0,0,0,2370,4,30,1,0
100,170,5661,2,88,32,0,2370,2,20,34,11.11
100,171,5661,3,83,7,0,2370,3,30,9,0
104,1,6327,1,10,53,20.67,5402,1,10,55,17.79
104,2,172,1,10,57,16.67,104,1,10,59,9.13
104,171,737,1,10,47,0,67,1,10,49,0
104,175,737,2,30,19,0,67,2,30,21,0
104,176,6327,71,22,42,0,0,0,0,0,0
104,177,6327,72,35,9,0,0,0,0,0,0
105,4,5327,1,10,40,15.63,5317,1,10,42,12.5
105,30,5417,1,10,24,10.71,5608,1,10,26,0
105,31,5328,1,10,22,14.88,5745,1,10,24,12.4
105,34,5326,1,10,20,999,5367,1,10,22,8
105,35,5327,2,30,9,0,5317,2,30,11,0
105,36,5417,2,30,8,0,5608,2,30,10,0
105,37,5417,3,30,7,0,5608,3,30,9,0
105,38,5417,4,30,5,0,5608,4,30,7,0
105,39,6100,2,30,3,0,5235,2,30,5,0
105,40,5326,2,30,1,0,5367,2,30,3,0
105,41,5417,5,30,1,0,5608,5,30,3,0
105,42,6100,0,0,0,0,5235,3,30,1,0
105,180,6100,1,10,20,999,5235,1,10,22,7
106,1,6102,1,10,71,3.6,4104,1,10,73,8.75
106,3,6102,2,30,36,0,4104,2,30,38,999
106,31,6308,2,30,9,0,4212,2,30,10,0
106,32,6308,3,30,8,0,4212,3,30,9,0
106,173,6308,1,10,29,6.12,4212,1,10,31,0
106,179,6102,3,37,33,0,4104,3,37,36,0
106,180,6102,4,60,14,0,4104,4,60,18,0
106,181,6102,5,60,7,0,4104,5,60,7,0
106,182,6102,6,60,3,0,4104,6,60,4,0
113,1,61,1,10,56,13.33,1456,1,10,58,12.5
113,2,61,2,20,53,4.77,1456,2,20,55,5.45
113,30,3427,2,20,25,4.08,2836,2,20,27,0
113,31,61,3,30,20,4.5,1456,3,30,22,6.25
113,32,3427,0,0,0,0,2836,3,30,1,0
113,172,3427,1,10,26,10.58,2836,1,10,28,16.48
114,3,6106,1,10,43,21.43,243,1,10,44,26.09
114,21,1205,1,10,51,22.57,2345,1,10,53,34.26
114,30,1205,51,30,23,0,2345,81,30,23,0
114,31,1205,3,30,21,0,2345,3,30,23,0
114,32,6106,3,30,17,0,4298,2,22,19,5.13
114,33,6106,4,30,14,0,243,3,30,15,0
114,34,1205,4,30,13,0,2345,4,30,15,0
114,35,6106,5,60,1,0,4298,3,35,2,0
114,170,1205,2,20,45,12.24,2345,2,20,47,9.67
114,173,6106,2,20,43,5.22,243,2,20,45,65.93
114,175,6106,0,0,0,0,4298,1,10,24,999
117,1,4110,1,10,53,17.5,1224,1,10,55,21.28
117,3,3358,1,10,31,0,5265,1,10,34,16.32
117,30,1061,2,20,28,5.77,789,2,20,30,0
117,31,1061,3,30,5,0,789,3,30,7,0
117,32,1061,4,30,3,0,789,4,30,5,0
117,33,3358,3,30,1,0,5265,3,30,4,0
117,34,1061,5,30,1,0,789,5,30,2,0
117,35,3358,0,0,0,0,5265,4,30,1,0
117,171,1061,1,10,38,22.5,789,1,10,40,20
117,172,3358,2,20,27,12.5,5265,2,20,29,19.08
119,1,2915,1,10,59,12.76,4486,1,10,61,13.78
119,2,2915,2,20,50,0,4486,2,20,52,0
119,30,2915,5,30,22,0,4486,72,30,24,0
119,31,2915,3,30,19,0,6533,1,10,21,2.75
119,32,2915,4,60,3,0,4486,3,60,6,0
119,33,2915,6,60,1,0,4486,4,60,2,0
119,171,2915,0,0,0,0,6533,2,88,23,999
121,1,5377,1,10,70,0,0,0,0,0,0
121,2,5377,2,20,72,0,0,0,0,0,0
121,3,3031,1,10,45,9.76,744,1,10,47,7.43
121,4,3243,1,10,44,24.49,804,1,10,46,999
121,6,2721,1,10,41,19.23,631,1,10,43,20.83
121,7,3785,2,20,39,125,893,2,20,41,0
121,30,3785,3,30,14,0,893,3,30,16,0
121,32,2721,3,30,13,0,631,3,30,15,0
121,33,2721,4,30,10,0,631,4,30,12,0
121,34,3785,4,30,11,0,893,4,30,13,0
121,36,3785,5,30,9,0,893,5,30,11,0
121,37,3243,3,30,6,0,804,3,30,8,0
121,38,3243,0,0,0,0,804,4,30,1,0
121,170,2721,2,20,42,15.38,631,2,20,44,17.78
121,171,3785,1,10,40,82.8,893,1,10,42,61.82
121,173,3243,2,20,37,0,804,2,20,39,999
122,1,3850,1,10,57,11.06,6054,1,10,59,999
122,3,5655,1,10,33,15.69,6291,1,10,35,24.04
122,4,5005,1,10,32,15.2,309,1,10,34,18.27
122,33,6841,2,20,23,7.21,360,2,20,24,16.03
122,34,3850,3,30,14,0,6054,3,30,16,0
122,36,5005,4,30,6,0,309,4,30,8,0
122,37,5655,3,30,3,0,6291,3,30,5,0
122,38,5005,5,30,3,0,309,5,30,5,0
122,39,5005,6,30,1,0,309,6,30,3,0
122,40,6841,0,0,0,0,360,3,30,1,0
122,170,3850,2,20,49,8.17,6054,2,20,51,999
122,171,5655,2,20,37,0.02,6291,2,20,40,0
122,173,5005,2,20,30,26.25,309,2,20,32,18.27
122,174,5005,3,30,10,0,309,3,30,12,0
122,175,6841,1,10,26,9.62,360,1,10,28,17.31
123,1,404,1,10,85,0,1266,81,10,85,0
123,2,404,2,20,81,0,1266,1,10,83,0
126,3,1252,2,22,34,5.49,1992,2,22,36,2.45
126,30,1252,3,30,11,0,1992,3,30,13,0
126,177,1252,1,10,38,11.76,1992,1,10,40,4.17
127,1,34,1,10,80,0,523,1,10,82,0
127,3,41,2,20,49,25.82,668,2,20,51,27.24
127,4,1189,2,20,44,10,1217,2,20,46,12
127,30,1186,1,10,26,8.17,865,1,10,28,13.33
127,31,41,52,30,23,0,7287,1,10,25,12.93
127,32,41,51,30,21,0,668,3,30,23,0
127,33,1189,51,30,18,0,1217,51,30,20,0
127,34,1189,3,30,16,0,1217,3,30,18,0
127,170,41,1,10,50,19.66,668,1,10,52,15.38
127,171,1189,1,10,46,27.35,1217,1,10,48,28.33
127,172,1186,0,0,0,0,865,2,88,28,0
127,173,41,0,0,0,0,7287,2,88,24,0
128,1,1698,1,10,65,9.38,5451,1,10,68,40
128,2,1698,2,20,65,0,5451,2,20,67,0
128,3,2117,1,10,38,31.63,6574,1,10,41,32.69
128,4,823,1,10,37,20,6907,1,10,40,33.65
128,5,2203,1,10,36,9.85,5452,1,10,38,10.26
128,6,1421,2,20,33,23.56,5181,2,20,36,29.91
128,30,823,3,30,8,0,6907,3,30,11,0
128,31,823,4,30,6,0,6907,4,30,9,0
128,32,1421,0,0,0,0,5181,3,30,2,0
128,33,1421,0,0,0,0,5181,4,30,1,0
128,172,823,2,20,36,14.58,6907,2,20,38,12.02
128,174,1421,1,10,32,17.31,5181,1,10,34,17.09
129,3,3961,1,10,49,0,0,0,0,0,0
129,5,553,1,10,45,0,1447,1,10,47,0
129,6,913,1,10,40,0,1137,1,10,42,0
129,7,6716,1,10,42,0,6357,1,10,44,0
129,8,6577,1,10,44,0,0,0,0,0,0
129,31,914,1,10,23,0,1641,1,10,25,7.5
129,35,915,2,20,26,0,4893,2,20,28,0
129,36,378,2,20,24,0,3371,1,10,27,0
129,38,914,3,40,20,0,4193,1,10,23,0
129,39,4589,2,22,19,0,6868,2,22,21,0
129,40,378,3,30,4,0,3371,2,30,7,0
129,41,915,4,30,4,0,4893,4,30,7,0
129,42,915,5,30,1,0,4893,5,30,4,0
129,43,914,2,30,1,0,1641,2,30,3,0
129,44,4589,3,30,1,0,6868,3,30,3,0
129,45,914,4,70,1,0,4193,3,30,4,0
129,46,914,0,0,0,0,1641,3,30,1,0
129,47,4589,0,0,0,0,6868,4,30,1,0
129,196,915,1,10,29,0,4893,1,10,31,0
129,197,915,3,30,9,0,4893,3,30,11,0
129,199,378,1,10,32,14,6207,1,10,35,15.29
129,202,4589,1,10,19,999,6868,1,10,21,999
129,203,914,0,0,0,0,4193,2,88,30,0
131,1,1106,1,10,69,0,41,81,10,70,0
131,2,1106,2,20,63,4.95,41,1,10,65,5.77
131,30,4477,1,10,30,999,43,1,10,32,999
133,1,2212,1,10,61,11.54,363,1,10,63,13.08
133,2,2212,2,20,60,12.2,363,2,20,62,50
133,4,2565,2,20,38,13.27,4223,2,20,40,11.56
133,174,2565,5,33,20,0,4223,5,33,22,0
133,175,2565,3,33,19,15.43,4223,3,33,21,999
133,176,2565,4,33,15,0,4223,4,33,17,0
133,178,2565,1,10,48,11.02,4223,1,10,50,13.5
134,1,4935,1,10,65,16.84,1041,1,10,67,20
134,2,5012,1,10,41,4.38,2371,1,10,43,0
134,3,0,0,0,0,0,891,1,10,41,7.29
134,30,0,0,0,0,0,891,4,30,4,0
134,31,0,0,0,0,0,891,5,30,4,0
134,171,0,0,0,0,0,891,2,20,37,6.23
134,172,0,0,0,0,0,891,3,33,16,0
138,1,5096,1,10,63,999,1001,1,10,65,11.54
138,2,5096,2,20,60,999,1001,2,20,62,2.88
138,30,6893,2,22,30,19.23,2333,2,22,32,18.4
138,31,6177,1,10,27,4.46,710,1,10,29,6.96
138,32,6177,2,30,7,0,710,2,30,9,0
138,33,6177,3,30,5,0,710,3,30,7,0
138,174,6893,1,10,49,138.89,2333,1,10,50,47.89
139,2,277,1,10,32,23.93,45,1,10,34,30.77
145,1,2400,1,10,63,0,2762,1,10,65,0
145,2,2400,2,20,60,0,2762,2,20,62,0
145,3,1385,2,20,33,3.67,366,2,20,35,5.77
145,30,1385,3,30,10,0,366,3,30,12,0
145,31,1385,4,30,7,0,366,4,30,9,0
145,170,1385,1,10,37,24.5,366,1,10,39,23.08
146,2,663,1,10,93,0,711,1,10,95,0
150,1,6929,1,10,71,999,6994,1,10,73,999
150,2,6929,2,20,69,0,6994,2,20,71,0
151,2,3049,1,10,78,0,422,1,10,80,0
151,3,3329,1,10,47,230.77,4616,1,10,49,145.45
151,5,6800,2,20,43,5,120,2,20,45,0.03
151,6,3049,2,30,42,999,422,2,30,44,0
151,21,3134,2,20,52,0,34,2,20,54,34.72
151,30,5777,1,10,26,0,121,1,10,27,26.67
151,31,3134,51,30,22,0,121,3,40,24,0
151,32,3134,52,30,20,1.67,34,52,30,22,0
151,33,3329,3,30,17,0,4616,3,30,19,0
151,34,3134,3,30,17,0,34,51,30,19,6.25
151,35,3329,4,30,14,0,4616,4,30,16,0
151,37,3329,5,30,11,0,4616,5,30,12,0
151,38,3329,6,30,4,0,4616,6,30,5,0
151,39,6800,3,30,1,0,120,3,30,3,0
151,170,3134,1,10,52,62.82,34,1,10,54,156.25
151,171,3329,2,20,43,0,4616,2,20,44,0
151,173,6800,1,10,42,24.48,120,1,10,44,24.49
151,174,5777,2,88,26,0,121,2,22,28,30
152,1,1554,1,10,59,15.56,1537,1,10,61,17
156,1,2570,1,10,55,19.23,364,1,10,57,22.5
156,2,2570,2,20,56,0,364,2,20,58,0
156,30,3002,1,10,30,19.23,777,1,10,32,0
156,31,2570,3,30,26,11.06,364,3,30,28,13.33
156,32,3002,0,0,0,0,777,3,30,1,0
156,170,3002,2,20,28,16.48,777,2,20,30,16
157,1,2010,1,10,65,0,234,1,10,67,0
157,2,2010,2,20,64,0,234,2,20,66,0
157,4,2232,2,22,41,18.02,106,2,22,43,14
157,171,2232,1,10,47,8.65,106,1,10,49,9.5
161,1,1040,1,10,72,0,457,1,10,74,0
161,2,1040,2,20,67,13.57,457,2,20,69,0
161,3,1040,3,30,33,0,457,3,30,35,10.1
161,4,237,1,10,36,19.48,454,1,10,38,5.41
165,2,318,1,10,76,0,321,1,10,78,0
165,3,262,1,10,52,36.67,1319,1,10,54,0
165,4,2683,2,20,49,999,4695,2,20,51,0
165,30,3233,1,10,25,9.57,2622,2,22,27,10.83
165,31,2683,3,30,16,0,4695,3,30,18,10.42
165,32,2683,4,30,12,0,4695,4,30,14,0
165,170,262,2,20,55,1,1319,2,20,57,0
165,174,2683,1,10,47,36,4695,1,10,49,999
165,176,3233,0,0,0,0,2622,1,10,28,14.53
166,21,3894,1,10,49,8.55,6171,1,10,51,17.31
166,30,3894,52,30,22,0,6171,6,30,24,6.25
166,31,3894,51,30,19,0,6171,5,30,21,0
166,32,3894,3,30,15,0,6171,3,30,17,0
166,33,3894,4,30,13,0,6171,4,30,15,0
166,170,3894,2,20,48,7.69,6171,2,20,50,7.69
172,21,1785,1,10,53,13.3,666,1,10,55,13.95
172,31,1786,1,10,27,11.64,4877,1,10,29,12.24
172,34,2083,1,10,22,6.94,601,2,22,24,11.88
172,35,2711,1,10,20,6.67,522,1,10,22,8.75
172,36,2083,3,30,2,0,601,3,35,5,0
172,37,1786,3,30,1,0,4877,3,30,2,0
172,38,2711,2,30,1,0,522,2,30,2,0
172,39,1786,0,0,0,0,4877,4,30,1,0
172,40,2083,0,0,0,0,601,4,30,1,0
172,170,1568,2,20,52,0,5678,2,20,54,999
172,175,1568,3,33,17,0,5678,51,33,19,999
172,176,1568,1,10,66,6.67,5678,1,10,68,999
172,181,1786,2,20,32,11.54,4877,2,20,34,11.11
172,183,2083,2,88,31,0,601,1,10,33,7.98
172,184,1785,0,0,0,0,666,2,20,45,5.95
172,185,1785,0,0,0,0,666,3,33,11,0
173,1,2791,81,10,89,0,0,0,0,0,0
173,2,2791,1,10,81,0,33,1,10,83,0
173,3,2426,2,20,45,10,5323,2,20,48,8.55
173,4,934,2,20,44,0,1117,2,20,46,0
173,5,2562,2,20,42,13.5,1487,2,20,44,16.22
173,30,5055,2,22,22,999,4225,2,20,24,7.69
173,31,934,3,30,18,3.13,1117,3,30,20,10.26
173,32,2562,3,30,16,0,1487,3,30,18,0
173,33,2426,3,30,15,0,5323,3,30,17,0
173,34,934,4,30,14,0,1117,4,30,16,0
173,35,2426,4,30,12,0,5323,4,30,14,0
173,36,2562,4,30,12,0,1487,4,30,14,0
173,37,2426,5,30,9,0,5323,5,30,12,0
173,38,934,5,30,9,0,1117,5,30,11,0
173,39,2562,5,30,7,0,1487,5,30,10,0
173,40,934,6,30,2,0,1117,6,30,4,0
173,41,934,0,0,0,0,1117,7,30,1,0
173,42,5055,0,0,0,0,4225,3,30,1,0
173,170,934,1,10,46,9.62,1117,1,10,48,12.5
173,171,2562,1,10,43,-99,1487,1,10,45,6
173,172,2426,1,10,42,10.2,5323,1,10,44,13.02
173,173,5055,1,10,37,4,4225,1,10,39,10.99
174,1,772,1,10,77,0,4825,1,10,80,0
174,2,772,2,20,74,0,4825,81,20,75,0
174,3,515,2,20,50,16.45,5319,2,20,53,20.45
174,5,651,1,10,45,16.67,727,1,10,47,0
174,6,514,2,20,43,0,5247,2,20,45,0
174,7,5176,1,10,41,21.88,5145,1,10,43,0
174,8,6365,2,22,35,10.55,0,0,0,0,0
174,30,515,51,30,20,0,5319,51,30,22,0
174,32,515,3,30,15,0,5319,3,30,18,0
174,33,651,3,30,13,0,727,3,30,15,0
174,34,6365,3,35,12,0,0,0,0,0,0
174,35,651,4,30,11,0,727,4,30,13,0
174,36,651,5,30,9,0,727,5,30,11,0
174,37,514,3,30,9,0,5247,3,30,11,0
174,38,5176,3,30,8,0,5145,3,30,10,0
174,39,5176,4,30,5,0,5145,4,30,7,0
174,40,514,4,30,3,0,5247,4,30,6,0
174,41,5176,5,30,2,0,5145,5,30,4,0
174,42,5176,0,0,0,0,5145,6,30,1,0
174,170,515,1,10,53,26.19,5319,1,10,55,28.18
174,171,651,2,20,41,0,727,2,20,43,7.89
174,174,514,1,10,56,8.5,5247,1,10,58,9.62
174,175,5176,2,20,37,45,5145,2,20,39,72.73
174,176,6365,1,10,36,32,0,0,0,0,0
176,21,203,2,20,50,24.04,799,2,20,52,24.48
176,170,203,1,10,52,23.08,799,1,10,54,24.49
178,4,6870,1,10,41,18,3565,1,10,42,10.26
178,33,6870,3,30,12,0,3565,3,30,14,0
178,34,6870,4,30,9,0,3565,4,30,11,0
178,35,6870,5,30,4,0,3565,5,30,6,0
178,171,6870,2,20,35,0,3565,2,20,37,0
180,3,2925,1,10,47,8.97,2530,1,10,50,13.5
180,30,2621,2,30,12,0,2530,3,30,15,0
180,31,2621,3,30,11,0,2530,4,30,13,0
180,32,2621,4,30,8,0,2530,5,30,10,0
180,171,2621,1,10,38,9.5,2530,2,20,40,13.33
181,3,1764,1,10,41,0,4452,1,10,43,15
181,21,5450,1,10,56,10.4,978,1,10,58,10.94
181,30,1925,2,30,23,0.96,0,0,0,0,0
181,31,1764,3,30,12,0,4452,3,30,14,0
181,32,1764,4,30,10,0,4452,4,30,12,0
181,170,1925,1,10,53,32.05,0,0,0,0,0
181,171,1764,2,20,38,10.5,4452,2,20,41,11.5
182,1,202,1,10,74,0,0,0,0,0,0
186,2,868,1,10,79,0,1014,1,10,81,0
186,3,869,1,10,52,0,856,1,10,54,31.02
186,30,3453,1,10,20,999,3080,1,10,22,0.6
189,2,766,2,20,60,12.02,72,2,20,62,12.65
189,4,430,2,20,33,12.99,175,2,20,35,18.92
189,31,430,3,30,3,0,175,3,30,5,0
189,32,430,0,0,0,0,175,4,30,1,0
189,171,430,1,10,37,12.02,175,1,10,39,13.24
189,172,766,1,10,52,9.62,72,1,10,54,9.62
190,3,2477,2,20,40,5.26,2244,2,20,43,10.42
190,4,2564,1,10,39,10.86,3534,1,10,41,15.69
190,30,6099,1,10,21,3.92,4118,1,10,23,7.06
190,31,2477,3,30,17,0,2244,3,30,20,0
190,32,2477,4,30,16,0,2244,4,30,18,0
190,33,2564,2,30,10,0,3534,2,30,12,0
190,34,6099,3,30,1,0,4118,3,30,2,0
190,35,6099,0,0,0,0,4118,4,30,1,0
190,173,2477,1,10,42,24.74,2244,1,10,44,34.95
190,181,6099,2,22,21,999,4118,2,20,23,4.62
191,3,4665,2,20,49,0,507,2,20,51,0
191,30,4665,3,30,19,0,507,3,30,21,999
191,31,4665,4,30,17,0,507,4,30,19,0
191,170,4665,1,10,49,59.52,507,1,10,51,96.88
195,1,3817,1,10,59,999,3425,1,10,61,208.33
195,2,3817,2,20,60,36.36,3425,2,20,62,59.29
195,3,6215,1,10,38,15,3423,1,10,40,21.15
195,30,5603,3,33,8,0,32,3,33,10,0
195,31,5603,4,33,7,0,32,4,33,8,0
195,170,5603,2,20,33,0,32,2,20,35,0
195,171,5603,1,10,33,27.21,32,1,10,35,34.54
195,172,5603,5,30,1,0,32,5,30,3,0
195,173,6215,0,0,0,0,3423,2,20,35,0
195,174,5603,0,0,0,0,32,6,30,1,0
197,4,5644,2,20,49,999,297,2,20,50,10.42
197,30,5644,3,30,18,0,297,3,30,20,0
197,31,5644,4,30,16,0,297,4,30,17,0
197,32,5644,5,30,13,0,297,5,30,15,0
197,33,5644,6,30,10,0,297,6,30,12,0
197,34,5644,7,30,8,0,297,7,30,10,0
197,170,5644,1,10,50,999,297,1,10,52,25
198,1,104,2,20,68,4.27,35,2,20,70,3.21
198,2,3133,2,20,47,40.87,600,2,20,49,46.88
198,3,3528,1,10,40,30.77,1379,1,10,42,39.93
198,30,3133,3,30,20,0,4689,1,10,22,10.26
198,31,3133,4,30,17,0,600,51,30,19,0
198,32,3528,3,30,1,0,1379,3,30,3,0
198,171,3133,1,10,50,23.08,600,1,10,52,32.05
198,173,3528,2,20,37,10.42,1379,2,20,39,0
198,174,104,1,10,72,0,35,1,10,75,0
200,1,5530,1,10,71,0,797,1,10,73,0
200,2,5530,2,20,65,13.75,797,2,20,67,0
200,3,2308,1,10,41,0,1129,1,10,43,0
200,4,4745,1,10,40,22.5,1610,1,10,42,22.96
200,5,2923,2,20,38,21.43,7252,2,20,41,83.33
200,30,5530,71,60,20,0,2282,1,10,22,3.72
200,31,2308,2,30,18,999,1129,2,30,20,7.21
200,32,2308,5,30,17,0,4241,2,20,19,31.25
200,33,2308,4,30,16,0,51,3,33,18,0
200,34,2308,3,30,14,0,1129,3,30,16,0
200,35,4745,3,30,9,0,1610,3,30,11,0
200,36,2923,3,30,1,0,7252,3,30,2,0
200,37,5530,0,0,0,0,2282,3,30,1,0
200,170,2309,2,20,37,5.88,51,2,20,39,5.77
200,175,4745,2,20,50,28,1610,2,20,52,34.09
200,176,2923,1,10,37,20,7252,1,10,40,24.62
200,177,2309,1,10,45,21.28,51,1,10,47,23.05
200,178,2309,3,30,20,0,51,71,30,22,5.56
200,179,5530,0,0,0,0,2282,2,22,27,7.5
200,180,2308,0,0,0,0,4241,1,10,21,13.94
203,1,84,1,10,69,0,1595,1,10,71,0
203,2,84,2,20,68,0,1595,2,20,70,0
203,3,1092,1,10,45,26.72,5657,1,10,47,34.4
203,4,4359,2,20,44,28.13,6741,2,20,46,34.62
203,5,4002,2,20,39,6.41,3477,2,20,41,0
203,30,1092,3,30,23,13.33,5657,3,30,26,0
203,31,4002,3,30,10,0,3477,3,30,12,0
203,32,4002,4,30,6,0,3477,4,30,8,0
203,33,4002,5,30,3,0,3477,5,30,5,0
203,34,4002,6,30,1,0,3477,6,30,3,0
203,172,4002,1,10,39,44.44,3477,1,10,41,52.13
203,173,4359,1,10,48,77.66,6741,1,10,50,47.44
203,174,1092,2,20,47,31.58,5657,2,20,49,22
209,3,3008,1,10,47,6.73,4696,1,10,49,5.19
209,30,3089,2,30,12,0,2823,2,30,14,0
209,170,3089,1,10,42,7.65,2823,1,10,45,8.16
209,173,3008,2,20,47,7.29,4696,2,20,49,6.75
211,2,639,1,10,91,0,0,0,0,0,0
214,1,3949,1,10,58,31.25,5877,1,10,60,33.65
214,2,3949,2,20,53,7.5,5877,2,20,55,11.28
214,3,6624,1,10,32,22.04,3106,1,10,34,58.65
214,30,4014,1,10,27,17.31,678,1,10,29,20.41
214,31,6624,0,0,0,0,3106,3,30,1,0
214,170,6624,2,20,32,12.65,3106,2,20,34,25
214,171,4014,2,22,27,10.12,678,2,22,29,13.78
214,172,4014,3,35,10,0,678,3,35,12,0
215,1,502,1,10,86,0,6382,81,10,87,0
215,2,502,2,20,84,0,6382,1,10,86,0
215,21,4228,2,20,50,15.38,944,1,10,52,16.18
215,30,4228,3,30,23,999,944,51,30,25,0
215,170,4228,1,10,61,0,944,81,10,61,0
217,1,3861,1,10,78,0,942,1,10,80,0
217,3,5994,1,10,45,19.79,1472,1,10,47,20.83
217,30,1758,2,30,20,0,7138,1,10,22,999
217,31,1758,3,30,16,0,1291,2,30,18,0
217,32,1758,4,30,14,0,1291,3,30,16,0
217,170,1758,1,10,44,18.75,1291,1,10,46,0
217,174,3861,2,20,72,0,942,2,20,74,0
217,175,1758,0,0,0,0,7138,2,22,23,0
218,1,2965,1,10,54,35.12,2852,1,10,56,54.55
220,2,216,1,10,36,17.56,2012,1,10,38,17.18
220,30,216,3,30,8,0,2012,3,30,10,0
220,170,216,2,20,29,9.13,2012,2,20,31,13.46
221,1,368,1,10,51,0,2066,1,10,53,0
221,2,368,2,20,49,11.97,2066,2,20,51,14.02
221,31,459,1,10,28,15.38,3543,1,10,30,17.95
221,32,459,3,30,5,0,3543,3,30,7,0
221,34,459,4,30,1,0,3543,4,30,3,0
221,171,459,2,20,24,2.4,3543,2,20,26,4.4
221,172,459,71,71,16,0,0,0,0,0,0
222,1,431,2,50,49,15,7215,81,50,49,25
222,31,431,1,10,25,8.65,7215,1,10,27,12.02
222,32,6336,1,10,23,3.13,369,1,10,25,15
223,1,4994,1,10,78,0,2933,1,10,80,0
223,2,621,1,10,53,25,4770,1,10,56,48.08
223,30,858,1,10,29,8.33,1482,1,10,31,15.31
223,31,5263,1,10,26,11.43,109,1,10,28,0.92
223,170,621,2,20,50,17.89,4770,2,20,52,0
223,171,4994,71,10,78,0,0,0,0,0,0
223,172,858,2,20,27,9.09,1482,2,20,29,14.81
223,173,5263,2,20,24,0,109,2,20,26,12
227,1,55,1,10,67,0,498,1,10,69,0
227,2,55,2,20,62,30.05,498,2,20,64,36.18
227,3,3364,1,10,37,21,582,2,20,39,29.71
227,4,3365,2,20,33,21,713,2,20,35,23.08
227,30,3365,3,30,1,0,713,3,30,2,0
227,31,3364,0,0,0,0,582,3,30,1,0
227,171,3365,1,10,36,24,713,1,10,38,24.04
227,172,3364,2,88,34,0,582,1,10,36,19.61
228,1,418,1,10,78,0,111,1,10,80,0
228,2,418,2,20,74,0,111,51,20,76,0
228,3,1916,1,10,50,25.21,2939,1,10,52,32.69
228,5,1744,2,20,44,130.21,361,2,20,46,227.27
228,30,1916,3,30,17,0,2939,51,30,19,31.43
228,31,1916,4,30,13,0,2939,3,30,15,0
