ER30001,ER30002,ER33501,ER33502,ER33503,ER33504,ER33537O,ER33601,ER33602,ER33603,ER33604,ER33628O
607,175,1450,1,10,61,0,3563,81,10,62,0
607,177,4410,1,10,35,6.25,3253,1,10,37,7.21
607,179,2155,71,22,25,16.67,0,0,0,0,0
607,180,5615,2,20,34,0,6513,2,20,36,21.28
607,181,5615,3,33,9,0,6513,3,33,11,0
607,182,5615,4,33,16,0,6513,71,33,19,0
607,183,4222,0,0,0,0,1173,1,10,38,16.67
607,184,2072,0,0,0,0,649,2,88,47,0
607,185,2155,0,0,0,0,997,2,20,27,10.58
608,1,3294,1,10,72,0,1193,1,10,74,0
608,3,3295,2,20,47,0,1557,2,20,49,7
608,8,2071,2,20,36,5,1191,2,20,38,6.15
608,30,3294,71,30,29,999,0,0,0,0,0
608,33,3854,1,10,26,9.62,1682,1,10,28,9.23
608,36,3295,3,30,15,0,1557,3,30,17,0
608,171,3295,1,10,49,21.15,1557,1,10,51,27.78
608,185,2071,1,10,38,16,1191,1,10,40,14.42
608,186,2071,3,30,8,0,1191,3,30,10,0
608,187,3294,2,20,65,0,1193,2,20,67,0
608,188,3854,0,0,0,0,1682,2,88,23,0
610,1,4063,1,10,56,999,0,0,0,0,0
610,3,4316,1,10,33,9.66,6226,1,10,35,11.33
610,32,4063,51,30,21,0,0,0,0,0,0
610,33,6913,3,33,11,0,4692,3,33,13,0
610,170,4063,2,20,44,999,0,0,0,0,0
610,173,6913,2,20,31,999,4692,2,20,33,13.89
610,175,6913,1,10,35,999,4692,1,10,36,9.78
610,176,6913,4,30,1,0,4692,4,30,1,0
613,1,3105,1,10,69,0,5448,1,10,71,0
613,2,3105,2,20,65,0,5448,2,20,67,0
613,3,2831,1,10,45,28.85,7292,1,10,47,40.96
613,5,3887,2,20,38,0,2552,2,20,40,0
613,6,2274,1,10,38,9.62,3499,1,10,40,14
613,31,3887,3,30,5,0,2552,3,30,7,0
613,173,2831,2,20,37,38.46,7292,2,20,39,45.21
613,174,3887,1,10,39,15.87,2552,1,10,41,20
613,175,2274,2,88,34,0,3499,2,20,36,14.44
616,1,4203,1,10,92,0,5359,1,10,94,0
616,2,1710,1,10,45,0.43,476,1,10,47,1.92
616,30,1710,3,30,13,0,476,3,30,15,0
616,31,1710,4,30,8,0,476,4,30,10,0
616,170,1710,2,20,45,14.53,476,2,20,47,27.78
618,2,6834,1,10,63,32.05,1036,1,10,65,34.62
618,4,1840,2,20,39,13.89,3007,2,20,41,21.05
618,30,1840,3,30,10,0,3007,3,30,12,0
618,31,1840,4,30,6,0,3007,4,30,8,0
618,170,1840,1,10,38,35.66,3007,1,10,40,68.75
619,1,752,81,10,88,0,0,0,0,0,0
619,2,752,1,10,85,0,142,1,10,87,0
620,1,349,1,10,78,0,1389,1,10,80,0
620,2,349,2,20,77,0,1389,2,20,79,0
620,3,680,2,20,52,6.67,1433,2,20,54,0
620,4,2842,2,20,43,11.25,1391,2,20,45,17.89
620,5,279,2,20,40,32.3,1601,2,20,42,41.67
620,6,2096,2,20,38,37,1390,2,20,40,41.67
620,30,1482,2,20,29,26.04,792,2,20,31,25
620,31,680,3,30,23,3.29,1433,3,30,25,6.87
620,32,2842,3,30,15,0,1391,3,30,17,0
620,33,2842,4,30,13,0,1391,4,30,15,0
620,34,279,3,30,10,0,1601,3,30,12,0
620,35,2842,5,30,9,0,1391,5,30,11,0
620,36,279,4,30,8,0,1601,4,30,10,0
620,37,2096,3,30,7,0,1390,3,30,9,0
620,38,279,5,30,4,0,1601,5,30,6,0
620,39,2096,4,30,4,0,1390,4,30,6,0
620,40,1482,3,30,1,0,792,3,30,2,0
620,41,2096,0,0,0,0,1390,5,30,1,0
620,170,680,1,10,59,38.55,1433,1,10,61,47.45
620,171,2842,1,10,43,56.51,1391,1,10,45,82.5
620,172,279,1,10,42,24.32,1601,1,10,44,21.43
620,173,2096,1,10,39,25.31,1390,1,10,41,39.74
620,174,1482,1,10,32,21.9,792,1,10,34,31.5
624,1,5315,1,10,97,0,559,1,10,99,0
624,2,5315,81,20,91,0,0,0,0,0,0
624,3,6076,1,10,35,8.65,283,2,20,36,8
624,170,6076,71,10,39,0,0,0,0,0,0
624,171,6076,2,30,13,0,283,3,33,15,0
624,172,6076,3,30,12,0,283,4,33,13,0
624,173,6076,4,30,10,0,283,5,33,11,0
624,174,6076,0,0,0,0,283,1,10,44,8.88
625,2,256,1,10,69,0,473,1,10,71,0
625,3,165,1,10,49,2.68,475,1,10,51,28.63
625,4,256,2,30,47,13.16,6074,1,10,50,9.55
625,5,257,2,20,46,18.67,2191,2,20,48,9.13
625,30,165,3,30,13,0,475,3,30,15,0
625,31,257,3,30,10,0,2191,3,30,12,0
625,32,257,4,30,7,0,2191,4,30,9,0
625,172,165,2,20,47,9.26,475,2,20,49,18.03
625,173,165,71,30,19,6.25,0,0,0,0,0
625,175,257,1,10,59,3.37,2191,1,10,62,5.77
626,1,5769,81,10,74,0,0,0,0,0,0
626,2,3890,1,10,68,0,1127,1,10,70,0
626,3,2279,2,20,33,14.42,796,2,20,35,17
626,4,2390,2,20,39,3.08,736,2,20,41,3.61
626,5,3674,1,10,41,13.5,265,2,20,43,15
626,6,3676,2,20,43,10.29,2829,1,10,45,5.77
626,7,1466,2,20,44,5.51,1126,2,20,46,999
626,8,6679,2,50,48,0,0,0,0,0,0
626,10,5769,2,33,38,999,383,2,33,39,999
626,31,6911,1,10,28,999,7087,1,10,30,14.29
626,32,6679,1,10,26,14,0,0,0,0,0
626,33,6478,1,10,23,9.52,1435,1,10,25,12.5
626,34,0,0,0,0,0,3230,2,20,27,0
626,35,6882,1,10,25,11.45,5201,1,10,27,10.77
626,37,6679,4,40,21,0,0,0,0,0,0
626,38,5902,1,10,21,999,1865,1,10,23,11.76
626,39,6493,1,10,20,10,877,1,10,22,12.5
626,40,6378,1,10,20,4.69,2527,1,10,22,7.03
626,41,3676,51,33,20,0,6011,1,10,23,3.6
626,42,2390,3,33,20,0,736,3,33,22,0
626,43,6931,3,30,18,0,6665,2,22,19,2.5
626,44,0,0,0,0,0,3230,3,33,9,0
626,45,2279,3,30,5,0,796,3,30,7,0
626,46,6794,2,30,4,0,973,2,30,6,0
626,47,0,0,0,0,0,3230,4,33,4,0
626,48,6911,4,30,3,0,7087,4,30,5,0
626,49,6804,3,30,3,0,1075,3,33,4,0
626,50,2279,4,30,1,0,796,4,30,2,0
626,51,6493,3,30,1,0,877,2,30,1,0
626,52,6911,0,0,0,0,7087,5,30,1,0
626,172,0,0,0,0,0,1865,2,50,49,999
626,173,5769,1,10,74,0,383,1,10,76,0
626,179,6931,1,10,39,18,6118,1,10,40,12.8
626,184,2279,1,10,43,12.98,796,1,10,45,17
626,185,3676,1,10,46,4.95,2829,71,10,48,0
626,186,6794,1,10,24,9.38,973,1,10,25,8
626,187,2390,1,10,31,7.21,736,1,10,33,8.17
626,188,6911,2,20,27,11.5,7087,2,20,29,18.33
626,189,6911,3,30,7,0,7087,3,30,9,0
626,190,3676,3,30,13,0,2829,72,30,15,0
626,191,3676,71,30,16,0,0,0,0,0,0
626,192,1466,1,10,57,4.41,1126,1,10,59,999
626,193,6931,4,30,9,0,6118,3,30,10,0
626,194,6931,2,22,26,8,6118,2,22,28,6
626,196,6378,71,88,21,0,0,0,0,0,0
626,197,6804,1,10,21,7.14,1075,2,20,23,8
626,198,6679,3,50,999,0,0,0,0,0,0
626,199,6794,3,30,2,0,973,3,30,3,0
626,200,6378,2,88,22,0,2527,71,88,24,999
626,201,6493,2,88,22,999,5116,1,10,24,9.6
626,202,6804,2,88,22,999,1075,1,10,24,12.5
626,203,3674,0,0,0,0,265,1,10,36,25.6
626,204,6931,0,0,0,0,6665,1,10,22,12.5
626,205,6478,0,0,0,0,1435,2,20,23,0
626,206,6804,0,0,0,0,1075,4,30,1,0
626,207,0,0,0,0,0,3230,1,10,35,13.46
626,208,0,0,0,0,0,3230,5,30,9,0
626,209,0,0,0,0,0,3230,6,30,8,0
628,1,326,1,10,60,0,4774,1,10,63,0
628,2,5245,1,10,53,6.92,5246,1,10,55,9.13
628,30,4546,1,10,30,11.22,4967,1,10,32,0
628,31,326,2,30,26,999,6005,1,10,29,16.48
628,32,5245,51,30,21,0,6393,1,10,23,15.38
628,33,5245,3,30,17,0,5246,2,30,19,0
628,34,4546,2,30,4,0,4967,2,30,6,0
628,35,4546,3,30,2,0,4967,3,30,4,0
628,173,5245,71,10,58,0,0,0,0,0,0
628,174,4546,71,38,6,0,0,0,0,0,0
628,176,5245,2,88,54,0,5246,71,88,56,0
629,2,166,1,10,64,0,286,1,10,66,0
629,172,166,2,50,88,0,286,81,50,89,0
630,1,1660,1,10,81,0,2704,1,10,84,0
630,2,1660,2,20,77,0,2704,2,20,79,0
630,3,3788,1,10,46,25,4834,1,10,48,25.51
630,4,6491,1,10,43,13.47,4236,1,10,45,16.33
630,21,4903,1,10,53,31.91,4128,1,10,55,38.26
630,30,3788,3,30,17,0,5693,1,10,20,12.24
630,31,4903,3,30,15,0,4128,3,30,17,0
630,32,3788,4,30,15,0,4834,3,30,18,0
630,33,4903,4,30,12,0,4128,4,30,14,0
630,170,3788,2,20,45,35,4834,2,20,47,40.82
630,171,4903,2,20,49,30.19,4128,2,20,51,30.26
631,3,1400,1,10,43,40.19,6413,1,10,45,63.83
631,4,4949,2,20,48,999,5005,2,20,50,15.87
631,30,6801,1,10,26,999,0,0,0,0,0
631,31,5397,1,10,23,999,6867,1,10,25,5.29
631,32,1600,51,30,21,0,7101,51,30,24,0
631,34,5228,3,30,16,0,5545,51,30,18,999
631,35,5228,4,30,13,0,5545,3,30,15,0
631,36,1400,3,30,6,0,6413,3,30,8,0
631,37,6801,3,30,1,0,0,0,0,0,0
631,38,5397,3,30,1,0,6867,3,30,3,0
631,170,1600,1,10,49,0,7101,1,10,52,7.81
631,171,5228,1,10,47,999,5545,1,10,49,27.78
631,174,1400,2,20,48,3.19,6413,2,20,50,7.5
631,175,4949,1,10,53,999,5005,1,10,55,999
631,177,1600,2,22,53,0,7101,71,22,56,0
631,178,1600,3,30,17,0,7101,72,30,19,0
631,179,5228,2,20,49,999,5545,2,20,51,44.32
631,180,5228,5,33,19,999,5545,71,33,22,999
631,181,5397,2,20,20,0,6867,2,20,22,6.32
631,182,6801,2,20,30,0,0,0,0,0,0
632,1,1569,1,10,57,13,4641,1,10,60,13.5
632,2,3196,1,10,57,0,866,1,10,59,31.52
632,3,4244,1,10,36,8.89,5998,1,10,38,9.28
632,30,3487,1,10,20,0,4910,1,10,22,3.85
632,170,1569,2,20,52,15,4641,2,20,54,15.31
632,173,6060,2,22,37,12.5,6076,2,22,39,9.62
632,174,6060,3,33,18,0,6076,71,33,21,999
632,176,6060,4,33,10,0,6076,3,33,12,0
632,177,6060,5,33,6,0,6076,4,33,8,0
632,178,6060,1,10,30,999,6076,1,10,32,999
632,179,4244,2,88,34,0,5998,2,22,36,16.15
632,180,4244,3,83,17,0,5998,71,35,20,0
632,181,4244,4,83,13,0,5998,3,35,15,0
632,182,4244,5,83,11,0,5998,4,35,13,0
632,183,4244,6,83,10,0,5998,5,35,12,0
632,184,3487,2,88,20,0,4910,71,88,22,0
632,185,4244,0,0,0,0,5998,6,97,2,0
632,186,4244,0,0,0,0,5998,7,97,1,0
633,4,6789,2,20,46,6.73,7058,2,20,48,9.38
633,6,1044,2,20,39,5.29,5379,2,20,42,8.13
633,30,2055,1,10,28,8.57,2860,2,20,30,0
633,31,6079,1,10,24,9.09,4880,2,22,26,10
633,33,4348,1,10,26,10.77,7445,2,22,29,999
633,39,1044,3,30,9,0,5379,3,30,11,0
633,40,2055,3,30,8,0,2860,3,30,10,0
633,41,2055,4,30,5,0,2860,4,30,7,0
633,42,2055,5,30,2,0,2860,5,30,4,0
633,43,2055,0,0,0,0,2860,6,30,1,0
633,179,1044,1,10,42,7.21,5379,1,10,44,18.75
633,181,6789,1,10,42,27.17,7058,1,10,44,21.88
633,183,2055,2,88,30,17.5,2860,1,10,32,14
633,184,6079,2,88,25,7.5,4880,1,10,27,15.11
633,185,4348,0,0,0,0,7445,1,10,25,999
634,4,3440,1,10,55,8.33,3487,1,10,57,8.98
634,5,0,0,0,0,0,7234,1,10,38,16.24
634,6,3285,2,20,34,14.73,3274,2,20,36,14.76
634,7,611,2,20,32,0,2540,2,20,35,0
634,8,5187,1,10,31,15.18,3537,2,22,33,9.98
634,30,611,4,33,14,0,2540,4,33,17,0
634,31,611,5,33,12,0,2540,5,33,14,0
634,32,611,3,30,8,0,2540,3,30,10,0
634,33,0,0,0,0,0,7234,5,30,9,0
634,34,3285,3,30,3,0,3274,3,30,5,0
634,35,5187,3,30,2,0,3537,3,30,4,0
634,36,5187,4,30,1,0,3537,4,30,2,0
634,37,3285,0,0,0,0,3274,4,30,2,0
634,173,3285,1,10,34,22.39,3274,1,10,36,26
634,175,611,1,10,32,9.48,2540,1,10,34,19.61
634,176,0,0,0,0,0,7234,2,20,45,0
634,177,0,0,0,0,0,7234,3,33,20,4.19
634,178,0,0,0,0,0,7234,4,33,21,0
634,179,5187,2,88,28,0,3537,1,10,30,32.38
635,2,1083,1,10,95,0,4575,1,10,97,0
636,2,1656,1,10,70,999,4084,1,10,72,5.44
636,3,3195,1,10,46,15.42,4750,1,10,48,17.6
636,4,3596,1,10,43,14.67,5174,1,10,46,17.69
636,30,1656,2,60,18,0,4084,2,60,20,0
636,31,3195,3,30,13,0,4750,3,30,15,0
636,32,3195,4,30,10,0,4750,4,30,13,0
636,33,3195,5,30,6,0,4750,5,30,8,0
636,170,3195,2,20,43,7.69,4750,2,20,45,7.74
636,171,3596,2,20,37,9.52,5174,71,20,39,10.42
636,172,3596,3,33,16,0,5174,72,33,18,0
636,173,3596,4,33,11,0,5174,73,33,13,0
639,2,49,1,10,67,0,1845,1,10,69,3.44
639,5,5301,1,10,43,0,922,1,10,45,6.25
639,6,5677,1,10,42,11.24,6488,1,10,44,18.18
639,8,49,2,30,35,10.58,1845,2,30,37,9.53
639,30,5256,1,10,21,999,1875,1,10,23,999
639,31,6092,2,30,21,999,5659,2,20,23,8.17
639,32,4532,3,33,12,0,4257,3,33,14,0
639,171,6092,1,10,41,6.73,2551,1,10,42,11.54
639,172,1199,2,20,39,14.42,1056,2,20,42,0
639,175,4532,2,20,40,8.17,4257,2,20,42,8.95
639,177,5677,2,20,37,6.73,6488,2,20,40,9.8
639,178,5677,3,33,17,0,6488,3,33,19,4.36
639,179,5677,4,33,15,0,6488,4,33,17,0
639,183,6092,3,30,6,0,2551,2,30,8,0
639,185,5256,71,20,21,999,0,0,0,0,0
639,186,4532,1,10,41,5.77,4257,1,10,43,10.49
639,187,4532,4,30,16,0,4257,4,30,18,0
639,188,5301,2,20,40,0,922,2,20,42,0
639,189,5301,3,33,10,0,922,3,33,12,0
639,190,1199,1,10,34,999,1056,1,10,36,999
639,191,6092,0,0,0,0,5659,1,10,23,12.02
639,192,4532,0,0,0,0,4257,5,30,19,0
639,193,5256,0,0,0,0,1875,2,22,40,999
640,2,2171,1,10,88,0,2163,1,10,90,0
641,2,5158,1,10,75,2.5,93,1,10,77,1.85
641,31,5475,1,10,22,9.5,1440,1,10,24,15.38
641,175,5475,71,20,22,11.28,0,0,0,0,0
641,176,5475,0,0,0,0,1440,2,20,25,0
644,21,1027,1,10,52,9.9,29,1,10,54,12.26
644,30,1026,1,10,24,16.67,3185,1,10,26,999
644,31,1027,3,30,13,0,29,3,30,15,0
644,170,1027,2,20,44,0,29,2,20,46,0
645,2,3810,1,10,89,0,8,1,10,91,0
647,2,2601,1,10,72,0,0,0,0,0,0
647,3,6894,1,10,49,26.04,4437,1,10,50,0
647,4,2449,1,10,42,16.83,5000,1,10,44,15.63
647,30,2449,3,30,21,16,6013,1,10,23,9.62
647,31,6934,1,10,21,999,4504,1,10,23,14.45
647,32,2449,4,30,18,0,5946,3,30,20,0
647,33,6805,2,30,14,0,5698,2,30,16,0
647,34,6805,3,30,12,0,5698,3,30,14,0
647,35,6934,3,30,1,0,4504,2,30,2,0
647,170,6805,1,10,47,999,5698,1,10,49,999
647,171,2601,72,37,56,0,0,0,0,0,0
647,172,2601,71,30,55,0,0,0,0,0,0
647,176,2449,2,20,42,14.42,5946,1,10,45,20
647,178,2601,2,40,68,0,0,0,0,0,0
647,179,6934,2,22,18,0,6012,1,10,19,999
647,180,2449,0,0,0,0,5946,2,88,37,999
647,181,2449,0,0,0,0,6013,2,88,22,7.69
647,182,6934,0,0,0,0,6012,2,88,23,0
648,3,5043,1,10,65,0,0,0,0,0,0
649,1,861,1,10,55,22.08,3895,1,10,58,44.23
649,2,861,2,20,53,0,3895,2,20,55,0
649,3,1981,2,20,33,11.54,2943,2,20,35,11.54
649,30,5565,2,20,30,999,2811,2,20,32,999
649,32,5565,3,30,12,0,2811,3,30,14,0
649,33,5565,4,30,9,0,2811,4,30,11,0
649,35,1981,0,0,0,0,2943,3,30,1,0
649,171,5565,1,10,34,999,2811,1,10,36,999
649,172,1981,1,10,36,11.54,2943,1,10,38,11.54
650,32,5109,3,33,16,0,4686,3,33,18,0
650,172,5109,2,20,37,999,4686,2,20,39,14.18
650,177,5109,1,10,48,999,4686,1,10,51,20
650,178,5109,4,30,3,0,4686,4,30,5,0
651,1,602,1,10,58,26.32,64,1,10,60,31.41
652,1,1228,1,10,66,0,4476,1,10,68,0
652,2,1228,2,20,65,0,4476,2,20,67,0
652,3,3106,2,20,43,0,5311,2,20,45,0
652,4,6598,2,20,41,0,4804,2,20,43,0
652,5,976,1,10,38,15.38,5092,1,10,40,16.78
652,6,1570,1,10,35,11.15,5177,1,10,38,15.42
652,30,3106,3,30,16,0,5311,3,30,18,16.67
652,31,976,3,30,14,0,5092,3,30,16,0
652,32,976,4,30,12,0,5092,4,30,15,0
652,33,976,5,30,10,0,5092,5,30,13,0
652,34,3106,4,30,8,0,5311,4,30,10,0
652,35,976,6,30,6,0,5092,6,30,8,0
652,36,6598,3,30,5,0,4804,3,30,6,0
652,37,1570,3,30,4,0,5177,3,30,6,0
652,38,6598,4,30,2,0,4804,4,30,4,0
652,39,1570,4,30,1,0,5177,4,30,3,0
652,170,3106,1,10,43,76.5,5311,1,10,45,19.58
652,171,976,2,20,35,5.88,5092,2,20,37,7.05
652,172,6598,1,10,44,26.4,4804,1,10,46,16.67
652,173,1570,2,20,36,17.17,5177,2,20,38,16.16
654,1,5513,1,10,62,27.78,3120,1,10,64,15.38
654,2,3473,1,10,53,0,1535,2,22,55,7.4
654,3,3885,1,10,34,9.07,1354,1,10,36,15.31
654,30,4239,1,10,27,0,1889,1,10,29,0
654,31,4830,1,10,22,6.3,1888,1,10,24,12.02
654,32,4239,2,30,7,0,1889,2,30,9,0
654,33,4239,3,30,3,0,1889,3,30,5,0
654,34,4239,0,0,0,0,1889,4,30,1,0
654,171,5513,2,20,61,5.56,3120,2,20,63,999
654,178,4830,2,22,20,6.79,1888,2,22,22,12.02
654,179,3473,2,50,88,0,1535,71,50,90,0
654,180,5513,3,57,87,0,3120,3,57,89,0
654,181,3885,2,20,39,0,1354,2,20,41,29.41
654,182,3473,0,0,0,0,1535,1,10,43,0
655,1,3472,1,10,61,998,1722,1,10,63,265.31
655,2,3472,2,20,60,0,1722,2,20,62,0
655,3,4315,1,10,35,30,2498,1,10,37,15.38
655,4,4238,1,10,34,41.67,7291,1,10,36,46.3
655,5,1220,1,10,31,21.88,4398,1,10,33,31.12
655,30,4315,3,30,4,0,2498,3,30,6,0
655,31,4315,4,30,2,0,2498,4,30,4,0
655,32,4238,0,0,0,0,7291,3,30,1,0
655,33,4315,0,0,0,0,2498,5,30,1,0
655,172,4315,2,20,34,23.33,2498,2,20,36,26.67
655,174,4238,2,22,35,24.48,7291,2,20,38,41.67
656,3,817,2,20,43,5,7118,2,20,46,9.29
656,4,230,2,20,41,9.62,2866,2,20,43,8.51
656,5,564,2,20,36,5,2607,2,20,39,0
656,30,817,3,30,20,0,7118,3,30,22,3.85
656,31,230,3,30,14,0,2866,3,30,16,0
656,32,230,4,30,14,0,2866,4,30,16,0
656,33,564,3,30,11,0,2607,3,30,13,0
656,34,564,4,30,9,0,2607,4,30,11,0
656,35,230,5,30,5,0,2866,5,30,7,0
656,170,817,1,10,43,37.5,7118,1,10,46,52.55
656,172,230,1,10,43,14.96,2866,1,10,45,20
656,173,564,1,10,36,26.44,2607,1,10,38,30.05
656,174,817,0,0,0,0,7118,4,37,23,0
657,3,2947,1,10,47,18.58,6807,1,10,50,19.23
657,4,1153,1,10,42,0,3057,1,10,44,0
657,5,1523,1,10,35,19.61,0,0,0,0,0
657,171,1153,2,20,39,19.23,3057,2,20,42,10
657,177,1523,2,20,42,19.61,0,0,0,0,0
658,1,2172,1,10,55,16.8,0,0,0,0,0
658,2,2172,2,20,56,0,0,0,0,0,0
660,1,416,1,10,73,0,1936,1,10,75,0
660,2,416,2,20,71,0,1936,2,20,74,0
660,4,2682,1,10,44,14.58,2997,1,10,47,17.5
660,30,2493,1,10,24,10.53,4601,1,10,27,13.68
660,31,2493,51,40,23,0,5767,1,10,25,8.17
660,172,2493,2,20,24,10.5,4601,2,20,26,12.63
661,2,5045,1,10,88,0,0,0,0,0,0
662,1,2816,1,10,58,26.04,1542,1,10,60,35.33
664,2,103,1,10,74,0,1132,1,10,76,0
664,4,359,1,10,47,18.62,1828,1,10,49,17.31
664,5,1006,1,10,45,15.87,3006,1,10,48,14.42
664,6,2106,1,10,41,24.04,2874,1,10,43,29.81
664,7,695,1,10,40,20.19,1943,1,10,42,19.23
664,8,540,2,20,44,30,3541,2,20,46,44.29
664,30,540,3,30,14,0,3541,3,30,16,0
664,31,2106,3,30,13,0,2874,3,30,15,0
664,32,2931,2,30,12,0,1617,2,30,14,0
664,33,2106,4,30,11,0,2874,4,30,13,0
664,34,2931,3,30,10,0,1617,3,30,12,0
664,35,540,4,30,10,0,3541,4,30,12,0
664,36,2106,5,30,8,0,2874,5,30,11,0
664,174,540,1,10,45,29.58,3541,1,10,47,35.71
664,175,2931,1,10,39,7.55,1617,1,10,41,11.11
664,177,2106,2,20,41,4.49,2874,2,20,43,8.97
664,178,1006,2,20,39,14.9,3006,2,20,41,9.62
664,179,359,2,22,51,16.15,1828,2,22,53,15.38
671,1,2491,2,20,57,6.25,5281,2,20,59,0
671,30,2491,3,30,23,5.77,6826,1,10,25,11.54
671,170,2491,1,10,56,11,5281,1,10,58,18
671,171,2491,71,30,33,0,0,0,0,0,0
672,1,778,1,10,54,16.03,4705,1,10,56,20
672,2,5903,1,10,51,0,4603,1,10,53,19.56
672,3,4550,2,20,32,5.11,4706,2,20,34,7.41
672,30,3485,1,10,24,999,4707,1,10,26,8
672,171,4550,1,10,38,0,4706,1,10,40,0
672,172,4550,3,30,14,0,4706,3,30,16,0
672,173,4550,4,30,8,0,4706,4,30,10,0
672,174,4550,5,30,10,0,4706,5,30,12,0
672,175,3485,2,22,24,0,4707,2,22,26,20
673,1,3642,1,10,50,0,1968,1,10,52,16.48
673,2,2126,2,20,50,9.62,2502,2,20,53,9.62
673,30,8,2,20,27,11.11,2501,2,20,29,0
673,31,1891,2,20,24,11.06,2555,2,20,27,10.58
673,32,3642,3,30,13,0,1968,3,30,15,0
673,33,8,3,30,3,0,2501,3,30,5,0
673,34,1891,3,30,1,0,2555,3,30,2,0
673,35,8,0,0,0,0,2501,4,30,1,0
673,36,1891,0,0,0,0,2555,4,30,1,0
673,170,2126,1,10,60,19.23,2502,1,10,62,22.44
673,172,3642,2,20,41,12.02,1968,2,20,43,14.42
673,174,3642,4,30,12,0,1968,4,30,14,0
673,175,8,1,10,24,5.49,2501,1,10,26,17.31
673,176,1891,1,10,43,16.83,2555,1,10,45,20.19
674,1,5940,1,10,56,999,1757,1,10,58,0
674,2,5940,2,20,55,999,1757,2,20,57,9.93
674,3,2052,1,10,35,15.81,3849,1,10,37,16.2
674,5,5484,2,20,34,25,2959,2,20,36,16.68
674,30,5484,3,30,5,0,2959,3,30,7,0
674,31,2052,3,30,2,0,3849,3,30,5,0
674,32,5484,4,30,1,0,2959,4,30,3,0
674,170,5484,1,10,38,20,2959,1,10,40,22.61
674,171,2052,2,20,32,8.5,3849,2,20,34,8.64
677,2,473,1,10,66,0,3173,1,10,68,0
677,4,5274,2,20,46,0,3491,2,20,48,0
677,5,6952,1,10,43,24.04,3922,1,10,44,28.57
677,30,5648,1,10,24,9.4,3490,1,10,26,10
677,32,6332,1,10,22,0,5475,1,10,24,0
677,33,6952,3,30,16,0,3922,3,30,18,0
677,34,6952,4,30,12,0,3922,4,30,14,0
677,37,5319,2,30,6,0,3965,3,33,8,0
677,172,6952,2,20,40,2.4,3922,2,20,42,6.12
677,177,5274,1,10,55,17.31,3491,1,10,57,16.03
677,181,473,71,10,72,0,0,0,0,0,0
677,182,5319,1,10,22,5.34,3965,2,20,24,6.72
677,183,5648,2,88,16,0,3490,2,22,18,0
677,184,5319,3,30,1,0,3965,4,33,3,0
677,185,5648,0,0,0,0,3490,3,48,17,0
677,186,5648,0,0,0,0,3490,4,97,1,0
677,187,5319,0,0,0,0,3965,1,10,24,0
677,188,5319,0,0,0,0,3965,5,30,1,0
679,1,619,1,10,75,0,425,1,10,77,0
679,2,619,2,20,68,0,425,81,20,70,0
681,1,132,1,10,88,0,313,1,10,90,0
682,3,2856,1,10,49,25,4666,1,10,51,21.63
682,4,2856,2,30,31,0,4666,2,30,33,0
685,1,133,1,10,82,0,2619,1,10,84,19.05
685,2,133,2,20,77,0,2619,2,20,79,0
685,3,3336,1,10,46,0,2618,1,10,48,0
686,1,2432,2,20,58,11.11,2746,2,20,60,0
686,2,6588,1,10,55,0,3503,1,10,57,0
686,3,3834,1,10,52,999,2330,1,10,54,7.14
686,30,3834,71,30,27,999,3988,1,10,29,6.15
686,31,6588,3,30,29,0,5568,1,10,31,0
686,32,2432,3,30,25,999,2746,3,30,27,3.13
686,33,6588,4,30,22,0,3503,3,30,24,0
686,34,6588,5,30,16,0,3503,4,30,18,0
686,35,2432,4,30,15,0,2746,4,30,17,0
686,36,6588,6,60,5,0,3503,5,60,6,0
686,37,6588,7,60,2,0,3503,6,60,4,0
686,170,3834,2,20,47,13,2330,2,20,49,13.7
686,171,6588,2,20,54,0,3503,2,20,56,0
686,172,2432,1,10,56,0,2746,1,10,58,0
686,176,3834,0,0,0,0,3988,2,20,23,5
686,177,6588,0,0,0,0,5568,2,88,24,0
687,1,6555,1,10,61,999,3986,1,10,63,999
687,2,6555,2,20,57,999,3986,2,20,58,999
687,3,6555,4,30,35,999,3986,4,30,36,999
687,4,6555,3,30,33,0,3986,3,30,35,0
687,5,6542,1,10,32,30,3990,1,10,33,0
687,32,6542,0,0,0,0,3990,3,30,1,0
687,33,6542,0,0,0,0,3990,4,30,1,0
687,170,6555,5,60,15,0,3986,5,60,17,0
687,171,6555,6,60,14,0,3986,6,60,16,0
687,173,6542,2,20,24,0,3990,2,20,26,6.25
691,1,43,1,10,61,37.5,963,1,10,63,18.75
691,2,43,2,20,60,0,963,2,20,62,0
691,3,4469,1,10,37,17.86,1025,1,10,39,30.61
691,4,4418,1,10,40,20.41,1316,1,10,42,22
691,5,4317,1,10,39,26.52,4041,1,10,41,24.31
691,6,38,1,10,38,67.31,4330,1,10,40,999
691,30,2378,2,30,13,0,1762,2,30,15,0
691,31,4418,3,30,12,0,1316,3,30,14,0
691,32,2378,3,30,10,0,1762,3,30,12,0
691,33,4418,4,30,9,0,1316,4,30,11,0
691,34,38,3,30,7,0,4330,3,30,9,0
691,35,38,4,30,3,0,4330,4,30,5,0
691,36,4317,3,30,3,0,4041,3,30,5,0
691,37,4469,0,0,0,0,1025,3,30,1,0
691,170,4418,2,20,40,0,1316,2,20,42,0
