age	hours_pct	mean_hrs	num_obs
"23"	41.00000	1819.92651	1032697.56000
"23"	44.00000	1838.75293	138241.51000
"23"	45.00000	1901.67175	619800.75000
"23"	47.00000	1960.81848	461396.67000
"23"	48.00000	1999.40222	346323.79000
"23"	49.00000	2036.11243	195728.10000
"23"	50.00000	2079.95581	11223602.52000
"23"	85.00000	2100.42993	34807.67000
"23"	86.00000	2192.25049	348689.97000
"23"	87.00000	2330.76978	1209839.88000
"23"	90.00000	2386.50879	53784.32000
"23"	91.00000	2470.50928	327446.69000
"23"	92.00000	2596.29565	1266410.52000
"23"	96.00000	2802.26929	526119.25000
"23"	97.00000	2898.47290	71141.96000
"23"	98.00000	3104.39111	545673.07000
"23"	99.00000	3335.87402	110521.48000
"23"	100.00000	3982.36255	274929.30000
"24"	1.00000	0.00000	1110421.35000
"24"	4.00000	189.55051	344102.40000
"24"	5.00000	328.11334	376728.68000
"24"	6.00000	409.71375	376543.18000
"24"	7.00000	481.23407	374047.64000
"24"	8.00000	531.04608	374715.44000
"24"	9.00000	617.89484	502119.13000
"24"	10.00000	676.50513	233588.52000
"24"	11.00000	754.58594	492423.84000
"24"	12.00000	799.97260	320777.87000
"24"	13.00000	837.25708	223318.07000
"24"	14.00000	902.10010	388215.90000
"24"	15.00000	976.44434	487874.75000
"24"	16.00000	1039.38672	1153357.00000
"24"	19.00000	1063.68384	146783.52000
"24"	20.00000	1131.20264	379406.81000
"24"	21.00000	1199.20190	457991.89000
"24"	22.00000	1246.24219	263191.71000
"24"	23.00000	1293.52856	716471.73000
"24"	25.00000	1372.39221	428539.54000
"24"	26.00000	1435.21423	297284.74000
"24"	27.00000	1502.77417	371340.44000
"24"	28.00000	1559.98718	980184.88000
"24"	30.00000	1597.87354	644550.97000
"24"	32.00000	1653.97583	296942.28000
"24"	33.00000	1692.81421	262671.65000
"24"	34.00000	1749.52307	371737.36000
"24"	35.00000	1813.63953	1274330.83000
"24"	38.00000	1861.40564	392806.43000
"24"	39.00000	1914.29980	425290.69000
"24"	40.00000	1924.00000	115457.95000
"24"	41.00000	1968.73743	480028.08000
"24"	42.00000	1999.14514	431298.00000
"24"	43.00000	2034.27905	244062.36000
"24"	44.00000	2079.98145	13916415.67000
"24"	82.00000	2136.05322	163670.78000
"24"	83.00000	2227.66626	400983.18000
"24"	84.00000	2338.71216	1397668.88000
"24"	88.00000	2457.61401	448636.63000
"24"	89.00000	2595.40796	1994729.50000
"24"	94.00000	2694.67090	232160.68000
"24"	95.00000	2851.14429	570533.65000
"24"	96.00000	2880.00000	9638.57000
"24"	97.00000	3099.30908	824178.90000
"24"	99.00000	3469.36987	402282.44000
"24"	100.00000	4194.30518	221870.79000
"25"	1.00000	0.00000	1234908.62000
"25"	4.00000	201.27852	352627.70000
"25"	5.00000	357.36969	408301.77000
"25"	6.00000	460.23126	400043.35000
"25"	7.00000	526.28619	333112.28000
"25"	8.00000	619.72552	390392.65000
"25"	9.00000	707.18182	388609.27000
"25"	10.00000	790.92542	459512.62000
"25"	11.00000	866.00470	364180.12000
"25"	12.00000	947.13037	347586.96000
"25"	13.00000	1031.34204	1280403.34000
"25"	16.00000	1094.78552	301759.33000
"25"	17.00000	1189.14978	501774.85000
"25"	18.00000	1247.17822	266096.76000
"25"	19.00000	1292.75256	708222.65000
"25"	20.00000	1321.95081	58502.56000
"25"	21.00000	1382.19275	395144.92000
"25"	22.00000	1437.37231	391280.57000
"25"	23.00000	1546.97791	1252962.01000
"25"	26.00000	1598.24158	694879.76000
"25"	28.00000	1662.52539	468253.11000
"25"	29.00000	1744.80432	426541.59000
"25"	30.00000	1796.53149	272568.63000
"25"	31.00000	1820.00000	1079142.00000
"25"	33.00000	1838.48816	182652.32000
"25"	34.00000	1873.69885	294708.45000
"25"	35.00000	1917.78845	443269.11000
"25"	36.00000	1960.13977	632159.89000
"25"	37.00000	1999.00476	514126.74000
"25"	39.00000	2079.32812	16080673.99000
"25"	80.00000	2162.09937	372937.89000
"25"	81.00000	2232.24609	272964.14000
"25"	82.00000	2335.69995	1959422.28000
"25"	87.00000	2460.63647	500086.73000
"25"	88.00000	2595.40771	2289836.01000
"25"	94.00000	2710.18604	326263.19000
"25"	95.00000	2857.41089	566979.77000
"25"	96.00000	3094.36450	1088486.97000
"25"	99.00000	3507.17334	391591.54000
"25"	100.00000	4273.28760	281409.42000
"26"	1.00000	0.00000	1425373.96000
"26"	4.00000	134.78668	234086.90000
"26"	5.00000	313.71655	388040.04000
"26"	6.00000	441.31427	553159.13000
"26"	7.00000	527.32599	311879.51000
"26"	8.00000	621.34814	368522.60000
"26"	9.00000	735.33624	507206.19000
"26"	10.00000	804.57739	327664.86000
"26"	11.00000	887.25494	404316.81000
"26"	12.00000	976.89679	432108.26000
"26"	13.00000	1039.06482	961727.57000
"26"	15.00000	1094.55261	261251.94000
"26"	16.00000	1186.47107	449219.28000
"26"	17.00000	1261.15369	426921.06000
"26"	18.00000	1299.26758	419225.15000
"26"	19.00000	1374.77271	433964.25000
"26"	20.00000	1436.05933	324564.07000
"26"	21.00000	1542.77002	1042922.70000
"26"	23.00000	1598.00293	620548.06000
"26"	25.00000	1661.72571	521996.87000
"26"	26.00000	1730.76306	272432.76000
"26"	27.00000	1777.49670	526074.25000
"26"	28.00000	1819.96704	1148981.62000
"26"	31.00000	1859.26929	464135.46000
"26"	32.00000	1914.09692	546752.32000
"26"	33.00000	1927.12476	142423.75000
"26"	34.00000	1972.05933	425562.53000
"26"	35.00000	1998.77856	532204.06000
"26"	36.00000	2040.20618	269423.38000
"26"	37.00000	2080.00000	17086573.62000
"26"	78.00000	2134.54590	146613.15000
"26"	79.00000	2205.55786	400299.44000
"26"	80.00000	2332.59351	2174390.22000
"26"	85.00000	2404.72632	258932.77000
"26"	86.00000	2496.26318	415490.61000
"26"	87.00000	2598.68530	2506119.46000
"26"	93.00000	2699.27710	367337.92000
"26"	94.00000	2852.43506	779655.08000
"26"	95.00000	2880.00000	21941.95000
"26"	96.00000	3103.09668	1254603.11000
"26"	99.00000	3485.65088	437766.73000
"26"	100.00000	4254.88867	352838.88000
"27"	1.00000	0.00000	1567177.58000
"27"	4.00000	62.25932	127126.25000
"27"	5.00000	260.68027	426076.44000
"27"	6.00000	394.74777	418689.40000
"27"	7.00000	498.88406	444871.97000
"27"	8.00000	608.31262	465806.88000
"27"	9.00000	705.23895	359450.48000
"27"	10.00000	793.33350	425234.20000
"27"	11.00000	874.76233	421370.67000
"27"	12.00000	1018.87164	1227931.42000
"27"	14.00000	1050.00000	49276.18000
"27"	15.00000	1158.73389	649617.88000
"27"	16.00000	1247.35535	257402.30000
"27"	17.00000	1293.27136	590518.12000
"27"	18.00000	1345.39978	198160.42000
"27"	19.00000	1422.29077	495624.45000
"27"	20.00000	1497.92700	340502.43000
"27"	21.00000	1559.99280	742067.80000
"27"	22.00000	1598.61389	560016.92000
"27"	24.00000	1663.90662	488936.56000
"27"	25.00000	1744.09351	466536.80000
"27"	26.00000	1796.44080	279725.55000
"27"	27.00000	1819.97705	1039248.75000
"27"	29.00000	1858.40784	421843.19000
"27"	30.00000	1913.90027	499705.43000
"27"	31.00000	1924.00000	159188.13000
"27"	32.00000	1969.88586	540513.70000
"27"	33.00000	1999.15002	463649.64000
"27"	34.00000	2079.40430	17850290.24000
"27"	76.00000	2165.28540	462773.78000
"27"	77.00000	2224.67041	181817.75000
"27"	78.00000	2333.20386	2399904.47000
"27"	83.00000	2384.99268	114009.63000
"27"	84.00000	2467.69336	591495.01000
"27"	85.00000	2595.78271	2919905.31000
"27"	92.00000	2699.22925	347439.78000
"27"	93.00000	2851.23364	907869.76000
"27"	95.00000	3097.80029	1378806.09000
"27"	98.00000	3353.16016	310612.46000
"27"	99.00000	3634.85693	360471.36000
"27"	100.00000	4363.33203	363590.02000
"28"	1.00000	0.00000	1705131.52000
"28"	4.00000	23.72248	65408.99000
"28"	5.00000	233.65834	526980.23000
"28"	6.00000	385.63083	349472.38000
"28"	7.00000	489.42700	533132.35000
"28"	8.00000	604.92352	467356.06000
"28"	9.00000	692.33020	304019.25000
"28"	10.00000	791.09717	481979.71000
"28"	11.00000	913.86902	578392.05000
"28"	12.00000	1030.86316	1067797.60000
"28"	14.00000	1052.01440	67861.54000
"28"	15.00000	1127.09265	438716.24000
"28"	16.00000	1212.78821	524449.45000
"28"	17.00000	1288.67029	620927.14000
"28"	18.00000	1343.04773	169929.86000
"28"	19.00000	1419.06030	498037.42000
"28"	20.00000	1499.96753	380312.47000
"28"	21.00000	1559.94678	795246.69000
"28"	22.00000	1597.62280	588086.58000
"28"	24.00000	1663.69910	520797.02000
"28"	25.00000	1745.77209	511274.18000
"28"	26.00000	1796.48743	228331.35000
"28"	27.00000	1819.98975	971436.43000
"28"	29.00000	1861.26172	527992.36000
"28"	30.00000	1912.19800	478805.61000
"28"	31.00000	1940.19141	302400.93000
"28"	32.00000	1975.99780	405761.12000
"28"	33.00000	1999.23279	491194.93000
"28"	34.00000	2079.47778	18338015.26000
"28"	76.00000	2167.27051	443691.45000
"28"	77.00000	2246.93945	482189.29000
"28"	78.00000	2339.04028	2342208.96000
"28"	83.00000	2402.41333	287242.19000
"28"	84.00000	2492.38965	414823.32000
"28"	85.00000	2595.76465	3295272.62000
"28"	92.00000	2696.55225	289604.15000
"28"	93.00000	2850.87109	890914.51000
"28"	95.00000	3095.11157	1483214.01000
"28"	98.00000	3352.67456	311430.00000
"28"	99.00000	3620.03174	291537.79000
"28"	100.00000	4280.08594	424441.74000
"29"	1.00000	0.00000	1848031.53000
"29"	5.00000	167.06689	455514.72000
"29"	6.00000	362.30585	439214.13000
"29"	7.00000	484.60660	534195.71000
"29"	8.00000	599.08856	449945.83000
"29"	9.00000	704.41907	338045.40000
"29"	10.00000	789.82916	453150.11000
"29"	11.00000	879.57977	450515.93000
"29"	12.00000	1019.19604	1252793.12000
"29"	14.00000	1061.14062	102686.47000
"29"	15.00000	1167.52551	617869.73000
"29"	16.00000	1260.91895	439723.01000
"29"	17.00000	1299.36292	344298.18000
"29"	18.00000	1376.35071	406149.45000
"29"	19.00000	1453.75122	517795.35000
"29"	20.00000	1553.33374	901546.84000
"29"	22.00000	1598.33008	614563.06000
"29"	23.00000	1653.21008	256053.77000
"29"	24.00000	1703.53223	429473.45000
"29"	25.00000	1778.82983	498137.66000
"29"	26.00000	1820.00000	1080946.12000
"29"	28.00000	1860.40662	440867.69000
"29"	29.00000	1915.46338	404256.11000
"29"	30.00000	1939.74048	310785.81000
"29"	31.00000	1975.93701	424078.42000
"29"	32.00000	1998.80115	502870.45000
"29"	33.00000	2079.46240	18941345.85000
"29"	75.00000	2167.32227	451050.50000
"29"	76.00000	2252.69434	503319.23000
"29"	77.00000	2338.87207	2530912.76000
"29"	82.00000	2395.05103	184207.00000
"29"	83.00000	2482.85669	525917.17000
"29"	84.00000	2596.83984	3499905.80000
"29"	92.00000	2707.73340	400149.65000
"29"	93.00000	2858.19775	891172.05000
"29"	94.00000	2879.61011	34004.22000
"29"	95.00000	3096.80859	1639152.17000
"29"	98.00000	3352.21997	276045.68000
"29"	99.00000	3616.81689	321967.62000
"29"	100.00000	4252.30908	449439.46000
"30"	1.00000	0.00000	2049011.86000
"30"	5.00000	98.68877	292357.12000
"30"	6.00000	302.27905	473331.99000
"30"	7.00000	440.71378	529078.63000
"30"	8.00000	548.31879	452711.74000
"30"	9.00000	667.79688	507820.96000
"30"	10.00000	784.20074	451871.92000
"30"	11.00000	880.92377	388856.69000
"30"	12.00000	1018.21906	1121643.69000
"30"	14.00000	1094.52502	304432.95000
"30"	15.00000	1187.01172	475159.49000
"30"	16.00000	1261.74170	444756.20000
"30"	17.00000	1312.97461	487119.26000
"30"	18.00000	1420.98645	525289.80000
"30"	19.00000	1543.35437	1099219.76000
"30"	21.00000	1598.78430	578755.72000
"30"	22.00000	1632.87695	108808.37000
"30"	23.00000	1685.32678	510263.75000
"30"	24.00000	1774.46729	524845.82000
"30"	25.00000	1819.91675	1051438.75000
"30"	27.00000	1858.73645	436697.61000
"30"	28.00000	1913.91089	481694.13000
"30"	29.00000	1939.27966	324951.64000
"30"	30.00000	1976.00000	410926.95000
"30"	31.00000	1999.34424	478470.66000
"30"	32.00000	2079.46460	19721790.16000
"30"	74.00000	2164.18726	556772.40000
"30"	75.00000	2230.59839	367588.96000
"30"	76.00000	2335.45557	2877868.30000
"30"	82.00000	2466.11230	712561.56000
"30"	83.00000	2500.00000	89042.91000
"30"	84.00000	2598.90039	3563646.32000
"30"	91.00000	2698.12378	379796.73000
"30"	92.00000	2851.00513	1028329.25000
"30"	94.00000	2938.56396	168144.18000
"30"	95.00000	3116.43970	1620724.55000
"30"	98.00000	3354.49609	304754.75000
"30"	99.00000	3610.57080	393790.50000
"30"	100.00000	4237.53613	463954.93000
"31"	1.00000	0.00000	2111161.43000
"31"	5.00000	78.46494	207477.48000
"31"	6.00000	269.84723	462938.46000
"31"	7.00000	424.12320	609697.03000
"31"	8.00000	525.77289	317777.59000
"31"	9.00000	652.12494	551464.30000
"31"	10.00000	782.51910	472140.32000
"31"	11.00000	870.14697	364331.56000
"31"	12.00000	1017.42902	1283976.90000
"31"	14.00000	1070.83337	113269.25000
"31"	15.00000	1169.83606	527471.03000
"31"	16.00000	1259.32922	449906.89000
"31"	17.00000	1302.52661	431175.58000
"31"	18.00000	1407.79077	645503.55000
"31"	19.00000	1489.89087	256209.49000
"31"	20.00000	1558.83423	799826.78000
"31"	21.00000	1598.82373	573664.74000
"31"	22.00000	1610.00000	15014.58000
"31"	23.00000	1667.35413	464591.43000
"31"	24.00000	1766.47412	616838.17000
"31"	25.00000	1819.97156	1020358.97000
"31"	27.00000	1858.56140	429632.58000
"31"	28.00000	1914.87793	534373.34000
"31"	29.00000	1928.06006	189353.16000
"31"	30.00000	1971.93225	512268.24000
"31"	31.00000	1998.36633	519360.87000
"31"	32.00000	2079.35376	19474210.01000
"31"	74.00000	2167.58789	387660.04000
"31"	75.00000	2252.76416	522058.55000
"31"	76.00000	2338.81421	2630091.51000
"31"	81.00000	2384.33423	96798.81000
"31"	82.00000	2475.16309	688590.89000
"31"	83.00000	2522.09082	177688.46000
"31"	84.00000	2599.98389	3638988.43000
"31"	91.00000	2696.56055	344241.18000
"31"	92.00000	2852.31641	1033329.65000
"31"	94.00000	2903.07324	115182.66000
"31"	95.00000	3110.13110	1655066.62000
"31"	98.00000	3361.99829	294773.54000
"31"	99.00000	3613.79053	336599.01000
"31"	100.00000	4287.71436	450345.24000
"32"	1.00000	0.00000	2290332.22000
"32"	5.00000	18.46067	49129.05000
"32"	6.00000	189.71002	470083.93000
"32"	7.00000	376.65213	475804.25000
"32"	8.00000	499.88492	457487.36000
"32"	9.00000	614.24298	461641.53000
"32"	10.00000	759.32288	592153.00000
"32"	11.00000	869.61981	341908.79000
"32"	12.00000	1016.13818	1290178.73000
"32"	14.00000	1071.79565	116801.55000
"32"	15.00000	1171.33875	559129.33000
"32"	16.00000	1260.24365	395964.67000
"32"	17.00000	1312.97668	480508.22000
"32"	18.00000	1417.76038	472664.72000
"32"	19.00000	1540.03723	999978.34000
"32"	21.00000	1598.20471	659319.84000
"32"	22.00000	1654.19360	330230.51000
"32"	23.00000	1695.17310	313071.09000
"32"	24.00000	1773.57947	509132.38000
"32"	25.00000	1819.96997	1034377.77000
"32"	27.00000	1859.42419	505479.79000
"32"	28.00000	1912.54077	488534.11000
"32"	29.00000	1936.70496	315774.07000
"32"	30.00000	1976.00000	452155.17000
"32"	31.00000	1998.01672	483691.94000
"32"	32.00000	2079.49585	19317382.04000
"32"	73.00000	2166.15332	449455.27000
"32"	74.00000	2231.50244	308345.95000
"32"	75.00000	2334.95898	2912875.18000
"32"	81.00000	2466.38721	750827.51000
"32"	82.00000	2500.00000	91191.48000
"32"	83.00000	2598.42334	3865463.67000
"32"	91.00000	2697.87329	374909.23000
"32"	92.00000	2851.19238	1129796.22000
"32"	94.00000	2912.81201	155045.21000
"32"	95.00000	3116.53491	1638235.60000
"32"	98.00000	3358.58105	316192.30000
"32"	99.00000	3625.59863	401731.90000
"32"	100.00000	4225.51660	444922.22000
"33"	1.00000	0.00000	2354981.92000
"33"	6.00000	137.00116	463564.56000
"33"	7.00000	339.23550	535567.05000
"33"	8.00000	479.90335	541836.79000
"33"	9.00000	603.67950	393223.94000
"33"	10.00000	732.38153	483539.96000
"33"	11.00000	826.12231	441307.48000
"33"	12.00000	935.03357	426093.11000
"33"	13.00000	1032.33386	916845.52000
"33"	14.00000	1050.00000	29652.92000
"33"	15.00000	1158.57178	645282.46000
"33"	16.00000	1260.67065	420709.89000
"33"	17.00000	1302.74536	333388.11000
"33"	18.00000	1406.76099	624980.21000
"33"	19.00000	1541.52539	1036545.92000
"33"	21.00000	1598.30017	551555.69000
"33"	22.00000	1653.58691	359761.41000
"33"	23.00000	1687.30005	269172.52000
"33"	24.00000	1768.85229	619240.12000
"33"	25.00000	1819.98743	982374.74000
"33"	27.00000	1859.71875	484047.66000
"33"	28.00000	1913.41577	443693.70000
"33"	29.00000	1940.86987	315855.43000
"33"	30.00000	1976.25146	425590.10000
"33"	31.00000	2000.00000	504059.18000
"33"	32.00000	2079.41626	19335013.21000
"33"	73.00000	2168.09961	470788.20000
"33"	74.00000	2253.49878	517525.16000
"33"	75.00000	2339.05200	2591629.85000
"33"	80.00000	2385.60718	115047.25000
"33"	81.00000	2474.72729	665620.08000
"33"	82.00000	2596.41846	3935806.11000
"33"	90.00000	2641.80249	48025.25000
"33"	91.00000	2723.45874	502278.79000
"33"	92.00000	2859.82153	1020247.77000
"33"	94.00000	3098.25488	1970054.06000
"33"	98.00000	3356.95312	320564.79000
"33"	99.00000	3616.79883	410596.61000
"33"	100.00000	4313.44238	469496.85000
"34"	1.00000	0.00000	2431533.29000
"34"	6.00000	135.00687	446253.99000
"34"	7.00000	339.50717	488104.89000
"34"	8.00000	479.97470	477156.27000
"34"	9.00000	608.34375	463212.48000
"34"	10.00000	759.26569	637303.64000
"34"	11.00000	862.13318	335878.79000
"34"	12.00000	1015.72021	1265352.81000
"34"	14.00000	1077.13269	138953.59000
"34"	15.00000	1175.19922	570912.61000
"34"	16.00000	1260.72058	428512.03000
"34"	17.00000	1308.65930	466965.61000
"34"	18.00000	1415.30896	588470.72000
"34"	19.00000	1498.80457	326213.67000
"34"	20.00000	1559.84705	706413.95000
"34"	21.00000	1597.69568	564538.76000
"34"	22.00000	1655.01990	379388.27000
"34"	23.00000	1688.79871	274326.61000
"34"	24.00000	1767.37463	613967.94000
"34"	25.00000	1819.93359	1032782.63000
"34"	27.00000	1860.02319	445650.62000
"34"	28.00000	1914.39905	512273.79000
"34"	29.00000	1939.70813	328247.72000
"34"	30.00000	1975.91821	410034.40000
"34"	31.00000	1999.06934	534944.03000
"34"	32.00000	2079.48193	19823893.77000
"34"	73.00000	2135.86914	130699.60000
"34"	74.00000	2202.03931	570364.15000
"34"	75.00000	2281.09790	388452.31000
"34"	76.00000	2339.98730	2491746.34000
"34"	81.00000	2463.96802	880150.44000
"34"	83.00000	2596.02368	3886359.75000
"34"	91.00000	2709.13843	382746.27000
"34"	92.00000	2855.94995	1093870.80000
"34"	94.00000	3098.86230	1972956.05000
"34"	98.00000	3356.48657	386912.37000
"34"	99.00000	3617.32031	374906.98000
"34"	100.00000	4310.98389	450314.06000
"35"	1.00000	0.00000	2557778.38000
"35"	6.00000	118.98282	404428.02000
"35"	7.00000	333.71109	471823.14000
"35"	8.00000	483.94196	554900.73000
"35"	9.00000	605.73657	439178.76000
"35"	10.00000	734.55707	450420.29000
"35"	11.00000	838.78729	491036.15000
"35"	12.00000	1012.44379	1214958.83000
"35"	14.00000	1101.28455	254071.65000
"35"	15.00000	1203.84949	619691.63000
"35"	16.00000	1290.98083	550575.25000
"35"	17.00000	1370.51355	361292.26000
"35"	18.00000	1444.35645	442736.29000
"35"	19.00000	1549.05237	914272.13000
"35"	20.00000	1576.05933	34467.18000
"35"	21.00000	1600.24377	491794.65000
"35"	22.00000	1664.26270	476398.59000
"35"	23.00000	1764.02966	672380.57000
"35"	24.00000	1819.89526	1122600.51000
"35"	26.00000	1839.77966	158288.45000
"35"	27.00000	1897.90002	714258.42000
"35"	28.00000	1940.59595	330341.77000
"35"	29.00000	1975.97742	423673.29000
"35"	30.00000	1999.04504	534213.38000
"35"	31.00000	2079.47534	20535136.32000
"35"	73.00000	2166.57422	505527.00000
"35"	74.00000	2255.80737	489988.56000
"35"	75.00000	2339.29761	2493237.40000
"35"	80.00000	2412.31421	315444.79000
"35"	81.00000	2495.75293	518380.07000
"35"	82.00000	2596.45752	4205624.15000
"35"	90.00000	2694.42480	404528.09000
"35"	91.00000	2849.86230	1149971.80000
"35"	93.00000	2903.16699	149731.24000
"35"	94.00000	3111.49756	1980539.65000
"35"	98.00000	3355.57227	400237.90000
"35"	99.00000	3632.16016	491620.20000
"35"	100.00000	4341.20996	443133.47000
"36"	1.00000	0.00000	2562636.61000
"36"	6.00000	109.45560	345218.31000
"36"	7.00000	304.87665	473123.19000
"36"	8.00000	465.60632	589567.52000
"36"	9.00000	601.56891	385441.10000
"36"	10.00000	752.58478	658786.14000
"36"	11.00000	859.37262	298236.33000
"36"	12.00000	1012.06549	1170145.89000
"36"	14.00000	1100.60120	287177.25000
"36"	15.00000	1209.28528	476771.73000
"36"	16.00000	1288.15247	592219.20000
"36"	17.00000	1378.92383	372454.84000
"36"	18.00000	1474.93787	490584.55000
"36"	19.00000	1559.91846	746289.62000
"36"	20.00000	1598.22009	517393.24000
"36"	21.00000	1653.70984	344011.15000
"36"	22.00000	1705.50549	361981.35000
"36"	23.00000	1778.11963	442167.08000
"36"	24.00000	1819.93030	1066488.36000
"36"	26.00000	1858.57129	489500.58000
"36"	27.00000	1912.44690	396411.73000
"36"	28.00000	1959.77356	825971.04000
"36"	29.00000	1999.14099	372376.12000
"36"	30.00000	2036.58801	223336.06000
"36"	31.00000	2079.98096	20120870.04000
"36"	72.00000	2138.25513	178488.56000
"36"	73.00000	2204.90820	541929.57000
"36"	74.00000	2332.61279	2873397.98000
"36"	80.00000	2463.92432	866409.76000
"36"	81.00000	2500.00000	110963.37000
"36"	82.00000	2598.66040	4189296.12000
"36"	90.00000	2697.06836	329991.32000
"36"	91.00000	2849.12842	1130178.73000
