,Codes:,Interest_Income
148,212221.0,221500683.77387616
149,212222.0,221500683.77387616
150,21223.0,443001367.5477523
151,212231.0,221500683.77387616
152,212234.0,221500683.77387616
153,21229.0,443001367.5477523
154,212291.0,221500683.77387616
155,212299.0,221500683.77387616
156,2123.0,1772005470.1910093
157,21231.0,590668490.0636698
158,212311.0,147667122.51591745
159,212312.0,147667122.51591745
160,212313.0,147667122.51591745
161,212319.0,147667122.51591745
162,21232.0,590668490.0636698
163,212321.0,147667122.51591745
164,212322.0,147667122.51591745
165,212324.0,147667122.51591745
166,212325.0,147667122.51591745
167,21239.0,590668490.0636698
168,212391.0,147667122.51591745
169,212392.0,147667122.51591745
170,212393.0,147667122.51591745
171,212399.0,147667122.51591745
172,213.0,5316016410.573028
173,2131.0,5316016410.573028
174,21311.0,5316016410.573028
175,213111.0,1063203282.1146055
176,213112.0,1063203282.1146055
177,213113.0,1063203282.1146055
178,213114.0,1063203282.1146055
179,213115.0,1063203282.1146055
180,22.0,26579082049.77812
181,221.0,26579082049.77812
182,2211.0,8859694016.592707
183,22111.0,4429847008.296353
184,221111.0,553730876.0370442
185,221112.0,553730876.0370442
186,221113.0,553730876.0370442
187,221114.0,553730876.0370442
188,221115.0,553730876.0370442
189,221116.0,553730876.0370442
190,221117.0,553730876.0370442
191,221118.0,553730876.0370442
192,22112.0,4429847008.296353
193,221121.0,2214923504.1481767
194,221122.0,2214923504.1481767
195,2212.0,8859694016.592707
196,22121.0,8859694016.592707
197,221210.0,8859694016.592707
198,2213.0,8859694016.592707
199,22131.0,2953231338.8642354
200,221310.0,2953231338.8642354
201,22132.0,2953231338.8642354
202,221320.0,2953231338.8642354
203,22133.0,2953231338.8642354
204,221330.0,2953231338.8642354
205,23.0,9092028067.142582
206,236.0,3030676022.380861
207,2361.0,1515338011.1904304
208,23611.0,1515338011.1904304
209,236115.0,378834502.7976076
210,236116.0,378834502.7976076
211,236117.0,378834502.7976076
212,236118.0,378834502.7976076
213,2362.0,1515338011.1904304
214,23621.0,757669005.5952152
215,236210.0,757669005.5952152
216,23622.0,757669005.5952152
217,236220.0,757669005.5952152
218,237.0,3030676022.380861
219,2371.0,757669005.5952152
220,23711.0,252556335.19840506
221,237110.0,252556335.19840506
222,23712.0,252556335.19840506
223,237120.0,252556335.19840506
224,23713.0,252556335.19840506
225,237130.0,252556335.19840506
226,2372.0,757669005.5952152
227,23721.0,757669005.5952152
228,237210.0,757669005.5952152
229,2373.0,757669005.5952152
230,23731.0,757669005.5952152
231,237310.0,757669005.5952152
232,2379.0,757669005.5952152
233,23799.0,757669005.5952152
234,237990.0,757669005.5952152
235,238.0,3030676022.380861
236,2381.0,757669005.5952152
237,23811.0,94708625.6994019
238,238110.0,94708625.6994019
239,23812.0,94708625.6994019
240,238120.0,94708625.6994019
241,23813.0,94708625.6994019
242,238130.0,94708625.6994019
243,23814.0,94708625.6994019
244,238140.0,94708625.6994019
245,23815.0,94708625.6994019
246,238150.0,94708625.6994019
247,23816.0,94708625.6994019
248,238160.0,94708625.6994019
249,23817.0,94708625.6994019
250,238170.0,94708625.6994019
251,23819.0,94708625.6994019
252,238190.0,94708625.6994019
253,2382.0,757669005.5952152
254,23821.0,252556335.19840506
255,238210.0,252556335.19840506
256,23822.0,252556335.19840506
257,238220.0,252556335.19840506
258,23829.0,252556335.19840506
259,238290.0,252556335.19840506
260,2383.0,757669005.5952152
261,23831.0,126278167.59920253
262,238310.0,126278167.59920253
263,23832.0,126278167.59920253
264,238320.0,126278167.59920253
265,23833.0,126278167.59920253
266,238330.0,126278167.59920253
267,23834.0,126278167.59920253
268,238340.0,126278167.59920253
269,23835.0,126278167.59920253
270,238350.0,126278167.59920253
271,23839.0,126278167.59920253
272,238390.0,126278167.59920253
273,2389.0,757669005.5952152
274,23891.0,378834502.7976076
275,238910.0,378834502.7976076
276,23899.0,378834502.7976076
277,238990.0,378834502.7976076
278,31.0,101565313532.70306
279,311.0,5906440023.683872
280,3111.0,656271113.7426524
281,31111.0,656271113.7426524
282,311111.0,328135556.8713262
283,311119.0,328135556.8713262
284,3112.0,656271113.7426524
285,31121.0,218757037.91421747
286,311211.0,72919012.63807249
287,311212.0,72919012.63807249
288,311213.0,72919012.63807249
289,31122.0,218757037.91421747
290,311221.0,72919012.63807249
291,311224.0,72919012.63807249
292,311225.0,72919012.63807249
293,31123.0,218757037.91421747
294,311230.0,218757037.91421747
295,3113.0,656271113.7426524
296,31131.0,218757037.91421747
297,311313.0,109378518.95710874
298,311314.0,109378518.95710874
299,31134.0,218757037.91421747
300,311340.0,218757037.91421747
301,31135.0,218757037.91421747
302,311351.0,109378518.95710874
303,311352.0,109378518.95710874
304,3114.0,656271113.7426524
305,31141.0,328135556.8713262
306,311411.0,164067778.4356631
307,311412.0,164067778.4356631
308,31142.0,328135556.8713262
309,311421.0,109378518.95710874
310,311422.0,109378518.95710874
311,311423.0,109378518.95710874
312,3115.0,656271113.7426524
313,31151.0,328135556.8713262
314,311511.0,82033889.21783155
315,311512.0,82033889.21783155
316,311513.0,82033889.21783155
317,311514.0,82033889.21783155
318,31152.0,328135556.8713262
319,311520.0,328135556.8713262
320,3116.0,656271113.7426524
321,31161.0,656271113.7426524
322,311611.0,164067778.4356631
323,311612.0,164067778.4356631
324,311613.0,164067778.4356631
325,311615.0,164067778.4356631
326,3117.0,656271113.7426524
327,31171.0,656271113.7426524
328,311710.0,656271113.7426524
329,3118.0,656271113.7426524
330,31181.0,218757037.91421747
331,311811.0,72919012.63807249
332,311812.0,72919012.63807249
333,311813.0,72919012.63807249
334,31182.0,218757037.91421747
335,311821.0,109378518.95710874
336,311824.0,109378518.95710874
337,31183.0,218757037.91421747
338,311830.0,218757037.91421747
339,3119.0,656271113.7426524
340,31191.0,131254222.74853048
341,311911.0,65627111.37426524
342,311919.0,65627111.37426524
343,31192.0,131254222.74853048
344,311920.0,131254222.74853048
345,31193.0,131254222.74853048
346,311930.0,131254222.74853048
347,31194.0,131254222.74853048
348,311941.0,65627111.37426524
349,311942.0,65627111.37426524
350,31199.0,131254222.74853048
351,311991.0,65627111.37426524
352,311999.0,65627111.37426524
353,312.0,5906440023.683872
354,3121.0,2953220011.841936
355,31211.0,738305002.960484
356,312111.0,246101667.6534947
357,312112.0,246101667.6534947
358,312113.0,246101667.6534947
359,31212.0,738305002.960484
360,312120.0,738305002.960484
361,31213.0,738305002.960484
362,312130.0,738305002.960484
363,31214.0,738305002.960484
364,312140.0,738305002.960484
365,3122.0,2953220011.841936
366,31223.0,2953220011.841936
367,312230.0,2953220011.841936
368,313.0,5906440023.683872
369,3131.0,1968813341.2279575
370,31311.0,1968813341.2279575
371,313110.0,1968813341.2279575
372,3132.0,1968813341.2279575
373,31321.0,492203335.3069894
374,313210.0,492203335.3069894
375,31322.0,492203335.3069894
376,313220.0,492203335.3069894
377,31323.0,492203335.3069894
378,313230.0,492203335.3069894
379,31324.0,492203335.3069894
380,313240.0,492203335.3069894
381,3133.0,1968813341.2279575
382,31331.0,984406670.6139787
383,313310.0,984406670.6139787
384,31332.0,984406670.6139787
385,313320.0,984406670.6139787
386,314.0,5906440023.683872
387,3141.0,2953220011.841936
388,31411.0,1476610005.920968
389,314110.0,1476610005.920968
390,31412.0,1476610005.920968
391,314120.0,1476610005.920968
392,3149.0,2953220011.841936
393,31491.0,1476610005.920968
394,314910.0,1476610005.920968
395,31499.0,1476610005.920968
396,314994.0,738305002.960484
397,314999.0,738305002.960484
398,315.0,5906440023.683872
399,3151.0,1968813341.2279575
400,31511.0,984406670.6139787
401,315110.0,984406670.6139787
402,31519.0,984406670.6139787
403,315190.0,984406670.6139787
404,3152.0,1968813341.2279575
405,31521.0,492203335.3069894
406,315210.0,492203335.3069894
407,31522.0,492203335.3069894
408,315220.0,492203335.3069894
409,31524.0,492203335.3069894
410,315240.0,492203335.3069894
411,31528.0,492203335.3069894
412,315280.0,492203335.3069894
413,3159.0,1968813341.2279575
414,31599.0,1968813341.2279575
415,315990.0,1968813341.2279575
416,316.0,5906440023.683872
417,3161.0,1968813341.2279575
418,31611.0,1968813341.2279575
419,316110.0,1968813341.2279575
420,3162.0,1968813341.2279575
421,31621.0,1968813341.2279575
422,316210.0,1968813341.2279575
423,3169.0,1968813341.2279575
424,31699.0,1968813341.2279575
425,316992.0,984406670.6139787
426,316998.0,984406670.6139787
427,321.0,3659447327.2180448
428,3211.0,1219815775.7393482
429,32111.0,1219815775.7393482
430,321113.0,609907887.8696741
431,321114.0,609907887.8696741
432,3212.0,1219815775.7393482
433,32121.0,1219815775.7393482
434,321211.0,243963155.14786965
435,321212.0,243963155.14786965
436,321213.0,243963155.14786965
437,321214.0,243963155.14786965
438,321219.0,243963155.14786965
439,3219.0,1219815775.7393482
440,32191.0,406605258.5797827
441,321911.0,135535086.1932609
442,321912.0,135535086.1932609
443,321918.0,135535086.1932609
444,32192.0,406605258.5797827
445,321920.0,406605258.5797827
446,32199.0,406605258.5797827
447,321991.0,135535086.1932609
448,321992.0,135535086.1932609
449,321999.0,135535086.1932609
450,322.0,5906440023.683872
451,3221.0,2953220011.841936
452,32211.0,984406670.6139787
453,322110.0,984406670.6139787
454,32212.0,984406670.6139787
455,322121.0,492203335.3069894
456,322122.0,492203335.3069894
457,32213.0,984406670.6139787
458,322130.0,984406670.6139787
459,3222.0,2953220011.841936
460,32221.0,738305002.960484
461,322211.0,246101667.6534947
462,322212.0,246101667.6534947
463,322219.0,246101667.6534947
464,32222.0,738305002.960484
465,322220.0,738305002.960484
466,32223.0,738305002.960484
467,322230.0,738305002.960484
468,32229.0,738305002.960484
469,322291.0,369152501.480242
470,322299.0,369152501.480242
471,323.0,5906440023.683872
472,3231.0,5906440023.683872
473,32311.0,2953220011.841936
474,323111.0,984406670.6139787
475,323113.0,984406670.6139787
476,323117.0,984406670.6139787
477,32312.0,2953220011.841936
478,323120.0,2953220011.841936
479,324.0,5906440023.683872
480,3241.0,5906440023.683872
481,32411.0,1968813341.2279575
482,324110.0,1968813341.2279575
483,32412.0,1968813341.2279575
484,324121.0,984406670.6139787
485,324122.0,984406670.6139787
486,32419.0,1968813341.2279575
487,324191.0,984406670.6139787
488,324199.0,984406670.6139787
489,325.0,5906440023.683872
490,3251.0,843777146.2405531
491,32511.0,168755429.24811062
492,325110.0,168755429.24811062
493,32512.0,168755429.24811062
494,325120.0,168755429.24811062
495,32513.0,168755429.24811062
496,325130.0,168755429.24811062
497,32518.0,168755429.24811062
498,325180.0,168755429.24811062
499,32519.0,168755429.24811062
500,325193.0,56251809.74937021
501,325194.0,56251809.74937021
502,325199.0,56251809.74937021
503,3252.0,843777146.2405531
504,32521.0,421888573.1202766
505,325211.0,210944286.5601383
506,325212.0,210944286.5601383
507,32522.0,421888573.1202766
508,325220.0,421888573.1202766
509,3253.0,843777146.2405531
510,32531.0,421888573.1202766
511,325311.0,140629524.3734255
512,325312.0,140629524.3734255
513,325314.0,140629524.3734255
514,32532.0,421888573.1202766
515,325320.0,421888573.1202766
516,3254.0,843777146.2405531
517,32541.0,843777146.2405531
518,325411.0,210944286.5601383
519,325412.0,210944286.5601383
520,325413.0,210944286.5601383
521,325414.0,210944286.5601383
522,3255.0,843777146.2405531
523,32551.0,421888573.1202766
524,325510.0,421888573.1202766
525,32552.0,421888573.1202766
526,325520.0,421888573.1202766
527,3256.0,843777146.2405531
528,32561.0,421888573.1202766
529,325611.0,140629524.3734255
530,325612.0,140629524.3734255
531,325613.0,140629524.3734255
532,32562.0,421888573.1202766
533,325620.0,421888573.1202766
534,3259.0,843777146.2405531
535,32591.0,281259048.746851
536,325910.0,281259048.746851
537,32592.0,281259048.746851
538,325920.0,281259048.746851
539,32599.0,281259048.746851
540,325991.0,93753016.24895035
541,325992.0,93753016.24895035
542,325998.0,93753016.24895035
543,326.0,5906440023.683872
544,3261.0,2953220011.841936
545,32611.0,421888573.1202766
546,326111.0,140629524.3734255
547,326112.0,140629524.3734255
548,326113.0,140629524.3734255
549,32612.0,421888573.1202766
550,326121.0,210944286.5601383
551,326122.0,210944286.5601383
552,32613.0,421888573.1202766
553,326130.0,421888573.1202766
554,32614.0,421888573.1202766
555,326140.0,421888573.1202766
556,32615.0,421888573.1202766
557,326150.0,421888573.1202766
558,32616.0,421888573.1202766
559,326160.0,421888573.1202766
560,32619.0,421888573.1202766
561,326191.0,210944286.5601383
562,326199.0,210944286.5601383
563,3262.0,2953220011.841936
564,32621.0,984406670.6139787
565,326211.0,492203335.3069894
566,326212.0,492203335.3069894
567,32622.0,984406670.6139787
568,326220.0,984406670.6139787
569,32629.0,984406670.6139787
570,326291.0,492203335.3069894
571,326299.0,492203335.3069894
572,327.0,3659447327.2180448
573,3271.0,731889465.443609
574,32711.0,365944732.7218045
575,327110.0,365944732.7218045
576,32712.0,365944732.7218045
577,327120.0,365944732.7218045
578,3272.0,731889465.443609
579,32721.0,731889465.443609
580,327211.0,182972366.36090225
581,327212.0,182972366.36090225
582,327213.0,182972366.36090225
583,327215.0,182972366.36090225
584,3273.0,731889465.443609
585,32731.0,182972366.36090225
586,327310.0,182972366.36090225
587,32732.0,182972366.36090225
588,327320.0,182972366.36090225
589,32733.0,182972366.36090225
590,327331.0,91486183.18045112
591,327332.0,91486183.18045112
592,32739.0,182972366.36090225
593,327390.0,182972366.36090225
594,3274.0,731889465.443609
595,32741.0,365944732.7218045
596,327410.0,365944732.7218045
597,32742.0,365944732.7218045
598,327420.0,365944732.7218045
599,3279.0,731889465.443609
600,32791.0,365944732.7218045
601,327910.0,365944732.7218045
602,32799.0,365944732.7218045
603,327991.0,91486183.18045112
604,327992.0,91486183.18045112
605,327993.0,91486183.18045112
606,327999.0,91486183.18045112
607,331.0,3659447327.2180448
608,3311.0,731889465.443609
609,33111.0,731889465.443609
610,331110.0,731889465.443609
611,3312.0,731889465.443609
612,33121.0,365944732.7218045
613,331210.0,365944732.7218045
614,33122.0,365944732.7218045
615,331221.0,182972366.36090225
616,331222.0,182972366.36090225
617,3313.0,731889465.443609
618,33131.0,731889465.443609
619,331313.0,182972366.36090225
620,331314.0,182972366.36090225
621,331315.0,182972366.36090225
622,331318.0,182972366.36090225
623,3314.0,731889465.443609
624,33141.0,243963155.14786968
625,331410.0,243963155.14786968
626,33142.0,243963155.14786968
627,331420.0,243963155.14786968
628,33149.0,243963155.14786968
629,331491.0,121981577.57393484
630,331492.0,121981577.57393484
631,3315.0,731889465.443609
632,33151.0,365944732.7218045
633,331511.0,121981577.57393484
634,331512.0,121981577.57393484
635,331513.0,121981577.57393484
636,33152.0,365944732.7218045
637,331523.0,121981577.57393484
638,331524.0,121981577.57393484
639,331529.0,121981577.57393484
640,332.0,3659447327.2180448
641,3321.0,406605258.5797827
642,33211.0,406605258.5797827
643,332111.0,81321051.71595654
644,332112.0,81321051.71595654
645,332114.0,81321051.71595654
646,332117.0,81321051.71595654
647,332119.0,81321051.71595654
648,3322.0,406605258.5797827
649,33221.0,406605258.5797827
650,332215.0,203302629.28989136
651,332216.0,203302629.28989136
652,3323.0,406605258.5797827
653,33231.0,203302629.28989136
654,332311.0,67767543.09663045
655,332312.0,67767543.09663045
656,332313.0,67767543.09663045
657,33232.0,203302629.28989136
658,332321.0,67767543.09663045
659,332322.0,67767543.09663045
660,332323.0,67767543.09663045
661,3324.0,406605258.5797827
662,33241.0,135535086.1932609
663,332410.0,135535086.1932609
664,33242.0,135535086.1932609
665,332420.0,135535086.1932609
666,33243.0,135535086.1932609
667,332431.0,67767543.09663045
668,332439.0,67767543.09663045
669,3325.0,406605258.5797827
670,33251.0,406605258.5797827
671,332510.0,406605258.5797827
672,3326.0,406605258.5797827
673,33261.0,406605258.5797827
674,332613.0,203302629.28989136
675,332618.0,203302629.28989136
676,3327.0,406605258.5797827
677,33271.0,203302629.28989136
678,332710.0,203302629.28989136
679,33272.0,203302629.28989136
680,332721.0,101651314.64494568
681,332722.0,101651314.64494568
682,3328.0,406605258.5797827
683,33281.0,406605258.5797827
684,332811.0,135535086.1932609
685,332812.0,135535086.1932609
686,332813.0,135535086.1932609
687,3329.0,406605258.5797827
688,33291.0,203302629.28989136
689,332911.0,50825657.32247284
690,332912.0,50825657.32247284
691,332913.0,50825657.32247284
692,332919.0,50825657.32247284
693,33299.0,203302629.28989136
694,332991.0,33883771.54831523
695,332992.0,33883771.54831523
696,332993.0,33883771.54831523
697,332994.0,33883771.54831523
698,332996.0,33883771.54831523
699,332999.0,33883771.54831523
700,333.0,3659447327.2180448
701,3331.0,522778189.6025778
702,33311.0,174259396.5341926
703,333111.0,87129698.2670963
704,333112.0,87129698.2670963
705,33312.0,174259396.5341926
706,333120.0,174259396.5341926
707,33313.0,174259396.5341926
708,333131.0,87129698.2670963
709,333132.0,87129698.2670963
710,3332.0,522778189.6025778
711,33324.0,522778189.6025778
712,333241.0,104555637.92051557
713,333242.0,104555637.92051557
714,333243.0,104555637.92051557
715,333244.0,104555637.92051557
716,333249.0,104555637.92051557
717,3333.0,522778189.6025778
718,33331.0,522778189.6025778
719,333314.0,174259396.5341926
720,333316.0,174259396.5341926
721,333318.0,174259396.5341926
722,3334.0,522778189.6025778
723,33341.0,522778189.6025778
724,333413.0,174259396.5341926
725,333414.0,174259396.5341926
726,333415.0,174259396.5341926
727,3335.0,522778189.6025778
728,33351.0,522778189.6025778
729,333511.0,104555637.92051557
730,333514.0,104555637.92051557
731,333515.0,104555637.92051557
732,333517.0,104555637.92051557
733,333519.0,104555637.92051557
734,3336.0,522778189.6025778
735,33361.0,522778189.6025778
736,333611.0,130694547.40064445
737,333612.0,130694547.40064445
738,333613.0,130694547.40064445
739,333618.0,130694547.40064445
740,3339.0,522778189.6025778
741,33391.0,174259396.5341926
742,333911.0,58086465.51139753
743,333912.0,58086465.51139753
744,333913.0,58086465.51139753
745,33392.0,174259396.5341926
746,333921.0,43564849.13354815
747,333922.0,43564849.13354815
748,333923.0,43564849.13354815
749,333924.0,43564849.13354815
750,33399.0,174259396.5341926
751,333991.0,21782424.566774074
752,333992.0,21782424.566774074
753,333993.0,21782424.566774074
754,333994.0,21782424.566774074
755,333995.0,21782424.566774074
756,333996.0,21782424.566774074
757,333997.0,21782424.566774074
758,333999.0,21782424.566774074
759,334.0,3659447327.2180448
760,3341.0,609907887.8696741
761,33411.0,609907887.8696741
762,334111.0,203302629.28989136
763,334112.0,203302629.28989136
764,334118.0,203302629.28989136
765,3342.0,609907887.8696741
766,33421.0,203302629.28989136
767,334210.0,203302629.28989136
768,33422.0,203302629.28989136
769,334220.0,203302629.28989136
770,33429.0,203302629.28989136
771,334290.0,203302629.28989136
772,3343.0,609907887.8696741
773,33431.0,609907887.8696741
774,334310.0,609907887.8696741
775,3344.0,609907887.8696741
776,33441.0,609907887.8696741
777,334412.0,101651314.64494568
778,334413.0,101651314.64494568
779,334416.0,101651314.64494568
780,334417.0,101651314.64494568
781,334418.0,101651314.64494568
782,334419.0,101651314.64494568
783,3345.0,609907887.8696741
784,33451.0,609907887.8696741
785,334510.0,67767543.09663045
786,334511.0,67767543.09663045
787,334512.0,67767543.09663045
788,334513.0,67767543.09663045
789,334514.0,67767543.09663045
790,334515.0,67767543.09663045
791,334516.0,67767543.09663045
792,334517.0,67767543.09663045
793,334519.0,67767543.09663045
794,3346.0,609907887.8696741
795,33461.0,609907887.8696741
796,334613.0,304953943.93483704
797,334614.0,304953943.93483704
798,335.0,3659447327.2180448
799,3351.0,914861831.8045112
800,33511.0,457430915.9022556
801,335110.0,457430915.9022556
802,33512.0,457430915.9022556
803,335121.0,152476971.96741852
804,335122.0,152476971.96741852
805,335129.0,152476971.96741852
806,3352.0,914861831.8045112
807,33521.0,457430915.9022556
808,335210.0,457430915.9022556
809,33522.0,457430915.9022556
810,335221.0,114357728.9755639
811,335222.0,114357728.9755639
812,335224.0,114357728.9755639
813,335228.0,114357728.9755639
814,3353.0,914861831.8045112
815,33531.0,914861831.8045112
816,335311.0,228715457.9511278
817,335312.0,228715457.9511278
818,335313.0,228715457.9511278
819,335314.0,228715457.9511278
820,3359.0,914861831.8045112
821,33591.0,228715457.9511278
822,335911.0,114357728.9755639
823,335912.0,114357728.9755639
824,33592.0,228715457.9511278
825,335921.0,114357728.9755639
826,335929.0,114357728.9755639
827,33593.0,228715457.9511278
828,335931.0,114357728.9755639
829,335932.0,114357728.9755639
830,33599.0,228715457.9511278
831,335991.0,114357728.9755639
832,335999.0,114357728.9755639
833,336.0,3659447327.2180448
834,3361.0,522778189.6025778
835,33611.0,261389094.8012889
836,336111.0,130694547.40064445
837,336112.0,130694547.40064445
838,33612.0,261389094.8012889
839,336120.0,261389094.8012889
840,3362.0,522778189.6025778
841,33621.0,522778189.6025778
842,336211.0,130694547.40064445
843,336212.0,130694547.40064445
844,336213.0,130694547.40064445
845,336214.0,130694547.40064445
846,3363.0,522778189.6025778
847,33631.0,65347273.700322226
848,336310.0,65347273.700322226
849,33632.0,65347273.700322226
850,336320.0,65347273.700322226
851,33633.0,65347273.700322226
852,336330.0,65347273.700322226
853,33634.0,65347273.700322226
854,336340.0,65347273.700322226
855,33635.0,65347273.700322226
856,336350.0,65347273.700322226
857,33636.0,65347273.700322226
858,336360.0,65347273.700322226
859,33637.0,65347273.700322226
860,336370.0,65347273.700322226
861,33639.0,65347273.700322226
862,336390.0,65347273.700322226
863,3364.0,522778189.6025778
864,33641.0,522778189.6025778
865,336411.0,87129698.2670963
866,336412.0,87129698.2670963
867,336413.0,87129698.2670963
868,336414.0,87129698.2670963
869,336415.0,87129698.2670963
870,336419.0,87129698.2670963
871,3365.0,522778189.6025778
872,33651.0,522778189.6025778
873,336510.0,522778189.6025778
874,3366.0,522778189.6025778
875,33661.0,522778189.6025778
876,336611.0,261389094.8012889
877,336612.0,261389094.8012889
878,3369.0,522778189.6025778
879,33699.0,522778189.6025778
880,336991.0,174259396.5341926
881,336992.0,174259396.5341926
882,336999.0,174259396.5341926
883,337.0,3659447327.2180448
884,3371.0,1219815775.7393482
885,33711.0,609907887.8696741
886,337110.0,609907887.8696741
887,33712.0,609907887.8696741
888,337121.0,121981577.57393482
889,337122.0,121981577.57393482
890,337124.0,121981577.57393482
891,337125.0,121981577.57393482
892,337127.0,121981577.57393482
893,3372.0,1219815775.7393482
894,33721.0,1219815775.7393482
895,337211.0,304953943.93483704
896,337212.0,304953943.93483704
897,337214.0,304953943.93483704
898,337215.0,304953943.93483704
899,3379.0,1219815775.7393482
900,33791.0,609907887.8696741
901,337910.0,609907887.8696741
902,33792.0,609907887.8696741
903,337920.0,609907887.8696741
904,339.0,3659447327.2180448
905,3391.0,1829723663.6090224
906,33911.0,1829723663.6090224
907,339112.0,365944732.7218045
908,339113.0,365944732.7218045
909,339114.0,365944732.7218045
910,339115.0,365944732.7218045
911,339116.0,365944732.7218045
912,3399.0,1829723663.6090224
913,33991.0,304953943.93483704
914,339910.0,304953943.93483704
915,33992.0,304953943.93483704
916,339920.0,304953943.93483704
917,33993.0,304953943.93483704
918,339930.0,304953943.93483704
919,33994.0,304953943.93483704
920,339940.0,304953943.93483704
921,33995.0,304953943.93483704
922,339950.0,304953943.93483704
923,33999.0,304953943.93483704
924,339991.0,50825657.32247284
925,339992.0,50825657.32247284
926,339993.0,50825657.32247284
927,339994.0,50825657.32247284
928,339995.0,50825657.32247284
929,339999.0,50825657.32247284
