Codes:,depreciation,total_net_income,total_net_loss
21223,79519294.2985,617078853.034,165988760.468
212231,39759647.1493,308539426.517,82994380.2342
212234,39759647.1493,308539426.517,82994380.2342
21229,79519294.2985,617078853.034,165988760.468
212291,39759647.1493,308539426.517,82994380.2342
212299,39759647.1493,308539426.517,82994380.2342
2123,318077177.194,2468315412.14,663955041.874
21231,106025725.731,822771804.046,221318347.291
212311,26506431.4328,205692951.011,55329586.8228
212312,26506431.4328,205692951.011,55329586.8228
212313,26506431.4328,205692951.011,55329586.8228
212319,26506431.4328,205692951.011,55329586.8228
21232,106025725.731,822771804.046,221318347.291
212321,26506431.4328,205692951.011,55329586.8228
212322,26506431.4328,205692951.011,55329586.8228
212324,26506431.4328,205692951.011,55329586.8228
212325,26506431.4328,205692951.011,55329586.8228
21239,106025725.731,822771804.046,221318347.291
212391,26506431.4328,205692951.011,55329586.8228
212392,26506431.4328,205692951.011,55329586.8228
212393,26506431.4328,205692951.011,55329586.8228
212399,26506431.4328,205692951.011,55329586.8228
213,954231531.582,7404946236.41,1991865125.62
2131,954231531.582,7404946236.41,1991865125.62
21311,954231531.582,7404946236.41,1991865125.62
213111,190846306.316,1480989247.28,398373025.124
213112,190846306.316,1480989247.28,398373025.124
213113,190846306.316,1480989247.28,398373025.124
213114,190846306.316,1480989247.28,398373025.124
213115,190846306.316,1480989247.28,398373025.124
22,5957899493.54,46233984071.4,12436533304.9
221,5957899493.54,46233984071.4,12436533304.9
2212,5957899493.54,46233984071.4,12436533304.9
22121,5957899493.54,46233984071.4,12436533304.9
221210,5957899493.54,46233984071.4,12436533304.9
23,2092381594.08,16237121387.6,4367642221.83
236,513660626.658,3986065434.09,1072216390.66
2361,256830313.329,1993032717.05,536108195.328
23611,256830313.329,1993032717.05,536108195.328
236115,64207578.3322,498258179.262,134027048.832
236116,64207578.3322,498258179.262,134027048.832
236117,64207578.3322,498258179.262,134027048.832
236118,64207578.3322,498258179.262,134027048.832
2362,256830313.329,1993032717.05,536108195.328
23621,128415156.664,996516358.523,268054097.664
236210,128415156.664,996516358.523,268054097.664
23622,128415156.664,996516358.523,268054097.664
236220,128415156.664,996516358.523,268054097.664
237,736981853.74,5719063794.83,1538377641.17
2372,736981853.74,5719063794.83,1538377641.17
23721,736981853.74,5719063794.83,1538377641.17
237210,736981853.74,5719063794.83,1538377641.17
238,841739113.681,6531992158.71,1757048190.0
2382,841739113.681,6531992158.71,1757048190.0
23821,380986827.642,2956501522.01,795272793.012
238210,380986827.642,2956501522.01,795272793.012
23822,460752286.039,3575490636.71,961775396.993
238220,460752286.039,3575490636.71,961775396.993
31.32.33,30436293112.5,236189128816.0,63532789262.7
311,1976814401.77,15340306707.5,4126406994.94
3116,1976814401.77,15340306707.5,4126406994.94
31161,1976814401.77,15340306707.5,4126406994.94
311615,1976814401.77,15340306707.5,4126406994.94
312,831800055.029,6454863922.51,1736301375.78
3121,831800055.029,6454863922.51,1736301375.78
31212,831800055.029,6454863922.51,1736301375.78
312120,831800055.029,6454863922.51,1736301375.78
313,131604560.194,1021266496.08,274711666.035
3131,43868186.7315,340422165.359,91570555.345
31311,43868186.7315,340422165.359,91570555.345
313110,43868186.7315,340422165.359,91570555.345
3132,43868186.7315,340422165.359,91570555.345
31321,10967046.6829,85105541.3398,22892638.8362
313210,10967046.6829,85105541.3398,22892638.8362
31322,10967046.6829,85105541.3398,22892638.8362
313220,10967046.6829,85105541.3398,22892638.8362
31323,10967046.6829,85105541.3398,22892638.8362
313230,10967046.6829,85105541.3398,22892638.8362
31324,10967046.6829,85105541.3398,22892638.8362
313240,10967046.6829,85105541.3398,22892638.8362
3133,43868186.7315,340422165.359,91570555.345
31331,21934093.3657,170211082.68,45785277.6725
313310,21934093.3657,170211082.68,45785277.6725
31332,21934093.3657,170211082.68,45785277.6725
313320,21934093.3657,170211082.68,45785277.6725
315,103283358.239,801490717.464,215593922.988
3151,4136.71184819,32101.3588605,8634.98196448
31511,2068.35592409,16050.6794303,4317.49098224
315110,2068.35592409,16050.6794303,4317.49098224
31519,2068.35592409,16050.6794303,4317.49098224
315190,2068.35592409,16050.6794303,4317.49098224
3152,4136.71184819,32101.3588605,8634.98196448
31521,1034.17796205,8025.33971513,2158.74549112
315210,1034.17796205,8025.33971513,2158.74549112
31522,1034.17796205,8025.33971513,2158.74549112
315220,1034.17796205,8025.33971513,2158.74549112
31524,1034.17796205,8025.33971513,2158.74549112
315240,1034.17796205,8025.33971513,2158.74549112
31528,1034.17796205,8025.33971513,2158.74549112
315280,1034.17796205,8025.33971513,2158.74549112
3159,103275084.815,801426514.747,215576653.024
31599,103275084.815,801426514.747,215576653.024
315990,103275084.815,801426514.747,215576653.024
316,23418358.6508,181729151.694,48883536.4918
3161,7806119.55026,60576383.8979,16294512.1639
31611,7806119.55026,60576383.8979,16294512.1639
316110,7806119.55026,60576383.8979,16294512.1639
3162,7806119.55026,60576383.8979,16294512.1639
31621,7806119.55026,60576383.8979,16294512.1639
316210,7806119.55026,60576383.8979,16294512.1639
3169,7806119.55026,60576383.8979,16294512.1639
31699,7806119.55026,60576383.8979,16294512.1639
316992,3903059.77513,30288191.949,8147256.08197
316998,3903059.77513,30288191.949,8147256.08197
321,276995387.134,2149516004.85,578200817.443
3211,92331795.7115,716505334.949,192733605.814
32111,92331795.7115,716505334.949,192733605.814
321113,46165897.8557,358252667.474,96366802.9072
321114,46165897.8557,358252667.474,96366802.9072
3212,92331795.7115,716505334.949,192733605.814
32121,92331795.7115,716505334.949,192733605.814
321211,18466359.1423,143301066.99,38546721.1629
321212,18466359.1423,143301066.99,38546721.1629
321213,18466359.1423,143301066.99,38546721.1629
321214,18466359.1423,143301066.99,38546721.1629
321219,18466359.1423,143301066.99,38546721.1629
3219,92331795.7115,716505334.949,192733605.814
32191,30777265.2372,238835111.65,64244535.2715
321911,10259088.4124,79611703.8832,21414845.0905
321912,10259088.4124,79611703.8832,21414845.0905
321918,10259088.4124,79611703.8832,21414845.0905
32192,30777265.2372,238835111.65,64244535.2715
321920,30777265.2372,238835111.65,64244535.2715
32199,30777265.2372,238835111.65,64244535.2715
321991,10259088.4124,79611703.8832,21414845.0905
321992,10259088.4124,79611703.8832,21414845.0905
321999,10259088.4124,79611703.8832,21414845.0905
322,944773279.073,7331549111.08,1972121947.26
3221,472386639.537,3665774555.54,986060973.632
32211,157462213.179,1221924851.85,328686991.211
322110,157462213.179,1221924851.85,328686991.211
32212,157462213.179,1221924851.85,328686991.211
322121,78731106.5894,610962425.923,164343495.605
322122,78731106.5894,610962425.923,164343495.605
32213,157462213.179,1221924851.85,328686991.211
322130,157462213.179,1221924851.85,328686991.211
3222,472386639.537,3665774555.54,986060973.632
32221,118096659.884,916443638.885,246515243.408
322211,39365553.2947,305481212.962,82171747.8026
322212,39365553.2947,305481212.962,82171747.8026
322219,39365553.2947,305481212.962,82171747.8026
32222,118096659.884,916443638.885,246515243.408
322220,118096659.884,916443638.885,246515243.408
32223,118096659.884,916443638.885,246515243.408
322230,118096659.884,916443638.885,246515243.408
32229,118096659.884,916443638.885,246515243.408
322291,59048329.9421,458221819.442,123257621.704
322299,59048329.9421,458221819.442,123257621.704
323,260399372.003,2020729022.11,543558256.733
3231,260399372.003,2020729022.11,543558256.733
32311,130199686.002,1010364511.05,271779128.367
323111,43399895.3339,336788170.351,90593042.7889
323113,43399895.3339,336788170.351,90593042.7889
323117,43399895.3339,336788170.351,90593042.7889
32312,130199686.002,1010364511.05,271779128.367
323120,130199686.002,1010364511.05,271779128.367
324,5933815511.11,46047089602.8,12386260343.8
3241,5933815511.11,46047089602.8,12386260343.8
32411,5933815511.11,46047089602.8,12386260343.8
324110,5933815511.11,46047089602.8,12386260343.8
325,5135511570.93,39852159377.0,10719878836.3
3251,733644510.133,5693165625.29,1531411262.33
32511,146728902.027,1138633125.06,306282252.466
325110,146728902.027,1138633125.06,306282252.466
32512,146728902.027,1138633125.06,306282252.466
325120,146728902.027,1138633125.06,306282252.466
32513,146728902.027,1138633125.06,306282252.466
325130,146728902.027,1138633125.06,306282252.466
32518,146728902.027,1138633125.06,306282252.466
325180,146728902.027,1138633125.06,306282252.466
32519,146728902.027,1138633125.06,306282252.466
325193,48909634.0088,379544375.019,102094084.155
325194,48909634.0088,379544375.019,102094084.155
325199,48909634.0088,379544375.019,102094084.155
3252,733644510.133,5693165625.29,1531411262.33
32521,366822255.066,2846582812.64,765705631.166
325211,183411127.533,1423291406.32,382852815.583
325212,183411127.533,1423291406.32,382852815.583
32522,366822255.066,2846582812.64,765705631.166
325220,366822255.066,2846582812.64,765705631.166
3253,733644510.133,5693165625.29,1531411262.33
32531,366822255.066,2846582812.64,765705631.166
325311,122274085.022,948860937.548,255235210.389
325312,122274085.022,948860937.548,255235210.389
325314,122274085.022,948860937.548,255235210.389
32532,366822255.066,2846582812.64,765705631.166
325320,366822255.066,2846582812.64,765705631.166
3254,733644510.133,5693165625.29,1531411262.33
32541,733644510.133,5693165625.29,1531411262.33
325411,183411127.533,1423291406.32,382852815.583
325412,183411127.533,1423291406.32,382852815.583
325413,183411127.533,1423291406.32,382852815.583
325414,183411127.533,1423291406.32,382852815.583
3255,733644510.133,5693165625.29,1531411262.33
32551,366822255.066,2846582812.64,765705631.166
325510,366822255.066,2846582812.64,765705631.166
32552,366822255.066,2846582812.64,765705631.166
325520,366822255.066,2846582812.64,765705631.166
3256,733644510.133,5693165625.29,1531411262.33
32561,366822255.066,2846582812.64,765705631.166
325611,122274085.022,948860937.548,255235210.389
325612,122274085.022,948860937.548,255235210.389
325613,122274085.022,948860937.548,255235210.389
32562,366822255.066,2846582812.64,765705631.166
325620,366822255.066,2846582812.64,765705631.166
3259,733644510.133,5693165625.29,1531411262.33
32591,244548170.044,1897721875.1,510470420.777
325910,244548170.044,1897721875.1,510470420.777
32592,244548170.044,1897721875.1,510470420.777
325920,244548170.044,1897721875.1,510470420.777
32599,244548170.044,1897721875.1,510470420.777
325991,81516056.6814,632573958.365,170156806.926
325992,81516056.6814,632573958.365,170156806.926
325998,81516056.6814,632573958.365,170156806.926
326,589504368.089,4574621574.91,1230532793.49
3261,294752184.045,2287310787.45,615266396.747
32611,42107454.8635,326758683.922,87895199.5353
326111,14035818.2878,108919561.307,29298399.8451
326112,14035818.2878,108919561.307,29298399.8451
326113,14035818.2878,108919561.307,29298399.8451
32612,42107454.8635,326758683.922,87895199.5353
326121,21053727.4318,163379341.961,43947599.7677
326122,21053727.4318,163379341.961,43947599.7677
32613,42107454.8635,326758683.922,87895199.5353
326130,42107454.8635,326758683.922,87895199.5353
32614,42107454.8635,326758683.922,87895199.5353
326140,42107454.8635,326758683.922,87895199.5353
32615,42107454.8635,326758683.922,87895199.5353
326150,42107454.8635,326758683.922,87895199.5353
32616,42107454.8635,326758683.922,87895199.5353
326160,42107454.8635,326758683.922,87895199.5353
32619,42107454.8635,326758683.922,87895199.5353
326191,21053727.4318,163379341.961,43947599.7677
326199,21053727.4318,163379341.961,43947599.7677
3262,294752184.045,2287310787.45,615266396.747
32621,98250728.0149,762436929.151,205088798.916
326211,49125364.0074,381218464.575,102544399.458
326212,49125364.0074,381218464.575,102544399.458
32622,98250728.0149,762436929.151,205088798.916
326220,98250728.0149,762436929.151,205088798.916
32629,98250728.0149,762436929.151,205088798.916
326291,49125364.0074,381218464.575,102544399.458
326299,49125364.0074,381218464.575,102544399.458
327,726824525.416,5640241760.92,1517175210.32
3271,145364905.083,1128048352.18,303435042.064
32711,72682452.5416,564024176.092,151717521.032
327110,72682452.5416,564024176.092,151717521.032
32712,72682452.5416,564024176.092,151717521.032
327120,72682452.5416,564024176.092,151717521.032
3272,145364905.083,1128048352.18,303435042.064
32721,145364905.083,1128048352.18,303435042.064
327211,36341226.2708,282012088.046,75858760.516
327212,36341226.2708,282012088.046,75858760.516
327213,36341226.2708,282012088.046,75858760.516
327215,36341226.2708,282012088.046,75858760.516
3273,145364905.083,1128048352.18,303435042.064
32731,36341226.2708,282012088.046,75858760.516
327310,36341226.2708,282012088.046,75858760.516
32732,36341226.2708,282012088.046,75858760.516
327320,36341226.2708,282012088.046,75858760.516
32733,36341226.2708,282012088.046,75858760.516
327331,18170613.1354,141006044.023,37929380.258
327332,18170613.1354,141006044.023,37929380.258
32739,36341226.2708,282012088.046,75858760.516
327390,36341226.2708,282012088.046,75858760.516
3274,145364905.083,1128048352.18,303435042.064
32741,72682452.5416,564024176.092,151717521.032
327410,72682452.5416,564024176.092,151717521.032
32742,72682452.5416,564024176.092,151717521.032
327420,72682452.5416,564024176.092,151717521.032
3279,145364905.083,1128048352.18,303435042.064
32791,72682452.5416,564024176.092,151717521.032
327910,72682452.5416,564024176.092,151717521.032
32799,72682452.5416,564024176.092,151717521.032
327991,18170613.1354,141006044.023,37929380.258
327992,18170613.1354,141006044.023,37929380.258
327993,18170613.1354,141006044.023,37929380.258
327999,18170613.1354,141006044.023,37929380.258
331,929450510.147,7212642665.07,1940137163.65
3313,929450510.147,7212642665.07,1940137163.65
33131,929450510.147,7212642665.07,1940137163.65
331315,929450510.147,7212642665.07,1940137163.65
332,1091579620.17,8470783172.25,2278565846.24
3322,1091579620.17,8470783172.25,2278565846.24
33221,1091579620.17,8470783172.25,2278565846.24
332215,1091579620.17,8470783172.25,2278565846.24
333,1697611583.38,13173660782.7,3543598380.34
3331,242515940.483,1881951540.39,506228340.048
33311,80838646.8275,627317180.129,168742780.016
333111,40419323.4138,313658590.064,84371390.008
333112,40419323.4138,313658590.064,84371390.008
33312,80838646.8275,627317180.129,168742780.016
333120,80838646.8275,627317180.129,168742780.016
33313,80838646.8275,627317180.129,168742780.016
333131,40419323.4138,313658590.064,84371390.008
333132,40419323.4138,313658590.064,84371390.008
3332,242515940.483,1881951540.39,506228340.048
33324,242515940.483,1881951540.39,506228340.048
333241,48503188.0965,376390308.077,101245668.01
333242,48503188.0965,376390308.077,101245668.01
333243,48503188.0965,376390308.077,101245668.01
333244,48503188.0965,376390308.077,101245668.01
333249,48503188.0965,376390308.077,101245668.01
3333,242515940.483,1881951540.39,506228340.048
33331,242515940.483,1881951540.39,506228340.048
333314,80838646.8275,627317180.129,168742780.016
333316,80838646.8275,627317180.129,168742780.016
333318,80838646.8275,627317180.129,168742780.016
3334,242515940.483,1881951540.39,506228340.048
33341,242515940.483,1881951540.39,506228340.048
333413,80838646.8275,627317180.129,168742780.016
333414,80838646.8275,627317180.129,168742780.016
333415,80838646.8275,627317180.129,168742780.016
3335,242515940.483,1881951540.39,506228340.048
33351,242515940.483,1881951540.39,506228340.048
333511,48503188.0965,376390308.077,101245668.01
333514,48503188.0965,376390308.077,101245668.01
333515,48503188.0965,376390308.077,101245668.01
333517,48503188.0965,376390308.077,101245668.01
333519,48503188.0965,376390308.077,101245668.01
3336,242515940.483,1881951540.39,506228340.048
33361,242515940.483,1881951540.39,506228340.048
333611,60628985.1206,470487885.096,126557085.012
333612,60628985.1206,470487885.096,126557085.012
333613,60628985.1206,470487885.096,126557085.012
333618,60628985.1206,470487885.096,126557085.012
3339,242515940.483,1881951540.39,506228340.048
33391,80838646.8275,627317180.129,168742780.016
333911,26946215.6092,209105726.71,56247593.3387
333912,26946215.6092,209105726.71,56247593.3387
333913,26946215.6092,209105726.71,56247593.3387
33392,80838646.8275,627317180.129,168742780.016
333921,20209661.7069,156829295.032,42185695.004
333922,20209661.7069,156829295.032,42185695.004
333923,20209661.7069,156829295.032,42185695.004
333924,20209661.7069,156829295.032,42185695.004
33399,80838646.8275,627317180.129,168742780.016
333991,10104830.8534,78414647.5161,21092847.502
333992,10104830.8534,78414647.5161,21092847.502
333993,10104830.8534,78414647.5161,21092847.502
333994,10104830.8534,78414647.5161,21092847.502
333995,10104830.8534,78414647.5161,21092847.502
333996,10104830.8534,78414647.5161,21092847.502
333997,10104830.8534,78414647.5161,21092847.502
333999,10104830.8534,78414647.5161,21092847.502
334,3683389690.45,28583526872.5,7688716234.63
3341,613898281.741,4763921145.41,1281452705.77
33411,613898281.741,4763921145.41,1281452705.77
334111,204632760.58,1587973715.14,427150901.924
334112,204632760.58,1587973715.14,427150901.924
334118,204632760.58,1587973715.14,427150901.924
3342,613898281.741,4763921145.41,1281452705.77
33421,204632760.58,1587973715.14,427150901.924
334210,204632760.58,1587973715.14,427150901.924
33422,204632760.58,1587973715.14,427150901.924
334220,204632760.58,1587973715.14,427150901.924
33429,204632760.58,1587973715.14,427150901.924
334290,204632760.58,1587973715.14,427150901.924
3343,613898281.741,4763921145.41,1281452705.77
33431,613898281.741,4763921145.41,1281452705.77
334310,613898281.741,4763921145.41,1281452705.77
3344,613898281.741,4763921145.41,1281452705.77
33441,613898281.741,4763921145.41,1281452705.77
334412,102316380.29,793986857.568,213575450.962
334413,102316380.29,793986857.568,213575450.962
334416,102316380.29,793986857.568,213575450.962
334417,102316380.29,793986857.568,213575450.962
334418,102316380.29,793986857.568,213575450.962
334419,102316380.29,793986857.568,213575450.962
3345,613898281.741,4763921145.41,1281452705.77
33451,613898281.741,4763921145.41,1281452705.77
334510,68210920.1935,529324571.712,142383633.975
334511,68210920.1935,529324571.712,142383633.975
334512,68210920.1935,529324571.712,142383633.975
334513,68210920.1935,529324571.712,142383633.975
334514,68210920.1935,529324571.712,142383633.975
334515,68210920.1935,529324571.712,142383633.975
334516,68210920.1935,529324571.712,142383633.975
334517,68210920.1935,529324571.712,142383633.975
334519,68210920.1935,529324571.712,142383633.975
3346,613898281.741,4763921145.41,1281452705.77
33461,613898281.741,4763921145.41,1281452705.77
334613,306949140.871,2381960572.7,640726352.886
334614,306949140.871,2381960572.7,640726352.886
335,1829421166.53,14196518280.5,3818738011.77
3351,457355291.632,3549129570.12,954684502.943
33511,228677645.816,1774564785.06,477342251.471
335110,228677645.816,1774564785.06,477342251.471
33512,228677645.816,1774564785.06,477342251.471
335121,76225881.9387,591521595.019,159114083.824
335122,76225881.9387,591521595.019,159114083.824
335129,76225881.9387,591521595.019,159114083.824
3352,457355291.632,3549129570.12,954684502.943
33521,228677645.816,1774564785.06,477342251.471
335210,228677645.816,1774564785.06,477342251.471
33522,228677645.816,1774564785.06,477342251.471
335221,57169411.454,443641196.265,119335562.868
335222,57169411.454,443641196.265,119335562.868
335224,57169411.454,443641196.265,119335562.868
335228,57169411.454,443641196.265,119335562.868
3353,457355291.632,3549129570.12,954684502.943
33531,457355291.632,3549129570.12,954684502.943
335311,114338822.908,887282392.529,238671125.736
335312,114338822.908,887282392.529,238671125.736
335313,114338822.908,887282392.529,238671125.736
335314,114338822.908,887282392.529,238671125.736
3359,457355291.632,3549129570.12,954684502.943
33591,114338822.908,887282392.529,238671125.736
335911,57169411.454,443641196.265,119335562.868
335912,57169411.454,443641196.265,119335562.868
33592,114338822.908,887282392.529,238671125.736
335921,57169411.454,443641196.265,119335562.868
335929,57169411.454,443641196.265,119335562.868
33593,114338822.908,887282392.529,238671125.736
335931,57169411.454,443641196.265,119335562.868
335932,57169411.454,443641196.265,119335562.868
33599,114338822.908,887282392.529,238671125.736
335991,57169411.454,443641196.265,119335562.868
335999,57169411.454,443641196.265,119335562.868
336,3234473147.43,25099882960.4,6751646795.24
3361,462067592.49,3585697565.77,964520970.748
33611,231033796.245,1792848782.88,482260485.374
336111,115516898.122,896424391.442,241130242.687
336112,115516898.122,896424391.442,241130242.687
33612,231033796.245,1792848782.88,482260485.374
336120,231033796.245,1792848782.88,482260485.374
3362,462067592.49,3585697565.77,964520970.748
33621,462067592.49,3585697565.77,964520970.748
336211,115516898.122,896424391.442,241130242.687
336212,115516898.122,896424391.442,241130242.687
336213,115516898.122,896424391.442,241130242.687
336214,115516898.122,896424391.442,241130242.687
3363,462067592.49,3585697565.77,964520970.748
33631,57758449.0612,448212195.721,120565121.343
336310,57758449.0612,448212195.721,120565121.343
33632,57758449.0612,448212195.721,120565121.343
336320,57758449.0612,448212195.721,120565121.343
33633,57758449.0612,448212195.721,120565121.343
336330,57758449.0612,448212195.721,120565121.343
33634,57758449.0612,448212195.721,120565121.343
336340,57758449.0612,448212195.721,120565121.343
33635,57758449.0612,448212195.721,120565121.343
336350,57758449.0612,448212195.721,120565121.343
33636,57758449.0612,448212195.721,120565121.343
336360,57758449.0612,448212195.721,120565121.343
33637,57758449.0612,448212195.721,120565121.343
336370,57758449.0612,448212195.721,120565121.343
33639,57758449.0612,448212195.721,120565121.343
336390,57758449.0612,448212195.721,120565121.343
3364,462067592.49,3585697565.77,964520970.748
33641,462067592.49,3585697565.77,964520970.748
336411,77011265.415,597616260.962,160753495.125
336412,77011265.415,597616260.962,160753495.125
336413,77011265.415,597616260.962,160753495.125
336414,77011265.415,597616260.962,160753495.125
336415,77011265.415,597616260.962,160753495.125
336419,77011265.415,597616260.962,160753495.125
3365,462067592.49,3585697565.77,964520970.748
33651,462067592.49,3585697565.77,964520970.748
336510,462067592.49,3585697565.77,964520970.748
3366,462067592.49,3585697565.77,964520970.748
33661,462067592.49,3585697565.77,964520970.748
336611,231033796.245,1792848782.88,482260485.374
336612,231033796.245,1792848782.88,482260485.374
3369,462067592.49,3585697565.77,964520970.748
33699,462067592.49,3585697565.77,964520970.748
336991,154022530.83,1195232521.92,321506990.249
336992,154022530.83,1195232521.92,321506990.249
336999,154022530.83,1195232521.92,321506990.249
337,157694882.465,1223730392.22,329172665.622
3371,52564960.8218,407910130.741,109724221.874
33711,26282480.4109,203955065.37,54862110.9371
337110,26282480.4109,203955065.37,54862110.9371
33712,26282480.4109,203955065.37,54862110.9371
337121,5256496.08218,40791013.0741,10972422.1874
337122,5256496.08218,40791013.0741,10972422.1874
337124,5256496.08218,40791013.0741,10972422.1874
337125,5256496.08218,40791013.0741,10972422.1874
337127,5256496.08218,40791013.0741,10972422.1874
3372,52564960.8218,407910130.741,109724221.874
33721,52564960.8218,407910130.741,109724221.874
337211,13141240.2055,101977532.685,27431055.4685
337212,13141240.2055,101977532.685,27431055.4685
337214,13141240.2055,101977532.685,27431055.4685
337215,13141240.2055,101977532.685,27431055.4685
3379,52564960.8218,407910130.741,109724221.874
33791,26282480.4109,203955065.37,54862110.9371
337910,26282480.4109,203955065.37,54862110.9371
33792,26282480.4109,203955065.37,54862110.9371
337920,26282480.4109,203955065.37,54862110.9371
339,877927764.243,6812820241.74,1832588463.63
3391,438963882.121,3406410120.87,916294231.815
33911,438963882.121,3406410120.87,916294231.815
339112,87792776.4243,681282024.174,183258846.363
339113,87792776.4243,681282024.174,183258846.363
339114,87792776.4243,681282024.174,183258846.363
339115,87792776.4243,681282024.174,183258846.363
339116,87792776.4243,681282024.174,183258846.363
3399,438963882.121,3406410120.87,916294231.815
33991,73160647.0202,567735020.145,152715705.303
339910,73160647.0202,567735020.145,152715705.303
33992,73160647.0202,567735020.145,152715705.303
339920,73160647.0202,567735020.145,152715705.303
33993,73160647.0202,567735020.145,152715705.303
339930,73160647.0202,567735020.145,152715705.303
33994,73160647.0202,567735020.145,152715705.303
339940,73160647.0202,567735020.145,152715705.303
33995,73160647.0202,567735020.145,152715705.303
339950,73160647.0202,567735020.145,152715705.303
33999,73160647.0202,567735020.145,152715705.303
339991,12193441.17,94622503.3575,25452617.5504
339992,12193441.17,94622503.3575,25452617.5504
339993,12193441.17,94622503.3575,25452617.5504
339994,12193441.17,94622503.3575,25452617.5504
339995,12193441.17,94622503.3575,25452617.5504
339999,12193441.17,94622503.3575,25452617.5504
42,6777608455.68,52595019725.0,14147595705.2
423,2582156514.51,20037830999.2,5389999533.56
4231,286906279.39,2226425666.57,598888837.063
42311,71726569.8474,556606416.643,149722209.266
423110,71726569.8474,556606416.643,149722209.266
42312,71726569.8474,556606416.643,149722209.266
