Codes:,tax_exempt_general_partners,partnership_general_partners,individual_general_partners,other_limited_partners,corporate_general_partners,partnership_limited_partners,individual_limited_partners,other_general_partners,corporate_limited_partners,tax_exempt_limited_partners
111199,660437.383222,40324610.0185,57464192.4694,48895422.0523,35559566.1789,92913044.3804,103721021.365,1335122.34965,72816498.8645,20916055.1109
1112,9246123.3651,564544540.258,804498694.571,684535908.732,497833926.505,1300782621.33,1452094299.1,18691712.8951,1019430984.1,292824771.553
11121,9246123.3651,564544540.258,804498694.571,684535908.732,497833926.505,1300782621.33,1452094299.1,18691712.8951,1019430984.1,292824771.553
111211,4623061.68255,282272270.129,402249347.286,342267954.366,248916963.253,650391310.663,726047149.552,9345856.44753,509715492.052,146412385.777
111219,4623061.68255,282272270.129,402249347.286,342267954.366,248916963.253,650391310.663,726047149.552,9345856.44753,509715492.052,146412385.777
1113,9246123.3651,564544540.258,804498694.571,684535908.732,497833926.505,1300782621.33,1452094299.1,18691712.8951,1019430984.1,292824771.553
11131,3082041.1217,188181513.419,268166231.524,228178636.244,165944642.168,433594207.109,484031433.034,6230570.96502,339810328.034,97608257.1844
111310,3082041.1217,188181513.419,268166231.524,228178636.244,165944642.168,433594207.109,484031433.034,6230570.96502,339810328.034,97608257.1844
11132,3082041.1217,188181513.419,268166231.524,228178636.244,165944642.168,433594207.109,484031433.034,6230570.96502,339810328.034,97608257.1844
111320,3082041.1217,188181513.419,268166231.524,228178636.244,165944642.168,433594207.109,484031433.034,6230570.96502,339810328.034,97608257.1844
11133,3082041.1217,188181513.419,268166231.524,228178636.244,165944642.168,433594207.109,484031433.034,6230570.96502,339810328.034,97608257.1844
111331,440291.588814,26883073.3456,38309461.6463,32596948.0348,23706377.4526,61942029.5869,69147347.5763,890081.566432,48544332.5763,13944036.7406
111332,440291.588814,26883073.3456,38309461.6463,32596948.0348,23706377.4526,61942029.5869,69147347.5763,890081.566432,48544332.5763,13944036.7406
111333,440291.588814,26883073.3456,38309461.6463,32596948.0348,23706377.4526,61942029.5869,69147347.5763,890081.566432,48544332.5763,13944036.7406
111334,440291.588814,26883073.3456,38309461.6463,32596948.0348,23706377.4526,61942029.5869,69147347.5763,890081.566432,48544332.5763,13944036.7406
111335,440291.588814,26883073.3456,38309461.6463,32596948.0348,23706377.4526,61942029.5869,69147347.5763,890081.566432,48544332.5763,13944036.7406
111336,440291.588814,26883073.3456,38309461.6463,32596948.0348,23706377.4526,61942029.5869,69147347.5763,890081.566432,48544332.5763,13944036.7406
111339,440291.588814,26883073.3456,38309461.6463,32596948.0348,23706377.4526,61942029.5869,69147347.5763,890081.566432,48544332.5763,13944036.7406
1114,9246123.3651,564544540.258,804498694.571,684535908.732,497833926.505,1300782621.33,1452094299.1,18691712.8951,1019430984.1,292824771.553
11141,4623061.68255,282272270.129,402249347.286,342267954.366,248916963.253,650391310.663,726047149.552,9345856.44753,509715492.052,146412385.777
111411,2311530.84128,141136135.065,201124673.643,171133977.183,124458481.626,325195655.331,363023574.776,4672928.22377,254857746.026,73206192.8883
111419,2311530.84128,141136135.065,201124673.643,171133977.183,124458481.626,325195655.331,363023574.776,4672928.22377,254857746.026,73206192.8883
11142,4623061.68255,282272270.129,402249347.286,342267954.366,248916963.253,650391310.663,726047149.552,9345856.44753,509715492.052,146412385.777
111421,2311530.84128,141136135.065,201124673.643,171133977.183,124458481.626,325195655.331,363023574.776,4672928.22377,254857746.026,73206192.8883
111422,2311530.84128,141136135.065,201124673.643,171133977.183,124458481.626,325195655.331,363023574.776,4672928.22377,254857746.026,73206192.8883
1119,9246123.3651,564544540.258,804498694.571,684535908.732,497833926.505,1300782621.33,1452094299.1,18691712.8951,1019430984.1,292824771.553
11191,1849224.67302,112908908.052,160899738.914,136907181.746,99566785.301,260156524.265,290418859.821,3738342.57901,203886196.821,58564954.3106
111910,1849224.67302,112908908.052,160899738.914,136907181.746,99566785.301,260156524.265,290418859.821,3738342.57901,203886196.821,58564954.3106
11192,1849224.67302,112908908.052,160899738.914,136907181.746,99566785.301,260156524.265,290418859.821,3738342.57901,203886196.821,58564954.3106
111920,1849224.67302,112908908.052,160899738.914,136907181.746,99566785.301,260156524.265,290418859.821,3738342.57901,203886196.821,58564954.3106
11193,1849224.67302,112908908.052,160899738.914,136907181.746,99566785.301,260156524.265,290418859.821,3738342.57901,203886196.821,58564954.3106
111930,1849224.67302,112908908.052,160899738.914,136907181.746,99566785.301,260156524.265,290418859.821,3738342.57901,203886196.821,58564954.3106
11194,1849224.67302,112908908.052,160899738.914,136907181.746,99566785.301,260156524.265,290418859.821,3738342.57901,203886196.821,58564954.3106
111940,1849224.67302,112908908.052,160899738.914,136907181.746,99566785.301,260156524.265,290418859.821,3738342.57901,203886196.821,58564954.3106
11199,1849224.67302,112908908.052,160899738.914,136907181.746,99566785.301,260156524.265,290418859.821,3738342.57901,203886196.821,58564954.3106
111991,616408.22434,37636302.6839,53633246.3048,45635727.2488,33188928.4337,86718841.4217,96806286.6069,1246114.193,67962065.6069,19521651.4369
111992,616408.22434,37636302.6839,53633246.3048,45635727.2488,33188928.4337,86718841.4217,96806286.6069,1246114.193,67962065.6069,19521651.4369
111998,616408.22434,37636302.6839,53633246.3048,45635727.2488,33188928.4337,86718841.4217,96806286.6069,1246114.193,67962065.6069,19521651.4369
113,2519008.97697,153804217.038,219177200.386,186494602.231,135629612.583,354384531.854,395607805.608,5092360.41078,277733240.079,79777026.4461
1131,839669.65899,51268072.3461,73059066.7953,62164867.4103,45209870.8611,118128177.285,131869268.536,1697453.47026,92577746.6929,26592342.1487
11311,839669.65899,51268072.3461,73059066.7953,62164867.4103,45209870.8611,118128177.285,131869268.536,1697453.47026,92577746.6929,26592342.1487
113110,839669.65899,51268072.3461,73059066.7953,62164867.4103,45209870.8611,118128177.285,131869268.536,1697453.47026,92577746.6929,26592342.1487
1132,839669.65899,51268072.3461,73059066.7953,62164867.4103,45209870.8611,118128177.285,131869268.536,1697453.47026,92577746.6929,26592342.1487
11321,839669.65899,51268072.3461,73059066.7953,62164867.4103,45209870.8611,118128177.285,131869268.536,1697453.47026,92577746.6929,26592342.1487
113210,839669.65899,51268072.3461,73059066.7953,62164867.4103,45209870.8611,118128177.285,131869268.536,1697453.47026,92577746.6929,26592342.1487
1133,839669.65899,51268072.3461,73059066.7953,62164867.4103,45209870.8611,118128177.285,131869268.536,1697453.47026,92577746.6929,26592342.1487
11331,839669.65899,51268072.3461,73059066.7953,62164867.4103,45209870.8611,118128177.285,131869268.536,1697453.47026,92577746.6929,26592342.1487
113310,839669.65899,51268072.3461,73059066.7953,62164867.4103,45209870.8611,118128177.285,131869268.536,1697453.47026,92577746.6929,26592342.1487
114,4286843.69335,261743663.421,372995256.385,317376085.884,230814163.288,603090782.641,673244455.266,8666167.25498,472645790.289,135764360.438
1141,2143421.84668,130871831.71,186497628.192,158688042.942,115407081.644,301545391.32,336622227.633,4333083.62749,236322895.145,67882180.2188
11411,2143421.84668,130871831.71,186497628.192,158688042.942,115407081.644,301545391.32,336622227.633,4333083.62749,236322895.145,67882180.2188
114111,714473.948892,43623943.9035,62165876.0642,52896014.3141,38469027.2147,100515130.44,112207409.211,1444361.20916,78774298.3815,22627393.4063
114112,714473.948892,43623943.9035,62165876.0642,52896014.3141,38469027.2147,100515130.44,112207409.211,1444361.20916,78774298.3815,22627393.4063
114119,714473.948892,43623943.9035,62165876.0642,52896014.3141,38469027.2147,100515130.44,112207409.211,1444361.20916,78774298.3815,22627393.4063
1142,2143421.84668,130871831.71,186497628.192,158688042.942,115407081.644,301545391.32,336622227.633,4333083.62749,236322895.145,67882180.2188
11421,2143421.84668,130871831.71,186497628.192,158688042.942,115407081.644,301545391.32,336622227.633,4333083.62749,236322895.145,67882180.2188
114210,2143421.84668,130871831.71,186497628.192,158688042.942,115407081.644,301545391.32,336622227.633,4333083.62749,236322895.145,67882180.2188
21,43525478.0818,2184613072.17,1680728111.22,2714147690.31,1944096215.33,7157828757.79,6004546983.12,199808835.925,4894530920.97,1640802835.01
211,14508492.6939,728204357.389,560242703.741,904715896.769,648032071.778,2385942919.26,2001515661.04,66602945.3085,1631510306.99,546934278.337
2111,14508492.6939,728204357.389,560242703.741,904715896.769,648032071.778,2385942919.26,2001515661.04,66602945.3085,1631510306.99,546934278.337
21111,14508492.6939,728204357.389,560242703.741,904715896.769,648032071.778,2385942919.26,2001515661.04,66602945.3085,1631510306.99,546934278.337
211111,7254246.34696,364102178.695,280121351.87,452357948.385,324016035.889,1192971459.63,1000757830.52,33301472.6542,815755153.495,273467139.169
211112,7254246.34696,364102178.695,280121351.87,452357948.385,324016035.889,1192971459.63,1000757830.52,33301472.6542,815755153.495,273467139.169
212,14508492.6939,728204357.389,560242703.741,904715896.769,648032071.778,2385942919.26,2001515661.04,66602945.3085,1631510306.99,546934278.337
2121,4836164.23131,242734785.796,186747567.914,301571965.59,216010690.593,795314306.421,667171887.013,22200981.7695,543836768.997,182311426.112
21211,4836164.23131,242734785.796,186747567.914,301571965.59,216010690.593,795314306.421,667171887.013,22200981.7695,543836768.997,182311426.112
212111,1612054.74377,80911595.2655,62249189.3045,100523988.53,72003563.5309,265104768.807,222390629.004,7400327.2565,181278922.999,60770475.3708
212112,1612054.74377,80911595.2655,62249189.3045,100523988.53,72003563.5309,265104768.807,222390629.004,7400327.2565,181278922.999,60770475.3708
212113,1612054.74377,80911595.2655,62249189.3045,100523988.53,72003563.5309,265104768.807,222390629.004,7400327.2565,181278922.999,60770475.3708
2122,4836164.23131,242734785.796,186747567.914,301571965.59,216010690.593,795314306.421,667171887.013,22200981.7695,543836768.997,182311426.112
21221,1209041.05783,60683696.4491,46686891.9784,75392991.3974,54002672.6482,198828576.605,166792971.753,5550245.44237,135959192.249,45577856.5281
212210,1209041.05783,60683696.4491,46686891.9784,75392991.3974,54002672.6482,198828576.605,166792971.753,5550245.44237,135959192.249,45577856.5281
21222,1209041.05783,60683696.4491,46686891.9784,75392991.3974,54002672.6482,198828576.605,166792971.753,5550245.44237,135959192.249,45577856.5281
212221,604520.528913,30341848.2245,23343445.9892,37696495.6987,27001336.3241,99414288.3027,83396485.8766,2775122.72119,67979596.1246,22788928.264
212222,604520.528913,30341848.2245,23343445.9892,37696495.6987,27001336.3241,99414288.3027,83396485.8766,2775122.72119,67979596.1246,22788928.264
21223,1209041.05783,60683696.4491,46686891.9784,75392991.3974,54002672.6482,198828576.605,166792971.753,5550245.44237,135959192.249,45577856.5281
212231,604520.528913,30341848.2245,23343445.9892,37696495.6987,27001336.3241,99414288.3027,83396485.8766,2775122.72119,67979596.1246,22788928.264
212234,604520.528913,30341848.2245,23343445.9892,37696495.6987,27001336.3241,99414288.3027,83396485.8766,2775122.72119,67979596.1246,22788928.264
21229,1209041.05783,60683696.4491,46686891.9784,75392991.3974,54002672.6482,198828576.605,166792971.753,5550245.44237,135959192.249,45577856.5281
212291,604520.528913,30341848.2245,23343445.9892,37696495.6987,27001336.3241,99414288.3027,83396485.8766,2775122.72119,67979596.1246,22788928.264
212299,604520.528913,30341848.2245,23343445.9892,37696495.6987,27001336.3241,99414288.3027,83396485.8766,2775122.72119,67979596.1246,22788928.264
2123,4836164.23131,242734785.796,186747567.914,301571965.59,216010690.593,795314306.421,667171887.013,22200981.7695,543836768.997,182311426.112
21231,1612054.74377,80911595.2655,62249189.3045,100523988.53,72003563.5309,265104768.807,222390629.004,7400327.2565,181278922.999,60770475.3708
212311,403013.685942,20227898.8164,15562297.3261,25130997.1325,18000890.8827,66276192.2018,55597657.2511,1850081.81412,45319730.7497,15192618.8427
212312,403013.685942,20227898.8164,15562297.3261,25130997.1325,18000890.8827,66276192.2018,55597657.2511,1850081.81412,45319730.7497,15192618.8427
212313,403013.685942,20227898.8164,15562297.3261,25130997.1325,18000890.8827,66276192.2018,55597657.2511,1850081.81412,45319730.7497,15192618.8427
212319,403013.685942,20227898.8164,15562297.3261,25130997.1325,18000890.8827,66276192.2018,55597657.2511,1850081.81412,45319730.7497,15192618.8427
21232,1612054.74377,80911595.2655,62249189.3045,100523988.53,72003563.5309,265104768.807,222390629.004,7400327.2565,181278922.999,60770475.3708
212321,403013.685942,20227898.8164,15562297.3261,25130997.1325,18000890.8827,66276192.2018,55597657.2511,1850081.81412,45319730.7497,15192618.8427
212322,403013.685942,20227898.8164,15562297.3261,25130997.1325,18000890.8827,66276192.2018,55597657.2511,1850081.81412,45319730.7497,15192618.8427
212324,403013.685942,20227898.8164,15562297.3261,25130997.1325,18000890.8827,66276192.2018,55597657.2511,1850081.81412,45319730.7497,15192618.8427
212325,403013.685942,20227898.8164,15562297.3261,25130997.1325,18000890.8827,66276192.2018,55597657.2511,1850081.81412,45319730.7497,15192618.8427
21239,1612054.74377,80911595.2655,62249189.3045,100523988.53,72003563.5309,265104768.807,222390629.004,7400327.2565,181278922.999,60770475.3708
212391,403013.685942,20227898.8164,15562297.3261,25130997.1325,18000890.8827,66276192.2018,55597657.2511,1850081.81412,45319730.7497,15192618.8427
212392,403013.685942,20227898.8164,15562297.3261,25130997.1325,18000890.8827,66276192.2018,55597657.2511,1850081.81412,45319730.7497,15192618.8427
212393,403013.685942,20227898.8164,15562297.3261,25130997.1325,18000890.8827,66276192.2018,55597657.2511,1850081.81412,45319730.7497,15192618.8427
212399,403013.685942,20227898.8164,15562297.3261,25130997.1325,18000890.8827,66276192.2018,55597657.2511,1850081.81412,45319730.7497,15192618.8427
213,14508492.6939,728204357.389,560242703.741,904715896.769,648032071.778,2385942919.26,2001515661.04,66602945.3085,1631510306.99,546934278.337
2131,14508492.6939,728204357.389,560242703.741,904715896.769,648032071.778,2385942919.26,2001515661.04,66602945.3085,1631510306.99,546934278.337
21311,14508492.6939,728204357.389,560242703.741,904715896.769,648032071.778,2385942919.26,2001515661.04,66602945.3085,1631510306.99,546934278.337
213111,2901698.53878,145640871.478,112048540.748,180943179.354,129606414.356,477188583.853,400303132.208,13320589.0617,326302061.398,109386855.667
213112,2901698.53878,145640871.478,112048540.748,180943179.354,129606414.356,477188583.853,400303132.208,13320589.0617,326302061.398,109386855.667
213113,2901698.53878,145640871.478,112048540.748,180943179.354,129606414.356,477188583.853,400303132.208,13320589.0617,326302061.398,109386855.667
213114,2901698.53878,145640871.478,112048540.748,180943179.354,129606414.356,477188583.853,400303132.208,13320589.0617,326302061.398,109386855.667
213115,2901698.53878,145640871.478,112048540.748,180943179.354,129606414.356,477188583.853,400303132.208,13320589.0617,326302061.398,109386855.667
22,90586129.6888,4546662134.38,3497966280.09,5648740588.37,4046093452.64,14897021990.8,12496787989.6,415846302.483,10186599488.7,3414872965.37
221,90586129.6888,4546662134.38,3497966280.09,5648740588.37,4046093452.64,14897021990.8,12496787989.6,415846302.483,10186599488.7,3414872965.37
2212,90586129.6888,4546662134.38,3497966280.09,5648740588.37,4046093452.64,14897021990.8,12496787989.6,415846302.483,10186599488.7,3414872965.37
22121,90586129.6888,4546662134.38,3497966280.09,5648740588.37,4046093452.64,14897021990.8,12496787989.6,415846302.483,10186599488.7,3414872965.37
221210,90586129.6888,4546662134.38,3497966280.09,5648740588.37,4046093452.64,14897021990.8,12496787989.6,415846302.483,10186599488.7,3414872965.37
23,31813351.4413,1596762781.04,1228466554.21,1983806683.83,1420965808.07,5231752340.56,4388803336.31,146042938.493,3577477817.4,1199284638.25
236,7809888.06423,391990721.509,301577351.784,487006474.95,348834165.574,1284347555.62,1077411251.55,35852211.431,878238225.158,294413457.167
2361,3904944.03212,195995360.754,150788675.892,243503237.475,174417082.787,642173777.808,538705625.777,17926105.7155,439119112.579,147206728.584
23611,3904944.03212,195995360.754,150788675.892,243503237.475,174417082.787,642173777.808,538705625.777,17926105.7155,439119112.579,147206728.584
236115,976236.008029,48998840.1886,37697168.9731,60875809.3687,43604270.6967,160543444.452,134676406.444,4481526.42887,109779778.145,36801682.1459
236116,976236.008029,48998840.1886,37697168.9731,60875809.3687,43604270.6967,160543444.452,134676406.444,4481526.42887,109779778.145,36801682.1459
236117,976236.008029,48998840.1886,37697168.9731,60875809.3687,43604270.6967,160543444.452,134676406.444,4481526.42887,109779778.145,36801682.1459
236118,976236.008029,48998840.1886,37697168.9731,60875809.3687,43604270.6967,160543444.452,134676406.444,4481526.42887,109779778.145,36801682.1459
2362,3904944.03212,195995360.754,150788675.892,243503237.475,174417082.787,642173777.808,538705625.777,17926105.7155,439119112.579,147206728.584
23621,1952472.01606,97997680.3772,75394337.9461,121751618.737,87208541.3935,321086888.904,269352812.889,8963052.85775,219559556.29,73603364.2918
236210,1952472.01606,97997680.3772,75394337.9461,121751618.737,87208541.3935,321086888.904,269352812.889,8963052.85775,219559556.29,73603364.2918
23622,1952472.01606,97997680.3772,75394337.9461,121751618.737,87208541.3935,321086888.904,269352812.889,8963052.85775,219559556.29,73603364.2918
236220,1952472.01606,97997680.3772,75394337.9461,121751618.737,87208541.3935,321086888.904,269352812.889,8963052.85775,219559556.29,73603364.2918
237,11205347.4305,562414235.38,432692373.582,698739432.351,500494755.974,1842735832.3,1545831041.36,51439467.7533,1260064722.92,422413874.392
2372,11205347.4305,562414235.38,432692373.582,698739432.351,500494755.974,1842735832.3,1545831041.36,51439467.7533,1260064722.92,422413874.392
23721,11205347.4305,562414235.38,432692373.582,698739432.351,500494755.974,1842735832.3,1545831041.36,51439467.7533,1260064722.92,422413874.392
237210,11205347.4305,562414235.38,432692373.582,698739432.351,500494755.974,1842735832.3,1545831041.36,51439467.7533,1260064722.92,422413874.392
238,12798115.9465,642357824.155,494196828.846,798060776.525,571636886.522,2104668952.64,1765561043.4,58751259.3087,1439174869.32,482457306.694
2382,12798115.9465,642357824.155,494196828.846,798060776.525,571636886.522,2104668952.64,1765561043.4,58751259.3087,1439174869.32,482457306.694
23821,5792666.0589,290743136.036,223682705.238,361217197.315,258733520.184,952612435.934,799125869.285,26591916.1177,651397397.332,218369178.481
238210,5792666.0589,290743136.036,223682705.238,361217197.315,258733520.184,952612435.934,799125869.285,26591916.1177,651397397.332,218369178.481
23822,7005449.88764,351614688.119,270514123.608,436843579.211,312903366.338,1152056516.71,966435174.11,32159343.191,787777471.988,264088128.212
238220,7005449.88764,351614688.119,270514123.608,436843579.211,312903366.338,1152056516.71,966435174.11,32159343.191,787777471.988,264088128.212
31.32.33,462764771.061,23226900949.8,17869574187.0,28856935980.6,20669715294.6,76102345853.0,63840603996.3,2124376211.09,52038865072.1,17445086918.4
311,30056224.6751,1508569789.9,1160615436.18,1874236341.03,1342482500.21,4942790264.73,4146399330.94,137976641.023,3379885242.47,1133045306.57
3116,30056224.6751,1508569789.9,1160615436.18,1874236341.03,1342482500.21,4942790264.73,4146399330.94,137976641.023,3379885242.47,1133045306.57
31161,30056224.6751,1508569789.9,1160615436.18,1874236341.03,1342482500.21,4942790264.73,4146399330.94,137976641.023,3379885242.47,1133045306.57
311615,30056224.6751,1508569789.9,1160615436.18,1874236341.03,1342482500.21,4942790264.73,4146399330.94,137976641.023,3379885242.47,1133045306.57
312,12646998.7857,634773013.153,488361468.237,788637461.466,564887131.818,2079817513.73,1744713711.39,58057538.1751,1422181428.95,476760563.617
3121,12646998.7857,634773013.153,488361468.237,788637461.466,564887131.818,2079817513.73,1744713711.39,58057538.1751,1422181428.95,476760563.617
31212,12646998.7857,634773013.153,488361468.237,788637461.466,564887131.818,2079817513.73,1744713711.39,58057538.1751,1422181428.95,476760563.617
312120,12646998.7857,634773013.153,488361468.237,788637461.466,564887131.818,2079817513.73,1744713711.39,58057538.1751,1422181428.95,476760563.617
313,2000964.89885,100431615.404,77266881.4514,124775522.244,89374510.2479,329061614.657,276042637.007,9185665.1503,225012682.245,75431425.9941
3131,666988.299615,33477205.1345,25755627.1505,41591840.7481,29791503.416,109687204.886,92014212.3357,3061888.38343,75004227.415,25143808.6647
31311,666988.299615,33477205.1345,25755627.1505,41591840.7481,29791503.416,109687204.886,92014212.3357,3061888.38343,75004227.415,25143808.6647
313110,666988.299615,33477205.1345,25755627.1505,41591840.7481,29791503.416,109687204.886,92014212.3357,3061888.38343,75004227.415,25143808.6647
3132,666988.299615,33477205.1345,25755627.1505,41591840.7481,29791503.416,109687204.886,92014212.3357,3061888.38343,75004227.415,25143808.6647
31321,166747.074904,8369301.28363,6438906.78761,10397960.187,7447875.85399,27421801.2214,23003553.0839,765472.095859,18751056.8537,6285952.16618
313210,166747.074904,8369301.28363,6438906.78761,10397960.187,7447875.85399,27421801.2214,23003553.0839,765472.095859,18751056.8537,6285952.16618
31322,166747.074904,8369301.28363,6438906.78761,10397960.187,7447875.85399,27421801.2214,23003553.0839,765472.095859,18751056.8537,6285952.16618
313220,166747.074904,8369301.28363,6438906.78761,10397960.187,7447875.85399,27421801.2214,23003553.0839,765472.095859,18751056.8537,6285952.16618
31323,166747.074904,8369301.28363,6438906.78761,10397960.187,7447875.85399,27421801.2214,23003553.0839,765472.095859,18751056.8537,6285952.16618
313230,166747.074904,8369301.28363,6438906.78761,10397960.187,7447875.85399,27421801.2214,23003553.0839,765472.095859,18751056.8537,6285952.16618
31324,166747.074904,8369301.28363,6438906.78761,10397960.187,7447875.85399,27421801.2214,23003553.0839,765472.095859,18751056.8537,6285952.16618
313240,166747.074904,8369301.28363,6438906.78761,10397960.187,7447875.85399,27421801.2214,23003553.0839,765472.095859,18751056.8537,6285952.16618
3133,666988.299615,33477205.1345,25755627.1505,41591840.7481,29791503.416,109687204.886,92014212.3357,3061888.38343,75004227.415,25143808.6647
31331,333494.149808,16738602.5673,12877813.5752,20795920.3741,14895751.708,54843602.4428,46007106.1679,1530944.19172,37502113.7075,12571904.3324
313310,333494.149808,16738602.5673,12877813.5752,20795920.3741,14895751.708,54843602.4428,46007106.1679,1530944.19172,37502113.7075,12571904.3324
31332,333494.149808,16738602.5673,12877813.5752,20795920.3741,14895751.708,54843602.4428,46007106.1679,1530944.19172,37502113.7075,12571904.3324
313320,333494.149808,16738602.5673,12877813.5752,20795920.3741,14895751.708,54843602.4428,46007106.1679,1530944.19172,37502113.7075,12571904.3324
315,1570358.7639,78818807.6227,60639106.9212,97923924.0978,70141183.1453,258247803.716,216638470.013,7208916.94771,176590122.973,59198640.092
3151,62.8961123584,3156.85605999,2428.72149339,3922.05543994,2809.29927445,10343.357997,8676.8182305,288.732015096,7072.79920438,2371.02782134
31511,31.4480561792,1578.42803,1214.3607467,1961.02771997,1404.64963722,5171.67899852,4338.40911525,144.366007548,3536.39960219,1185.51391067
315110,31.4480561792,1578.42803,1214.3607467,1961.02771997,1404.64963722,5171.67899852,4338.40911525,144.366007548,3536.39960219,1185.51391067
31519,31.4480561792,1578.42803,1214.3607467,1961.02771997,1404.64963722,5171.67899852,4338.40911525,144.366007548,3536.39960219,1185.51391067
315190,31.4480561792,1578.42803,1214.3607467,1961.02771997,1404.64963722,5171.67899852,4338.40911525,144.366007548,3536.39960219,1185.51391067
3152,62.8961123584,3156.85605999,2428.72149339,3922.05543994,2809.29927445,10343.357997,8676.8182305,288.732015096,7072.79920438,2371.02782134
31521,15.7240280896,789.214014999,607.180373348,980.513859986,702.324818612,2585.83949926,2169.20455763,72.183003774,1768.19980109,592.756955334
315210,15.7240280896,789.214014999,607.180373348,980.513859986,702.324818612,2585.83949926,2169.20455763,72.183003774,1768.19980109,592.756955334
31522,15.7240280896,789.214014999,607.180373348,980.513859986,702.324818612,2585.83949926,2169.20455763,72.183003774,1768.19980109,592.756955334
315220,15.7240280896,789.214014999,607.180373348,980.513859986,702.324818612,2585.83949926,2169.20455763,72.183003774,1768.19980109,592.756955334
31524,15.7240280896,789.214014999,607.180373348,980.513859986,702.324818612,2585.83949926,2169.20455763,72.183003774,1768.19980109,592.756955334
315240,15.7240280896,789.214014999,607.180373348,980.513859986,702.324818612,2585.83949926,2169.20455763,72.183003774,1768.19980109,592.756955334
31528,15.7240280896,789.214014999,607.180373348,980.513859986,702.324818612,2585.83949926,2169.20455763,72.183003774,1768.19980109,592.756955334
315280,15.7240280896,789.214014999,607.180373348,980.513859986,702.324818612,2585.83949926,2169.20455763,72.183003774,1768.19980109,592.756955334
3159,1570232.97168,78812493.9106,60634249.4782,97916079.9869,70135564.5468,258227117.0,216621116.376,7208339.48368,176575977.375,59193898.0364
31599,1570232.97168,78812493.9106,60634249.4782,97916079.9869,70135564.5468,258227117.0,216621116.376,7208339.48368,176575977.375,59193898.0364
315990,1570232.97168,78812493.9106,60634249.4782,97916079.9869,70135564.5468,258227117.0,216621116.376,7208339.48368,176575977.375,59193898.0364
316,356061.473702,17871292.4987,13749246.5229,22203166.2614,15903737.1663,58554831.9819,49120375.9717,1634542.15126,40039856.4153,13422636.6082
3161,118687.157901,5957097.49957,4583082.17431,7401055.42047,5301245.72211,19518277.3273,16373458.6572,544847.383753,13346618.8051,4474212.20273
31611,118687.157901,5957097.49957,4583082.17431,7401055.42047,5301245.72211,19518277.3273,16373458.6572,544847.383753,13346618.8051,4474212.20273
316110,118687.157901,5957097.49957,4583082.17431,7401055.42047,5301245.72211,19518277.3273,16373458.6572,544847.383753,13346618.8051,4474212.20273
