NAICS,Mainframes,PCs,DASDs,Printers,Terminals,Tape drives,Storage devices,System integrators,Communications,Nonelectro medical instruments,Electro medical instruments,Nonmedical instruments,Photocopy and related equipment,Office and accounting equipment,Nuclear fuel,Other fabricated metals,Steam engines,Internal combustion engines,Metalworking machinery,Special industrial machinery,General industrial equipment,Electric transmission and distribution,Light trucks (including utility vehicles),"Other trucks, buses and truck trailers",Autos,Aircraft,Ships and boats,Railroad equipment,Household furniture,Other furniture,Other agricultural machinery,Farm tractors,Other construction machinery,Construction tractors,Mining and oilfield machinery,Service industry machinery,Household appliances,Other electrical,Other,Office,Hospitals,Special care,Medical buildings,Multimerchandise shopping,Food and beverage establishments,Warehouses,Mobile structures,Other commercial,Manufacturing,Electric,Wind and solar,Gas,Petroleum pipelines,Communication,Petroleum and natural gas,Mining,Religious,Educational and vocational,Lodging,Amusement and recreation,Air transportation,Other transportation,Other railroad,Track replacement,Local transit structures,Other land transportation,Farm,Water supply,Sewage and waste disposal,Public safety,Highway and conservation and development,Prepackaged software,Custom software,Own account software,Pharmaceutical and medicine manufacturing,"Chemical manufacturing, ex. pharma and med",Semiconductor and other component manufacturing,Computers and peripheral equipment manufacturing,Communications equipment manufacturing,Navigational and other instruments manufacturing,"Other computer and electronic manufacturing, n.e.c.",Motor vehicles and parts manufacturing,Aerospace products and parts manufacturing,Other manufacturing,Scientific research and development services,Software publishers,Financial and real estate services,Computer systems design and related services,"All other nonmanufacturing, n.e.c.",Private universities and colleges,Other nonprofit institutions,Theatrical movies,Long-lived television programs,Books,Music,Other entertainment originals
[[11114]],11006.04996,341187.5487,0,22012.09992,33018.14988,0,33018.14988,121066.5495,2223222.092,253139.149,-9.25E-09,397450476.1,99054.44963,11006.04996,0,34030706.47,0,2630445.94,2366300.741,0,15870724.04,5613085.479,107529108.1,39038459.2,39687816.15,-9.15E-09,9.15E-09,0,0,1893040.593,1171087740,412308643.5,4424432.083,231127.0491,-2.31E-09,2509379.391,2.90E-10,132072.5995,242067062.8,-6.71E-08,0,-9.27E-09,9.27E-09,3.71E-08,0,-1.22E-08,-7.63E-10,1.83E-08,-7.32E-08,-1.85E-08,53918638.75,9.27E-09,-4.64E-09,0,0,2.32E-09,1.85E-08,3.71E-08,3.71E-08,-1.85E-08,5.79E-10,7.63E-10,0,0,0,-7.63E-10,2871753585,3.05E-09,-4.58E-09,0,0,649356.9476,187102.8493,33018.14988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[111140]],11006.04996,341187.5487,0,22012.09992,33018.14988,0,33018.14988,121066.5495,2223222.092,253139.149,-9.25E-09,397450476.1,99054.44963,11006.04996,0,34030706.47,0,2630445.94,2366300.741,0,15870724.04,5613085.479,107529108.1,39038459.2,39687816.15,-9.15E-09,9.15E-09,0,0,1893040.593,1171087740,412308643.5,4424432.083,231127.0491,-2.31E-09,2509379.391,2.90E-10,132072.5995,242067062.8,-6.71E-08,0,-9.27E-09,9.27E-09,3.71E-08,0,-1.22E-08,-7.63E-10,1.83E-08,-7.32E-08,-1.85E-08,53918638.75,9.27E-09,-4.64E-09,0,0,2.32E-09,1.85E-08,3.71E-08,3.71E-08,-1.85E-08,5.79E-10,7.63E-10,0,0,0,-7.63E-10,2871753585,3.05E-09,-4.58E-09,0,0,649356.9476,187102.8493,33018.14988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[11115]],11006.04996,341187.5487,0,22012.09992,33018.14988,0,33018.14988,121066.5495,2223222.092,253139.149,-9.25E-09,397450476.1,99054.44963,11006.04996,0,34030706.47,0,2630445.94,2366300.741,0,15870724.04,5613085.479,107529108.1,39038459.2,39687816.15,-9.15E-09,9.15E-09,0,0,1893040.593,1171087740,412308643.5,4424432.083,231127.0491,-2.31E-09,2509379.391,2.90E-10,132072.5995,242067062.8,-6.71E-08,0,-9.27E-09,9.27E-09,3.71E-08,0,-1.22E-08,-7.63E-10,1.83E-08,-7.32E-08,-1.85E-08,53918638.75,9.27E-09,-4.64E-09,0,0,2.32E-09,1.85E-08,3.71E-08,3.71E-08,-1.85E-08,5.79E-10,7.63E-10,0,0,0,-7.63E-10,2871753585,3.05E-09,-4.58E-09,0,0,649356.9476,187102.8493,33018.14988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[111150]],11006.04996,341187.5487,0,22012.09992,33018.14988,0,33018.14988,121066.5495,2223222.092,253139.149,-9.25E-09,397450476.1,99054.44963,11006.04996,0,34030706.47,0,2630445.94,2366300.741,0,15870724.04,5613085.479,107529108.1,39038459.2,39687816.15,-9.15E-09,9.15E-09,0,0,1893040.593,1171087740,412308643.5,4424432.083,231127.0491,-2.31E-09,2509379.391,2.90E-10,132072.5995,242067062.8,-6.71E-08,0,-9.27E-09,9.27E-09,3.71E-08,0,-1.22E-08,-7.63E-10,1.83E-08,-7.32E-08,-1.85E-08,53918638.75,9.27E-09,-4.64E-09,0,0,2.32E-09,1.85E-08,3.71E-08,3.71E-08,-1.85E-08,5.79E-10,7.63E-10,0,0,0,-7.63E-10,2871753585,3.05E-09,-4.58E-09,0,0,649356.9476,187102.8493,33018.14988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[11116]],11006.04996,341187.5487,0,22012.09992,33018.14988,0,33018.14988,121066.5495,2223222.092,253139.149,-9.25E-09,397450476.1,99054.44963,11006.04996,0,34030706.47,0,2630445.94,2366300.741,0,15870724.04,5613085.479,107529108.1,39038459.2,39687816.15,-9.15E-09,9.15E-09,0,0,1893040.593,1171087740,412308643.5,4424432.083,231127.0491,-2.31E-09,2509379.391,2.90E-10,132072.5995,242067062.8,-6.71E-08,0,-9.27E-09,9.27E-09,3.71E-08,0,-1.22E-08,-7.63E-10,1.83E-08,-7.32E-08,-1.85E-08,53918638.75,9.27E-09,-4.64E-09,0,0,2.32E-09,1.85E-08,3.71E-08,3.71E-08,-1.85E-08,5.79E-10,7.63E-10,0,0,0,-7.63E-10,2871753585,3.05E-09,-4.58E-09,0,0,649356.9476,187102.8493,33018.14988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[111160]],11006.04996,341187.5487,0,22012.09992,33018.14988,0,33018.14988,121066.5495,2223222.092,253139.149,-9.25E-09,397450476.1,99054.44963,11006.04996,0,34030706.47,0,2630445.94,2366300.741,0,15870724.04,5613085.479,107529108.1,39038459.2,39687816.15,-9.15E-09,9.15E-09,0,0,1893040.593,1171087740,412308643.5,4424432.083,231127.0491,-2.31E-09,2509379.391,2.90E-10,132072.5995,242067062.8,-6.71E-08,0,-9.27E-09,9.27E-09,3.71E-08,0,-1.22E-08,-7.63E-10,1.83E-08,-7.32E-08,-1.85E-08,53918638.75,9.27E-09,-4.64E-09,0,0,2.32E-09,1.85E-08,3.71E-08,3.71E-08,-1.85E-08,5.79E-10,7.63E-10,0,0,0,-7.63E-10,2871753585,3.05E-09,-4.58E-09,0,0,649356.9476,187102.8493,33018.14988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[11119]],11006.04996,341187.5487,0,22012.09992,33018.14988,0,33018.14988,121066.5495,2223222.092,253139.149,-9.25E-09,397450476.1,99054.44963,11006.04996,0,34030706.47,0,2630445.94,2366300.741,0,15870724.04,5613085.479,107529108.1,39038459.2,39687816.15,-9.15E-09,9.15E-09,0,0,1893040.593,1171087740,412308643.5,4424432.083,231127.0491,-2.31E-09,2509379.391,2.90E-10,132072.5995,242067062.8,-6.71E-08,0,-9.27E-09,9.27E-09,3.71E-08,0,-1.22E-08,-7.63E-10,1.83E-08,-7.32E-08,-1.85E-08,53918638.75,9.27E-09,-4.64E-09,0,0,2.32E-09,1.85E-08,3.71E-08,3.71E-08,-1.85E-08,5.79E-10,7.63E-10,0,0,0,-7.63E-10,2871753585,3.05E-09,-4.58E-09,0,0,649356.9476,187102.8493,33018.14988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[111191]],5503.024979,170593.7744,0,11006.04996,16509.07494,0,16509.07494,60533.27477,1111611.046,126569.5745,-4.62E-09,198725238.1,49527.22481,5503.024979,0,17015353.24,0,1315222.97,1183150.371,0,7935362.02,2806542.739,53764554.05,19519229.6,19843908.08,-4.58E-09,4.58E-09,0,0,946520.2964,585543869.9,206154321.8,2212216.042,115563.5246,-1.16E-09,1254689.695,1.45E-10,66036.29975,121033531.4,-3.36E-08,0,-4.64E-09,4.64E-09,1.85E-08,0,-6.10E-09,-3.81E-10,9.15E-09,-3.66E-08,-9.27E-09,26959319.37,4.64E-09,-2.32E-09,0,0,1.16E-09,9.27E-09,1.85E-08,1.85E-08,-9.27E-09,2.90E-10,3.81E-10,0,0,0,-3.81E-10,1435876793,1.53E-09,-2.29E-09,0,0,324678.4738,93551.42465,16509.07494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[111199]],5503.024979,170593.7744,0,11006.04996,16509.07494,0,16509.07494,60533.27477,1111611.046,126569.5745,-4.62E-09,198725238.1,49527.22481,5503.024979,0,17015353.24,0,1315222.97,1183150.371,0,7935362.02,2806542.739,53764554.05,19519229.6,19843908.08,-4.58E-09,4.58E-09,0,0,946520.2964,585543869.9,206154321.8,2212216.042,115563.5246,-1.16E-09,1254689.695,1.45E-10,66036.29975,121033531.4,-3.36E-08,0,-4.64E-09,4.64E-09,1.85E-08,0,-6.10E-09,-3.81E-10,9.15E-09,-3.66E-08,-9.27E-09,26959319.37,4.64E-09,-2.32E-09,0,0,1.16E-09,9.27E-09,1.85E-08,1.85E-08,-9.27E-09,2.90E-10,3.81E-10,0,0,0,-3.81E-10,1435876793,1.53E-09,-2.29E-09,0,0,324678.4738,93551.42465,16509.07494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[1112]],77042.34971,2388312.841,0,154084.6994,231127.0491,0,231127.0491,847465.8468,15562554.64,1771974.043,-6.47E-08,2782153333,693381.1474,77042.34971,0,238214945.3,0,18413121.58,16564105.19,0,111095068.3,39291598.35,752703756.7,273269214.4,277814713.1,-6.41E-08,6.41E-08,0,0,13251284.15,8197614179,2886160505,30971024.58,1617889.344,-1.62E-08,17565655.73,2.03E-09,924508.1965,1694469440,-4.70E-07,0,-6.49E-08,6.49E-08,2.60E-07,0,-8.54E-08,-5.34E-09,1.28E-07,-5.13E-07,-1.30E-07,377430471.2,6.49E-08,-3.25E-08,0,0,1.62E-08,1.30E-07,2.60E-07,2.60E-07,-1.30E-07,4.06E-09,5.34E-09,0,0,0,-5.34E-09,20102275098,2.14E-08,-3.20E-08,0,0,4545498.633,1309719.945,231127.0491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[11121]],77042.34971,2388312.841,0,154084.6994,231127.0491,0,231127.0491,847465.8468,15562554.64,1771974.043,-6.47E-08,2782153333,693381.1474,77042.34971,0,238214945.3,0,18413121.58,16564105.19,0,111095068.3,39291598.35,752703756.7,273269214.4,277814713.1,-6.41E-08,6.41E-08,0,0,13251284.15,8197614179,2886160505,30971024.58,1617889.344,-1.62E-08,17565655.73,2.03E-09,924508.1965,1694469440,-4.70E-07,0,-6.49E-08,6.49E-08,2.60E-07,0,-8.54E-08,-5.34E-09,1.28E-07,-5.13E-07,-1.30E-07,377430471.2,6.49E-08,-3.25E-08,0,0,1.62E-08,1.30E-07,2.60E-07,2.60E-07,-1.30E-07,4.06E-09,5.34E-09,0,0,0,-5.34E-09,20102275098,2.14E-08,-3.20E-08,0,0,4545498.633,1309719.945,231127.0491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[111211]],38521.17486,1194156.421,0,77042.34971,115563.5246,0,115563.5246,423732.9234,7781277.321,885987.0217,-3.24E-08,1391076666,346690.5737,38521.17486,0,119107472.7,0,9206560.79,8282052.594,0,55547534.14,19645799.18,376351878.3,136634607.2,138907356.5,-3.20E-08,3.20E-08,0,0,6625642.075,4098807089,1443080252,15485512.29,808944.672,-8.09E-09,8782827.867,1.01E-09,462254.0983,847234719.8,-2.35E-07,0,-3.25E-08,3.25E-08,1.30E-07,0,-4.27E-08,-2.67E-09,6.41E-08,-2.56E-07,-6.49E-08,188715235.6,3.25E-08,-1.62E-08,0,0,8.11E-09,6.49E-08,1.30E-07,1.30E-07,-6.49E-08,2.03E-09,2.67E-09,0,0,0,-2.67E-09,10051137549,1.07E-08,-1.60E-08,0,0,2272749.316,654859.9725,115563.5246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[111219]],38521.17486,1194156.421,0,77042.34971,115563.5246,0,115563.5246,423732.9234,7781277.321,885987.0217,-3.24E-08,1391076666,346690.5737,38521.17486,0,119107472.7,0,9206560.79,8282052.594,0,55547534.14,19645799.18,376351878.3,136634607.2,138907356.5,-3.20E-08,3.20E-08,0,0,6625642.075,4098807089,1443080252,15485512.29,808944.672,-8.09E-09,8782827.867,1.01E-09,462254.0983,847234719.8,-2.35E-07,0,-3.25E-08,3.25E-08,1.30E-07,0,-4.27E-08,-2.67E-09,6.41E-08,-2.56E-07,-6.49E-08,188715235.6,3.25E-08,-1.62E-08,0,0,8.11E-09,6.49E-08,1.30E-07,1.30E-07,-6.49E-08,2.03E-09,2.67E-09,0,0,0,-2.67E-09,10051137549,1.07E-08,-1.60E-08,0,0,2272749.316,654859.9725,115563.5246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[1113]],77042.34971,2388312.841,0,154084.6994,231127.0491,0,231127.0491,847465.8468,15562554.64,1771974.043,-6.47E-08,2782153333,693381.1474,77042.34971,0,238214945.3,0,18413121.58,16564105.19,0,111095068.3,39291598.35,752703756.7,273269214.4,277814713.1,-6.41E-08,6.41E-08,0,0,13251284.15,8197614179,2886160505,30971024.58,1617889.344,-1.62E-08,17565655.73,2.03E-09,924508.1965,1694469440,-4.70E-07,0,-6.49E-08,6.49E-08,2.60E-07,0,-8.54E-08,-5.34E-09,1.28E-07,-5.13E-07,-1.30E-07,377430471.2,6.49E-08,-3.25E-08,0,0,1.62E-08,1.30E-07,2.60E-07,2.60E-07,-1.30E-07,4.06E-09,5.34E-09,0,0,0,-5.34E-09,20102275098,2.14E-08,-3.20E-08,0,0,4545498.633,1309719.945,231127.0491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[11131]],25680.78324,796104.2803,0,51361.56647,77042.34971,0,77042.34971,282488.6156,5187518.214,590658.0144,-2.16E-08,927384444.2,231127.0491,25680.78324,0,79404981.77,0,6137707.194,5521368.396,0,37031689.43,13097199.45,250901252.2,91089738.14,92604904.35,-2.14E-08,2.14E-08,0,0,4417094.717,2732538060,962053501.6,10323674.86,539296.448,-5.39E-09,5855218.578,6.76E-10,308169.3988,564823146.5,-1.57E-07,0,-2.16E-08,2.16E-08,8.65E-08,0,-2.85E-08,-1.78E-09,4.27E-08,-1.71E-07,-4.33E-08,125810157.1,2.16E-08,-1.08E-08,0,0,5.41E-09,4.33E-08,8.65E-08,8.65E-08,-4.33E-08,1.35E-09,1.78E-09,0,0,0,-1.78E-09,6700758366,7.12E-09,-1.07E-08,0,0,1515166.211,436573.315,77042.34971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[111310]],25680.78324,796104.2803,0,51361.56647,77042.34971,0,77042.34971,282488.6156,5187518.214,590658.0144,-2.16E-08,927384444.2,231127.0491,25680.78324,0,79404981.77,0,6137707.194,5521368.396,0,37031689.43,13097199.45,250901252.2,91089738.14,92604904.35,-2.14E-08,2.14E-08,0,0,4417094.717,2732538060,962053501.6,10323674.86,539296.448,-5.39E-09,5855218.578,6.76E-10,308169.3988,564823146.5,-1.57E-07,0,-2.16E-08,2.16E-08,8.65E-08,0,-2.85E-08,-1.78E-09,4.27E-08,-1.71E-07,-4.33E-08,125810157.1,2.16E-08,-1.08E-08,0,0,5.41E-09,4.33E-08,8.65E-08,8.65E-08,-4.33E-08,1.35E-09,1.78E-09,0,0,0,-1.78E-09,6700758366,7.12E-09,-1.07E-08,0,0,1515166.211,436573.315,77042.34971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
